B23002C_001E,B23002C_001EA,B23002C_001M,B23002C_001MA,B23002C_002E,B23002C_002EA,B23002C_002M,B23002C_002MA,B23002C_003E,B23002C_003EA,B23002C_003M,B23002C_003MA,B23002C_004E,B23002C_004EA,B23002C_004M,B23002C_004MA,B23002C_005E,B23002C_005EA,B23002C_005M,B23002C_005MA,B23002C_006E,B23002C_006EA,B23002C_006M,B23002C_006MA,B23002C_007E,B23002C_007EA,B23002C_007M,B23002C_007MA,B23002C_008E,B23002C_008EA,B23002C_008M,B23002C_008MA,B23002C_009E,B23002C_009EA,B23002C_009M,B23002C_009MA,B23002C_010E,B23002C_010EA,B23002C_010M,B23002C_010MA,B23002C_011E,B23002C_011EA,B23002C_011M,B23002C_011MA,B23002C_012E,B23002C_012EA,B23002C_012M,B23002C_012MA,B23002C_013E,B23002C_013EA,B23002C_013M,B23002C_013MA,B23002C_014E,B23002C_014EA,B23002C_014M,B23002C_014MA,B23002C_015E,B23002C_015EA,B23002C_015M,B23002C_015MA,B23002C_016E,B23002C_016EA,B23002C_016M,B23002C_016MA,B23002C_017E,B23002C_017EA,B23002C_017M,B23002C_017MA,B23002C_018E,B23002C_018EA,B23002C_018M,B23002C_018MA,B23002C_019E,B23002C_019EA,B23002C_019M,B23002C_019MA,B23002C_020E,B23002C_020EA,B23002C_020M,B23002C_020MA,B23002C_021E,B23002C_021EA,B23002C_021M,B23002C_021MA,B23002C_022E,B23002C_022EA,B23002C_022M,B23002C_022MA,B23002C_023E,B23002C_023EA,B23002C_023M,B23002C_023MA,B23002C_024E,B23002C_024EA,B23002C_024M,B23002C_024MA,B23002C_025E,B23002C_025EA,B23002C_025M,B23002C_025MA,B23002C_026E,B23002C_026EA,B23002C_026M,B23002C_026MA,B23002C_027E,B23002C_027EA,B23002C_027M,B23002C_027MA,B23002C_028E,B23002C_028EA,B23002C_028M,B23002C_028MA,B23002C_029E,B23002C_029EA,B23002C_029M,B23002C_029MA,B23002C_030E,B23002C_030EA,B23002C_030M,B23002C_030MA,B23002C_031E,B23002C_031EA,B23002C_031M,B23002C_031MA,B23002C_032E,B23002C_032EA,B23002C_032M,B23002C_032MA,B23002C_033E,B23002C_033EA,B23002C_033M,B23002C_033MA,B23002C_034E,B23002C_034EA,B23002C_034M,B23002C_034MA,B23002C_035E,B23002C_035EA,B23002C_035M,B23002C_035MA,B23002C_036E,B23002C_036EA,B23002C_036M,B23002C_036MA,B23002C_037E,B23002C_037EA,B23002C_037M,B23002C_037MA,B23002C_038E,B23002C_038EA,B23002C_038M,B23002C_038MA,B23002C_039E,B23002C_039EA,B23002C_039M,B23002C_039MA,B23002C_040E,B23002C_040EA,B23002C_040M,B23002C_040MA,B23002C_041E,B23002C_041EA,B23002C_041M,B23002C_041MA,B23002C_042E,B23002C_042EA,B23002C_042M,B23002C_042MA,B23002C_043E,B23002C_043EA,B23002C_043M,B23002C_043MA,B23002C_044E,B23002C_044EA,B23002C_044M,B23002C_044MA,B23002C_045E,B23002C_045EA,B23002C_045M,B23002C_045MA,B23002C_046E,B23002C_046EA,B23002C_046M,B23002C_046MA,B23002C_047E,B23002C_047EA,B23002C_047M,B23002C_047MA,B23002C_048E,B23002C_048EA,B23002C_048M,B23002C_048MA,B23002C_049E,B23002C_049EA,B23002C_049M,B23002C_049MA,B23002C_050E,B23002C_050EA,B23002C_050M,B23002C_050MA,B23002C_051E,B23002C_051EA,B23002C_051M,B23002C_051MA,B23002C_052E,B23002C_052EA,B23002C_052M,B23002C_052MA,B23002C_053E,B23002C_053EA,B23002C_053M,B23002C_053MA,B23002C_054E,B23002C_054EA,B23002C_054M,B23002C_054MA,B23002C_055E,B23002C_055EA,B23002C_055M,B23002C_055MA,B23002C_056E,B23002C_056EA,B23002C_056M,B23002C_056MA,B23002C_057E,B23002C_057EA,B23002C_057M,B23002C_057MA,B23002C_058E,B23002C_058EA,B23002C_058M,B23002C_058MA,B23002C_059E,B23002C_059EA,B23002C_059M,B23002C_059MA,B23002C_060E,B23002C_060EA,B23002C_060M,B23002C_060MA,B23002C_061E,B23002C_061EA,B23002C_061M,B23002C_061MA,B23002C_062E,B23002C_062EA,B23002C_062M,B23002C_062MA,B23002C_063E,B23002C_063EA,B23002C_063M,B23002C_063MA,B23002C_064E,B23002C_064EA,B23002C_064M,B23002C_064MA,B23002C_065E,B23002C_065EA,B23002C_065M,B23002C_065MA,B23002C_066E,B23002C_066EA,B23002C_066M,B23002C_066MA,B23002C_067E,B23002C_067EA,B23002C_067M,B23002C_067MA,B23002C_068E,B23002C_068EA,B23002C_068M,B23002C_068MA,B23002C_069E,B23002C_069EA,B23002C_069M,B23002C_069MA,B23002C_070E,B23002C_070EA,B23002C_070M,B23002C_070MA,B23002C_071E,B23002C_071EA,B23002C_071M,B23002C_071MA,B23002C_072E,B23002C_072EA,B23002C_072M,B23002C_072MA,B23002C_073E,B23002C_073EA,B23002C_073M,B23002C_073MA,B23002C_074E,B23002C_074EA,B23002C_074M,B23002C_074MA,B23002C_075E,B23002C_075EA,B23002C_075M,B23002C_075MA,B23002C_076E,B23002C_076EA,B23002C_076M,B23002C_076MA,B23002C_077E,B23002C_077EA,B23002C_077M,B23002C_077MA,B23002C_078E,B23002C_078EA,B23002C_078M,B23002C_078MA,B23002C_079E,B23002C_079EA,B23002C_079M,B23002C_079MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
66984,null,2290,null,33194,null,1883,null,4546,null,803,null,1829,null,754,null,0,null,237,null,1829,null,754,null,683,null,375,null,1146,null,621,null,2717,null,667,null,4158,null,790,null,2769,null,717,null,273,null,317,null,2496,null,773,null,1443,null,670,null,1053,null,412,null,1389,null,381,null,17476,null,1272,null,12128,null,1329,null,28,null,34,null,12100,null,1331,null,9131,null,1144,null,2969,null,558,null,5348,null,893,null,4068,null,563,null,2336,null,408,null,0,null,237,null,2336,null,408,null,1801,null,434,null,535,null,193,null,1732,null,487,null,718,null,208,null,192,null,99,null,138,null,89,null,54,null,49,null,526,null,194,null,2228,null,521,null,226,null,209,null,226,null,209,null,0,null,237,null,2002,null,429,null,33790,null,1410,null,3765,null,693,null,2068,null,659,null,0,null,237,null,2068,null,659,null,1526,null,608,null,542,null,280,null,1697,null,284,null,3428,null,584,null,2321,null,566,null,0,null,237,null,2321,null,566,null,1704,null,481,null,617,null,289,null,1107,null,276,null,18842,null,1060,null,13963,null,1120,null,0,null,237,null,13963,null,1120,null,11135,null,1075,null,2828,null,703,null,4879,null,833,null,4063,null,634,null,2071,null,442,null,0,null,237,null,2071,null,442,null,1798,null,445,null,273,null,256,null,1992,null,572,null,1388,null,493,null,415,null,248,null,401,null,249,null,14,null,24,null,973,null,447,null,2304,null,446,null,175,null,164,null,175,null,164,null,0,null,237,null,2129,null,436,null,0400000US02,Alaska,02
201626,null,4072,null,98147,null,2836,null,13260,null,1268,null,4348,null,889,null,109,null,153,null,4239,null,880,null,2556,null,717,null,1683,null,570,null,8912,null,1342,null,13086,null,1438,null,7702,null,1531,null,64,null,68,null,7638,null,1519,null,5390,null,1330,null,2248,null,873,null,5384,null,1116,null,54325,null,1929,null,38367,null,2135,null,54,null,92,null,38313,null,2136,null,33137,null,2256,null,5176,null,1340,null,15958,null,1686,null,9872,null,678,null,4876,null,973,null,0,null,292,null,4876,null,973,null,4474,null,856,null,402,null,309,null,4996,null,833,null,2156,null,533,null,631,null,385,null,631,null,385,null,0,null,292,null,1525,null,488,null,5448,null,649,null,483,null,262,null,483,null,262,null,0,null,292,null,4965,null,618,null,103479,null,2286,null,11704,null,1290,null,3660,null,1138,null,0,null,292,null,3660,null,1138,null,2469,null,1011,null,1191,null,624,null,8044,null,1183,null,11937,null,1108,null,7239,null,1293,null,61,null,107,null,7178,null,1312,null,4755,null,1125,null,2423,null,953,null,4698,null,898,null,57397,null,1511,null,38176,null,2268,null,0,null,292,null,38176,null,2268,null,33614,null,2153,null,4562,null,1026,null,19221,null,1911,null,11004,null,859,null,5067,null,906,null,0,null,292,null,5067,null,906,null,4866,null,921,null,201,null,179,null,5937,null,1067,null,3390,null,575,null,238,null,163,null,238,null,163,null,0,null,292,null,3152,null,565,null,8047,null,904,null,177,null,189,null,136,null,173,null,41,null,72,null,7870,null,876,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
213303,null,8135,null,105331,null,5275,null,8466,null,1596,null,3389,null,956,null,137,null,182,null,3252,null,942,null,2192,null,766,null,1060,null,543,null,5077,null,1263,null,11821,null,1704,null,7688,null,1412,null,836,null,407,null,6852,null,1378,null,5451,null,1297,null,1401,null,702,null,4133,null,1155,null,63063,null,4071,null,49304,null,3685,null,950,null,508,null,48354,null,3626,null,43864,null,3443,null,4490,null,1154,null,13759,null,2166,null,12726,null,1351,null,7464,null,1169,null,0,null,292,null,7464,null,1169,null,6855,null,1101,null,609,null,339,null,5262,null,1035,null,3082,null,813,null,685,null,413,null,685,null,413,null,0,null,292,null,2397,null,729,null,6173,null,925,null,952,null,413,null,896,null,414,null,56,null,94,null,5221,null,794,null,107972,null,4823,null,7427,null,1329,null,3689,null,1045,null,6,null,11,null,3683,null,1044,null,2591,null,861,null,1092,null,610,null,3738,null,940,null,10241,null,1540,null,7180,null,1467,null,153,null,184,null,7027,null,1446,null,6734,null,1468,null,293,null,235,null,3061,null,962,null,61816,null,3282,null,43217,null,3368,null,71,null,105,null,43146,null,3374,null,38985,null,3210,null,4161,null,1041,null,18599,null,2214,null,15595,null,1579,null,7398,null,996,null,0,null,292,null,7398,null,996,null,7258,null,999,null,140,null,137,null,8197,null,1398,null,4943,null,1051,null,1750,null,780,null,1652,null,754,null,98,null,159,null,3193,null,664,null,7950,null,1148,null,772,null,416,null,772,null,416,null,0,null,292,null,7178,null,1122,null,0400000US06,California,06
35420,null,3246,null,18637,null,2202,null,2012,null,803,null,883,null,462,null,38,null,63,null,845,null,452,null,630,null,385,null,215,null,269,null,1129,null,575,null,1926,null,831,null,1609,null,799,null,91,null,117,null,1518,null,785,null,1277,null,680,null,241,null,316,null,317,null,281,null,11171,null,1772,null,9771,null,1757,null,41,null,73,null,9730,null,1745,null,9112,null,1624,null,618,null,445,null,1400,null,498,null,2395,null,813,null,1463,null,684,null,0,null,275,null,1463,null,684,null,1314,null,671,null,149,null,156,null,932,null,531,null,494,null,323,null,145,null,168,null,71,null,112,null,74,null,125,null,349,null,253,null,639,null,367,null,40,null,70,null,40,null,70,null,0,null,275,null,599,null,356,null,16783,null,2167,null,1247,null,546,null,627,null,404,null,0,null,275,null,627,null,404,null,422,null,299,null,205,null,226,null,620,null,342,null,1006,null,486,null,584,null,380,null,0,null,275,null,584,null,380,null,503,null,367,null,81,null,102,null,422,null,321,null,11623,null,1883,null,8105,null,1631,null,0,null,275,null,8105,null,1631,null,7342,null,1602,null,763,null,624,null,3518,null,1015,null,1415,null,543,null,646,null,375,null,0,null,275,null,646,null,375,null,646,null,375,null,0,null,275,null,769,null,457,null,543,null,318,null,151,null,176,null,151,null,176,null,0,null,275,null,392,null,248,null,949,null,403,null,0,null,275,null,0,null,275,null,0,null,275,null,949,null,403,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
44581,null,3290,null,22359,null,2692,null,2050,null,683,null,448,null,238,null,103,null,169,null,345,null,217,null,239,null,187,null,106,null,107,null,1602,null,620,null,1480,null,848,null,1453,null,845,null,0,null,303,null,1453,null,845,null,1353,null,829,null,100,null,151,null,27,null,43,null,13358,null,1859,null,9770,null,1702,null,58,null,94,null,9712,null,1688,null,8793,null,1522,null,919,null,540,null,3588,null,1003,null,2604,null,693,null,1442,null,577,null,86,null,146,null,1356,null,543,null,1326,null,558,null,30,null,51,null,1162,null,513,null,1253,null,531,null,439,null,321,null,439,null,321,null,0,null,303,null,814,null,448,null,1614,null,638,null,184,null,194,null,184,null,194,null,0,null,303,null,1430,null,605,null,22222,null,2364,null,1732,null,853,null,990,null,481,null,0,null,303,null,990,null,481,null,620,null,370,null,370,null,304,null,742,null,692,null,905,null,397,null,504,null,265,null,0,null,303,null,504,null,265,null,323,null,222,null,181,null,165,null,401,null,305,null,12224,null,1504,null,7533,null,1238,null,0,null,303,null,7533,null,1238,null,7162,null,1267,null,371,null,354,null,4691,null,1155,null,3461,null,897,null,1356,null,605,null,0,null,303,null,1356,null,605,null,1356,null,605,null,0,null,303,null,2105,null,649,null,1069,null,829,null,0,null,303,null,0,null,303,null,0,null,303,null,1069,null,829,null,2831,null,891,null,244,null,235,null,244,null,235,null,0,null,303,null,2587,null,834,null,0400000US12,Florida,12
