B08505F_001E,B08505F_001EA,B08505F_001M,B08505F_001MA,B08505F_002E,B08505F_002EA,B08505F_002M,B08505F_002MA,B08505F_003E,B08505F_003EA,B08505F_003M,B08505F_003MA,B08505F_004E,B08505F_004EA,B08505F_004M,B08505F_004MA,B08505F_005E,B08505F_005EA,B08505F_005M,B08505F_005MA,B08505F_006E,B08505F_006EA,B08505F_006M,B08505F_006MA,B08505F_007E,B08505F_007EA,B08505F_007M,B08505F_007MA,GEO_ID,NAME,state
17184,null,2239,null,10195,null,1560,null,4914,null,1250,null,41,null,53,null,174,null,224,null,699,null,529,null,1161,null,269,null,0400000US01,Alabama,01
7708,null,1747,null,4336,null,1534,null,1192,null,651,null,0,null,267,null,1431,null,616,null,333,null,304,null,416,null,396,null,0400000US02,Alaska,02
287794,null,10600,null,195955,null,8827,null,52231,null,5531,null,9365,null,2485,null,7330,null,1799,null,15719,null,2632,null,7194,null,1635,null,0400000US04,Arizona,04
22906,null,2513,null,14911,null,1949,null,5987,null,1823,null,0,null,267,null,400,null,312,null,1221,null,855,null,387,null,219,null,0400000US05,Arkansas,05
2623541,null,33438,null,1802874,null,28462,null,428560,null,15409,null,185779,null,10658,null,80199,null,6465,null,67344,null,5891,null,58785,null,4290,null,0400000US06,California,06
134028,null,7498,null,90628,null,5791,null,26464,null,3616,null,6612,null,1871,null,3279,null,1153,null,4402,null,1512,null,2643,null,752,null,0400000US08,Colorado,08
90131,null,6378,null,57505,null,5019,null,13473,null,2871,null,8296,null,1741,null,5805,null,1818,null,4041,null,1561,null,1011,null,420,null,0400000US09,Connecticut,09
7311,null,1084,null,4248,null,981,null,1957,null,741,null,433,null,426,null,28,null,39,null,505,null,378,null,140,null,128,null,0400000US10,Delaware,10
32967,null,3436,null,13386,null,2454,null,4798,null,1419,null,13009,null,2424,null,1146,null,684,null,324,null,355,null,304,null,366,null,0400000US11,District of Columbia,11
355443,null,13386,null,232540,null,10363,null,84881,null,6950,null,11952,null,2800,null,7867,null,1901,null,10374,null,2499,null,7829,null,1909,null,0400000US12,Florida,12
163166,null,9361,null,89251,null,7590,null,45568,null,5075,null,10329,null,3233,null,4293,null,2720,null,10840,null,3568,null,2885,null,1098,null,0400000US13,Georgia,13
10453,null,1939,null,7960,null,1729,null,471,null,313,null,545,null,484,null,968,null,500,null,442,null,338,null,67,null,110,null,0400000US15,Hawaii,15
16234,null,2058,null,10923,null,1516,null,3593,null,1083,null,150,null,147,null,892,null,696,null,251,null,295,null,425,null,329,null,0400000US16,Idaho,16
511715,null,11760,null,315705,null,10539,null,96572,null,7613,null,66833,null,6167,null,18435,null,2965,null,7889,null,1967,null,6281,null,1565,null,0400000US17,Illinois,17
61262,null,4543,null,41339,null,3969,null,13783,null,2509,null,1227,null,661,null,1943,null,930,null,2335,null,1024,null,635,null,466,null,0400000US18,Indiana,18
23820,null,3008,null,15899,null,2316,null,4380,null,1072,null,675,null,477,null,1516,null,738,null,1005,null,738,null,345,null,240,null,0400000US19,Iowa,19
41105,null,3278,null,30097,null,2829,null,7983,null,1577,null,346,null,389,null,1386,null,732,null,723,null,475,null,570,null,449,null,0400000US20,Kansas,20
17647,null,2334,null,9099,null,1636,null,6674,null,1524,null,269,null,234,null,844,null,734,null,550,null,481,null,211,null,213,null,0400000US21,Kentucky,21
