B19037D_001E,B19037D_001EA,B19037D_001M,B19037D_001MA,B19037D_002E,B19037D_002EA,B19037D_002M,B19037D_002MA,B19037D_003E,B19037D_003EA,B19037D_003M,B19037D_003MA,B19037D_004E,B19037D_004EA,B19037D_004M,B19037D_004MA,B19037D_005E,B19037D_005EA,B19037D_005M,B19037D_005MA,B19037D_006E,B19037D_006EA,B19037D_006M,B19037D_006MA,B19037D_007E,B19037D_007EA,B19037D_007M,B19037D_007MA,B19037D_008E,B19037D_008EA,B19037D_008M,B19037D_008MA,B19037D_009E,B19037D_009EA,B19037D_009M,B19037D_009MA,B19037D_010E,B19037D_010EA,B19037D_010M,B19037D_010MA,B19037D_011E,B19037D_011EA,B19037D_011M,B19037D_011MA,B19037D_012E,B19037D_012EA,B19037D_012M,B19037D_012MA,B19037D_013E,B19037D_013EA,B19037D_013M,B19037D_013MA,B19037D_014E,B19037D_014EA,B19037D_014M,B19037D_014MA,B19037D_015E,B19037D_015EA,B19037D_015M,B19037D_015MA,B19037D_016E,B19037D_016EA,B19037D_016M,B19037D_016MA,B19037D_017E,B19037D_017EA,B19037D_017M,B19037D_017MA,B19037D_018E,B19037D_018EA,B19037D_018M,B19037D_018MA,B19037D_019E,B19037D_019EA,B19037D_019M,B19037D_019MA,B19037D_020E,B19037D_020EA,B19037D_020M,B19037D_020MA,B19037D_021E,B19037D_021EA,B19037D_021M,B19037D_021MA,B19037D_022E,B19037D_022EA,B19037D_022M,B19037D_022MA,B19037D_023E,B19037D_023EA,B19037D_023M,B19037D_023MA,B19037D_024E,B19037D_024EA,B19037D_024M,B19037D_024MA,B19037D_025E,B19037D_025EA,B19037D_025M,B19037D_025MA,B19037D_026E,B19037D_026EA,B19037D_026M,B19037D_026MA,B19037D_027E,B19037D_027EA,B19037D_027M,B19037D_027MA,B19037D_028E,B19037D_028EA,B19037D_028M,B19037D_028MA,B19037D_029E,B19037D_029EA,B19037D_029M,B19037D_029MA,B19037D_030E,B19037D_030EA,B19037D_030M,B19037D_030MA,B19037D_031E,B19037D_031EA,B19037D_031M,B19037D_031MA,B19037D_032E,B19037D_032EA,B19037D_032M,B19037D_032MA,B19037D_033E,B19037D_033EA,B19037D_033M,B19037D_033MA,B19037D_034E,B19037D_034EA,B19037D_034M,B19037D_034MA,B19037D_035E,B19037D_035EA,B19037D_035M,B19037D_035MA,B19037D_036E,B19037D_036EA,B19037D_036M,B19037D_036MA,B19037D_037E,B19037D_037EA,B19037D_037M,B19037D_037MA,B19037D_038E,B19037D_038EA,B19037D_038M,B19037D_038MA,B19037D_039E,B19037D_039EA,B19037D_039M,B19037D_039MA,B19037D_040E,B19037D_040EA,B19037D_040M,B19037D_040MA,B19037D_041E,B19037D_041EA,B19037D_041M,B19037D_041MA,B19037D_042E,B19037D_042EA,B19037D_042M,B19037D_042MA,B19037D_043E,B19037D_043EA,B19037D_043M,B19037D_043MA,B19037D_044E,B19037D_044EA,B19037D_044M,B19037D_044MA,B19037D_045E,B19037D_045EA,B19037D_045M,B19037D_045MA,B19037D_046E,B19037D_046EA,B19037D_046M,B19037D_046MA,B19037D_047E,B19037D_047EA,B19037D_047M,B19037D_047MA,B19037D_048E,B19037D_048EA,B19037D_048M,B19037D_048MA,B19037D_049E,B19037D_049EA,B19037D_049M,B19037D_049MA,B19037D_050E,B19037D_050EA,B19037D_050M,B19037D_050MA,B19037D_051E,B19037D_051EA,B19037D_051M,B19037D_051MA,B19037D_052E,B19037D_052EA,B19037D_052M,B19037D_052MA,B19037D_053E,B19037D_053EA,B19037D_053M,B19037D_053MA,B19037D_054E,B19037D_054EA,B19037D_054M,B19037D_054MA,B19037D_055E,B19037D_055EA,B19037D_055M,B19037D_055MA,B19037D_056E,B19037D_056EA,B19037D_056M,B19037D_056MA,B19037D_057E,B19037D_057EA,B19037D_057M,B19037D_057MA,B19037D_058E,B19037D_058EA,B19037D_058M,B19037D_058MA,B19037D_059E,B19037D_059EA,B19037D_059M,B19037D_059MA,B19037D_060E,B19037D_060EA,B19037D_060M,B19037D_060MA,B19037D_061E,B19037D_061EA,B19037D_061M,B19037D_061MA,B19037D_062E,B19037D_062EA,B19037D_062M,B19037D_062MA,B19037D_063E,B19037D_063EA,B19037D_063M,B19037D_063MA,B19037D_064E,B19037D_064EA,B19037D_064M,B19037D_064MA,B19037D_065E,B19037D_065EA,B19037D_065M,B19037D_065MA,B19037D_066E,B19037D_066EA,B19037D_066M,B19037D_066MA,B19037D_067E,B19037D_067EA,B19037D_067M,B19037D_067MA,B19037D_068E,B19037D_068EA,B19037D_068M,B19037D_068MA,B19037D_069E,B19037D_069EA,B19037D_069M,B19037D_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
49167,null,2515,null,1800,null,569,null,499,null,323,null,76,null,87,null,195,null,181,null,254,null,247,null,228,null,245,null,33,null,57,null,159,null,200,null,38,null,60,null,0,null,292,null,126,null,186,null,0,null,292,null,111,null,162,null,0,null,292,null,81,null,136,null,0,null,292,null,0,null,292,null,27099,null,1875,null,2002,null,805,null,707,null,425,null,877,null,496,null,1852,null,822,null,733,null,459,null,907,null,528,null,1218,null,523,null,1213,null,698,null,1158,null,494,null,2427,null,756,null,3374,null,1002,null,4222,null,897,null,3009,null,787,null,1026,null,419,null,1280,null,481,null,1094,null,551,null,15506,null,1273,null,906,null,515,null,411,null,385,null,480,null,394,null,600,null,326,null,344,null,367,null,863,null,378,null,320,null,216,null,615,null,360,null,231,null,192,null,1217,null,496,null,1676,null,653,null,2241,null,608,null,1891,null,684,null,1114,null,472,null,1158,null,394,null,1439,null,657,null,4762,null,926,null,476,null,274,null,658,null,378,null,150,null,155,null,533,null,312,null,255,null,259,null,518,null,270,null,577,null,367,null,250,null,296,null,34,null,57,null,126,null,145,null,372,null,216,null,309,null,181,null,144,null,139,null,54,null,92,null,67,null,113,null,239,null,232,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
1393254,null,11153,null,49002,null,3283,null,13766,null,1632,null,2912,null,1038,null,3230,null,890,null,2410,null,854,null,2431,null,653,null,2588,null,806,null,2193,null,739,null,2249,null,793,null,1297,null,561,null,2716,null,799,null,3814,null,853,null,4597,null,1041,null,2456,null,613,null,765,null,469,null,745,null,441,null,833,null,523,null,596046,null,9167,null,23787,null,2556,null,11074,null,1846,null,13003,null,2243,null,18144,null,2063,null,15547,null,1917,null,17523,null,2230,null,17052,null,2351,null,21639,null,2820,null,19058,null,2152,null,41370,null,3612,null,64440,null,3598,null,94148,null,4750,null,79329,null,4269,null,47697,null,3275,null,59921,null,3975,null,52314,null,3345,null,541321,null,8677,null,21527,null,1955,null,14668,null,1841,null,14239,null,1769,null,17104,null,2103,null,16937,null,2430,null,18398,null,2423,null,17862,null,1927,null,19075,null,2292,null,18577,null,2149,null,37449,null,3255,null,55036,null,3779,null,77806,null,3864,null,62373,null,4152,null,44253,null,3590,null,54958,null,3123,null,51059,null,2872,null,206885,null,4889,null,24294,null,2466,null,30256,null,2524,null,23807,null,2151,null,12291,null,1486,null,9608,null,1609,null,9365,null,1298,null,8845,null,1497,null,7744,null,1359,null,6588,null,1133,null,10604,null,1535,null,13174,null,1427,null,17885,null,1782,null,11488,null,1776,null,7172,null,1190,null,7816,null,983,null,5948,null,1130,null,0400000US06,California,06
44629,null,2238,null,2150,null,882,null,856,null,519,null,0,null,275,null,184,null,255,null,211,null,307,null,48,null,78,null,0,null,275,null,146,null,186,null,164,null,170,null,0,null,275,null,208,null,303,null,206,null,177,null,127,null,178,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,23452,null,1828,null,993,null,455,null,650,null,401,null,1332,null,778,null,533,null,438,null,1609,null,792,null,715,null,621,null,1015,null,610,null,1247,null,509,null,1283,null,657,null,1694,null,696,null,2988,null,817,null,4755,null,1033,null,1142,null,434,null,803,null,471,null,1237,null,457,null,1456,null,573,null,14047,null,1687,null,331,null,311,null,199,null,188,null,1152,null,670,null,937,null,538,null,771,null,443,null,448,null,311,null,441,null,293,null,334,null,277,null,785,null,477,null,1103,null,503,null,1773,null,682,null,2162,null,736,null,1651,null,697,null,665,null,383,null,847,null,439,null,448,null,342,null,4980,null,1013,null,1200,null,521,null,462,null,315,null,603,null,420,null,152,null,161,null,76,null,132,null,207,null,182,null,201,null,241,null,236,null,215,null,512,null,448,null,109,null,130,null,206,null,201,null,372,null,226,null,141,null,152,null,250,null,348,null,253,null,245,null,0,null,275,null,0400000US08,Colorado,08
40709,null,1991,null,1320,null,530,null,248,null,212,null,0,null,273,null,235,null,275,null,0,null,273,null,0,null,273,null,140,null,214,null,52,null,88,null,0,null,273,null,0,null,273,null,414,null,339,null,65,null,79,null,69,null,97,null,97,null,131,null,0,null,273,null,0,null,273,null,0,null,273,null,23758,null,1522,null,1100,null,513,null,975,null,612,null,638,null,496,null,1094,null,724,null,863,null,563,null,613,null,383,null,808,null,470,null,606,null,346,null,846,null,583,null,1276,null,540,null,2866,null,758,null,3387,null,969,null,2748,null,788,null,1886,null,767,null,1864,null,574,null,2188,null,645,null,12477,null,1151,null,392,null,306,null,811,null,536,null,393,null,349,null,623,null,393,null,263,null,261,null,247,null,198,null,357,null,343,null,344,null,265,null,618,null,445,null,804,null,430,null,1554,null,619,null,1954,null,659,null,922,null,423,null,525,null,243,null,1041,null,418,null,1629,null,492,null,3154,null,702,null,69,null,114,null,136,null,155,null,182,null,209,null,135,null,197,null,441,null,365,null,0,null,273,null,97,null,129,null,151,null,175,null,111,null,171,null,111,null,184,null,130,null,155,null,187,null,156,null,182,null,175,null,370,null,342,null,326,null,237,null,526,null,309,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
131019,null,4092,null,5311,null,1069,null,2215,null,760,null,494,null,320,null,229,null,190,null,187,null,196,null,317,null,275,null,223,null,245,null,575,null,367,null,155,null,239,null,178,null,159,null,172,null,178,null,203,null,232,null,106,null,140,null,117,null,180,null,63,null,102,null,38,null,68,null,39,null,62,null,64759,null,3136,null,2740,null,922,null,1104,null,596,null,3797,null,1202,null,2940,null,918,null,2818,null,976,null,3610,null,1100,null,3613,null,1027,null,2872,null,1014,null,3142,null,1246,null,6191,null,1210,null,8736,null,1409,null,8248,null,1257,null,5941,null,1237,null,3032,null,843,null,3523,null,925,null,2452,null,741,null,46455,null,2824,null,2464,null,818,null,1815,null,676,null,827,null,338,null,1734,null,765,null,2655,null,920,null,1745,null,722,null,1491,null,647,null,2260,null,852,null,1963,null,655,null,3232,null,898,null,5916,null,1200,null,6615,null,1239,null,4574,null,996,null,2710,null,669,null,3231,null,874,null,3223,null,708,null,14494,null,1688,null,1579,null,548,null,1501,null,603,null,558,null,436,null,615,null,339,null,621,null,341,null,1120,null,486,null,734,null,328,null,461,null,344,null,555,null,374,null,1516,null,687,null,1381,null,536,null,1142,null,394,null,843,null,433,null,269,null,208,null,692,null,434,null,907,null,496,null,0400000US12,Florida,12
