C19101B_001E,C19101B_001EA,C19101B_001M,C19101B_001MA,C19101B_002E,C19101B_002EA,C19101B_002M,C19101B_002MA,C19101B_003E,C19101B_003EA,C19101B_003M,C19101B_003MA,C19101B_004E,C19101B_004EA,C19101B_004M,C19101B_004MA,C19101B_005E,C19101B_005EA,C19101B_005M,C19101B_005MA,C19101B_006E,C19101B_006EA,C19101B_006M,C19101B_006MA,C19101B_007E,C19101B_007EA,C19101B_007M,C19101B_007MA,C19101B_008E,C19101B_008EA,C19101B_008M,C19101B_008MA,C19101B_009E,C19101B_009EA,C19101B_009M,C19101B_009MA,C19101B_010E,C19101B_010EA,C19101B_010M,C19101B_010MA,C19101B_011E,C19101B_011EA,C19101B_011M,C19101B_011MA,GEO_ID,NAME,state
300040,null,5286,null,41752,null,2836,null,29593,null,2662,null,50714,null,3626,null,39829,null,3193,null,47197,null,3646,null,44100,null,3431,null,25787,null,2473,null,16661,null,1855,null,3134,null,843,null,1273,null,502,null,0400000US01,Alabama,01
6012,null,1128,null,0,null,237,null,377,null,390,null,251,null,431,null,317,null,380,null,692,null,494,null,1604,null,898,null,1551,null,605,null,583,null,391,null,637,null,528,null,0,null,237,null,0400000US02,Alaska,02
46317,null,2968,null,4994,null,1232,null,2711,null,896,null,5404,null,1543,null,5045,null,1280,null,7096,null,1440,null,8193,null,1472,null,5875,null,1319,null,4676,null,1041,null,1422,null,613,null,901,null,446,null,0400000US04,Arizona,04
108107,null,3541,null,15537,null,2319,null,12194,null,2051,null,18443,null,2333,null,16303,null,1793,null,17428,null,2283,null,16492,null,2082,null,6448,null,1257,null,4684,null,1028,null,389,null,272,null,189,null,205,null,0400000US05,Arkansas,05
485496,null,7429,null,42421,null,3467,null,27484,null,3055,null,53560,null,3502,null,54122,null,3987,null,62951,null,5168,null,92576,null,5070,null,55662,null,3373,null,61497,null,3669,null,20728,null,2463,null,14495,null,1810,null,0400000US06,California,06
42961,null,2684,null,4111,null,1138,null,2260,null,842,null,4156,null,1162,null,5173,null,1236,null,6079,null,1336,null,8933,null,1587,null,6098,null,1483,null,4373,null,1078,null,1087,null,516,null,691,null,347,null,0400000US08,Colorado,08
72924,null,2758,null,5684,null,1278,null,3715,null,1072,null,6015,null,1124,null,8325,null,1616,null,12080,null,1574,null,14273,null,1972,null,8979,null,1420,null,10562,null,1495,null,1740,null,588,null,1551,null,548,null,0400000US09,Connecticut,09
44481,null,2494,null,4187,null,1129,null,2589,null,1051,null,4825,null,1141,null,5728,null,1269,null,6830,null,1402,null,8005,null,1454,null,5681,null,1186,null,5313,null,1103,null,1246,null,615,null,77,null,92,null,0400000US10,Delaware,10
64133,null,2850,null,6756,null,1303,null,3736,null,1019,null,7946,null,1421,null,7780,null,1622,null,9297,null,1495,null,9836,null,1550,null,7435,null,1094,null,5640,null,1064,null,3591,null,879,null,2116,null,648,null,0400000US11,District of Columbia,11
632994,null,9589,null,55869,null,3801,null,40721,null,3869,null,93012,null,5466,null,86207,null,5029,null,111384,null,5829,null,120708,null,5622,null,63123,null,4412,null,47679,null,3266,null,7989,null,1472,null,6302,null,1466,null,0400000US12,Florida,12
632381,null,9950,null,67122,null,4192,null,36387,null,3296,null,86751,null,5348,null,76802,null,5176,null,104499,null,5602,null,117985,null,6030,null,69162,null,4069,null,55318,null,3846,null,11388,null,1825,null,6967,null,1289,null,0400000US13,Georgia,13
6175,null,1425,null,65,null,108,null,182,null,245,null,0,null,271,null,1015,null,734,null,1369,null,906,null,1301,null,764,null,810,null,515,null,905,null,471,null,528,null,396,null,0,null,271,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
419071,null,6877,null,53478,null,3969,null,28092,null,2677,null,53587,null,3234,null,51380,null,3921,null,59135,null,4357,null,71622,null,4326,null,48399,null,2670,null,36602,null,3079,null,10618,null,1435,null,6158,null,1089,null,0400000US17,Illinois,17
126529,null,3919,null,16509,null,2340,null,7805,null,1729,null,18288,null,2183,null,16957,null,2241,null,21569,null,2531,null,21476,null,2040,null,13095,null,1971,null,8518,null,1306,null,1459,null,594,null,853,null,401,null,0400000US18,Indiana,18
14948,null,1411,null,1964,null,827,null,2315,null,788,null,2851,null,987,null,1667,null,731,null,1551,null,646,null,2287,null,908,null,1372,null,608,null,514,null,309,null,427,null,389,null,0,null,226,null,0400000US19,Iowa,19
37185,null,2633,null,3813,null,1154,null,1193,null,498,null,5047,null,1167,null,5426,null,1139,null,6638,null,1443,null,8020,null,1615,null,3327,null,898,null,2884,null,888,null,455,null,294,null,382,null,263,null,0400000US20,Kansas,20
72737,null,3522,null,11036,null,1811,null,5548,null,1368,null,12519,null,1958,null,10127,null,1871,null,10802,null,1432,null,11306,null,1619,null,5898,null,966,null,4470,null,1173,null,706,null,383,null,325,null,310,null,0400000US21,Kentucky,21
