C20005B_001E,C20005B_001EA,C20005B_001M,C20005B_001MA,C20005B_002E,C20005B_002EA,C20005B_002M,C20005B_002MA,C20005B_003E,C20005B_003EA,C20005B_003M,C20005B_003MA,C20005B_004E,C20005B_004EA,C20005B_004M,C20005B_004MA,C20005B_005E,C20005B_005EA,C20005B_005M,C20005B_005MA,C20005B_006E,C20005B_006EA,C20005B_006M,C20005B_006MA,C20005B_007E,C20005B_007EA,C20005B_007M,C20005B_007MA,C20005B_008E,C20005B_008EA,C20005B_008M,C20005B_008MA,C20005B_009E,C20005B_009EA,C20005B_009M,C20005B_009MA,C20005B_010E,C20005B_010EA,C20005B_010M,C20005B_010MA,C20005B_011E,C20005B_011EA,C20005B_011M,C20005B_011MA,C20005B_012E,C20005B_012EA,C20005B_012M,C20005B_012MA,C20005B_013E,C20005B_013EA,C20005B_013M,C20005B_013MA,C20005B_014E,C20005B_014EA,C20005B_014M,C20005B_014MA,C20005B_015E,C20005B_015EA,C20005B_015M,C20005B_015MA,C20005B_016E,C20005B_016EA,C20005B_016M,C20005B_016MA,C20005B_017E,C20005B_017EA,C20005B_017M,C20005B_017MA,C20005B_018E,C20005B_018EA,C20005B_018M,C20005B_018MA,C20005B_019E,C20005B_019EA,C20005B_019M,C20005B_019MA,C20005B_020E,C20005B_020EA,C20005B_020M,C20005B_020MA,C20005B_021E,C20005B_021EA,C20005B_021M,C20005B_021MA,C20005B_022E,C20005B_022EA,C20005B_022M,C20005B_022MA,C20005B_023E,C20005B_023EA,C20005B_023M,C20005B_023MA,C20005B_024E,C20005B_024EA,C20005B_024M,C20005B_024MA,C20005B_025E,C20005B_025EA,C20005B_025M,C20005B_025MA,C20005B_026E,C20005B_026EA,C20005B_026M,C20005B_026MA,C20005B_027E,C20005B_027EA,C20005B_027M,C20005B_027MA,C20005B_028E,C20005B_028EA,C20005B_028M,C20005B_028MA,C20005B_029E,C20005B_029EA,C20005B_029M,C20005B_029MA,C20005B_030E,C20005B_030EA,C20005B_030M,C20005B_030MA,C20005B_031E,C20005B_031EA,C20005B_031M,C20005B_031MA,C20005B_032E,C20005B_032EA,C20005B_032M,C20005B_032MA,C20005B_033E,C20005B_033EA,C20005B_033M,C20005B_033MA,C20005B_034E,C20005B_034EA,C20005B_034M,C20005B_034MA,C20005B_035E,C20005B_035EA,C20005B_035M,C20005B_035MA,C20005B_036E,C20005B_036EA,C20005B_036M,C20005B_036MA,C20005B_037E,C20005B_037EA,C20005B_037M,C20005B_037MA,C20005B_038E,C20005B_038EA,C20005B_038M,C20005B_038MA,C20005B_039E,C20005B_039EA,C20005B_039M,C20005B_039MA,GEO_ID,NAME,state
907216,null,4565,null,411650,null,3505,null,149493,null,5950,null,0,null,267,null,149493,null,5950,null,2818,null,1001,null,27831,null,2823,null,36892,null,3427,null,48322,null,3887,null,25035,null,2763,null,8595,null,1546,null,262157,null,6890,null,148083,null,5370,null,114074,null,4915,null,67062,null,3912,null,21785,null,2513,null,10727,null,1739,null,10174,null,1634,null,2744,null,657,null,1582,null,465,null,495566,null,3266,null,160007,null,4725,null,0,null,267,null,160007,null,4725,null,6959,null,1217,null,50799,null,3922,null,41643,null,3144,null,41261,null,3168,null,15831,null,1878,null,3514,null,949,null,335559,null,4833,null,189066,null,5044,null,146493,null,5593,null,79149,null,4021,null,37067,null,3204,null,13225,null,2124,null,11025,null,1451,null,4485,null,1073,null,1542,null,764,null,0400000US01,Alabama,01
20829,null,1579,null,12658,null,1424,null,5858,null,1283,null,0,null,237,null,5858,null,1283,null,0,null,237,null,320,null,311,null,1091,null,506,null,2424,null,1068,null,1220,null,591,null,803,null,491,null,6800,null,1807,null,1596,null,906,null,5204,null,1373,null,1748,null,958,null,1355,null,689,null,565,null,600,null,1037,null,581,null,433,null,486,null,66,null,121,null,8171,null,1108,null,3298,null,915,null,0,null,237,null,3298,null,915,null,0,null,237,null,223,null,214,null,188,null,203,null,1862,null,664,null,765,null,712,null,260,null,362,null,4873,null,1387,null,1957,null,656,null,2916,null,1298,null,1121,null,763,null,1002,null,668,null,600,null,421,null,0,null,237,null,87,null,152,null,106,null,189,null,0400000US02,Alaska,02
158607,null,2970,null,82848,null,2100,null,36918,null,2918,null,0,null,292,null,36918,null,2918,null,881,null,516,null,3555,null,1112,null,6552,null,1558,null,14014,null,2252,null,8039,null,1681,null,3877,null,970,null,45930,null,3237,null,25098,null,2828,null,20832,null,2701,null,8470,null,1494,null,4618,null,1393,null,3418,null,998,null,2582,null,1025,null,1350,null,694,null,394,null,260,null,75759,null,1735,null,29281,null,2546,null,0,null,292,null,29281,null,2546,null,222,null,210,null,3602,null,1146,null,7594,null,1448,null,11721,null,1908,null,3492,null,946,null,2650,null,864,null,46478,null,2689,null,27038,null,2673,null,19440,null,2194,null,9138,null,1518,null,5051,null,1454,null,2054,null,849,null,2127,null,710,null,780,null,336,null,290,null,253,null,0400000US04,Arizona,04
321115,null,2967,null,147674,null,2560,null,51872,null,4025,null,0,null,267,null,51872,null,4025,null,1180,null,621,null,11817,null,2181,null,12727,null,1938,null,17828,null,2364,null,6305,null,1793,null,2015,null,794,null,95802,null,4165,null,53446,null,3452,null,42356,null,2824,null,22648,null,2275,null,9910,null,2166,null,4720,null,1182,null,3400,null,1058,null,1134,null,490,null,544,null,416,null,173441,null,2176,null,51868,null,2716,null,0,null,267,null,51868,null,2716,null,3440,null,930,null,16273,null,1922,null,15541,null,1881,null,11515,null,1589,null,4081,null,966,null,1018,null,480,null,121573,null,3474,null,61351,null,3565,null,60222,null,3062,null,34886,null,2610,null,12277,null,1704,null,6126,null,1433,null,4128,null,990,null,1996,null,664,null,809,null,442,null,0400000US05,Arkansas,05
1730121,null,7606,null,840017,null,5426,null,308161,null,8469,null,53,null,91,null,308108,null,8467,null,5076,null,1452,null,30513,null,3238,null,50559,null,4070,null,88837,null,5599,null,72608,null,5366,null,60515,null,4550,null,531856,null,9074,null,303236,null,7466,null,228620,null,8131,null,96909,null,5286,null,45893,null,3551,null,27456,null,2742,null,31198,null,3360,null,15018,null,2254,null,12146,null,1585,null,890104,null,5691,null,300471,null,7895,null,54,null,91,null,300417,null,7888,null,7139,null,1572,null,31410,null,3169,null,53554,null,4379,null,104696,null,5265,null,66380,null,4946,null,37238,null,3909,null,589633,null,9366,null,333540,null,7748,null,256093,null,8492,null,118677,null,6198,null,49127,null,3763,null,31562,null,2976,null,29514,null,2818,null,17818,null,2219,null,9395,null,1494,null,0400000US06,California,06
136872,null,3053,null,72695,null,2099,null,32144,null,2449,null,0,null,275,null,32144,null,2449,null,1801,null,805,null,3771,null,1141,null,7642,null,1535,null,10721,null,1913,null,4641,null,1118,null,3568,null,1017,null,40551,null,2871,null,14428,null,2129,null,26123,null,2644,null,11150,null,1923,null,5143,null,1145,null,3203,null,1125,null,4888,null,1386,null,932,null,536,null,807,null,518,null,64177,null,1873,null,21880,null,2011,null,0,null,275,null,21880,null,2011,null,514,null,316,null,2642,null,861,null,5242,null,1132,null,8655,null,1590,null,3556,null,975,null,1271,null,586,null,42297,null,2272,null,20317,null,2063,null,21980,null,2015,null,8413,null,1462,null,5766,null,1317,null,3599,null,1085,null,2309,null,914,null,1130,null,538,null,763,null,470,null,0400000US08,Colorado,08
243995,null,3528,null,114270,null,2341,null,46341,null,3159,null,0,null,273,null,46341,null,3159,null,551,null,432,null,4517,null,1368,null,8245,null,1611,null,15351,null,2004,null,11106,null,1461,null,6571,null,1495,null,67929,null,3275,null,32803,null,2589,null,35126,null,2884,null,15445,null,2091,null,8919,null,1696,null,4641,null,1135,null,2856,null,782,null,1968,null,793,null,1297,null,531,null,129725,null,2354,null,51720,null,2887,null,0,null,273,null,51720,null,2887,null,843,null,479,null,5497,null,1223,null,12756,null,1701,null,19500,null,2321,null,9514,null,1584,null,3610,null,1104,null,78005,null,3510,null,36535,null,2884,null,41470,null,3349,null,17609,null,2372,null,9507,null,1729,null,4993,null,1199,null,5954,null,1113,null,2310,null,728,null,1097,null,535,null,0400000US09,Connecticut,09
132545,null,1740,null,60573,null,1173,null,23597,null,2161,null,0,null,261,null,23597,null,2161,null,166,null,167,null,1860,null,750,null,5432,null,1333,null,8794,null,1506,null,5112,null,1116,null,2233,null,753,null,36976,null,2122,null,17110,null,1922,null,19866,null,1746,null,8864,null,1371,null,4701,null,1232,null,2277,null,789,null,2673,null,879,null,1229,null,521,null,122,null,146,null,71972,null,1228,null,26311,null,2168,null,0,null,261,null,26311,null,2168,null,355,null,320,null,2103,null,709,null,6749,null,1220,null,10584,null,1481,null,4526,null,1084,null,1994,null,718,null,45661,null,2580,null,23923,null,2117,null,21738,null,2035,null,9507,null,1319,null,5795,null,1123,null,2748,null,954,null,1803,null,700,null,1465,null,640,null,420,null,449,null,0400000US10,Delaware,10
255271,null,1807,null,111599,null,1009,null,42563,null,2869,null,0,null,300,null,42563,null,2869,null,617,null,343,null,3037,null,1271,null,8258,null,1522,null,14766,null,2158,null,6816,null,1332,null,9069,null,1670,null,69036,null,2862,null,42884,null,2688,null,26152,null,2467,null,12526,null,1874,null,5879,null,1301,null,1435,null,589,null,2936,null,959,null,2187,null,1091,null,1189,null,494,null,143672,null,1258,null,48121,null,3293,null,0,null,300,null,48121,null,3293,null,232,null,218,null,4925,null,1298,null,9213,null,2008,null,16438,null,2213,null,10033,null,1978,null,7280,null,1101,null,95551,null,3519,null,59049,null,3019,null,36502,null,2639,null,16418,null,1957,null,7856,null,1455,null,4430,null,1136,null,4587,null,951,null,2157,null,684,null,1054,null,543,null,0400000US11,District of Columbia,11
2060140,null,10359,null,968423,null,6392,null,396048,null,8659,null,0,null,303,null,396048,null,8659,null,8216,null,2198,null,68807,null,5122,null,102829,null,6189,null,135242,null,6155,null,55205,null,4420,null,25749,null,3172,null,572375,null,8923,null,305054,null,8881,null,267321,null,9391,null,121889,null,6926,null,59758,null,4765,null,34740,null,3866,null,32627,null,2996,null,11262,null,1977,null,7045,null,1502,null,1091717,null,6153,null,415890,null,8766,null,0,null,303,null,415890,null,8766,null,9114,null,1596,null,99873,null,6503,null,126681,null,6342,null,124876,null,6094,null,40748,null,3593,null,14598,null,1915,null,675827,null,10009,null,360993,null,8890,null,314834,null,9384,null,151196,null,6966,null,82027,null,4848,null,37256,null,3090,null,30121,null,2986,null,10650,null,1301,null,3584,null,990,null,0400000US12,Florida,12
