B24010F_001E,B24010F_001EA,B24010F_001M,B24010F_001MA,B24010F_002E,B24010F_002EA,B24010F_002M,B24010F_002MA,B24010F_003E,B24010F_003EA,B24010F_003M,B24010F_003MA,B24010F_004E,B24010F_004EA,B24010F_004M,B24010F_004MA,B24010F_005E,B24010F_005EA,B24010F_005M,B24010F_005MA,B24010F_006E,B24010F_006EA,B24010F_006M,B24010F_006MA,B24010F_007E,B24010F_007EA,B24010F_007M,B24010F_007MA,B24010F_008E,B24010F_008EA,B24010F_008M,B24010F_008MA,B24010F_009E,B24010F_009EA,B24010F_009M,B24010F_009MA,B24010F_010E,B24010F_010EA,B24010F_010M,B24010F_010MA,B24010F_011E,B24010F_011EA,B24010F_011M,B24010F_011MA,B24010F_012E,B24010F_012EA,B24010F_012M,B24010F_012MA,B24010F_013E,B24010F_013EA,B24010F_013M,B24010F_013MA,B24010F_014E,B24010F_014EA,B24010F_014M,B24010F_014MA,B24010F_015E,B24010F_015EA,B24010F_015M,B24010F_015MA,B24010F_016E,B24010F_016EA,B24010F_016M,B24010F_016MA,B24010F_017E,B24010F_017EA,B24010F_017M,B24010F_017MA,B24010F_018E,B24010F_018EA,B24010F_018M,B24010F_018MA,B24010F_019E,B24010F_019EA,B24010F_019M,B24010F_019MA,B24010F_020E,B24010F_020EA,B24010F_020M,B24010F_020MA,B24010F_021E,B24010F_021EA,B24010F_021M,B24010F_021MA,B24010F_022E,B24010F_022EA,B24010F_022M,B24010F_022MA,B24010F_023E,B24010F_023EA,B24010F_023M,B24010F_023MA,B24010F_024E,B24010F_024EA,B24010F_024M,B24010F_024MA,B24010F_025E,B24010F_025EA,B24010F_025M,B24010F_025MA,B24010F_026E,B24010F_026EA,B24010F_026M,B24010F_026MA,B24010F_027E,B24010F_027EA,B24010F_027M,B24010F_027MA,B24010F_028E,B24010F_028EA,B24010F_028M,B24010F_028MA,B24010F_029E,B24010F_029EA,B24010F_029M,B24010F_029MA,B24010F_030E,B24010F_030EA,B24010F_030M,B24010F_030MA,B24010F_031E,B24010F_031EA,B24010F_031M,B24010F_031MA,B24010F_032E,B24010F_032EA,B24010F_032M,B24010F_032MA,B24010F_033E,B24010F_033EA,B24010F_033M,B24010F_033MA,B24010F_034E,B24010F_034EA,B24010F_034M,B24010F_034MA,B24010F_035E,B24010F_035EA,B24010F_035M,B24010F_035MA,B24010F_036E,B24010F_036EA,B24010F_036M,B24010F_036MA,B24010F_037E,B24010F_037EA,B24010F_037M,B24010F_037MA,B24010F_038E,B24010F_038EA,B24010F_038M,B24010F_038MA,B24010F_039E,B24010F_039EA,B24010F_039M,B24010F_039MA,B24010F_040E,B24010F_040EA,B24010F_040M,B24010F_040MA,B24010F_041E,B24010F_041EA,B24010F_041M,B24010F_041MA,B24010F_042E,B24010F_042EA,B24010F_042M,B24010F_042MA,B24010F_043E,B24010F_043EA,B24010F_043M,B24010F_043MA,B24010F_044E,B24010F_044EA,B24010F_044M,B24010F_044MA,B24010F_045E,B24010F_045EA,B24010F_045M,B24010F_045MA,B24010F_046E,B24010F_046EA,B24010F_046M,B24010F_046MA,B24010F_047E,B24010F_047EA,B24010F_047M,B24010F_047MA,B24010F_048E,B24010F_048EA,B24010F_048M,B24010F_048MA,B24010F_049E,B24010F_049EA,B24010F_049M,B24010F_049MA,B24010F_050E,B24010F_050EA,B24010F_050M,B24010F_050MA,B24010F_051E,B24010F_051EA,B24010F_051M,B24010F_051MA,B24010F_052E,B24010F_052EA,B24010F_052M,B24010F_052MA,B24010F_053E,B24010F_053EA,B24010F_053M,B24010F_053MA,B24010F_054E,B24010F_054EA,B24010F_054M,B24010F_054MA,B24010F_055E,B24010F_055EA,B24010F_055M,B24010F_055MA,B24010F_056E,B24010F_056EA,B24010F_056M,B24010F_056MA,B24010F_057E,B24010F_057EA,B24010F_057M,B24010F_057MA,B24010F_058E,B24010F_058EA,B24010F_058M,B24010F_058MA,B24010F_059E,B24010F_059EA,B24010F_059M,B24010F_059MA,B24010F_060E,B24010F_060EA,B24010F_060M,B24010F_060MA,B24010F_061E,B24010F_061EA,B24010F_061M,B24010F_061MA,B24010F_062E,B24010F_062EA,B24010F_062M,B24010F_062MA,B24010F_063E,B24010F_063EA,B24010F_063M,B24010F_063MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
297068,null,10996,null,181308,null,7944,null,21283,null,2330,null,10044,null,1902,null,6314,null,1469,null,912,null,667,null,2818,null,934,null,11239,null,1953,null,1504,null,716,null,2485,null,985,null,616,null,523,null,1236,null,664,null,415,null,369,null,1433,null,653,null,1839,null,957,null,1711,null,703,null,40342,null,4267,null,396,null,412,null,5720,null,1183,null,12441,null,2415,null,19442,null,3007,null,2343,null,1011,null,21748,null,2653,null,11283,null,1757,null,10465,null,2155,null,4027,null,1195,null,60229,null,6191,null,47581,null,5741,null,12648,null,2338,null,33679,null,3977,null,14252,null,2631,null,19427,null,2940,null,115760,null,5727,null,25017,null,2235,null,9306,null,1438,null,5198,null,1106,null,140,null,236,null,3968,null,945,null,15711,null,2051,null,1260,null,686,null,569,null,455,null,49,null,82,null,2352,null,826,null,600,null,396,null,6451,null,1298,null,1132,null,544,null,3298,null,850,null,37565,null,3862,null,4234,null,1248,null,1800,null,816,null,13396,null,2702,null,10777,null,1999,null,7358,null,1673,null,42396,null,3569,null,13781,null,2016,null,28615,null,3101,null,431,null,264,null,1435,null,717,null,962,null,603,null,473,null,387,null,8916,null,1878,null,5492,null,1418,null,3424,null,1123,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
2699167,null,34467,null,1618410,null,21053,null,192702,null,8001,null,101527,null,5893,null,78024,null,5508,null,3847,null,1224,null,19656,null,2786,null,91175,null,6054,null,10596,null,1926,null,16501,null,2233,null,3304,null,1070,null,10342,null,1852,null,3363,null,1062,null,16948,null,2533,null,18931,null,2967,null,11190,null,2048,null,336785,null,13436,null,9269,null,2028,null,32985,null,3462,null,125817,null,8650,null,150670,null,8613,null,18044,null,2644,null,257391,null,8432,null,128780,null,6140,null,128611,null,5763,null,58907,null,5545,null,377032,null,11758,null,278233,null,10874,null,98799,null,6387,null,395593,null,12937,null,183910,null,8874,null,211683,null,8950,null,1080757,null,19001,null,225679,null,7992,null,83122,null,4529,null,48770,null,3857,null,850,null,724,null,33502,null,2896,null,142557,null,7128,null,3962,null,1107,null,3461,null,1142,null,2785,null,956,null,18781,null,2843,null,6376,null,1380,null,64412,null,4421,null,10077,null,1668,null,32703,null,3273,null,324749,null,9725,null,49229,null,3965,null,8813,null,1825,null,84164,null,6219,null,101554,null,5761,null,80989,null,5115,null,379426,null,11501,null,138682,null,7405,null,240744,null,8332,null,20595,null,2733,null,7363,null,1898,null,3904,null,1395,null,3459,null,1106,null,122945,null,6715,null,86880,null,5663,null,36065,null,3256,null,0400000US06,California,06
138003,null,7529,null,80680,null,4967,null,11701,null,1985,null,6321,null,1428,null,4865,null,1230,null,368,null,275,null,1088,null,595,null,5380,null,1358,null,1816,null,752,null,1381,null,651,null,69,null,121,null,744,null,455,null,0,null,275,null,503,null,270,null,429,null,292,null,438,null,293,null,17015,null,2531,null,629,null,524,null,1277,null,465,null,7020,null,1798,null,7539,null,1583,null,550,null,341,null,8114,null,1478,null,4606,null,1238,null,3508,null,915,null,1676,null,790,null,22369,null,2884,null,18785,null,2757,null,3584,null,1131,null,19805,null,2521,null,8222,null,1683,null,11583,null,1989,null,57323,null,3906,null,12777,null,1706,null,5203,null,1229,null,3216,null,997,null,0,null,275,null,1987,null,757,null,7574,null,1161,null,256,null,232,null,316,null,220,null,209,null,204,null,1187,null,441,null,462,null,321,null,2942,null,760,null,210,null,205,null,1992,null,678,null,18895,null,2458,null,2773,null,968,null,482,null,297,null,6654,null,1567,null,5407,null,1320,null,3579,null,1033,null,18793,null,2184,null,7177,null,1535,null,11616,null,1756,null,329,null,254,null,851,null,486,null,760,null,436,null,91,null,101,null,5678,null,1283,null,3602,null,988,null,2076,null,885,null,0400000US08,Colorado,08
89862,null,6525,null,50019,null,4620,null,5140,null,1346,null,2514,null,897,null,1850,null,731,null,0,null,273,null,664,null,657,null,2626,null,929,null,287,null,249,null,373,null,396,null,148,null,240,null,625,null,547,null,367,null,376,null,536,null,513,null,0,null,273,null,290,null,227,null,15370,null,2715,null,469,null,410,null,823,null,479,null,4020,null,1179,null,9302,null,2262,null,756,null,535,null,6795,null,1606,null,3553,null,1002,null,3242,null,1182,null,591,null,599,null,11874,null,2740,null,10461,null,2604,null,1413,null,650,null,10249,null,1620,null,5335,null,1519,null,4914,null,1184,null,39843,null,3982,null,7987,null,1819,null,2660,null,945,null,1618,null,736,null,0,null,273,null,1042,null,548,null,5327,null,1484,null,0,null,273,null,45,null,77,null,425,null,415,null,1258,null,669,null,111,null,131,null,2409,null,876,null,310,null,365,null,769,null,585,null,14947,null,2677,null,3142,null,1081,null,427,null,550,null,2673,null,1030,null,5957,null,1692,null,2748,null,995,null,11474,null,1907,null,3758,null,1105,null,7716,null,1382,null,179,null,233,null,57,null,98,null,0,null,273,null,57,null,98,null,5199,null,1192,null,3949,null,1100,null,1250,null,707,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
364133,null,13295,null,220170,null,9813,null,27267,null,3002,null,14027,null,1924,null,11056,null,1835,null,215,null,309,null,2756,null,902,null,13240,null,1878,null,2320,null,844,null,2009,null,813,null,700,null,430,null,1751,null,924,null,193,null,248,null,1760,null,694,null,1770,null,810,null,2737,null,861,null,39416,null,3610,null,640,null,342,null,4543,null,1364,null,9180,null,1869,null,23231,null,3155,null,1822,null,687,null,35051,null,3277,null,19569,null,2207,null,15482,null,2284,null,10567,null,2702,null,77439,null,6485,null,63311,null,6225,null,14128,null,2547,null,30430,null,3437,null,9009,null,1988,null,21421,null,2717,null,143963,null,7129,null,31290,null,2953,null,11869,null,2142,null,7864,null,1937,null,33,null,56,null,3972,null,1026,null,19421,null,2110,null,399,null,289,null,658,null,425,null,1079,null,499,null,1228,null,529,null,1931,null,771,null,6335,null,1180,null,1907,null,771,null,5884,null,1443,null,41765,null,4182,null,6344,null,1382,null,1311,null,644,null,11447,null,2431,null,14961,null,2137,null,7702,null,1472,null,54478,null,4016,null,20696,null,2635,null,33782,null,3475,null,3092,null,952,null,1843,null,743,null,1617,null,703,null,226,null,225,null,11495,null,2115,null,6688,null,1545,null,4807,null,1557,null,0400000US12,Florida,12
