B24010G_001E,B24010G_001EA,B24010G_001M,B24010G_001MA,B24010G_002E,B24010G_002EA,B24010G_002M,B24010G_002MA,B24010G_003E,B24010G_003EA,B24010G_003M,B24010G_003MA,B24010G_004E,B24010G_004EA,B24010G_004M,B24010G_004MA,B24010G_005E,B24010G_005EA,B24010G_005M,B24010G_005MA,B24010G_006E,B24010G_006EA,B24010G_006M,B24010G_006MA,B24010G_007E,B24010G_007EA,B24010G_007M,B24010G_007MA,B24010G_008E,B24010G_008EA,B24010G_008M,B24010G_008MA,B24010G_009E,B24010G_009EA,B24010G_009M,B24010G_009MA,B24010G_010E,B24010G_010EA,B24010G_010M,B24010G_010MA,B24010G_011E,B24010G_011EA,B24010G_011M,B24010G_011MA,B24010G_012E,B24010G_012EA,B24010G_012M,B24010G_012MA,B24010G_013E,B24010G_013EA,B24010G_013M,B24010G_013MA,B24010G_014E,B24010G_014EA,B24010G_014M,B24010G_014MA,B24010G_015E,B24010G_015EA,B24010G_015M,B24010G_015MA,B24010G_016E,B24010G_016EA,B24010G_016M,B24010G_016MA,B24010G_017E,B24010G_017EA,B24010G_017M,B24010G_017MA,B24010G_018E,B24010G_018EA,B24010G_018M,B24010G_018MA,B24010G_019E,B24010G_019EA,B24010G_019M,B24010G_019MA,B24010G_020E,B24010G_020EA,B24010G_020M,B24010G_020MA,B24010G_021E,B24010G_021EA,B24010G_021M,B24010G_021MA,B24010G_022E,B24010G_022EA,B24010G_022M,B24010G_022MA,B24010G_023E,B24010G_023EA,B24010G_023M,B24010G_023MA,B24010G_024E,B24010G_024EA,B24010G_024M,B24010G_024MA,B24010G_025E,B24010G_025EA,B24010G_025M,B24010G_025MA,B24010G_026E,B24010G_026EA,B24010G_026M,B24010G_026MA,B24010G_027E,B24010G_027EA,B24010G_027M,B24010G_027MA,B24010G_028E,B24010G_028EA,B24010G_028M,B24010G_028MA,B24010G_029E,B24010G_029EA,B24010G_029M,B24010G_029MA,B24010G_030E,B24010G_030EA,B24010G_030M,B24010G_030MA,B24010G_031E,B24010G_031EA,B24010G_031M,B24010G_031MA,B24010G_032E,B24010G_032EA,B24010G_032M,B24010G_032MA,B24010G_033E,B24010G_033EA,B24010G_033M,B24010G_033MA,B24010G_034E,B24010G_034EA,B24010G_034M,B24010G_034MA,B24010G_035E,B24010G_035EA,B24010G_035M,B24010G_035MA,B24010G_036E,B24010G_036EA,B24010G_036M,B24010G_036MA,B24010G_037E,B24010G_037EA,B24010G_037M,B24010G_037MA,B24010G_038E,B24010G_038EA,B24010G_038M,B24010G_038MA,B24010G_039E,B24010G_039EA,B24010G_039M,B24010G_039MA,B24010G_040E,B24010G_040EA,B24010G_040M,B24010G_040MA,B24010G_041E,B24010G_041EA,B24010G_041M,B24010G_041MA,B24010G_042E,B24010G_042EA,B24010G_042M,B24010G_042MA,B24010G_043E,B24010G_043EA,B24010G_043M,B24010G_043MA,B24010G_044E,B24010G_044EA,B24010G_044M,B24010G_044MA,B24010G_045E,B24010G_045EA,B24010G_045M,B24010G_045MA,B24010G_046E,B24010G_046EA,B24010G_046M,B24010G_046MA,B24010G_047E,B24010G_047EA,B24010G_047M,B24010G_047MA,B24010G_048E,B24010G_048EA,B24010G_048M,B24010G_048MA,B24010G_049E,B24010G_049EA,B24010G_049M,B24010G_049MA,B24010G_050E,B24010G_050EA,B24010G_050M,B24010G_050MA,B24010G_051E,B24010G_051EA,B24010G_051M,B24010G_051MA,B24010G_052E,B24010G_052EA,B24010G_052M,B24010G_052MA,B24010G_053E,B24010G_053EA,B24010G_053M,B24010G_053MA,B24010G_054E,B24010G_054EA,B24010G_054M,B24010G_054MA,B24010G_055E,B24010G_055EA,B24010G_055M,B24010G_055MA,B24010G_056E,B24010G_056EA,B24010G_056M,B24010G_056MA,B24010G_057E,B24010G_057EA,B24010G_057M,B24010G_057MA,B24010G_058E,B24010G_058EA,B24010G_058M,B24010G_058MA,B24010G_059E,B24010G_059EA,B24010G_059M,B24010G_059MA,B24010G_060E,B24010G_060EA,B24010G_060M,B24010G_060MA,B24010G_061E,B24010G_061EA,B24010G_061M,B24010G_061MA,B24010G_062E,B24010G_062EA,B24010G_062M,B24010G_062MA,B24010G_063E,B24010G_063EA,B24010G_063M,B24010G_063MA,GEO_ID,NAME,state
18345,null,2162,null,9240,null,1399,null,2484,null,845,null,739,null,372,null,589,null,317,null,102,null,170,null,48,null,58,null,1745,null,670,null,485,null,343,null,480,null,369,null,0,null,267,null,109,null,175,null,0,null,267,null,284,null,207,null,123,null,170,null,264,null,260,null,1757,null,661,null,0,null,267,null,334,null,253,null,746,null,417,null,492,null,344,null,185,null,212,null,996,null,420,null,537,null,301,null,459,null,280,null,0,null,267,null,1628,null,454,null,1005,null,390,null,623,null,310,null,2375,null,797,null,960,null,456,null,1415,null,513,null,9105,null,1414,null,2257,null,593,null,728,null,416,null,487,null,323,null,0,null,267,null,241,null,303,null,1529,null,486,null,74,null,121,null,161,null,200,null,13,null,21,null,82,null,129,null,72,null,121,null,312,null,236,null,0,null,267,null,815,null,298,null,1744,null,692,null,321,null,260,null,17,null,34,null,811,null,476,null,130,null,206,null,465,null,298,null,3768,null,885,null,988,null,347,null,2780,null,766,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,1336,null,549,null,729,null,451,null,607,null,421,null,0400000US01,Alabama,01
14010,null,1865,null,7393,null,1431,null,1954,null,609,null,1073,null,520,null,773,null,460,null,99,null,157,null,201,null,211,null,881,null,330,null,245,null,185,null,0,null,237,null,32,null,54,null,147,null,175,null,0,null,237,null,161,null,151,null,174,null,160,null,122,null,112,null,1213,null,518,null,181,null,272,null,164,null,196,null,350,null,263,null,457,null,389,null,61,null,107,null,1273,null,586,null,605,null,469,null,668,null,385,null,105,null,98,null,1918,null,800,null,1137,null,583,null,781,null,477,null,930,null,506,null,231,null,170,null,699,null,456,null,6617,null,1058,null,2211,null,643,null,1054,null,430,null,889,null,391,null,0,null,237,null,165,null,161,null,1157,null,445,null,155,null,151,null,13,null,21,null,0,null,237,null,53,null,52,null,111,null,169,null,339,null,205,null,133,null,172,null,353,null,214,null,1644,null,609,null,417,null,362,null,0,null,237,null,916,null,374,null,181,null,184,null,130,null,186,null,2469,null,794,null,629,null,392,null,1840,null,721,null,12,null,23,null,81,null,126,null,81,null,126,null,0,null,237,null,200,null,156,null,0,null,237,null,200,null,156,null,0400000US02,Alaska,02
46424,null,4110,null,23517,null,2508,null,5233,null,1154,null,2533,null,835,null,1268,null,455,null,0,null,292,null,1265,null,744,null,2700,null,742,null,370,null,303,null,435,null,305,null,186,null,225,null,151,null,153,null,274,null,349,null,439,null,364,null,245,null,250,null,600,null,283,null,5111,null,1352,null,70,null,114,null,1478,null,704,null,1678,null,755,null,1394,null,761,null,491,null,336,null,5200,null,1261,null,2674,null,1024,null,2526,null,891,null,41,null,52,null,4127,null,1201,null,2298,null,930,null,1829,null,879,null,3805,null,1095,null,1540,null,612,null,2265,null,876,null,22907,null,2466,null,6867,null,1395,null,2236,null,816,null,1360,null,664,null,0,null,292,null,876,null,469,null,4631,null,1097,null,135,null,179,null,167,null,157,null,141,null,176,null,634,null,446,null,179,null,253,null,1793,null,806,null,272,null,241,null,1310,null,482,null,6339,null,1401,null,1723,null,834,null,395,null,394,null,1942,null,765,null,578,null,368,null,1701,null,624,null,8599,null,1621,null,3884,null,1121,null,4715,null,1228,null,0,null,292,null,106,null,123,null,50,null,86,null,56,null,91,null,996,null,453,null,522,null,332,null,474,null,357,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
422466,null,12378,null,217063,null,8697,null,68216,null,4417,null,28537,null,3040,null,20641,null,2916,null,250,null,253,null,7646,null,1187,null,39679,null,3082,null,7578,null,1547,null,5850,null,1151,null,1860,null,653,null,3093,null,993,null,1795,null,736,null,6880,null,1401,null,8516,null,1480,null,4107,null,1031,null,36715,null,3986,null,1645,null,807,null,9982,null,1849,null,10877,null,2116,null,7816,null,1564,null,6395,null,1505,null,45783,null,3877,null,25688,null,2993,null,20095,null,2578,null,2083,null,706,null,32757,null,3430,null,19626,null,2539,null,13131,null,2041,null,31509,null,2667,null,13068,null,1846,null,18441,null,2144,null,205403,null,6986,null,73087,null,4014,null,27442,null,2746,null,15268,null,2234,null,141,null,149,null,12033,null,1499,null,45645,null,3273,null,2834,null,648,null,1632,null,796,null,2452,null,833,null,3784,null,910,null,2712,null,891,null,15582,null,2112,null,5513,null,1124,null,11136,null,1863,null,44098,null,3572,null,6420,null,1624,null,3795,null,1235,null,13126,null,1941,null,4179,null,1018,null,16578,null,2167,null,79015,null,4318,null,27537,null,2817,null,51478,null,4042,null,272,null,257,null,599,null,294,null,340,null,222,null,259,null,225,null,8332,null,1571,null,5522,null,1401,null,2810,null,783,null,0400000US06,California,06
45116,null,4072,null,23351,null,2877,null,7474,null,1387,null,2914,null,762,null,2277,null,655,null,16,null,29,null,621,null,392,null,4560,null,1229,null,1054,null,455,null,1583,null,726,null,203,null,189,null,235,null,182,null,0,null,275,null,758,null,462,null,460,null,358,null,267,null,185,null,5117,null,1432,null,284,null,434,null,782,null,424,null,2227,null,1088,null,908,null,587,null,916,null,527,null,3643,null,990,null,2226,null,869,null,1417,null,657,null,17,null,30,null,3592,null,846,null,2769,null,751,null,823,null,434,null,3508,null,998,null,883,null,484,null,2625,null,834,null,21765,null,2563,null,8301,null,1318,null,2606,null,635,null,1351,null,553,null,0,null,275,null,1255,null,537,null,5695,null,1260,null,591,null,413,null,59,null,115,null,76,null,146,null,481,null,369,null,426,null,329,null,1783,null,689,null,794,null,530,null,1485,null,595,null,4769,null,1071,null,1248,null,774,null,119,null,168,null,2135,null,760,null,575,null,411,null,692,null,380,null,7897,null,1706,null,3138,null,962,null,4759,null,1346,null,0,null,275,null,292,null,234,null,93,null,141,null,199,null,199,null,506,null,369,null,398,null,381,null,108,null,132,null,0400000US08,Colorado,08
24448,null,3291,null,11740,null,2250,null,3946,null,921,null,1402,null,657,null,1196,null,628,null,0,null,273,null,206,null,165,null,2544,null,765,null,372,null,310,null,389,null,275,null,376,null,312,null,113,null,132,null,0,null,273,null,461,null,322,null,484,null,440,null,349,null,296,null,2208,null,1078,null,0,null,273,null,120,null,161,null,776,null,551,null,906,null,869,null,406,null,320,null,2100,null,1052,null,1384,null,888,null,716,null,448,null,0,null,273,null,1151,null,460,null,844,null,378,null,307,null,295,null,2335,null,770,null,1117,null,529,null,1218,null,639,null,12708,null,2000,null,4226,null,954,null,1406,null,526,null,924,null,387,null,0,null,273,null,482,null,348,null,2820,null,764,null,68,null,111,null,0,null,273,null,0,null,273,null,425,null,348,null,138,null,162,null,1096,null,558,null,76,null,126,null,1017,null,378,null,3315,null,1075,null,1366,null,714,null,91,null,154,null,1069,null,647,null,340,null,310,null,449,null,307,null,4495,null,1110,null,1661,null,652,null,2834,null,809,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,672,null,432,null,378,null,353,null,294,null,274,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
108637,null,6047,null,55340,null,4059,null,14717,null,1892,null,5764,null,1011,null,4193,null,941,null,0,null,303,null,1571,null,620,null,8953,null,1761,null,2262,null,799,null,1159,null,557,null,429,null,344,null,624,null,433,null,161,null,162,null,1773,null,797,null,1073,null,468,null,1472,null,549,null,12173,null,1890,null,690,null,491,null,2835,null,788,null,5383,null,1435,null,2621,null,1070,null,644,null,388,null,10299,null,1734,null,5593,null,1208,null,4706,null,1143,null,219,null,233,null,9824,null,1658,null,6042,null,1386,null,3782,null,1068,null,8108,null,1746,null,2460,null,865,null,5648,null,1508,null,53297,null,3959,null,17407,null,2161,null,6175,null,1042,null,3814,null,927,null,0,null,303,null,2361,null,691,null,11232,null,1790,null,653,null,488,null,340,null,244,null,247,null,177,null,933,null,527,null,281,null,202,null,3402,null,732,null,1221,null,635,null,4155,null,1258,null,12993,null,2076,null,2451,null,887,null,726,null,400,null,4881,null,1329,null,1801,null,692,null,3134,null,1065,null,20530,null,2208,null,8178,null,1554,null,12352,null,1908,null,65,null,108,null,396,null,280,null,164,null,154,null,232,null,240,null,1906,null,769,null,1127,null,466,null,779,null,504,null,0400000US12,Florida,12
