B16005D_001E,B16005D_001EA,B16005D_001M,B16005D_001MA,B16005D_002E,B16005D_002EA,B16005D_002M,B16005D_002MA,B16005D_003E,B16005D_003EA,B16005D_003M,B16005D_003MA,B16005D_004E,B16005D_004EA,B16005D_004M,B16005D_004MA,B16005D_005E,B16005D_005EA,B16005D_005M,B16005D_005MA,B16005D_006E,B16005D_006EA,B16005D_006M,B16005D_006MA,B16005D_007E,B16005D_007EA,B16005D_007M,B16005D_007MA,B16005D_008E,B16005D_008EA,B16005D_008M,B16005D_008MA,B16005D_009E,B16005D_009EA,B16005D_009M,B16005D_009MA,B16005D_010E,B16005D_010EA,B16005D_010M,B16005D_010MA,B16005D_011E,B16005D_011EA,B16005D_011M,B16005D_011MA,B16005D_012E,B16005D_012EA,B16005D_012M,B16005D_012MA,B16005D_013E,B16005D_013EA,B16005D_013M,B16005D_013MA,B16005D_014E,B16005D_014EA,B16005D_014M,B16005D_014MA,B16005D_015E,B16005D_015EA,B16005D_015M,B16005D_015MA,B16005D_016E,B16005D_016EA,B16005D_016M,B16005D_016MA,B16005D_017E,B16005D_017EA,B16005D_017M,B16005D_017MA,B16005D_018E,B16005D_018EA,B16005D_018M,B16005D_018MA,B16005D_019E,B16005D_019EA,B16005D_019M,B16005D_019MA,B16005D_020E,B16005D_020EA,B16005D_020M,B16005D_020MA,B16005D_021E,B16005D_021EA,B16005D_021M,B16005D_021MA,B16005D_022E,B16005D_022EA,B16005D_022M,B16005D_022MA,B16005D_023E,B16005D_023EA,B16005D_023M,B16005D_023MA,B16005D_024E,B16005D_024EA,B16005D_024M,B16005D_024MA,B16005D_025E,B16005D_025EA,B16005D_025M,B16005D_025MA,B16005D_026E,B16005D_026EA,B16005D_026M,B16005D_026MA,B16005D_027E,B16005D_027EA,B16005D_027M,B16005D_027MA,B16005D_028E,B16005D_028EA,B16005D_028M,B16005D_028MA,B16005D_029E,B16005D_029EA,B16005D_029M,B16005D_029MA,B16005D_030E,B16005D_030EA,B16005D_030M,B16005D_030MA,B16005D_031E,B16005D_031EA,B16005D_031M,B16005D_031MA,B16005D_032E,B16005D_032EA,B16005D_032M,B16005D_032MA,B16005D_033E,B16005D_033EA,B16005D_033M,B16005D_033MA,B16005D_034E,B16005D_034EA,B16005D_034M,B16005D_034MA,B16005D_035E,B16005D_035EA,B16005D_035M,B16005D_035MA,B16005D_036E,B16005D_036EA,B16005D_036M,B16005D_036MA,B16005D_037E,B16005D_037EA,B16005D_037M,B16005D_037MA,B16005D_038E,B16005D_038EA,B16005D_038M,B16005D_038MA,B16005D_039E,B16005D_039EA,B16005D_039M,B16005D_039MA,B16005D_040E,B16005D_040EA,B16005D_040M,B16005D_040MA,B16005D_041E,B16005D_041EA,B16005D_041M,B16005D_041MA,B16005D_042E,B16005D_042EA,B16005D_042M,B16005D_042MA,B16005D_043E,B16005D_043EA,B16005D_043M,B16005D_043MA,B16005D_044E,B16005D_044EA,B16005D_044M,B16005D_044MA,B16005D_045E,B16005D_045EA,B16005D_045M,B16005D_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
4255135,null,12589,null,1304945,null,18611,null,702724,null,15546,null,16681,null,2903,null,14821,null,2891,null,1490,null,591,null,249,null,168,null,121,null,200,null,56892,null,5250,null,49790,null,5095,null,5962,null,1394,null,810,null,442,null,330,null,537,null,527188,null,15288,null,416887,null,13126,null,80110,null,5571,null,27981,null,2754,null,2210,null,753,null,1460,null,793,null,1130,null,764,null,64,null,105,null,165,null,162,null,101,null,122,null,2950190,null,20295,null,270263,null,11538,null,19210,null,2890,null,10955,null,1819,null,3216,null,958,null,3319,null,1020,null,1720,null,772,null,264051,null,13678,null,174340,null,9474,null,56587,null,5021,null,22664,null,2791,null,10460,null,2113,null,2393373,null,22806,null,1030556,null,16229,null,689404,null,14538,null,497310,null,13753,null,176103,null,8165,null,3293,null,1556,null,1897,null,1129,null,675,null,503,null,721,null,692,null,0,null,292,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
383110,null,5016,null,98093,null,4571,null,60461,null,4423,null,2620,null,926,null,2314,null,827,null,154,null,139,null,152,null,176,null,0,null,303,null,10976,null,2201,null,10029,null,2086,null,748,null,385,null,199,null,226,null,0,null,303,null,23928,null,3175,null,18055,null,2987,null,4048,null,1360,null,1775,null,950,null,50,null,81,null,108,null,126,null,57,null,93,null,51,null,83,null,0,null,303,null,0,null,303,null,285017,null,5279,null,55096,null,4532,null,3616,null,1082,null,2146,null,716,null,928,null,499,null,542,null,565,null,0,null,303,null,58007,null,6928,null,39656,null,5034,null,13097,null,2633,null,4698,null,1413,null,556,null,400,null,167680,null,7683,null,77513,null,4956,null,53550,null,3741,null,30077,null,3812,null,6540,null,2318,null,618,null,493,null,368,null,321,null,250,null,394,null,0,null,303,null,0,null,303,null,0400000US12,Florida,12
