B19013E_001E,B19013E_001EA,B19013E_001M,B19013E_001MA,GEO_ID,NAME,state
25671,null,19347,null,0400000US01,Alabama,01
32180,null,31833,null,0400000US02,Alaska,02
61320,null,12837,null,0400000US04,Arizona,04
32676,null,18457,null,0400000US05,Arkansas,05
68151,null,6623,null,0400000US06,California,06
32360,null,19873,null,0400000US08,Colorado,08
57016,null,30656,null,0400000US09,Connecticut,09
45136,null,28645,null,0400000US10,Delaware,10
-666666666,-,0,**,0400000US11,District of Columbia,11
57718,null,31704,null,0400000US12,Florida,12
36074,null,10191,null,0400000US13,Georgia,13
58450,null,2946,null,0400000US15,Hawaii,15
70802,null,15277,null,0400000US16,Idaho,16
46506,null,21411,null,0400000US17,Illinois,17
null,null,null,null,0400000US18,Indiana,18
24063,null,24031,null,0400000US19,Iowa,19
67778,null,9613,null,0400000US20,Kansas,20
31333,null,7866,null,0400000US21,Kentucky,21
null,null,null,null,0400000US22,Louisiana,22
46567,null,10218,null,0400000US23,Maine,23
85292,null,42080,null,0400000US24,Maryland,24
null,null,null,null,0400000US25,Massachusetts,25
null,null,null,null,0400000US26,Michigan,26
40853,null,24180,null,0400000US27,Minnesota,27
null,null,null,null,0400000US28,Mississippi,28
44471,null,13186,null,0400000US29,Missouri,29
67554,null,45855,null,0400000US30,Montana,30
null,null,null,null,0400000US31,Nebraska,31
41109,null,13330,null,0400000US32,Nevada,32
46480,null,12373,null,0400000US33,New Hampshire,33
71789,null,13008,null,0400000US34,New Jersey,34
null,null,null,null,0400000US35,New Mexico,35
39405,null,37163,null,0400000US36,New York,36
35885,null,29447,null,0400000US37,North Carolina,37
26554,null,10584,null,0400000US38,North Dakota,38
68634,null,7441,null,0400000US39,Ohio,39
33603,null,1803,null,0400000US40,Oklahoma,40
61353,null,49257,null,0400000US41,Oregon,41
42055,null,24147,null,0400000US42,Pennsylvania,42
-666666666,-,0,**,0400000US44,Rhode Island,44
51848,null,10160,null,0400000US45,South Carolina,45
-666666666,-,0,**,0400000US46,South Dakota,46
null,null,null,null,0400000US47,Tennessee,47
56881,null,11656,null,0400000US48,Texas,48
48166,null,15264,null,0400000US49,Utah,49
57994,null,46912,null,0400000US50,Vermont,50
49427,null,25226,null,0400000US51,Virginia,51
47188,null,17890,null,0400000US53,Washington,53
-666666666,-,0,**,0400000US54,West Virginia,54
44239,null,32932,null,0400000US55,Wisconsin,55
-666666666,-,0,**,0400000US56,Wyoming,56
null,null,null,null,0400000US72,Puerto Rico,72
