B10051C_001E,B10051C_001EA,B10051C_001M,B10051C_001MA,B10051C_002E,B10051C_002EA,B10051C_002M,B10051C_002MA,B10051C_003E,B10051C_003EA,B10051C_003M,B10051C_003MA,B10051C_004E,B10051C_004EA,B10051C_004M,B10051C_004MA,B10051C_005E,B10051C_005EA,B10051C_005M,B10051C_005MA,B10051C_006E,B10051C_006EA,B10051C_006M,B10051C_006MA,B10051C_007E,B10051C_007EA,B10051C_007M,B10051C_007MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
4652,null,876,null,2546,null,674,null,1546,null,486,null,1000,null,347,null,2106,null,567,null,775,null,324,null,1331,null,488,null,0400000US02,Alaska,02
15333,null,2218,null,8768,null,1828,null,5576,null,1410,null,3192,null,1068,null,6565,null,1223,null,3896,null,1141,null,2669,null,693,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
7890,null,1416,null,3272,null,838,null,2268,null,747,null,1004,null,423,null,4618,null,1039,null,2769,null,838,null,1849,null,626,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
1216,null,538,null,713,null,464,null,297,null,259,null,416,null,331,null,503,null,357,null,80,null,85,null,423,null,343,null,0400000US12,Florida,12
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
