C19001B_001E,C19001B_001EA,C19001B_001M,C19001B_001MA,C19001B_002E,C19001B_002EA,C19001B_002M,C19001B_002MA,C19001B_003E,C19001B_003EA,C19001B_003M,C19001B_003MA,C19001B_004E,C19001B_004EA,C19001B_004M,C19001B_004MA,C19001B_005E,C19001B_005EA,C19001B_005M,C19001B_005MA,C19001B_006E,C19001B_006EA,C19001B_006M,C19001B_006MA,C19001B_007E,C19001B_007EA,C19001B_007M,C19001B_007MA,C19001B_008E,C19001B_008EA,C19001B_008M,C19001B_008MA,C19001B_009E,C19001B_009EA,C19001B_009M,C19001B_009MA,C19001B_010E,C19001B_010EA,C19001B_010M,C19001B_010MA,C19001B_011E,C19001B_011EA,C19001B_011M,C19001B_011MA,GEO_ID,NAME,state
458612,null,6126,null,90979,null,3496,null,54188,null,3520,null,77393,null,5201,null,58004,null,4155,null,66681,null,3946,null,58296,null,3974,null,30307,null,2771,null,17986,null,1993,null,3365,null,870,null,1413,null,554,null,0400000US01,Alabama,01
8197,null,1249,null,74,null,131,null,377,null,390,null,634,null,625,null,721,null,578,null,879,null,568,null,2151,null,979,null,1811,null,632,null,913,null,471,null,637,null,528,null,0,null,237,null,0400000US02,Alaska,02
74921,null,3302,null,10428,null,1739,null,4821,null,1136,null,9949,null,1959,null,9470,null,1762,null,10857,null,1577,null,12416,null,1827,null,8170,null,1376,null,6252,null,1116,null,1539,null,613,null,1019,null,468,null,0400000US04,Arizona,04
167983,null,3873,null,32826,null,2817,null,21274,null,2240,null,29610,null,2908,null,24455,null,2265,null,24998,null,2566,null,21159,null,2541,null,8108,null,1418,null,4869,null,1020,null,389,null,272,null,295,null,246,null,0400000US05,Arkansas,05
801416,null,7849,null,87908,null,5090,null,67519,null,5271,null,102959,null,4890,null,87806,null,5400,null,108682,null,5963,null,140344,null,6411,null,80594,null,4207,null,80599,null,4327,null,26304,null,2617,null,18701,null,1956,null,0400000US06,California,06
66221,null,2561,null,8399,null,1671,null,5062,null,1156,null,6599,null,1500,null,8287,null,1564,null,10568,null,1651,null,12335,null,1921,null,7537,null,1482,null,5428,null,1260,null,1211,null,557,null,795,null,354,null,0400000US08,Colorado,08
109982,null,3357,null,11055,null,1603,null,8899,null,1532,null,12663,null,1810,null,13221,null,2044,null,16344,null,1674,null,19089,null,2317,null,11653,null,1731,null,12400,null,1511,null,2563,null,831,null,2095,null,631,null,0400000US09,Connecticut,09
62141,null,2352,null,7119,null,1543,null,4205,null,1119,null,6067,null,1120,null,7643,null,1610,null,11472,null,1853,null,11415,null,1644,null,6816,null,1406,null,5863,null,1175,null,1334,null,663,null,207,null,228,null,0400000US10,Delaware,10
127074,null,3070,null,18173,null,2248,null,11109,null,1674,null,17226,null,1991,null,15796,null,1996,null,17680,null,1611,null,19957,null,2205,null,10968,null,1300,null,8829,null,1508,null,4855,null,1079,null,2481,null,647,null,0400000US11,District of Columbia,11
922547,null,11959,null,113783,null,5804,null,71769,null,5201,null,143359,null,7723,null,123551,null,5828,null,158798,null,7636,null,161379,null,7139,null,79134,null,4790,null,54866,null,3368,null,8819,null,1484,null,7089,null,1540,null,0400000US12,Florida,12
982620,null,9462,null,135334,null,6504,null,72667,null,4364,null,138166,null,7303,null,126309,null,5973,null,162587,null,6990,null,170590,null,7160,null,87969,null,4801,null,65637,null,3980,null,14177,null,2308,null,9184,null,1614,null,0400000US13,Georgia,13
8849,null,1509,null,534,null,468,null,272,null,286,null,302,null,334,null,1175,null,758,null,1834,null,1025,null,1988,null,737,null,1038,null,519,null,1077,null,501,null,629,null,405,null,0,null,271,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
655837,null,7848,null,109447,null,5307,null,54336,null,3808,null,91532,null,4543,null,79493,null,5039,null,92503,null,5295,null,102533,null,5400,null,61577,null,3194,null,44518,null,3246,null,12840,null,1630,null,7058,null,1112,null,0400000US17,Illinois,17
213730,null,4672,null,34940,null,3061,null,18413,null,2663,null,33167,null,2784,null,30944,null,2389,null,34087,null,3412,null,32405,null,2628,null,16159,null,2185,null,10302,null,1475,null,1943,null,713,null,1370,null,650,null,0400000US18,Indiana,18
24963,null,1445,null,4826,null,1144,null,3847,null,1060,null,4926,null,1305,null,2556,null,804,null,2188,null,738,null,3443,null,1092,null,2077,null,856,null,673,null,387,null,427,null,389,null,0,null,226,null,0400000US19,Iowa,19
58695,null,2669,null,8917,null,1702,null,3423,null,932,null,9781,null,1693,null,8383,null,1386,null,9717,null,1730,null,10882,null,1858,null,3213,null,773,null,3525,null,932,null,455,null,294,null,399,null,264,null,0400000US20,Kansas,20
125056,null,3719,null,25482,null,2584,null,11502,null,1967,null,21796,null,2632,null,18334,null,2364,null,16911,null,1862,null,16935,null,1998,null,7558,null,1152,null,5395,null,1243,null,706,null,383,null,437,null,324,null,0400000US21,Kentucky,21
468453,null,5624,null,90331,null,4243,null,56501,null,3646,null,85124,null,4576,null,60596,null,4089,null,66017,null,4430,null,58657,null,3344,null,27298,null,2445,null,18219,null,2248,null,3377,null,787,null,2333,null,753,null,0400000US22,Louisiana,22
3432,null,924,null,452,null,397,null,420,null,343,null,1019,null,531,null,227,null,288,null,631,null,376,null,247,null,259,null,126,null,130,null,140,null,129,null,170,null,261,null,0,null,226,null,0400000US23,Maine,23
577473,null,7019,null,45640,null,3698,null,28122,null,3203,null,52848,null,3845,null,56242,null,3818,null,83666,null,4929,null,115164,null,5231,null,74837,null,4542,null,76761,null,4858,null,26103,null,2524,null,18090,null,2038,null,0400000US24,Maryland,24
127752,null,3956,null,19076,null,2162,null,9264,null,1593,null,15500,null,2166,null,14338,null,2272,null,16516,null,2243,null,22853,null,2430,null,14872,null,1788,null,10961,null,1905,null,3076,null,947,null,1296,null,487,null,0400000US25,Massachusetts,25
500363,null,6569,null,91845,null,4453,null,43683,null,3458,null,77206,null,4401,null,63857,null,4368,null,71514,null,4351,null,73248,null,3599,null,39836,null,2632,null,28037,null,2463,null,6329,null,1121,null,4808,null,998,null,0400000US26,Michigan,26
78458,null,2649,null,16278,null,2273,null,6414,null,1291,null,10401,null,1941,null,11867,null,1936,null,10653,null,1634,null,12834,null,1948,null,4880,null,1098,null,3708,null,833,null,1071,null,558,null,352,null,210,null,0400000US27,Minnesota,27
375449,null,5370,null,79685,null,4297,null,44653,null,3306,null,72077,null,4818,null,52578,null,3855,null,51746,null,3753,null,44127,null,3186,null,15875,null,2206,null,10379,null,1889,null,2492,null,781,null,1837,null,645,null,0400000US28,Mississippi,28
248659,null,4513,null,45139,null,3722,null,24636,null,2597,null,40082,null,3121,null,33286,null,2978,null,35888,null,3362,null,37384,null,3208,null,18081,null,2064,null,10121,null,1677,null,3119,null,889,null,923,null,441,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
27087,null,1661,null,5541,null,1253,null,2459,null,778,null,4290,null,934,null,3475,null,1041,null,4297,null,1249,null,3781,null,891,null,2008,null,628,null,924,null,423,null,124,null,142,null,188,null,198,null,0400000US31,Nebraska,31
73366,null,3014,null,8546,null,1570,null,3021,null,785,null,10963,null,1792,null,9334,null,1922,null,13601,null,2186,null,12633,null,1915,null,7616,null,1757,null,5691,null,1217,null,1310,null,536,null,651,null,429,null,0400000US32,Nevada,32
3194,null,749,null,398,null,338,null,40,null,71,null,395,null,364,null,243,null,267,null,506,null,461,null,494,null,321,null,406,null,296,null,348,null,216,null,364,null,294,null,0,null,253,null,0400000US33,New Hampshire,33
416032,null,5665,null,47007,null,3529,null,24337,null,2508,null,47495,null,2996,null,46130,null,3178,null,62969,null,4135,null,73156,null,3754,null,48906,null,4263,null,45839,null,3263,null,12279,null,1714,null,7914,null,1221,null,0400000US34,New Jersey,34
15843,null,1825,null,2047,null,913,null,1580,null,810,null,2390,null,1003,null,1236,null,520,null,2970,null,1094,null,1847,null,608,null,1521,null,522,null,1525,null,979,null,513,null,302,null,214,null,216,null,0400000US35,New Mexico,35
1004008,null,9401,null,146201,null,5909,null,69174,null,4267,null,120867,null,5622,null,112279,null,5703,null,154198,null,6588,null,168461,null,6428,null,100773,null,4923,null,89320,null,4390,null,26027,null,2272,null,16708,null,1956,null,0400000US36,New York,36
735532,null,8195,null,115996,null,5591,null,70436,null,4881,null,119032,null,5437,null,103243,null,5755,null,111874,null,5935,null,116308,null,5592,null,53193,null,4686,null,32974,null,2815,null,7430,null,1354,null,5046,null,1034,null,0400000US37,North Carolina,37
