B10051G_001E,B10051G_001EA,B10051G_001M,B10051G_001MA,B10051G_002E,B10051G_002EA,B10051G_002M,B10051G_002MA,B10051G_003E,B10051G_003EA,B10051G_003M,B10051G_003MA,B10051G_004E,B10051G_004EA,B10051G_004M,B10051G_004MA,B10051G_005E,B10051G_005EA,B10051G_005M,B10051G_005MA,B10051G_006E,B10051G_006EA,B10051G_006M,B10051G_006MA,B10051G_007E,B10051G_007EA,B10051G_007M,B10051G_007MA,GEO_ID,NAME,state
1157,null,554,null,696,null,505,null,549,null,457,null,147,null,157,null,461,null,313,null,213,null,207,null,248,null,217,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
2552,null,990,null,768,null,423,null,603,null,390,null,165,null,137,null,1784,null,929,null,1183,null,685,null,601,null,435,null,0400000US04,Arizona,04
908,null,406,null,497,null,295,null,317,null,234,null,180,null,181,null,411,null,236,null,298,null,207,null,113,null,104,null,0400000US05,Arkansas,05
16384,null,2431,null,6742,null,1484,null,5262,null,1385,null,1480,null,555,null,9642,null,1824,null,4357,null,981,null,5285,null,1458,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
4856,null,1349,null,1562,null,652,null,1229,null,629,null,333,null,227,null,3294,null,1010,null,1051,null,563,null,2243,null,835,null,0400000US12,Florida,12
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
8807,null,1478,null,3576,null,966,null,2070,null,720,null,1506,null,585,null,5231,null,1080,null,2743,null,946,null,2488,null,722,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
3731,null,1223,null,1803,null,750,null,1459,null,630,null,344,null,285,null,1928,null,842,null,791,null,516,null,1137,null,634,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
1020,null,379,null,730,null,362,null,426,null,285,null,304,null,234,null,290,null,234,null,10,null,20,null,280,null,233,null,0400000US21,Kentucky,21
1369,null,537,null,818,null,470,null,659,null,416,null,159,null,214,null,551,null,328,null,351,null,265,null,200,null,188,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1163,null,573,null,565,null,412,null,306,null,325,null,259,null,237,null,598,null,354,null,305,null,274,null,293,null,219,null,0400000US24,Maryland,24
1574,null,715,null,492,null,372,null,364,null,355,null,128,null,125,null,1082,null,576,null,265,null,285,null,817,null,505,null,0400000US25,Massachusetts,25
2297,null,641,null,984,null,387,null,796,null,366,null,188,null,177,null,1313,null,485,null,540,null,302,null,773,null,356,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
942,null,434,null,506,null,336,null,487,null,334,null,19,null,38,null,436,null,297,null,346,null,278,null,90,null,84,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
1415,null,782,null,435,null,373,null,435,null,373,null,0,null,298,null,980,null,607,null,351,null,330,null,629,null,489,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
1882,null,861,null,443,null,330,null,288,null,236,null,155,null,193,null,1439,null,791,null,597,null,448,null,842,null,622,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
6625,null,1361,null,1528,null,622,null,921,null,449,null,607,null,472,null,5097,null,1290,null,2131,null,787,null,2966,null,908,null,0400000US36,New York,36
2092,null,731,null,1242,null,612,null,850,null,566,null,392,null,302,null,850,null,421,null,428,null,317,null,422,null,316,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
2046,null,625,null,759,null,394,null,507,null,336,null,252,null,181,null,1287,null,517,null,878,null,479,null,409,null,277,null,0400000US39,Ohio,39
4002,null,1034,null,2351,null,775,null,1613,null,668,null,738,null,346,null,1651,null,614,null,1308,null,569,null,343,null,257,null,0400000US40,Oklahoma,40
1307,null,532,null,308,null,264,null,258,null,252,null,50,null,88,null,999,null,480,null,728,null,390,null,271,null,215,null,0400000US41,Oregon,41
1874,null,612,null,1121,null,507,null,922,null,488,null,199,null,177,null,753,null,327,null,353,null,276,null,400,null,217,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
1546,null,594,null,1109,null,505,null,452,null,324,null,657,null,366,null,437,null,297,null,144,null,138,null,293,null,207,null,0400000US47,Tennessee,47
7120,null,1394,null,3964,null,1020,null,3051,null,912,null,913,null,502,null,3156,null,972,null,1958,null,782,null,1198,null,457,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
2090,null,879,null,1493,null,831,null,1394,null,813,null,99,null,140,null,597,null,408,null,351,null,350,null,246,null,214,null,0400000US51,Virginia,51
3309,null,824,null,1085,null,496,null,694,null,378,null,391,null,318,null,2224,null,730,null,1473,null,566,null,751,null,528,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
5603,null,1222,null,2757,null,715,null,1795,null,678,null,962,null,400,null,2846,null,989,null,1227,null,604,null,1619,null,718,null,0400000US72,Puerto Rico,72
