B17020F_001E,B17020F_001EA,B17020F_001M,B17020F_001MA,B17020F_002E,B17020F_002EA,B17020F_002M,B17020F_002MA,B17020F_003E,B17020F_003EA,B17020F_003M,B17020F_003MA,B17020F_004E,B17020F_004EA,B17020F_004M,B17020F_004MA,B17020F_005E,B17020F_005EA,B17020F_005M,B17020F_005MA,B17020F_006E,B17020F_006EA,B17020F_006M,B17020F_006MA,B17020F_007E,B17020F_007EA,B17020F_007M,B17020F_007MA,B17020F_008E,B17020F_008EA,B17020F_008M,B17020F_008MA,B17020F_009E,B17020F_009EA,B17020F_009M,B17020F_009MA,B17020F_010E,B17020F_010EA,B17020F_010M,B17020F_010MA,B17020F_011E,B17020F_011EA,B17020F_011M,B17020F_011MA,B17020F_012E,B17020F_012EA,B17020F_012M,B17020F_012MA,B17020F_013E,B17020F_013EA,B17020F_013M,B17020F_013MA,B17020F_014E,B17020F_014EA,B17020F_014M,B17020F_014MA,B17020F_015E,B17020F_015EA,B17020F_015M,B17020F_015MA,B17020F_016E,B17020F_016EA,B17020F_016M,B17020F_016MA,B17020F_017E,B17020F_017EA,B17020F_017M,B17020F_017MA,GEO_ID,NAME,state
34116,null,3618,null,8760,null,2494,null,1670,null,725,null,264,null,247,null,1257,null,531,null,1121,null,570,null,4287,null,1254,null,161,null,274,null,0,null,267,null,25356,null,3142,null,2658,null,846,null,476,null,352,null,1833,null,699,null,3043,null,1072,null,17124,null,2131,null,159,null,166,null,63,null,65,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
664194,null,21347,null,149749,null,14873,null,25736,null,3632,null,4025,null,1497,null,22873,null,3513,null,18228,null,3667,null,74642,null,7195,null,3000,null,835,null,1245,null,548,null,514445,null,18791,null,49420,null,5052,null,7845,null,1422,null,54564,null,4125,null,52260,null,4414,null,328755,null,11624,null,14235,null,1791,null,7366,null,1489,null,0400000US04,Arizona,04
62304,null,5823,null,19568,null,4150,null,3519,null,1698,null,409,null,307,null,4434,null,1248,null,2481,null,945,null,8185,null,1748,null,540,null,359,null,0,null,267,null,42736,null,5200,null,5641,null,1595,null,1183,null,730,null,4408,null,1090,null,3641,null,1112,null,27121,null,3168,null,251,null,265,null,491,null,494,null,0400000US05,Arkansas,05
5960575,null,64990,null,1067522,null,31579,null,147830,null,8126,null,23322,null,2722,null,156516,null,9324,null,152868,null,7862,null,550093,null,15887,null,21079,null,1936,null,15814,null,2416,null,4893053,null,63346,null,420417,null,12948,null,74252,null,4622,null,469123,null,12574,null,517384,null,14387,null,3189572,null,40173,null,129003,null,5194,null,93302,null,4545,null,0400000US06,California,06
292913,null,14061,null,65788,null,7608,null,9633,null,2005,null,2264,null,896,null,9462,null,2298,null,8749,null,2217,null,33765,null,3542,null,1224,null,536,null,691,null,541,null,227125,null,12827,null,18170,null,2432,null,4093,null,1076,null,22850,null,2769,null,20063,null,2289,null,150210,null,8842,null,7651,null,1347,null,4088,null,847,null,0400000US08,Colorado,08
181538,null,9683,null,41016,null,4504,null,4917,null,1211,null,1339,null,632,null,3920,null,1212,null,6566,null,1432,null,22470,null,2750,null,1453,null,677,null,351,null,265,null,140522,null,8697,null,10236,null,1572,null,1562,null,750,null,12460,null,2200,null,12591,null,2192,null,98558,null,6265,null,3374,null,1062,null,1741,null,675,null,0400000US09,Connecticut,09
17992,null,2699,null,2681,null,1199,null,582,null,402,null,0,null,261,null,392,null,323,null,16,null,28,null,1396,null,545,null,295,null,404,null,0,null,261,null,15311,null,2524,null,1851,null,648,null,299,null,226,null,2439,null,1034,null,1406,null,668,null,9037,null,1411,null,104,null,121,null,175,null,235,null,0400000US10,Delaware,10
27441,null,3526,null,3928,null,1861,null,0,null,300,null,0,null,300,null,882,null,860,null,347,null,367,null,2501,null,1027,null,153,null,192,null,45,null,91,null,23513,null,3599,null,1809,null,706,null,350,null,466,null,1690,null,603,null,1780,null,857,null,16793,null,2373,null,890,null,491,null,201,null,170,null,0400000US11,District of Columbia,11
728387,null,25301,null,133205,null,12713,null,18255,null,3272,null,3040,null,1129,null,14768,null,2985,null,16209,null,2250,null,73677,null,7581,null,3976,null,1069,null,3280,null,1221,null,595182,null,22065,null,49956,null,4439,null,7091,null,1395,null,54889,null,4772,null,54989,null,5071,null,404147,null,14941,null,16135,null,3010,null,7975,null,1622,null,0400000US12,Florida,12
352207,null,15613,null,89876,null,10288,null,18139,null,3356,null,2699,null,1006,null,11484,null,2008,null,9474,null,2615,null,47398,null,6315,null,152,null,179,null,530,null,409,null,262331,null,15607,null,31667,null,3890,null,7792,null,1937,null,23913,null,2639,null,23436,null,3203,null,171427,null,10202,null,2193,null,777,null,1903,null,1057,null,0400000US13,Georgia,13
