B19037C_001E,B19037C_001EA,B19037C_001M,B19037C_001MA,B19037C_002E,B19037C_002EA,B19037C_002M,B19037C_002MA,B19037C_003E,B19037C_003EA,B19037C_003M,B19037C_003MA,B19037C_004E,B19037C_004EA,B19037C_004M,B19037C_004MA,B19037C_005E,B19037C_005EA,B19037C_005M,B19037C_005MA,B19037C_006E,B19037C_006EA,B19037C_006M,B19037C_006MA,B19037C_007E,B19037C_007EA,B19037C_007M,B19037C_007MA,B19037C_008E,B19037C_008EA,B19037C_008M,B19037C_008MA,B19037C_009E,B19037C_009EA,B19037C_009M,B19037C_009MA,B19037C_010E,B19037C_010EA,B19037C_010M,B19037C_010MA,B19037C_011E,B19037C_011EA,B19037C_011M,B19037C_011MA,B19037C_012E,B19037C_012EA,B19037C_012M,B19037C_012MA,B19037C_013E,B19037C_013EA,B19037C_013M,B19037C_013MA,B19037C_014E,B19037C_014EA,B19037C_014M,B19037C_014MA,B19037C_015E,B19037C_015EA,B19037C_015M,B19037C_015MA,B19037C_016E,B19037C_016EA,B19037C_016M,B19037C_016MA,B19037C_017E,B19037C_017EA,B19037C_017M,B19037C_017MA,B19037C_018E,B19037C_018EA,B19037C_018M,B19037C_018MA,B19037C_019E,B19037C_019EA,B19037C_019M,B19037C_019MA,B19037C_020E,B19037C_020EA,B19037C_020M,B19037C_020MA,B19037C_021E,B19037C_021EA,B19037C_021M,B19037C_021MA,B19037C_022E,B19037C_022EA,B19037C_022M,B19037C_022MA,B19037C_023E,B19037C_023EA,B19037C_023M,B19037C_023MA,B19037C_024E,B19037C_024EA,B19037C_024M,B19037C_024MA,B19037C_025E,B19037C_025EA,B19037C_025M,B19037C_025MA,B19037C_026E,B19037C_026EA,B19037C_026M,B19037C_026MA,B19037C_027E,B19037C_027EA,B19037C_027M,B19037C_027MA,B19037C_028E,B19037C_028EA,B19037C_028M,B19037C_028MA,B19037C_029E,B19037C_029EA,B19037C_029M,B19037C_029MA,B19037C_030E,B19037C_030EA,B19037C_030M,B19037C_030MA,B19037C_031E,B19037C_031EA,B19037C_031M,B19037C_031MA,B19037C_032E,B19037C_032EA,B19037C_032M,B19037C_032MA,B19037C_033E,B19037C_033EA,B19037C_033M,B19037C_033MA,B19037C_034E,B19037C_034EA,B19037C_034M,B19037C_034MA,B19037C_035E,B19037C_035EA,B19037C_035M,B19037C_035MA,B19037C_036E,B19037C_036EA,B19037C_036M,B19037C_036MA,B19037C_037E,B19037C_037EA,B19037C_037M,B19037C_037MA,B19037C_038E,B19037C_038EA,B19037C_038M,B19037C_038MA,B19037C_039E,B19037C_039EA,B19037C_039M,B19037C_039MA,B19037C_040E,B19037C_040EA,B19037C_040M,B19037C_040MA,B19037C_041E,B19037C_041EA,B19037C_041M,B19037C_041MA,B19037C_042E,B19037C_042EA,B19037C_042M,B19037C_042MA,B19037C_043E,B19037C_043EA,B19037C_043M,B19037C_043MA,B19037C_044E,B19037C_044EA,B19037C_044M,B19037C_044MA,B19037C_045E,B19037C_045EA,B19037C_045M,B19037C_045MA,B19037C_046E,B19037C_046EA,B19037C_046M,B19037C_046MA,B19037C_047E,B19037C_047EA,B19037C_047M,B19037C_047MA,B19037C_048E,B19037C_048EA,B19037C_048M,B19037C_048MA,B19037C_049E,B19037C_049EA,B19037C_049M,B19037C_049MA,B19037C_050E,B19037C_050EA,B19037C_050M,B19037C_050MA,B19037C_051E,B19037C_051EA,B19037C_051M,B19037C_051MA,B19037C_052E,B19037C_052EA,B19037C_052M,B19037C_052MA,B19037C_053E,B19037C_053EA,B19037C_053M,B19037C_053MA,B19037C_054E,B19037C_054EA,B19037C_054M,B19037C_054MA,B19037C_055E,B19037C_055EA,B19037C_055M,B19037C_055MA,B19037C_056E,B19037C_056EA,B19037C_056M,B19037C_056MA,B19037C_057E,B19037C_057EA,B19037C_057M,B19037C_057MA,B19037C_058E,B19037C_058EA,B19037C_058M,B19037C_058MA,B19037C_059E,B19037C_059EA,B19037C_059M,B19037C_059MA,B19037C_060E,B19037C_060EA,B19037C_060M,B19037C_060MA,B19037C_061E,B19037C_061EA,B19037C_061M,B19037C_061MA,B19037C_062E,B19037C_062EA,B19037C_062M,B19037C_062MA,B19037C_063E,B19037C_063EA,B19037C_063M,B19037C_063MA,B19037C_064E,B19037C_064EA,B19037C_064M,B19037C_064MA,B19037C_065E,B19037C_065EA,B19037C_065M,B19037C_065MA,B19037C_066E,B19037C_066EA,B19037C_066M,B19037C_066MA,B19037C_067E,B19037C_067EA,B19037C_067M,B19037C_067MA,B19037C_068E,B19037C_068EA,B19037C_068M,B19037C_068MA,B19037C_069E,B19037C_069EA,B19037C_069M,B19037C_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
27116,null,1614,null,1206,null,530,null,316,null,286,null,123,null,115,null,0,null,237,null,84,null,125,null,116,null,147,null,64,null,93,null,14,null,30,null,0,null,237,null,71,null,106,null,44,null,45,null,224,null,249,null,133,null,196,null,17,null,28,null,0,null,237,null,0,null,237,null,0,null,237,null,11034,null,1399,null,1000,null,394,null,527,null,219,null,564,null,201,null,767,null,369,null,388,null,256,null,749,null,389,null,827,null,411,null,488,null,267,null,882,null,515,null,1204,null,644,null,1002,null,463,null,1018,null,482,null,373,null,211,null,525,null,484,null,332,null,231,null,388,null,318,null,10860,null,1027,null,1298,null,287,null,1100,null,383,null,738,null,367,null,296,null,172,null,537,null,288,null,505,null,218,null,559,null,276,null,689,null,362,null,394,null,211,null,722,null,262,null,1074,null,331,null,1274,null,452,null,877,null,432,null,320,null,267,null,338,null,206,null,139,null,125,null,4016,null,565,null,542,null,396,null,576,null,261,null,515,null,247,null,544,null,271,null,247,null,142,null,139,null,95,null,182,null,146,null,260,null,169,null,63,null,54,null,55,null,54,null,211,null,112,null,261,null,146,null,118,null,116,null,157,null,156,null,146,null,118,null,0,null,237,null,0400000US02,Alaska,02
73913,null,3340,null,3786,null,1029,null,1251,null,618,null,240,null,272,null,737,null,677,null,230,null,271,null,90,null,107,null,454,null,383,null,349,null,253,null,192,null,265,null,0,null,292,null,0,null,292,null,87,null,112,null,81,null,141,null,75,null,125,null,0,null,292,null,0,null,292,null,0,null,292,null,31336,null,2403,null,5344,null,1149,null,2180,null,866,null,2214,null,865,null,2259,null,882,null,2186,null,762,null,2347,null,981,null,1399,null,718,null,1764,null,825,null,1902,null,611,null,2094,null,714,null,3166,null,955,null,2490,null,836,null,1176,null,672,null,480,null,389,null,138,null,164,null,197,null,256,null,27549,null,1917,null,4929,null,998,null,1830,null,553,null,1965,null,738,null,2192,null,727,null,1787,null,569,null,1299,null,480,null,1593,null,527,null,1230,null,475,null,712,null,324,null,2143,null,593,null,2595,null,587,null,2606,null,691,null,1505,null,583,null,700,null,395,null,258,null,217,null,205,null,152,null,11242,null,904,null,2075,null,474,null,1454,null,336,null,1509,null,481,null,1333,null,531,null,895,null,392,null,562,null,301,null,509,null,312,null,353,null,249,null,433,null,348,null,636,null,386,null,578,null,361,null,322,null,219,null,382,null,259,null,146,null,134,null,0,null,292,null,55,null,90,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
95961,null,4312,null,3999,null,1017,null,575,null,384,null,436,null,377,null,122,null,141,null,266,null,403,null,140,null,144,null,705,null,407,null,359,null,312,null,402,null,331,null,0,null,292,null,357,null,295,null,68,null,114,null,149,null,182,null,22,null,38,null,139,null,165,null,22,null,42,null,237,null,354,null,34791,null,2670,null,3255,null,898,null,2818,null,1034,null,2275,null,1340,null,2080,null,1036,null,2083,null,747,null,938,null,470,null,2127,null,790,null,1070,null,404,null,1199,null,572,null,3191,null,981,null,3059,null,760,null,4440,null,1138,null,2773,null,937,null,797,null,363,null,1275,null,545,null,1411,null,564,null,44180,null,2985,null,4858,null,1175,null,2489,null,895,null,1820,null,773,null,2166,null,829,null,2180,null,742,null,2357,null,800,null,2524,null,767,null,1992,null,642,null,1421,null,473,null,3307,null,846,null,4606,null,1270,null,4862,null,944,null,3166,null,905,null,2524,null,856,null,1951,null,560,null,1957,null,713,null,12991,null,1622,null,1087,null,431,null,2393,null,656,null,938,null,413,null,1089,null,390,null,948,null,412,null,1121,null,391,null,498,null,259,null,657,null,358,null,85,null,102,null,971,null,387,null,941,null,443,null,1218,null,560,null,335,null,274,null,226,null,184,null,373,null,257,null,111,null,137,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
20621,null,2202,null,953,null,620,null,0,null,303,null,130,null,180,null,143,null,175,null,336,null,453,null,0,null,303,null,0,null,303,null,72,null,119,null,0,null,303,null,0,null,303,null,57,null,91,null,80,null,104,null,0,null,303,null,0,null,303,null,55,null,88,null,80,null,129,null,0,null,303,null,7490,null,1161,null,330,null,261,null,240,null,216,null,71,null,119,null,616,null,390,null,508,null,414,null,439,null,364,null,672,null,456,null,499,null,387,null,314,null,280,null,534,null,360,null,1020,null,560,null,1084,null,523,null,480,null,355,null,417,null,343,null,140,null,243,null,126,null,154,null,7645,null,1270,null,399,null,279,null,393,null,316,null,574,null,360,null,416,null,312,null,470,null,302,null,347,null,242,null,161,null,171,null,430,null,309,null,370,null,273,null,524,null,322,null,921,null,446,null,751,null,440,null,442,null,343,null,801,null,510,null,416,null,312,null,230,null,185,null,4533,null,1050,null,547,null,358,null,597,null,391,null,414,null,313,null,702,null,372,null,189,null,188,null,50,null,95,null,235,null,234,null,28,null,50,null,44,null,75,null,297,null,313,null,774,null,555,null,377,null,320,null,37,null,56,null,181,null,157,null,20,null,46,null,41,null,70,null,0400000US12,Florida,12
