B10051F_001E,B10051F_001EA,B10051F_001M,B10051F_001MA,B10051F_002E,B10051F_002EA,B10051F_002M,B10051F_002MA,B10051F_003E,B10051F_003EA,B10051F_003M,B10051F_003MA,B10051F_004E,B10051F_004EA,B10051F_004M,B10051F_004MA,B10051F_005E,B10051F_005EA,B10051F_005M,B10051F_005MA,B10051F_006E,B10051F_006EA,B10051F_006M,B10051F_006MA,B10051F_007E,B10051F_007EA,B10051F_007M,B10051F_007MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
23206,null,3415,null,9316,null,1953,null,7846,null,1824,null,1470,null,590,null,13890,null,2850,null,8759,null,2337,null,5131,null,1661,null,0400000US04,Arizona,04
2382,null,971,null,1188,null,788,null,1055,null,753,null,133,null,215,null,1194,null,622,null,617,null,410,null,577,null,504,null,0400000US05,Arkansas,05
239982,null,10853,null,64710,null,4986,null,49363,null,4536,null,15347,null,2669,null,175272,null,9759,null,98581,null,7045,null,76691,null,6097,null,0400000US06,California,06
9675,null,1760,null,4955,null,1347,null,3656,null,1088,null,1299,null,534,null,4720,null,1475,null,2630,null,976,null,2090,null,1095,null,0400000US08,Colorado,08
5515,null,1448,null,1872,null,1033,null,1712,null,1013,null,160,null,190,null,3643,null,1014,null,2184,null,845,null,1459,null,619,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
22965,null,3576,null,6467,null,1812,null,4680,null,1478,null,1787,null,905,null,16498,null,2793,null,9881,null,2292,null,6617,null,1564,null,0400000US12,Florida,12
5438,null,1406,null,1671,null,867,null,1304,null,794,null,367,null,380,null,3767,null,1215,null,2447,null,973,null,1320,null,667,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
39366,null,3755,null,10660,null,2175,null,9107,null,2009,null,1553,null,650,null,28706,null,3599,null,16610,null,2751,null,12096,null,2228,null,0400000US17,Illinois,17
3247,null,1053,null,1413,null,659,null,1342,null,649,null,71,null,123,null,1834,null,843,null,641,null,450,null,1193,null,654,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
2752,null,1096,null,1146,null,701,null,1146,null,701,null,0,null,242,null,1606,null,810,null,1263,null,725,null,343,null,280,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
3843,null,1118,null,592,null,317,null,455,null,277,null,137,null,165,null,3251,null,1038,null,1756,null,775,null,1495,null,647,null,0400000US24,Maryland,24
7877,null,1895,null,3405,null,1160,null,2039,null,882,null,1366,null,714,null,4472,null,1542,null,2206,null,891,null,2266,null,1044,null,0400000US25,Massachusetts,25
5227,null,1577,null,1948,null,780,null,1624,null,715,null,324,null,223,null,3279,null,1294,null,1775,null,1099,null,1504,null,652,null,0400000US26,Michigan,26
2469,null,1177,null,547,null,367,null,520,null,370,null,27,null,50,null,1922,null,1046,null,1164,null,663,null,758,null,705,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
1155,null,524,null,296,null,236,null,272,null,234,null,24,null,44,null,859,null,472,null,487,null,322,null,372,null,316,null,0400000US31,Nebraska,31
5397,null,1607,null,1568,null,706,null,1205,null,657,null,363,null,312,null,3829,null,1377,null,1644,null,958,null,2185,null,965,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
