B17001B_001E,B17001B_001EA,B17001B_001M,B17001B_001MA,B17001B_002E,B17001B_002EA,B17001B_002M,B17001B_002MA,B17001B_003E,B17001B_003EA,B17001B_003M,B17001B_003MA,B17001B_004E,B17001B_004EA,B17001B_004M,B17001B_004MA,B17001B_005E,B17001B_005EA,B17001B_005M,B17001B_005MA,B17001B_006E,B17001B_006EA,B17001B_006M,B17001B_006MA,B17001B_007E,B17001B_007EA,B17001B_007M,B17001B_007MA,B17001B_008E,B17001B_008EA,B17001B_008M,B17001B_008MA,B17001B_009E,B17001B_009EA,B17001B_009M,B17001B_009MA,B17001B_010E,B17001B_010EA,B17001B_010M,B17001B_010MA,B17001B_011E,B17001B_011EA,B17001B_011M,B17001B_011MA,B17001B_012E,B17001B_012EA,B17001B_012M,B17001B_012MA,B17001B_013E,B17001B_013EA,B17001B_013M,B17001B_013MA,B17001B_014E,B17001B_014EA,B17001B_014M,B17001B_014MA,B17001B_015E,B17001B_015EA,B17001B_015M,B17001B_015MA,B17001B_016E,B17001B_016EA,B17001B_016M,B17001B_016MA,B17001B_017E,B17001B_017EA,B17001B_017M,B17001B_017MA,B17001B_018E,B17001B_018EA,B17001B_018M,B17001B_018MA,B17001B_019E,B17001B_019EA,B17001B_019M,B17001B_019MA,B17001B_020E,B17001B_020EA,B17001B_020M,B17001B_020MA,B17001B_021E,B17001B_021EA,B17001B_021M,B17001B_021MA,B17001B_022E,B17001B_022EA,B17001B_022M,B17001B_022MA,B17001B_023E,B17001B_023EA,B17001B_023M,B17001B_023MA,B17001B_024E,B17001B_024EA,B17001B_024M,B17001B_024MA,B17001B_025E,B17001B_025EA,B17001B_025M,B17001B_025MA,B17001B_026E,B17001B_026EA,B17001B_026M,B17001B_026MA,B17001B_027E,B17001B_027EA,B17001B_027M,B17001B_027MA,B17001B_028E,B17001B_028EA,B17001B_028M,B17001B_028MA,B17001B_029E,B17001B_029EA,B17001B_029M,B17001B_029MA,B17001B_030E,B17001B_030EA,B17001B_030M,B17001B_030MA,B17001B_031E,B17001B_031EA,B17001B_031M,B17001B_031MA,B17001B_032E,B17001B_032EA,B17001B_032M,B17001B_032MA,B17001B_033E,B17001B_033EA,B17001B_033M,B17001B_033MA,B17001B_034E,B17001B_034EA,B17001B_034M,B17001B_034MA,B17001B_035E,B17001B_035EA,B17001B_035M,B17001B_035MA,B17001B_036E,B17001B_036EA,B17001B_036M,B17001B_036MA,B17001B_037E,B17001B_037EA,B17001B_037M,B17001B_037MA,B17001B_038E,B17001B_038EA,B17001B_038M,B17001B_038MA,B17001B_039E,B17001B_039EA,B17001B_039M,B17001B_039MA,B17001B_040E,B17001B_040EA,B17001B_040M,B17001B_040MA,B17001B_041E,B17001B_041EA,B17001B_041M,B17001B_041MA,B17001B_042E,B17001B_042EA,B17001B_042M,B17001B_042MA,B17001B_043E,B17001B_043EA,B17001B_043M,B17001B_043MA,B17001B_044E,B17001B_044EA,B17001B_044M,B17001B_044MA,B17001B_045E,B17001B_045EA,B17001B_045M,B17001B_045MA,B17001B_046E,B17001B_046EA,B17001B_046M,B17001B_046MA,B17001B_047E,B17001B_047EA,B17001B_047M,B17001B_047MA,B17001B_048E,B17001B_048EA,B17001B_048M,B17001B_048MA,B17001B_049E,B17001B_049EA,B17001B_049M,B17001B_049MA,B17001B_050E,B17001B_050EA,B17001B_050M,B17001B_050MA,B17001B_051E,B17001B_051EA,B17001B_051M,B17001B_051MA,B17001B_052E,B17001B_052EA,B17001B_052M,B17001B_052MA,B17001B_053E,B17001B_053EA,B17001B_053M,B17001B_053MA,B17001B_054E,B17001B_054EA,B17001B_054M,B17001B_054MA,B17001B_055E,B17001B_055EA,B17001B_055M,B17001B_055MA,B17001B_056E,B17001B_056EA,B17001B_056M,B17001B_056MA,B17001B_057E,B17001B_057EA,B17001B_057M,B17001B_057MA,B17001B_058E,B17001B_058EA,B17001B_058M,B17001B_058MA,B17001B_059E,B17001B_059EA,B17001B_059M,B17001B_059MA,GEO_ID,NAME,state
1160313,null,6180,null,361057,null,15483,null,144720,null,7851,null,21521,null,2214,null,5105,null,1265,null,24934,null,2595,null,9197,null,1630,null,4738,null,1178,null,6769,null,1326,null,17888,null,2261,null,12128,null,1953,null,11724,null,2263,null,14080,null,1668,null,8447,null,1312,null,5484,null,1094,null,2705,null,781,null,216337,null,10036,null,22885,null,2394,null,3792,null,1133,null,23910,null,3104,null,11377,null,1679,null,4569,null,1288,null,7747,null,1705,null,27830,null,3100,null,33732,null,2868,null,20975,null,1993,null,23161,null,2817,null,14543,null,1631,null,11301,null,1217,null,10515,null,1296,null,799256,null,14844,null,384908,null,7766,null,24506,null,2555,null,4349,null,962,null,30718,null,2753,null,19124,null,2469,null,6051,null,1351,null,13641,null,2042,null,40265,null,2449,null,58507,null,3083,null,57748,null,2955,null,58913,null,2286,null,38406,null,1969,null,20502,null,1565,null,12178,null,1202,null,414348,null,9524,null,22368,null,3219,null,4723,null,1064,null,31730,null,2749,null,16338,null,1712,null,6645,null,1143,null,12196,null,1700,null,38562,null,2822,null,56530,null,3356,null,65594,null,2493,null,69098,null,3157,null,44853,null,1872,null,24791,null,1428,null,20920,null,1272,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
216343,null,5692,null,49922,null,6010,null,21772,null,3316,null,3786,null,1298,null,469,null,393,null,3031,null,1199,null,785,null,448,null,651,null,471,null,1256,null,776,null,3704,null,1078,null,2745,null,1368,null,1342,null,667,null,2240,null,692,null,1154,null,497,null,445,null,343,null,164,null,157,null,28150,null,4126,null,4097,null,1415,null,885,null,593,null,4599,null,1314,null,1377,null,826,null,672,null,502,null,1262,null,654,null,2942,null,994,null,3798,null,1050,null,2784,null,1018,null,2379,null,813,null,1712,null,630,null,1323,null,555,null,320,null,179,null,166421,null,7417,null,88252,null,4426,null,6510,null,1545,null,1203,null,567,null,9795,null,1322,null,4918,null,970,null,1474,null,577,null,2942,null,985,null,7684,null,1453,null,14578,null,1561,null,15137,null,1181,null,11531,null,996,null,6800,null,730,null,3897,null,473,null,1783,null,348,null,78169,null,4168,null,6979,null,1538,null,847,null,559,null,8035,null,1694,null,3654,null,1028,null,1175,null,485,null,2572,null,720,null,6693,null,1243,null,11692,null,1074,null,12578,null,1060,null,10647,null,1046,null,7117,null,619,null,3549,null,572,null,2631,null,476,null,0400000US04,Arizona,04
422691,null,4425,null,149472,null,9114,null,62888,null,5109,null,10425,null,1589,null,1964,null,749,null,11597,null,2083,null,3148,null,811,null,1527,null,660,null,2640,null,843,null,10124,null,2258,null,5150,null,1370,null,4701,null,1177,null,5713,null,1283,null,2703,null,838,null,1715,null,699,null,1481,null,556,null,86584,null,5501,null,9604,null,1529,null,1426,null,540,null,11269,null,1926,null,5989,null,1349,null,1536,null,518,null,3351,null,1072,null,11755,null,1598,null,14007,null,1966,null,9157,null,1441,null,6628,null,1239,null,4812,null,1016,null,3234,null,984,null,3816,null,760,null,273219,null,8534,null,132486,null,4823,null,8509,null,1568,null,1848,null,718,null,11471,null,1592,null,7351,null,1391,null,2826,null,849,null,4241,null,1006,null,14394,null,1910,null,17970,null,2094,null,19042,null,1956,null,21432,null,1832,null,12757,null,999,null,6319,null,1083,null,4326,null,734,null,140733,null,5359,null,7978,null,1236,null,1937,null,800,null,11347,null,1716,null,5715,null,1326,null,2084,null,816,null,4273,null,957,null,11558,null,1356,null,19076,null,1760,null,22352,null,1799,null,24398,null,1616,null,14626,null,1043,null,9201,null,1175,null,6188,null,862,null,0400000US05,Arkansas,05
2146909,null,13505,null,430593,null,20809,null,189952,null,10742,null,26697,null,3516,null,5244,null,1215,null,26449,null,3903,null,13545,null,2100,null,5422,null,1184,null,9315,null,1807,null,24585,null,3207,null,18316,null,2548,null,18174,null,2455,null,21788,null,2910,null,11468,null,1867,null,5297,null,1354,null,3652,null,1024,null,240641,null,12943,null,26137,null,2893,null,4008,null,1199,null,24132,null,3213,null,13398,null,2235,null,5612,null,1485,null,9233,null,1642,null,32894,null,3583,null,35670,null,3015,null,31084,null,3837,null,27533,null,2705,null,14906,null,1626,null,8183,null,1442,null,7851,null,1313,null,1716316,null,24727,null,829836,null,13238,null,51129,null,3228,null,9984,null,1793,null,67783,null,4224,null,40833,null,3892,null,16060,null,1930,null,28915,null,2337,null,96823,null,4376,null,111407,null,3820,null,135579,null,3760,null,123494,null,3285,null,77012,null,2310,null,44828,null,1711,null,25989,null,1318,null,886480,null,15210,null,48758,null,3287,null,10101,null,2127,null,65607,null,3948,null,43282,null,3711,null,13877,null,1789,null,31625,null,2484,null,88806,null,3796,null,112040,null,3140,null,140115,null,4085,null,140493,null,3290,null,91822,null,2139,null,57572,null,2118,null,42382,null,1896,null,0400000US06,California,06
180388,null,4341,null,38232,null,5940,null,17106,null,3019,null,3058,null,930,null,390,null,416,null,2465,null,946,null,559,null,419,null,94,null,109,null,437,null,345,null,2796,null,1210,null,3451,null,1096,null,460,null,471,null,1144,null,511,null,1302,null,627,null,689,null,438,null,261,null,253,null,21126,null,3621,null,2701,null,877,null,355,null,292,null,3631,null,1345,null,1360,null,753,null,403,null,381,null,255,null,221,null,2255,null,750,null,3233,null,953,null,1794,null,942,null,2142,null,739,null,1622,null,522,null,527,null,317,null,848,null,533,null,142156,null,6764,null,75248,null,3809,null,5176,null,1104,null,936,null,559,null,8397,null,1514,null,3202,null,1083,null,1319,null,616,null,2319,null,678,null,8417,null,1489,null,9618,null,998,null,14857,null,1119,null,11316,null,1225,null,5777,null,705,null,2680,null,632,null,1234,null,542,null,66908,null,4098,null,5077,null,1217,null,1212,null,687,null,6328,null,1362,null,2959,null,829,null,1529,null,676,null,1866,null,723,null,6437,null,993,null,9811,null,1217,null,11122,null,1407,null,10389,null,1061,null,4584,null,625,null,3209,null,555,null,2385,null,540,null,0400000US08,Colorado,08
310990,null,5184,null,50603,null,6251,null,21669,null,3440,null,2932,null,1029,null,750,null,543,null,4073,null,1266,null,1443,null,747,null,772,null,399,null,1112,null,512,null,2718,null,677,null,2182,null,740,null,2367,null,769,null,1593,null,670,null,692,null,457,null,976,null,607,null,59,null,98,null,28934,null,3804,null,3191,null,1062,null,364,null,320,null,3154,null,1060,null,852,null,371,null,594,null,320,null,1473,null,625,null,3245,null,1013,null,4482,null,1137,null,3230,null,980,null,3445,null,851,null,2531,null,701,null,1152,null,510,null,1221,null,471,null,260387,null,7200,null,123140,null,4598,null,10207,null,1289,null,1489,null,783,null,12046,null,1709,null,5642,null,1305,null,1844,null,520,null,4865,null,863,null,12898,null,1334,null,17466,null,1478,null,20115,null,1325,null,16052,null,1244,null,11586,null,736,null,5691,null,633,null,3239,null,235,null,137247,null,4173,null,8124,null,1170,null,1937,null,797,null,12477,null,1465,null,7190,null,1154,null,2868,null,771,null,4242,null,834,null,12657,null,1232,null,18881,null,1361,null,22992,null,1101,null,19897,null,1243,null,13868,null,857,null,7880,null,643,null,4234,null,639,null,0400000US09,Connecticut,09
166954,null,3355,null,31677,null,4904,null,13635,null,2415,null,2331,null,785,null,412,null,480,null,2712,null,1224,null,1138,null,473,null,602,null,456,null,389,null,330,null,826,null,575,null,1545,null,744,null,1302,null,599,null,952,null,464,null,1091,null,596,null,140,null,157,null,195,null,202,null,18042,null,3097,null,2927,null,935,null,113,null,133,null,1637,null,736,null,910,null,517,null,130,null,122,null,1053,null,538,null,1570,null,630,null,3447,null,1021,null,2069,null,698,null,1428,null,446,null,1308,null,601,null,766,null,330,null,684,null,339,null,135277,null,5642,null,63043,null,3104,null,4158,null,864,null,395,null,304,null,4580,null,1340,null,3160,null,875,null,1147,null,406,null,2129,null,487,null,8065,null,995,null,7072,null,925,null,11389,null,871,null,9916,null,553,null,5865,null,603,null,3585,null,423,null,1582,null,365,null,72234,null,3481,null,4031,null,890,null,992,null,409,null,5041,null,1082,null,3879,null,868,null,1593,null,542,null,2212,null,614,null,7090,null,769,null,9031,null,1083,null,12682,null,797,null,11851,null,508,null,7333,null,636,null,3780,null,366,null,2719,null,413,null,0400000US10,Delaware,10
309349,null,2442,null,70132,null,7047,null,29419,null,3451,null,2962,null,1180,null,429,null,368,null,4247,null,1259,null,2459,null,808,null,531,null,430,null,1802,null,698,null,2867,null,1007,null,2763,null,1110,null,2678,null,729,null,3786,null,990,null,2863,null,697,null,1277,null,545,null,755,null,409,null,40713,null,4633,null,3685,null,1216,null,311,null,299,null,3656,null,1025,null,1459,null,690,null,834,null,489,null,1312,null,526,null,4244,null,1248,null,4525,null,1218,null,4442,null,1099,null,7276,null,1190,null,4058,null,1046,null,2573,null,724,null,2338,null,650,null,239217,null,7529,null,109543,null,4027,null,7586,null,1234,null,1482,null,658,null,7113,null,1336,null,4757,null,1078,null,2393,null,583,null,2690,null,646,null,10802,null,1224,null,15114,null,1487,null,15736,null,1112,null,16942,null,923,null,11827,null,843,null,7420,null,601,null,5681,null,472,null,129674,null,4598,null,6119,null,1258,null,1611,null,636,null,7559,null,1427,null,5142,null,1238,null,1814,null,805,null,3631,null,858,null,11147,null,1393,null,17250,null,1258,null,18578,null,1116,null,18499,null,1259,null,15839,null,1089,null,10672,null,777,null,11813,null,675,null,0400000US11,District of Columbia,11
2677471,null,15207,null,597582,null,22899,null,262283,null,12073,null,43185,null,4322,null,5779,null,1592,null,43098,null,4183,null,20855,null,2953,null,8268,null,1769,null,12861,null,2142,null,36237,null,4065,null,20921,null,3077,null,21464,null,2705,null,22224,null,3008,null,12629,null,1978,null,8828,null,1602,null,5934,null,1303,null,335299,null,14779,null,37843,null,3953,null,8016,null,1503,null,37335,null,3934,null,18903,null,2304,null,5491,null,1087,null,14250,null,2146,null,40481,null,3909,null,51352,null,4978,null,41594,null,3257,null,31591,null,2831,null,19623,null,2083,null,13319,null,1464,null,15501,null,1846,null,2079889,null,24820,null,993840,null,12710,null,76634,null,4261,null,11678,null,2119,null,91353,null,5014,null,50490,null,4573,null,19504,null,2278,null,34933,null,2489,null,117730,null,5075,null,145528,null,4381,null,150633,null,5109,null,137663,null,4373,null,88202,null,2466,null,44078,null,2124,null,25414,null,1519,null,1086049,null,16284,null,77056,null,4280,null,13889,null,2285,null,90518,null,5559,null,45576,null,4102,null,17898,null,2171,null,36230,null,2828,null,113097,null,4532,null,157694,null,5091,null,166875,null,3949,null,163606,null,3649,null,104351,null,2667,null,61402,null,2183,null,37857,null,2168,null,0400000US12,Florida,12
