GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001EA,B17001F_001MA,B17001F_002MA,B17001F_002EA,B17001F_003MA,B17001F_003EA,B17001F_004MA,B17001F_004EA,B17001F_005EA,B17001F_005MA,B17001F_006EA,B17001F_006MA,B17001F_007MA,B17001F_007EA,B17001F_008EA,B17001F_008MA,B17001F_009MA,B17001F_009EA,B17001F_010EA,B17001F_010MA,B17001F_011EA,B17001F_011MA,B17001F_012MA,B17001F_012EA,B17001F_013EA,B17001F_013MA,B17001F_014MA,B17001F_014EA,B17001F_015MA,B17001F_015EA,B17001F_016EA,B17001F_016MA,B17001F_017MA,B17001F_017EA,B17001F_018MA,B17001F_018EA,B17001F_019MA,B17001F_019EA,B17001F_020MA,B17001F_020EA,B17001F_021EA,B17001F_021MA,B17001F_022EA,B17001F_022MA,B17001F_023MA,B17001F_023EA,B17001F_024MA,B17001F_024EA,B17001F_025MA,B17001F_025EA,B17001F_026MA,B17001F_026EA,B17001F_027EA,B17001F_027MA,B17001F_028MA,B17001F_028EA,B17001F_029MA,B17001F_029EA,B17001F_030MA,B17001F_030EA,B17001F_031MA,B17001F_031EA,B17001F_032EA,B17001F_032MA,B17001F_033EA,B17001F_033MA,B17001F_034EA,B17001F_034MA,B17001F_035MA,B17001F_035EA,B17001F_036MA,B17001F_036EA,B17001F_037EA,B17001F_037MA,B17001F_038EA,B17001F_038MA,B17001F_039EA,B17001F_039MA,B17001F_040MA,B17001F_040EA,B17001F_041MA,B17001F_041EA,B17001F_042EA,B17001F_042MA,B17001F_043EA,B17001F_043MA,B17001F_044EA,B17001F_044MA,B17001F_045EA,B17001F_045MA,B17001F_046MA,B17001F_046EA,B17001F_047MA,B17001F_047EA,B17001F_048EA,B17001F_048MA,B17001F_049EA,B17001F_049MA,B17001F_050EA,B17001F_050MA,B17001F_051MA,B17001F_051EA,B17001F_052MA,B17001F_052EA,B17001F_053MA,B17001F_053EA,B17001F_054EA,B17001F_054MA,B17001F_055EA,B17001F_055MA,B17001F_056EA,B17001F_056MA,B17001F_057EA,B17001F_057MA,B17001F_058EA,B17001F_058MA,B17001F_059MA,B17001F_059EA,state
0400000US06,4826226,56078,1280817,36009,601583,18291,83649,5090,19205,2423,93191,4827,41141,3291,13965,1890,30681,2946,76996,5084,79207,4721,75324,5590,47138,3684,26325,2897,8960,1477,5801,1212,679234,20863,76402,5081,16109,2078,89050,5720,41714,3319,12967,1775,24534,2342,96015,5337,105088,5948,102483,5135,54064,3882,33157,2741,16751,1975,10900,1494,3545409,58031,1848525,31275,129573,5486,27680,2956,159332,7114,87215,4841,30784,2879,60249,4134,246647,7980,354709,9313,304765,9005,236624,7089,133154,4878,49622,3153,28171,2284,1696884,31972,139899,6557,25635,2797,153792,6606,80501,4731,29188,3174,57509,3622,216751,7729,287448,9090,257081,7742,220005,6440,131486,4687,57552,3562,40037,2958,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,215479,12865,67869,8310,31784,4504,4838,1600,398,209,5192,1529,1741,696,489,353,864,479,3304,977,5798,1335,4248,1139,2690,940,1503,611,373,259,346,257,36085,4569,4172,1128,949,485,4134,1181,2099,748,1025,638,1277,606,4032,1235,6624,1333,4552,1259,3414,1112,2361,864,944,488,502,286,147610,11002,76748,5743,4585,1340,944,536,7046,1717,3686,856,1005,505,1902,710,9872,1913,13732,2081,13202,1848,10324,1604,6144,1304,3182,760,1124,426,70862,6414,4894,1396,286,218,9246,1887,3228,1002,1176,534,2145,881,7831,1634,10576,1937,12075,1719,9503,1654,5579,1061,3026,788,1297,427,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,156008,10796,45943,6165,21616,3381,2145,940,772,467,2778,865,1397,783,285,282,667,347,2466,939,3083,1020,4076,1146,2579,1053,575,438,525,346,268,202,24327,3743,2006,710,422,300,3298,1179,1962,726,610,407,1239,510,2417,852,4768,1177,2701,877,2959,1215,730,336,968,447,247,203,110065,8726,58846,5932,3240,1147,795,453,5332,1491,3305,973,1283,651,1588,669,7313,1569,12307,2133,11706,1722,6631,1446,3412,846,1859,596,75,133,51219,4250,3176,921,770,538,4506,1079,2283,756,1265,569,1496,577,5300,1365,9441,1337,9282,1415,7662,1404,3573,914,2009,639,456,287,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,451167,22849,124974,12271,58333,6457,6534,1646,1909,839,8109,2120,4054,1321,1957,875,1635,817,9398,2418,8988,1839,7136,1574,3937,1480,2578,831,1356,687,742,464,66641,7865,6234,1687,1591,627,9272,2114,3816,1560,1558,891,2599,894,8993,1873,11063,2149,9563,2120,5565,1398,3560,1184,1563,770,1264,637,326193,19012,172951,11345,9699,1923,2518,1035,10758,1920,6321,1623,2003,865,5435,1466,25841,4293,32344,3486,28632,3948,26428,3401,14862,2260,5787,1350,2323,698,153242,10359,9926,1882,2878,943,10803,2186,7062,1642,2396,929,5037,1153,18467,2759,23476,2766,25884,3009,24101,3003,15119,2550,5212,1027,2881,846,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,289428,14334,109470,12867,58510,7518,10222,2420,1656,698,10478,2432,4591,1370,1241,791,1072,839,5246,1556,9642,2428,10102,2306,2930,1082,937,546,257,252,136,217,50960,6398,7476,1962,1492,750,8756,1902,4118,1150,817,779,1848,720,6003,1615,9864,1741,7571,1857,1499,770,1090,449,250,356,176,164,179958,11880,101854,6824,6645,1557,1931,837,9334,2023,4402,1339,2184,907,2779,1133,13078,2438,26644,2864,17135,2749,12032,1989,3508,1027,1940,676,242,262,78104,6566,7816,1838,1317,641,7653,1724,4255,1343,1476,779,2209,787,8677,2014,16514,2396,12958,2042,9317,1363,4083,1229,977,496,852,592,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,45942,6364,14355,4389,6709,1807,1118,582,282,386,844,568,620,472,217,343,262,282,1245,601,456,310,968,516,582,320,67,121,48,60,0,187,7646,2879,1152,651,64,87,1739,949,433,246,147,249,355,371,686,383,1231,713,1022,640,347,268,174,194,124,153,172,250,31587,5431,17005,2829,1612,774,60,109,2050,944,445,334,26,48,270,244,2277,747,3577,1152,3348,871,1709,722,1248,571,230,169,153,154,14582,3414,1024,560,150,130,1267,609,888,616,530,334,1219,1075,2534,1225,1845,820,2139,815,1794,743,653,297,384,268,155,185,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,722761,24652,163974,13006,80225,7234,11762,1612,2376,823,14678,2367,6164,1503,1715,655,2904,782,7676,1531,12238,1816,10625,2089,5369,1448,3125,908,1008,399,585,427,83749,7016,7811,1848,2024,808,12674,2167,5365,1497,2166,831,3546,933,9112,1760,15993,1936,13684,1764,5086,1144,3640,857,1629,533,1019,447,558787,22826,300377,12726,22534,2950,4897,1247,29351,3244,14974,2018,5604,1004,10078,1639,34359,3208,59242,4549,55396,3721,36112,2990,18100,1617,5990,1110,3740,882,258410,12390,23108,3219,5298,1312,26600,3489,13867,2000,3354,928,9285,1477,27818,2685,45732,3315,43249,2903,32409,2631,17141,2023,6695,1173,3854,958,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
