GEO_ID,C19037D_001E,C19037D_001M,C19037D_002E,C19037D_002M,C19037D_003E,C19037D_003M,C19037D_004E,C19037D_004M,C19037D_005E,C19037D_005M,C19037D_006E,C19037D_006M,C19037D_007E,C19037D_007M,C19037D_008E,C19037D_008M,C19037D_009E,C19037D_009M,C19037D_010E,C19037D_010M,C19037D_011E,C19037D_011M,C19037D_012E,C19037D_012M,C19037D_013E,C19037D_013M,C19037D_014E,C19037D_014M,C19037D_015E,C19037D_015M,C19037D_016E,C19037D_016M,C19037D_017E,C19037D_017M,C19037D_018E,C19037D_018M,C19037D_019E,C19037D_019M,C19037D_020E,C19037D_020M,C19037D_021E,C19037D_021M,C19037D_022E,C19037D_022M,C19037D_023E,C19037D_023M,C19037D_024E,C19037D_024M,C19037D_025E,C19037D_025M,C19037D_026E,C19037D_026M,C19037D_027E,C19037D_027M,C19037D_028E,C19037D_028M,C19037D_029E,C19037D_029M,C19037D_030E,C19037D_030M,C19037D_031E,C19037D_031M,C19037D_032E,C19037D_032M,C19037D_033E,C19037D_033M,C19037D_034E,C19037D_034M,C19037D_035E,C19037D_035M,C19037D_036E,C19037D_036M,C19037D_037E,C19037D_037M,C19037D_038E,C19037D_038M,C19037D_039E,C19037D_039M,C19037D_040E,C19037D_040M,C19037D_041E,C19037D_041M,C19037D_042E,C19037D_042M,C19037D_043E,C19037D_043M,C19037D_044E,C19037D_044M,C19037D_045E,C19037D_045M,NAME,C19037D_001EA,C19037D_001MA,C19037D_002MA,C19037D_002EA,C19037D_003MA,C19037D_003EA,C19037D_004EA,C19037D_004MA,C19037D_005EA,C19037D_005MA,C19037D_006EA,C19037D_006MA,C19037D_007MA,C19037D_007EA,C19037D_008MA,C19037D_008EA,C19037D_009MA,C19037D_009EA,C19037D_010EA,C19037D_010MA,C19037D_011EA,C19037D_011MA,C19037D_012EA,C19037D_012MA,C19037D_013MA,C19037D_013EA,C19037D_014MA,C19037D_014EA,C19037D_015EA,C19037D_015MA,C19037D_016EA,C19037D_016MA,C19037D_017EA,C19037D_017MA,C19037D_018EA,C19037D_018MA,C19037D_019MA,C19037D_019EA,C19037D_020MA,C19037D_020EA,C19037D_021EA,C19037D_021MA,C19037D_022EA,C19037D_022MA,C19037D_023EA,C19037D_023MA,C19037D_024MA,C19037D_024EA,C19037D_025MA,C19037D_025EA,C19037D_026EA,C19037D_026MA,C19037D_027EA,C19037D_027MA,C19037D_028EA,C19037D_028MA,C19037D_029EA,C19037D_029MA,C19037D_030MA,C19037D_030EA,C19037D_031MA,C19037D_031EA,C19037D_032EA,C19037D_032MA,C19037D_033EA,C19037D_033MA,C19037D_034EA,C19037D_034MA,C19037D_035MA,C19037D_035EA,C19037D_036MA,C19037D_036EA,C19037D_037EA,C19037D_037MA,C19037D_038EA,C19037D_038MA,C19037D_039EA,C19037D_039MA,C19037D_040EA,C19037D_040MA,C19037D_041MA,C19037D_041EA,C19037D_042MA,C19037D_042EA,C19037D_043EA,C19037D_043MA,C19037D_044EA,C19037D_044MA,C19037D_045EA,C19037D_045MA,state
0400000US06,1585165,11631,49807,2785,18666,2068,3492,839,7030,1389,4103,867,5227,1215,4096,1239,2984,829,2654,732,805,486,750,456,638093,8338,27912,3068,11733,1522,28806,2637,34157,2831,61044,3840,101111,5190,89400,4123,134471,5769,71188,4043,78271,4478,634090,7444,32248,2655,19470,1823,45277,3063,39655,2767,60936,3706,99267,4249,80491,3672,122442,4736,62866,3498,71438,3654,263175,5246,26635,2281,32985,2693,43332,2586,22692,2304,28329,2314,36264,2650,22656,1718,27247,2093,11578,1728,11457,1407,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46156,2440,2054,686,1111,642,111,165,73,106,87,99,288,162,245,177,0,189,106,167,33,55,0,189,22521,2140,1352,555,851,557,1111,469,1487,577,2632,722,4400,1035,3423,800,4350,1090,1513,592,1402,560,16471,1322,505,400,413,271,1530,712,1519,568,1680,694,2404,686,1848,601,3856,1070,1286,443,1430,494,5110,842,631,334,113,97,1222,422,845,476,663,315,396,227,526,373,540,365,0,189,174,139,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44295,1927,1401,687,189,227,0,193,21,46,325,434,224,261,440,289,0,193,202,254,0,193,0,193,24016,1568,987,521,482,351,1064,467,1244,516,1986,715,3915,997,3081,817,5896,1160,2307,775,3054,701,15498,1155,327,256,584,341,487,310,632,351,1552,542,2434,725,2204,639,3213,776,1321,417,2744,655,3380,578,97,118,56,72,368,266,291,238,551,301,482,310,240,178,627,286,165,170,503,234,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,150071,4771,4844,1112,1633,515,219,224,623,308,583,404,469,428,652,386,0,211,422,342,173,179,70,117,66309,3630,3880,1425,1618,582,5330,1205,6194,1548,8547,1642,14462,2518,9010,1498,11781,1910,2695,678,2792,925,58392,3349,2480,731,2209,680,4142,907,6106,1301,7461,1138,10878,1777,7795,1408,9623,1365,2567,733,5131,1224,20526,1620,2267,877,1963,695,2595,842,2797,645,2179,630,3029,758,1778,773,2545,852,566,293,807,351,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,98633,3193,2855,734,1152,510,207,198,618,352,220,202,222,240,170,150,215,257,51,87,0,208,0,208,51810,2633,2653,988,1112,533,3981,998,4424,1069,4474,1199,9565,1389,8404,1755,8378,1607,3588,1097,5231,1482,36053,2294,849,409,1322,582,4000,1117,3178,725,5353,1073,6890,1646,4198,873,5779,1028,1960,681,2524,765,7915,1247,670,385,351,249,943,462,1004,472,934,534,1311,642,818,360,557,337,384,261,943,528,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,174746,3493,2857,775,357,194,381,323,236,289,250,231,219,189,750,413,390,291,108,133,166,206,0,177,38499,2378,1685,591,1148,679,2537,804,2321,795,4790,1044,7467,1179,7375,1208,7121,1042,2533,706,1522,490,73394,1956,2979,899,1152,459,4114,962,3904,714,7137,1209,13283,1688,10082,1338,16853,1472,8364,1139,5526,1076,59996,2265,3854,942,3425,636,5011,917,6336,1226,7755,1174,9662,1149,8520,1020,8962,1023,3497,622,2974,773,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,202196,4226,8985,1184,4614,1109,458,214,1094,461,437,265,593,316,885,489,424,271,355,297,125,205,0,179,98799,3841,5427,1253,3513,1314,4986,1116,5167,1091,8320,1609,15837,2073,15096,1903,22825,2250,8934,1285,8694,1713,68269,2537,3885,814,1661,662,4331,849,5332,1131,7241,1255,10494,1677,8345,1278,12864,1470,5676,1038,8440,1301,26143,1465,3706,949,1638,602,2589,602,2690,660,3631,769,3844,880,2574,596,2818,634,892,318,1761,450,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
