GEO_ID,B19037G_001E,B19037G_001M,B19037G_002E,B19037G_002M,B19037G_003E,B19037G_003M,B19037G_004E,B19037G_004M,B19037G_005E,B19037G_005M,B19037G_006E,B19037G_006M,B19037G_007E,B19037G_007M,B19037G_008E,B19037G_008M,B19037G_009E,B19037G_009M,B19037G_010E,B19037G_010M,B19037G_011E,B19037G_011M,B19037G_012E,B19037G_012M,B19037G_013E,B19037G_013M,B19037G_014E,B19037G_014M,B19037G_015E,B19037G_015M,B19037G_016E,B19037G_016M,B19037G_017E,B19037G_017M,B19037G_018E,B19037G_018M,B19037G_019E,B19037G_019M,B19037G_020E,B19037G_020M,B19037G_021E,B19037G_021M,B19037G_022E,B19037G_022M,B19037G_023E,B19037G_023M,B19037G_024E,B19037G_024M,B19037G_025E,B19037G_025M,B19037G_026E,B19037G_026M,B19037G_027E,B19037G_027M,B19037G_028E,B19037G_028M,B19037G_029E,B19037G_029M,B19037G_030E,B19037G_030M,B19037G_031E,B19037G_031M,B19037G_032E,B19037G_032M,B19037G_033E,B19037G_033M,B19037G_034E,B19037G_034M,B19037G_035E,B19037G_035M,B19037G_036E,B19037G_036M,B19037G_037E,B19037G_037M,B19037G_038E,B19037G_038M,B19037G_039E,B19037G_039M,B19037G_040E,B19037G_040M,B19037G_041E,B19037G_041M,B19037G_042E,B19037G_042M,B19037G_043E,B19037G_043M,B19037G_044E,B19037G_044M,B19037G_045E,B19037G_045M,B19037G_046E,B19037G_046M,B19037G_047E,B19037G_047M,B19037G_048E,B19037G_048M,B19037G_049E,B19037G_049M,B19037G_050E,B19037G_050M,B19037G_051E,B19037G_051M,B19037G_052E,B19037G_052M,B19037G_053E,B19037G_053M,B19037G_054E,B19037G_054M,B19037G_055E,B19037G_055M,B19037G_056E,B19037G_056M,B19037G_057E,B19037G_057M,B19037G_058E,B19037G_058M,B19037G_059E,B19037G_059M,B19037G_060E,B19037G_060M,B19037G_061E,B19037G_061M,B19037G_062E,B19037G_062M,B19037G_063E,B19037G_063M,B19037G_064E,B19037G_064M,B19037G_065E,B19037G_065M,B19037G_066E,B19037G_066M,B19037G_067E,B19037G_067M,B19037G_068E,B19037G_068M,B19037G_069E,B19037G_069M,NAME,B19037G_001MA,B19037G_001EA,B19037G_002EA,B19037G_002MA,B19037G_003EA,B19037G_003MA,B19037G_004EA,B19037G_004MA,B19037G_005MA,B19037G_005EA,B19037G_006MA,B19037G_006EA,B19037G_007EA,B19037G_007MA,B19037G_008EA,B19037G_008MA,B19037G_009EA,B19037G_009MA,B19037G_010EA,B19037G_010MA,B19037G_011MA,B19037G_011EA,B19037G_012MA,B19037G_012EA,B19037G_013EA,B19037G_013MA,B19037G_014EA,B19037G_014MA,B19037G_015EA,B19037G_015MA,B19037G_016EA,B19037G_016MA,B19037G_017EA,B19037G_017MA,B19037G_018MA,B19037G_018EA,B19037G_019EA,B19037G_019MA,B19037G_020MA,B19037G_020EA,B19037G_021EA,B19037G_021MA,B19037G_022EA,B19037G_022MA,B19037G_023MA,B19037G_023EA,B19037G_024EA,B19037G_024MA,B19037G_025EA,B19037G_025MA,B19037G_026EA,B19037G_026MA,B19037G_027EA,B19037G_027MA,B19037G_028EA,B19037G_028MA,B19037G_029MA,B19037G_029EA,B19037G_030EA,B19037G_030MA,B19037G_031EA,B19037G_031MA,B19037G_032EA,B19037G_032MA,B19037G_033EA,B19037G_033MA,B19037G_034MA,B19037G_034EA,B19037G_035EA,B19037G_035MA,B19037G_036EA,B19037G_036MA,B19037G_037EA,B19037G_037MA,B19037G_038EA,B19037G_038MA,B19037G_039EA,B19037G_039MA,B19037G_040MA,B19037G_040EA,B19037G_041EA,B19037G_041MA,B19037G_042EA,B19037G_042MA,B19037G_043EA,B19037G_043MA,B19037G_044EA,B19037G_044MA,B19037G_045MA,B19037G_045EA,B19037G_046EA,B19037G_046MA,B19037G_047EA,B19037G_047MA,B19037G_048EA,B19037G_048MA,B19037G_049MA,B19037G_049EA,B19037G_050EA,B19037G_050MA,B19037G_051EA,B19037G_051MA,B19037G_052EA,B19037G_052MA,B19037G_053EA,B19037G_053MA,B19037G_054EA,B19037G_054MA,B19037G_055EA,B19037G_055MA,B19037G_056MA,B19037G_056EA,B19037G_057EA,B19037G_057MA,B19037G_058EA,B19037G_058MA,B19037G_059EA,B19037G_059MA,B19037G_060MA,B19037G_060EA,B19037G_061MA,B19037G_061EA,B19037G_062EA,B19037G_062MA,B19037G_063EA,B19037G_063MA,B19037G_064EA,B19037G_064MA,B19037G_065EA,B19037G_065MA,B19037G_066EA,B19037G_066MA,B19037G_067MA,B19037G_067EA,B19037G_068MA,B19037G_068EA,B19037G_069EA,B19037G_069MA,state
0400000US06,376302,9010,22312,2351,5740,1315,2330,670,1357,615,2440,791,1652,676,1698,557,855,458,1473,675,765,336,1321,571,807,536,781,453,161,126,362,386,382,390,188,149,166186,7003,13540,1878,6942,1212,6497,1203,7442,1186,6367,1266,6968,1296,7933,1480,6914,1400,6357,1204,11764,2165,18509,1989,21857,2422,17546,2094,9646,1348,10514,1687,7390,1411,139316,5417,9410,1754,8518,1266,6032,1303,6179,1208,5430,1256,5213,967,5296,970,5496,1068,5299,899,10600,1550,12943,1584,19546,1952,12327,1605,9108,1299,8884,1653,9035,1681,48488,2625,4107,923,5456,1025,4733,982,3908,963,2575,539,2367,547,1824,499,1858,657,2556,999,4241,893,3046,715,4792,848,2226,493,1735,638,1412,511,1652,571,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,42680,2939,4834,1166,895,481,123,112,672,479,451,416,345,269,487,435,104,171,419,372,235,258,665,560,123,153,77,112,67,112,0,189,141,224,30,51,19547,2065,1491,665,761,415,989,474,1120,519,490,239,1146,429,892,446,1073,529,1371,606,1666,628,2489,870,2408,714,1710,660,648,338,705,374,588,340,14485,1647,1517,543,711,336,639,327,721,394,456,320,823,467,917,530,651,362,491,236,850,387,1792,767,1750,549,1024,414,557,324,839,386,747,392,3814,755,550,269,242,190,464,265,605,258,182,150,171,147,150,180,227,205,147,148,247,234,183,128,263,153,228,237,118,142,37,63,0,189,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20589,2194,739,395,198,220,0,193,83,140,53,86,117,162,45,79,0,193,40,66,0,193,0,193,128,203,75,124,0,193,0,193,0,193,0,193,9972,1411,730,429,500,352,226,181,643,376,399,415,289,278,606,503,457,326,388,281,1310,798,919,441,1421,560,1249,691,208,173,272,267,355,260,7571,1384,489,296,303,396,243,256,516,343,644,421,93,94,621,418,356,286,452,323,445,274,951,446,670,350,687,419,203,162,696,421,202,181,2307,716,316,271,155,185,147,139,230,192,0,193,130,129,37,75,0,193,103,133,74,87,492,370,288,202,82,124,37,61,125,169,91,110,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,110716,4747,8073,1711,1410,678,386,320,1414,846,643,431,1524,1109,853,713,254,174,86,119,426,307,597,401,223,190,171,211,39,78,47,81,0,211,0,211,40145,3442,3486,1212,2178,813,2290,879,3556,1210,1513,643,2493,977,2212,931,2543,957,2140,756,3600,959,5017,1182,5125,1436,1956,733,693,502,904,453,439,418,43293,3151,4082,979,2447,699,2341,700,3324,812,2526,706,2167,601,2403,839,2519,839,1626,669,3112,702,4141,1149,5756,1149,2055,617,1403,615,2192,836,1199,492,19205,2226,1769,636,2986,940,2613,849,1178,370,1612,572,1252,587,1339,423,277,214,1098,582,1123,456,1087,385,1200,461,648,325,212,205,553,292,258,232,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,42977,3389,2688,847,346,334,659,451,72,120,241,234,193,207,267,305,242,273,347,260,175,157,104,175,42,62,0,208,0,208,0,208,0,208,0,208,21198,2961,2174,801,652,394,1458,611,1098,534,1268,668,1754,805,666,437,1532,988,1245,712,1859,845,2689,894,1734,751,1452,708,110,136,699,396,808,609,14055,1720,1655,592,337,255,780,613,1195,560,1440,749,621,527,691,426,428,268,492,293,1506,528,1001,442,1354,438,866,339,400,298,852,400,437,284,5036,1055,585,347,385,265,146,137,1000,628,660,529,397,246,391,256,122,141,114,144,272,226,273,227,400,268,78,87,0,208,183,190,30,53,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,69845,3643,3498,909,618,407,147,221,152,178,773,553,112,117,78,91,186,172,103,110,342,298,254,248,198,235,442,253,51,83,37,62,0,177,5,10,28055,2581,1494,736,925,342,539,371,1062,534,1178,461,1044,515,887,472,1746,685,1378,570,2698,849,3484,950,4957,1076,3186,892,1545,527,1096,501,836,370,26275,2135,1581,560,968,549,956,400,708,322,739,458,863,429,508,249,1142,553,1256,531,2670,795,2192,704,3647,805,4095,1046,1625,584,2371,578,954,365,12017,1288,800,520,1121,523,641,426,573,269,445,241,762,377,405,212,508,282,965,591,939,444,1130,386,1182,370,591,275,781,325,572,305,602,334,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,59305,3826,3679,865,928,498,393,280,406,247,563,341,135,140,242,211,48,56,83,98,235,196,282,230,31,51,182,206,77,96,43,71,0,179,31,52,28222,3149,2093,686,1485,582,991,463,1550,564,1222,453,2196,989,867,446,1766,781,1672,757,2901,885,2602,751,3581,1009,1940,716,903,365,1772,1034,681,371,20083,1875,1776,595,1349,524,1087,704,1112,540,818,424,1056,479,783,373,999,436,725,303,1974,645,1597,537,1918,444,2184,608,935,377,728,367,1042,387,7321,953,1069,434,394,214,791,368,884,406,406,232,328,229,296,188,434,237,356,212,457,251,590,278,539,277,467,344,128,126,88,145,94,126,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
