GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001MA,B17010F_001EA,B17010F_002EA,B17010F_002MA,B17010F_003MA,B17010F_003EA,B17010F_004MA,B17010F_004EA,B17010F_005MA,B17010F_005EA,B17010F_006MA,B17010F_006EA,B17010F_007EA,B17010F_007MA,B17010F_008EA,B17010F_008MA,B17010F_009MA,B17010F_009EA,B17010F_010MA,B17010F_010EA,B17010F_011MA,B17010F_011EA,B17010F_012MA,B17010F_012EA,B17010F_013EA,B17010F_013MA,B17010F_014MA,B17010F_014EA,B17010F_015MA,B17010F_015EA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018EA,B17010F_018MA,B17010F_019EA,B17010F_019MA,B17010F_020EA,B17010F_020MA,B17010F_021MA,B17010F_021EA,B17010F_022MA,B17010F_022EA,B17010F_023EA,B17010F_023MA,B17010F_024EA,B17010F_024MA,B17010F_025EA,B17010F_025MA,B17010F_026MA,B17010F_026EA,B17010F_027MA,B17010F_027EA,B17010F_028MA,B17010F_028EA,B17010F_029EA,B17010F_029MA,B17010F_030EA,B17010F_030MA,B17010F_031EA,B17010F_031MA,B17010F_032MA,B17010F_032EA,B17010F_033MA,B17010F_033EA,B17010F_034MA,B17010F_034EA,B17010F_035EA,B17010F_035MA,B17010F_036EA,B17010F_036MA,B17010F_037EA,B17010F_037MA,B17010F_038MA,B17010F_038EA,B17010F_039MA,B17010F_039EA,B17010F_040EA,B17010F_040MA,B17010F_041EA,B17010F_041MA,state
0400000US06,981053,12943,240939,7938,101900,4276,86118,4199,8105,1249,36422,3112,41591,3086,15782,2161,139039,6568,31663,3114,27183,2897,6179,1352,9170,1477,11834,1752,4480,1142,107376,5028,96259,4677,15480,2115,29230,2566,51549,3964,11117,1720,740114,12525,486437,9903,330184,8540,54382,3649,81625,5140,194177,6879,156253,5204,253677,7279,103863,4723,62196,3902,13501,1827,13646,2034,35049,3197,41667,2967,149814,6124,95955,5466,14283,2109,22003,2708,59669,4352,53859,3503,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,48179,3640,13701,1934,5706,1418,4595,1304,647,397,2525,1055,1423,635,1111,561,7995,1454,1837,600,1687,596,194,236,318,317,1175,573,150,146,6158,1315,5505,1239,1580,639,1852,842,2073,764,653,450,34478,3189,23945,2870,14298,2332,2994,1090,3398,1151,7906,1545,9647,1406,10533,1704,3208,961,1243,590,151,188,504,390,588,391,1965,708,7325,1475,5227,1378,927,616,792,545,3508,1116,2098,653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,33909,2903,9743,1762,2557,959,2187,832,473,331,607,471,1107,707,370,320,7186,1481,722,536,722,536,0,193,315,369,407,399,0,193,6464,1390,5601,1181,697,425,995,427,3909,1068,863,448,24166,2368,13066,1828,8621,1651,1235,723,1152,470,6234,1582,4445,1115,11100,1730,3287,1116,1417,633,167,210,352,312,898,552,1870,947,7813,1451,5772,1343,748,462,1165,541,3859,1117,2041,627,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,90966,5378,23343,2800,10084,1857,7958,1654,981,562,3344,1181,3633,1140,2126,691,13259,2337,3343,1227,2834,1149,1048,595,644,401,1142,707,509,452,9916,2056,8837,1843,753,449,2660,1140,5424,1262,1079,781,67623,4704,46009,4439,24543,3317,4913,1563,4859,1416,14771,2312,21466,2704,21614,2527,6967,1289,3951,1133,991,560,699,481,2261,819,3016,870,14647,2050,9768,1783,1962,894,521,326,7285,1582,4879,1026,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,59199,4090,20842,2653,11402,2138,10650,2148,1484,756,5402,1722,3764,1297,752,530,9440,1955,3090,1113,2574,1015,242,312,1076,601,1256,791,516,413,6350,1497,5998,1440,1375,808,1966,766,2657,939,352,397,38357,3614,27229,2837,18838,2282,2928,965,4416,1355,11494,1849,8391,1608,11128,2066,6539,1640,4265,1302,850,482,790,565,2625,957,2274,981,4589,1485,3275,1358,909,629,201,246,2165,1050,1314,629,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,151900,5283,31912,2694,15411,2095,13953,1953,1356,691,5889,1126,6708,1259,1458,649,16501,1801,4267,1078,3677,1007,768,397,1630,672,1279,664,590,374,12234,1644,10264,1629,1116,499,3005,882,6143,1167,1970,618,119988,4970,80738,4521,57380,4075,7012,1585,16432,2324,33936,3264,23358,2207,39250,2792,17654,2445,11373,2077,3285,900,2604,1129,5484,1367,6281,1253,21596,2062,15242,1752,2454,936,2286,827,10502,1724,6354,1061,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
