GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001MA,B23002D_001EA,B23002D_002MA,B23002D_002EA,B23002D_003MA,B23002D_003EA,B23002D_004MA,B23002D_004EA,B23002D_005MA,B23002D_005EA,B23002D_006EA,B23002D_006MA,B23002D_007MA,B23002D_007EA,B23002D_008MA,B23002D_008EA,B23002D_009EA,B23002D_009MA,B23002D_010MA,B23002D_010EA,B23002D_011EA,B23002D_011MA,B23002D_012MA,B23002D_012EA,B23002D_013MA,B23002D_013EA,B23002D_014MA,B23002D_014EA,B23002D_015MA,B23002D_015EA,B23002D_016EA,B23002D_016MA,B23002D_017EA,B23002D_017MA,B23002D_018MA,B23002D_018EA,B23002D_019MA,B23002D_019EA,B23002D_020EA,B23002D_020MA,B23002D_021EA,B23002D_021MA,B23002D_022EA,B23002D_022MA,B23002D_023MA,B23002D_023EA,B23002D_024MA,B23002D_024EA,B23002D_025MA,B23002D_025EA,B23002D_026EA,B23002D_026MA,B23002D_027EA,B23002D_027MA,B23002D_028EA,B23002D_028MA,B23002D_029EA,B23002D_029MA,B23002D_030MA,B23002D_030EA,B23002D_031EA,B23002D_031MA,B23002D_032EA,B23002D_032MA,B23002D_033EA,B23002D_033MA,B23002D_034MA,B23002D_034EA,B23002D_035MA,B23002D_035EA,B23002D_036MA,B23002D_036EA,B23002D_037MA,B23002D_037EA,B23002D_038MA,B23002D_038EA,B23002D_039EA,B23002D_039MA,B23002D_040MA,B23002D_040EA,B23002D_041MA,B23002D_041EA,B23002D_042MA,B23002D_042EA,B23002D_043MA,B23002D_043EA,B23002D_044EA,B23002D_044MA,B23002D_045MA,B23002D_045EA,B23002D_046MA,B23002D_046EA,B23002D_047MA,B23002D_047EA,B23002D_048MA,B23002D_048EA,B23002D_049MA,B23002D_049EA,B23002D_050EA,B23002D_050MA,B23002D_051MA,B23002D_051EA,B23002D_052MA,B23002D_052EA,B23002D_053MA,B23002D_053EA,B23002D_054MA,B23002D_054EA,B23002D_055EA,B23002D_055MA,B23002D_056MA,B23002D_056EA,B23002D_057MA,B23002D_057EA,B23002D_058MA,B23002D_058EA,B23002D_059MA,B23002D_059EA,B23002D_060MA,B23002D_060EA,B23002D_061EA,B23002D_061MA,B23002D_062MA,B23002D_062EA,B23002D_063MA,B23002D_063EA,B23002D_064EA,B23002D_064MA,B23002D_065MA,B23002D_065EA,B23002D_066EA,B23002D_066MA,B23002D_067MA,B23002D_067EA,B23002D_068MA,B23002D_068EA,B23002D_069MA,B23002D_069EA,B23002D_070MA,B23002D_070EA,B23002D_071EA,B23002D_071MA,B23002D_072EA,B23002D_072MA,B23002D_073MA,B23002D_073EA,B23002D_074MA,B23002D_074EA,B23002D_075EA,B23002D_075MA,B23002D_076EA,B23002D_076MA,B23002D_077EA,B23002D_077MA,B23002D_078MA,B23002D_078EA,B23002D_079MA,B23002D_079EA,state
0400000US06,4229305,13907,1966710,8615,129611,3398,21197,2204,412,327,20785,2216,14381,1780,6404,1041,108414,3805,183598,3137,100594,4041,1758,598,98836,4091,82044,3776,16792,1841,83004,4437,1099402,5446,985270,7414,5371,1366,979899,7587,910712,8167,69187,4183,114132,5504,280471,2577,211640,3855,0,197,211640,3855,193288,4164,18352,1951,68831,3253,88548,3245,33156,2321,30399,2215,2757,791,55392,2962,185080,3534,17750,1776,16315,1684,1435,524,167330,3690,2262595,8584,120298,3064,22031,1925,0,197,22031,1925,16915,1960,5116,920,98267,2962,181091,3050,105176,4696,578,868,104598,4452,90764,4266,13834,1953,75915,4180,1249113,5344,944078,7542,445,356,943633,7524,874617,8147,69016,4324,305035,7766,345163,1983,208343,4137,0,197,208343,4137,193915,4257,14428,1640,136820,4388,112748,3494,29957,2488,28106,2478,1851,599,82791,3653,254182,3390,13117,1552,12258,1515,859,349,241065,3672,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,116126,3007,52372,1741,2273,632,685,369,0,189,685,369,342,219,343,294,1588,600,6577,899,4496,996,142,152,4354,972,4125,987,229,196,2081,772,32994,1409,30439,1575,266,220,30173,1595,29419,1530,754,414,2555,845,5755,533,4138,624,0,189,4138,624,3970,644,168,155,1617,507,1385,363,519,266,425,220,94,127,866,332,3388,513,583,382,493,345,90,155,2805,457,63754,2117,4128,1155,970,435,0,189,970,435,718,356,252,274,3158,1122,4262,799,2898,812,0,189,2898,812,2715,766,183,189,1364,487,38584,1408,28473,1647,0,189,28473,1647,27212,1727,1261,518,10111,1347,9070,626,5805,785,0,189,5805,785,5447,753,358,295,3265,719,3064,694,451,286,451,286,0,189,2613,608,4646,652,359,305,359,305,0,189,4287,658,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115005,2014,53706,1540,2764,723,691,305,0,193,691,305,445,241,246,199,2073,652,6202,1007,4366,1109,43,97,4323,1102,3716,1130,607,297,1836,741,34327,880,31871,1068,99,142,31772,1061,30520,1252,1252,585,2456,748,6316,407,5252,510,0,193,5252,510,4752,502,500,248,1064,380,1596,389,864,365,864,365,0,193,732,329,2501,408,476,259,476,259,0,193,2025,382,61299,1163,4627,802,1623,637,0,193,1623,637,1212,578,411,339,3004,730,5045,709,2102,558,0,193,2102,558,2014,532,88,125,2943,726,39464,694,28224,1568,0,193,28224,1568,25633,1462,2591,675,11240,1434,7039,436,4742,594,0,193,4742,594,4274,549,468,349,2297,543,2202,552,571,330,515,321,56,94,1631,462,2922,629,371,264,371,264,0,193,2551,583,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,396525,5876,179328,3847,12480,1683,2751,806,77,153,2674,808,2360,756,314,236,9729,1628,16481,1842,10469,1788,395,485,10074,1743,8914,1644,1160,592,6012,1362,105635,2266,95027,2871,324,339,94703,2933,89642,3268,5061,1400,10608,2062,24099,1462,17950,1476,0,211,17950,1476,16805,1527,1145,670,6149,1271,8499,1123,3225,834,3121,825,104,90,5274,975,12134,1349,1433,542,1322,513,111,135,10701,1235,217197,3742,10978,1433,2110,628,0,211,2110,628,1603,577,507,377,8868,1349,18118,1761,11032,1976,64,122,10968,1987,8892,1823,2076,1261,7086,1226,125861,2880,89662,3537,130,203,89532,3551,83663,3674,5869,1111,36199,3101,32368,1521,18633,1649,0,211,18633,1649,18058,1563,575,322,13735,1408,12154,1558,3424,816,3021,789,403,381,8730,1477,17718,1692,1668,883,1388,792,280,374,16050,1753,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,262151,4362,124570,2836,8075,1313,1781,678,366,273,1415,606,1044,511,371,265,6294,1223,14718,1440,9228,1536,449,236,8779,1491,7086,1434,1693,702,5490,1170,76816,1924,70417,2025,786,455,69631,2039,67312,2136,2319,693,6399,1337,14403,1042,11861,1021,0,208,11861,1021,10360,1016,1501,815,2542,711,3969,829,2016,632,1873,642,143,174,1953,729,6589,922,757,352,715,349,42,74,5832,981,137581,2741,8612,1192,1965,715,0,208,1965,715,1638,660,327,257,6647,1092,12300,1475,5485,1037,0,208,5485,1037,4852,1021,633,310,6815,1239,87741,2222,56590,2913,136,170,56454,2870,52632,2931,3822,1219,31151,2734,17452,1031,8546,1234,0,208,8546,1234,8018,1137,528,334,8906,1226,4211,981,1072,534,1014,529,58,96,3139,828,7265,1098,205,210,144,183,61,103,7060,1089,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,464335,7511,211313,4139,11211,1130,3994,742,0,177,3994,742,3436,723,558,315,7217,1110,14532,1490,11768,1435,269,223,11499,1438,9976,1308,1523,721,2764,794,95405,3053,85950,2876,1145,369,84805,2885,81467,2667,3338,743,9455,1316,38742,1201,28920,1616,0,177,28920,1616,27344,1517,1576,602,9822,1366,16605,870,7023,723,6855,717,168,179,9582,991,34818,919,4912,827,4798,810,114,112,29906,1055,253022,4649,9383,1195,3026,753,3,7,3023,752,2277,590,746,463,6357,993,14286,1227,11235,1266,0,177,11235,1266,10563,1227,672,373,3051,708,113277,2918,94782,2739,146,161,94636,2713,90703,2736,3933,1093,18495,1806,44655,1312,30321,1594,0,177,30321,1594,29436,1662,885,365,14334,1344,17747,1462,6439,1043,6322,1037,117,115,11308,1335,53674,1319,3186,708,3101,696,85,125,50488,1181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,499039,4431,237305,2968,15105,1257,2777,822,0,179,2777,822,1788,506,989,565,12328,1079,22676,1602,13802,1596,70,163,13732,1596,12454,1632,1278,482,8874,1156,142065,2266,129867,2696,129,141,129738,2695,124324,2856,5414,1126,12198,1819,30035,779,23823,1319,0,179,23823,1319,21881,1395,1942,745,6212,1192,11790,1094,5333,919,4685,877,648,310,6457,1133,15634,1124,2054,518,1816,506,238,173,13580,1167,261734,2764,13959,1126,4009,834,0,179,4009,834,3159,689,850,407,9950,1207,21302,1215,10001,1355,145,204,9856,1362,8939,1275,917,507,11301,1407,155551,1910,112202,3432,136,313,112066,3429,104280,3399,7786,1318,43349,2890,37577,1088,22407,1668,0,179,22407,1668,20728,1619,1679,588,15170,1426,12297,1073,3632,841,3503,823,129,121,8665,1012,21048,1332,1687,648,1611,638,76,125,19361,1334,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
