GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001MA,B21001C_001EA,B21001C_002MA,B21001C_002EA,B21001C_003MA,B21001C_003EA,B21001C_004EA,B21001C_004MA,B21001C_005MA,B21001C_005EA,B21001C_006MA,B21001C_006EA,B21001C_007MA,B21001C_007EA,B21001C_008MA,B21001C_008EA,B21001C_009EA,B21001C_009MA,B21001C_010EA,B21001C_010MA,B21001C_011MA,B21001C_011EA,B21001C_012MA,B21001C_012EA,B21001C_013EA,B21001C_013MA,B21001C_014MA,B21001C_014EA,B21001C_015EA,B21001C_015MA,B21001C_016MA,B21001C_016EA,B21001C_017MA,B21001C_017EA,B21001C_018EA,B21001C_018MA,B21001C_019MA,B21001C_019EA,B21001C_020EA,B21001C_020MA,B21001C_021EA,B21001C_021MA,B21001C_022MA,B21001C_022EA,B21001C_023MA,B21001C_023EA,B21001C_024MA,B21001C_024EA,B21001C_025MA,B21001C_025EA,B21001C_026MA,B21001C_026EA,B21001C_027EA,B21001C_027MA,B21001C_028EA,B21001C_028MA,B21001C_029MA,B21001C_029EA,B21001C_030MA,B21001C_030EA,B21001C_031MA,B21001C_031EA,B21001C_032EA,B21001C_032MA,B21001C_033EA,B21001C_033MA,state
0400000US06,212885,8226,103791,5650,35721,3792,1747,640,33974,3602,40115,2845,5400,1315,34715,2702,16852,1542,4498,841,12354,1349,7765,897,3732,791,4033,665,3338,589,1902,479,1436,452,109094,4189,37898,2885,202,158,37696,2872,39746,2869,916,514,38830,2926,17323,1515,512,370,16811,1392,8131,960,173,147,7958,962,5996,882,229,269,5767,892,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34409,2587,18379,1817,5683,917,310,290,5373,900,7605,1396,916,485,6689,1237,3112,852,1461,665,1651,577,1624,452,840,381,784,283,355,171,144,123,211,122,16030,1472,6100,886,281,184,5819,885,5957,822,102,138,5855,817,2109,628,38,61,2071,629,1099,433,0,189,1099,433,765,362,40,76,725,356,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40117,3243,20772,2484,5996,1477,19,41,5977,1473,8386,1602,2525,1014,5861,1301,3659,945,1252,542,2407,742,2101,759,803,349,1298,696,630,345,262,193,368,298,19345,2201,6258,1313,503,385,5755,1269,7633,1496,259,311,7374,1437,3561,902,129,129,3432,887,1394,496,0,211,1394,496,499,285,0,211,499,285,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,16514,2577,9115,1535,2848,1123,195,181,2653,1139,3850,916,857,398,2993,923,1666,550,492,340,1174,411,516,244,341,179,175,185,235,283,76,94,159,271,7399,1739,2991,1358,31,49,2960,1357,2905,892,101,144,2804,884,1007,403,86,119,921,375,338,219,32,61,306,208,158,170,0,208,158,170,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14785,1497,7771,1089,2894,716,34,57,2860,713,2753,789,398,312,2355,727,1375,418,63,54,1312,429,397,173,148,105,249,148,352,191,350,191,2,4,7014,819,2523,571,0,187,2523,571,2149,443,93,139,2056,420,1413,472,54,74,1359,450,590,253,25,40,565,257,339,172,14,26,325,170,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,19363,2671,8791,1448,2874,766,141,168,2733,762,3793,814,561,350,3232,758,1604,524,607,335,997,358,213,143,138,119,75,88,307,193,111,107,196,172,10572,1677,3073,759,0,179,3073,759,4558,930,239,205,4319,930,1368,531,15,27,1353,529,1057,460,0,179,1057,460,516,311,0,179,516,311,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
