GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001MA,B21001D_001EA,B21001D_002MA,B21001D_002EA,B21001D_003MA,B21001D_003EA,B21001D_004MA,B21001D_004EA,B21001D_005MA,B21001D_005EA,B21001D_006EA,B21001D_006MA,B21001D_007MA,B21001D_007EA,B21001D_008MA,B21001D_008EA,B21001D_009MA,B21001D_009EA,B21001D_010EA,B21001D_010MA,B21001D_011EA,B21001D_011MA,B21001D_012MA,B21001D_012EA,B21001D_013MA,B21001D_013EA,B21001D_014MA,B21001D_014EA,B21001D_015EA,B21001D_015MA,B21001D_016MA,B21001D_016EA,B21001D_017MA,B21001D_017EA,B21001D_018MA,B21001D_018EA,B21001D_019MA,B21001D_019EA,B21001D_020EA,B21001D_020MA,B21001D_021EA,B21001D_021MA,B21001D_022MA,B21001D_022EA,B21001D_023MA,B21001D_023EA,B21001D_024MA,B21001D_024EA,B21001D_025MA,B21001D_025EA,B21001D_026EA,B21001D_026MA,B21001D_027MA,B21001D_027EA,B21001D_028MA,B21001D_028EA,B21001D_029MA,B21001D_029EA,B21001D_030MA,B21001D_030EA,B21001D_031EA,B21001D_031MA,B21001D_032EA,B21001D_032MA,B21001D_033MA,B21001D_033EA,state
0400000US06,4097640,12533,1895039,7818,620812,5730,13235,1743,607577,5750,720128,3884,24609,2243,695519,4368,280471,2577,18612,1954,261859,3203,159940,1940,16381,1787,143559,2418,113688,1613,20890,1867,92798,2435,2202601,7761,647055,5196,1531,607,645524,5072,843453,4112,2785,822,840668,4091,345163,1983,750,332,344413,2084,198807,1663,988,601,197819,1740,168123,1559,762,291,167361,1623,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,112659,2593,50971,1640,20245,1269,581,370,19664,1216,20198,1105,1289,457,18909,1120,5755,533,874,434,4881,552,2863,454,479,260,2384,461,1910,477,705,338,1205,401,61688,1706,19582,1074,323,252,19259,1069,25326,1304,289,261,25037,1261,9070,626,138,133,8932,642,4968,633,123,154,4845,615,2742,615,35,60,2707,618,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,110779,1881,52239,1519,19644,1478,56,91,19588,1472,22182,684,583,307,21599,742,6316,407,136,139,6180,440,2825,250,98,130,2727,295,1272,241,104,82,1168,261,58540,972,21840,940,0,193,21840,940,24537,767,0,193,24537,767,7039,436,0,193,7039,436,3145,528,0,193,3145,528,1979,537,0,193,1979,537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23647,994,10801,700,3932,529,138,183,3794,523,4412,373,90,102,4322,359,1254,165,0,182,1254,165,773,251,0,182,773,251,430,183,0,182,430,183,12846,488,4871,429,147,202,4724,362,4730,497,0,182,4730,497,1654,232,0,182,1654,232,766,290,0,182,766,290,825,412,0,182,825,412,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,19649,1282,8074,721,4213,589,68,82,4145,596,2708,268,37,63,2671,267,565,227,0,197,565,227,362,131,56,70,306,137,226,131,0,197,226,131,11575,820,6626,656,0,197,6626,656,3095,366,59,101,3036,380,999,48,0,197,999,48,438,250,0,197,438,250,417,258,0,197,417,258,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,384237,5431,173361,3674,59233,2558,1192,613,58041,2467,69396,2270,3135,940,66261,2542,24099,1462,2126,634,21973,1545,14319,1230,1670,540,12649,1139,6314,851,690,333,5624,826,210876,3443,65335,2703,325,204,65010,2662,83301,2452,619,313,82682,2504,32368,1521,136,137,32232,1548,20208,1628,0,211,20208,1628,9664,1270,91,128,9573,1273,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,253811,4007,119855,2760,43598,1677,551,339,43047,1680,51296,1694,1865,822,49431,1832,14403,1042,487,249,13916,1032,6905,974,684,426,6221,942,3653,929,517,347,3136,854,133956,2579,46026,1959,119,171,45907,1959,59002,1732,349,293,58653,1759,17452,1031,142,179,17310,1011,7742,800,45,90,7697,809,3734,837,0,208,3734,837,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,451525,7297,203778,4239,46028,2333,2438,830,43590,2480,67585,2515,4759,903,62826,2545,38742,1201,7153,1032,31589,1383,26288,631,9671,1171,16617,1301,25135,372,12880,1128,12255,1179,247747,4475,49091,2414,637,436,48454,2405,82580,1852,454,238,82126,1842,44655,1312,388,213,44267,1364,30462,1109,55,72,30407,1117,40959,720,138,134,40821,737,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,484045,3917,230150,2719,85459,2054,1006,569,84453,2097,87232,1907,1460,773,85772,1954,30035,779,582,233,29453,768,19181,929,1118,384,18063,977,8243,563,670,330,7573,545,253895,2294,86213,1857,293,340,85920,1829,96760,1794,176,154,96584,1824,37577,1088,67,108,37510,1106,21362,746,40,68,21322,739,11983,655,0,179,11983,655,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
