GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001MA,B21001B_001EA,B21001B_002EA,B21001B_002MA,B21001B_003EA,B21001B_003MA,B21001B_004EA,B21001B_004MA,B21001B_005MA,B21001B_005EA,B21001B_006MA,B21001B_006EA,B21001B_007MA,B21001B_007EA,B21001B_008MA,B21001B_008EA,B21001B_009MA,B21001B_009EA,B21001B_010EA,B21001B_010MA,B21001B_011EA,B21001B_011MA,B21001B_012MA,B21001B_012EA,B21001B_013MA,B21001B_013EA,B21001B_014MA,B21001B_014EA,B21001B_015MA,B21001B_015EA,B21001B_016MA,B21001B_016EA,B21001B_017EA,B21001B_017MA,B21001B_018MA,B21001B_018EA,B21001B_019MA,B21001B_019EA,B21001B_020MA,B21001B_020EA,B21001B_021EA,B21001B_021MA,B21001B_022EA,B21001B_022MA,B21001B_023MA,B21001B_023EA,B21001B_024MA,B21001B_024EA,B21001B_025MA,B21001B_025EA,B21001B_026EA,B21001B_026MA,B21001B_027MA,B21001B_027EA,B21001B_028MA,B21001B_028EA,B21001B_029MA,B21001B_029EA,B21001B_030MA,B21001B_030EA,B21001B_031EA,B21001B_031MA,B21001B_032EA,B21001B_032MA,B21001B_033MA,B21001B_033EA,state
0400000US06,1712267,10780,831043,6296,288990,4615,12389,2283,276601,5008,316395,3661,47692,3756,268703,5372,125432,1825,36893,3074,88539,2909,61585,1219,27479,1978,34106,1816,38641,1003,23958,1282,14683,1291,881224,6548,283454,4989,3351,1041,280103,5011,321197,3326,6892,1526,314305,3462,137646,1757,2956,853,134690,1933,77737,1067,1110,425,76627,1177,61190,1254,726,354,60464,1278,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,153141,3376,81211,2630,30386,2180,1107,443,29279,2196,32821,1467,7485,1423,25336,1715,11099,779,4225,862,6874,890,4527,583,2870,568,1657,483,2378,372,1642,412,736,396,71930,2160,26512,1588,705,411,25807,1593,26895,1185,1773,678,25122,1210,9874,572,577,305,9297,624,5041,472,122,120,4919,494,3608,324,0,189,3608,324,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,269618,4378,125556,2628,48951,1587,1095,687,47856,1472,48014,1607,5573,1236,42441,1846,15832,555,3318,871,12514,911,8176,508,2647,712,5529,760,4583,352,2063,512,2520,564,144062,2732,49058,2054,109,130,48949,2066,54163,1692,921,513,53242,1792,20399,709,251,198,20148,725,11873,650,0,193,11873,650,8569,458,0,193,8569,458,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,144043,1724,65805,996,23479,778,430,355,23049,878,25183,566,5618,1104,19565,1182,9449,118,2963,785,6486,800,5039,130,1660,458,3379,462,2655,23,1517,410,1138,411,78238,1257,25292,991,837,599,24455,1125,30346,964,1228,794,29118,1175,11718,210,365,272,11353,343,6438,86,0,182,6438,86,4444,27,45,74,4399,78,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,245455,1738,107459,1112,36297,807,1099,784,35198,1014,36502,600,4027,1020,32475,1144,18214,332,4606,827,13608,781,9672,157,3116,666,6556,670,6774,68,4352,565,2422,565,137996,1034,43999,563,474,345,43525,648,43471,604,889,387,42582,736,22943,444,517,375,22426,587,13448,240,46,76,13402,250,14135,132,36,59,14099,144,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2255638,10575,1055382,7843,408984,6428,13795,2454,395189,6961,388516,4726,51484,3351,337032,4712,142506,2527,32858,2650,109648,3098,73929,1770,17602,1847,56327,2248,41447,1630,11015,1361,30432,2059,1200256,6460,434575,4951,5963,1444,428612,4737,430076,3761,16224,2587,413852,3944,169851,2525,3904,1076,165947,2526,95467,1979,726,321,94741,2037,70287,1553,311,194,69976,1558,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2203209,7638,1001426,5106,380290,4182,16451,2542,363839,4640,387686,4277,75094,4720,312592,6468,139552,1916,44181,3418,95371,3575,64785,1920,23438,1904,41347,2073,29113,1492,13241,1366,15872,1567,1201783,4705,417684,4120,10054,1885,407630,4537,463897,3769,22804,2924,441093,4712,173499,2250,5782,1207,167717,2438,85200,1843,1168,575,84032,1936,61503,1805,332,244,61171,1840,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14558,1574,9489,1296,4518,1014,2702,954,1816,794,3350,645,1695,615,1655,657,733,261,558,249,175,153,386,221,216,144,170,161,502,330,270,184,232,268,5069,910,2519,759,849,616,1670,602,1718,377,308,252,1410,398,560,234,87,105,473,228,103,112,0,177,103,112,169,217,0,177,169,217,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1364127,6005,622347,4115,228101,3207,7681,1923,220420,3887,229717,2359,27564,2603,202153,3469,90163,1040,21517,2197,68646,2266,47261,894,16162,1414,31099,1418,27105,588,12941,1140,14164,1152,741780,3870,243019,3033,2174,697,240845,3085,265379,2236,3662,1139,261717,2529,115697,1181,2108,805,113589,1417,65137,1011,362,210,64775,1038,52548,999,407,321,52141,1054,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,423766,3342,198246,2364,76148,2249,869,507,75279,2253,73084,1875,13047,1827,60037,2451,27346,1080,8265,993,19081,1329,13591,734,5886,877,7705,860,8077,657,4424,658,3653,510,225520,2100,78395,1856,448,276,77947,1845,84349,1715,1496,558,82853,1739,32679,1089,520,251,32159,1109,16652,750,389,365,16263,851,13445,519,76,96,13369,502,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,62306,2106,33976,1434,15147,1459,60,88,15087,1460,12878,1123,2704,941,10174,1217,4114,702,1070,358,3044,699,931,309,318,214,613,283,906,328,635,315,271,177,28330,1317,12149,943,0,151,12149,943,10192,878,506,404,9686,904,3537,450,172,206,3365,487,1406,447,0,151,1406,447,1046,258,18,32,1028,258,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,117800,3082,60207,2521,22674,1805,1308,714,21366,1844,22956,1392,5022,1117,17934,1543,8595,709,3358,857,5237,857,3699,596,1263,434,2436,539,2283,411,1467,415,816,263,57593,1762,20221,1326,407,357,19814,1368,20005,972,1203,625,18802,1072,8447,726,214,287,8233,656,4966,727,71,124,4895,710,3954,657,0,165,3954,657,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,249509,3735,119955,3133,46370,2307,1592,786,44778,2051,44253,2009,9993,1541,34260,1845,18102,1119,5666,951,12436,1087,7465,731,3060,688,4405,761,3765,556,2698,519,1067,348,129554,2315,45092,1914,317,247,44775,1877,45667,1609,1640,504,44027,1612,20610,1081,413,248,20197,1084,9798,843,73,89,9725,853,8387,738,41,66,8346,733,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
