GEO_ID,C23002D_001E,C23002D_001M,C23002D_002E,C23002D_002M,C23002D_003E,C23002D_003M,C23002D_004E,C23002D_004M,C23002D_005E,C23002D_005M,C23002D_006E,C23002D_006M,C23002D_007E,C23002D_007M,C23002D_008E,C23002D_008M,C23002D_009E,C23002D_009M,C23002D_010E,C23002D_010M,C23002D_011E,C23002D_011M,C23002D_012E,C23002D_012M,C23002D_013E,C23002D_013M,C23002D_014E,C23002D_014M,C23002D_015E,C23002D_015M,C23002D_016E,C23002D_016M,C23002D_017E,C23002D_017M,C23002D_018E,C23002D_018M,C23002D_019E,C23002D_019M,C23002D_020E,C23002D_020M,C23002D_021E,C23002D_021M,C23002D_022E,C23002D_022M,C23002D_023E,C23002D_023M,C23002D_024E,C23002D_024M,C23002D_025E,C23002D_025M,C23002D_026E,C23002D_026M,C23002D_027E,C23002D_027M,NAME,C23002D_001EA,C23002D_001MA,C23002D_002EA,C23002D_002MA,C23002D_003MA,C23002D_003EA,C23002D_004EA,C23002D_004MA,C23002D_005MA,C23002D_005EA,C23002D_006MA,C23002D_006EA,C23002D_007EA,C23002D_007MA,C23002D_008EA,C23002D_008MA,C23002D_009MA,C23002D_009EA,C23002D_010MA,C23002D_010EA,C23002D_011MA,C23002D_011EA,C23002D_012EA,C23002D_012MA,C23002D_013EA,C23002D_013MA,C23002D_014MA,C23002D_014EA,C23002D_015MA,C23002D_015EA,C23002D_016MA,C23002D_016EA,C23002D_017EA,C23002D_017MA,C23002D_018EA,C23002D_018MA,C23002D_019EA,C23002D_019MA,C23002D_020MA,C23002D_020EA,C23002D_021EA,C23002D_021MA,C23002D_022MA,C23002D_022EA,C23002D_023EA,C23002D_023MA,C23002D_024MA,C23002D_024EA,C23002D_025EA,C23002D_025MA,C23002D_026EA,C23002D_026MA,C23002D_027MA,C23002D_027EA,state
0400000US06,4229305,13907,1966710,8615,1693082,8593,1318701,9864,7541,1453,1311160,10064,1200425,10461,110735,5384,374381,8234,273628,2143,50906,2993,46714,2900,4192,968,222722,3384,2262595,8584,1895665,7869,1279628,9349,1023,941,1278605,9138,1176211,9712,102394,5140,616037,10857,366930,1927,43074,3041,40364,3070,2710,689,323856,3428,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,116126,3007,52372,1741,47599,1783,39758,1930,408,257,39350,1933,37856,1878,1494,577,7841,1454,4773,456,1102,446,918,392,184,197,3671,484,63754,2117,56044,2111,38146,2013,0,189,38146,2013,36092,2154,2054,689,17898,1826,7710,569,810,384,810,384,0,189,6900,627,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115005,2014,53706,1540,49609,1540,42180,1622,142,170,42038,1651,39433,1862,2605,752,7429,1064,4097,158,1340,373,1340,373,0,193,2757,398,61299,1163,56175,1139,36691,1925,0,193,36691,1925,33133,1783,3558,853,19484,1878,5124,502,942,408,886,402,56,94,4182,544,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,24392,1046,11373,768,10170,757,7918,735,90,130,7828,748,7228,694,600,398,2252,706,1203,159,249,141,144,110,105,107,954,169,13019,491,11428,513,7218,793,0,182,7218,793,6810,778,408,295,4210,744,1591,262,214,164,170,147,44,81,1377,272,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,19862,1312,8179,759,7591,759,6057,771,21,35,6036,775,5989,769,47,76,1534,546,588,197,246,144,246,144,0,197,342,144,11683,815,10828,763,8303,829,108,164,8195,822,7998,800,197,168,2525,771,855,179,104,132,104,132,0,197,751,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,396525,5876,179328,3847,158695,3642,126197,4088,796,609,125401,4151,117721,4306,7680,1503,32498,3336,20633,1198,4658,937,4443,926,215,153,15975,1216,217197,3742,187325,3797,121437,4546,194,244,121243,4556,112216,4280,9027,1772,65888,3791,29872,1667,5092,1153,4409,1036,683,535,24780,1992,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,262151,4362,124570,2836,114012,2647,93287,2567,1601,518,91686,2578,85802,2712,5884,1316,20725,1916,10558,670,2773,692,2588,698,185,185,7785,974,137581,2741,126105,2779,72586,2991,136,170,72450,2957,67140,3169,5310,1310,53519,3281,11476,981,1277,551,1158,547,119,140,10199,1017,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,464335,7511,211313,4139,159890,4031,130632,4059,1414,432,129218,4097,122223,3797,6995,1226,29258,2343,51423,702,11935,1069,11653,1068,282,211,39488,1205,253022,4649,181601,4097,139364,3850,149,162,139215,3837,132979,3733,6236,1309,42237,2815,71421,1279,9625,1123,9423,1104,202,168,61796,1339,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17130,2184,7448,1391,7201,1412,5988,1176,33,60,5955,1174,5686,1142,269,254,1213,658,247,149,167,144,167,144,0,187,80,83,9682,1262,9025,1273,5913,979,75,121,5838,957,5379,953,459,303,3112,737,657,358,208,191,208,191,0,187,449,316,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,499039,4431,237305,2968,209881,2783,170269,3558,199,212,170070,3542,160447,3692,9623,1502,39612,2947,27424,879,7387,1014,6501,968,886,359,20037,1339,261734,2764,228389,2831,148619,4199,281,373,148338,4207,137106,4113,11232,1498,79770,3957,33345,833,5319,992,5114,981,205,174,28026,1169,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
