GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001EA,B17001B_001MA,B17001B_002MA,B17001B_002EA,B17001B_003MA,B17001B_003EA,B17001B_004EA,B17001B_004MA,B17001B_005EA,B17001B_005MA,B17001B_006EA,B17001B_006MA,B17001B_007MA,B17001B_007EA,B17001B_008MA,B17001B_008EA,B17001B_009MA,B17001B_009EA,B17001B_010EA,B17001B_010MA,B17001B_011EA,B17001B_011MA,B17001B_012EA,B17001B_012MA,B17001B_013MA,B17001B_013EA,B17001B_014MA,B17001B_014EA,B17001B_015EA,B17001B_015MA,B17001B_016EA,B17001B_016MA,B17001B_017EA,B17001B_017MA,B17001B_018MA,B17001B_018EA,B17001B_019MA,B17001B_019EA,B17001B_020MA,B17001B_020EA,B17001B_021EA,B17001B_021MA,B17001B_022EA,B17001B_022MA,B17001B_023MA,B17001B_023EA,B17001B_024MA,B17001B_024EA,B17001B_025MA,B17001B_025EA,B17001B_026EA,B17001B_026MA,B17001B_027EA,B17001B_027MA,B17001B_028EA,B17001B_028MA,B17001B_029MA,B17001B_029EA,B17001B_030EA,B17001B_030MA,B17001B_031MA,B17001B_031EA,B17001B_032EA,B17001B_032MA,B17001B_033EA,B17001B_033MA,B17001B_034MA,B17001B_034EA,B17001B_035MA,B17001B_035EA,B17001B_036MA,B17001B_036EA,B17001B_037EA,B17001B_037MA,B17001B_038EA,B17001B_038MA,B17001B_039EA,B17001B_039MA,B17001B_040MA,B17001B_040EA,B17001B_041MA,B17001B_041EA,B17001B_042MA,B17001B_042EA,B17001B_043EA,B17001B_043MA,B17001B_044EA,B17001B_044MA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047MA,B17001B_047EA,B17001B_048EA,B17001B_048MA,B17001B_049EA,B17001B_049MA,B17001B_050EA,B17001B_050MA,B17001B_051MA,B17001B_051EA,B17001B_052MA,B17001B_052EA,B17001B_053MA,B17001B_053EA,B17001B_054EA,B17001B_054MA,B17001B_055EA,B17001B_055MA,B17001B_056EA,B17001B_056MA,B17001B_057MA,B17001B_057EA,B17001B_058MA,B17001B_058EA,B17001B_059EA,B17001B_059MA,state
0400000US06,2163855,17765,565285,19474,262961,10859,28689,2826,4582,1202,32716,3364,14888,1743,5419,1239,11619,1840,39929,3865,28134,3037,28048,2853,31233,2851,24819,2326,8496,1292,4389,760,302324,12128,25835,3184,5119,1298,30231,2986,13136,2287,6583,1751,11567,1521,41750,3492,44821,3136,34878,2479,37983,2844,26846,2487,13433,1648,10142,1265,1598570,21492,782035,12506,40344,3702,9291,1698,58067,3293,31863,2671,9877,1431,24052,2325,82808,3859,116470,4260,106022,3473,126319,3471,94183,2886,49753,1645,32986,1193,816535,12501,38660,3554,7854,1432,53989,3802,28532,2546,11404,1638,20360,2168,80823,3945,109689,3895,113944,3407,132305,3563,109292,2978,62776,1816,46907,1995,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,205899,5539,61082,7676,32002,4785,4149,1165,983,545,5433,1547,2177,680,362,211,1574,540,4643,1379,3268,1132,3592,1037,3676,1103,1449,579,626,306,70,84,29080,3741,2682,778,960,503,3879,1145,1302,467,206,161,1416,447,4727,1170,3517,935,3754,883,3535,992,1806,543,547,283,749,292,144817,7388,74593,4287,4123,1085,1386,643,6891,1489,2826,1056,622,320,1838,556,7174,1198,12237,1413,10671,1084,11848,1332,8859,774,3878,691,2240,334,70224,4347,5011,1116,1413,658,5382,1241,2759,772,956,475,2796,828,6716,1224,11006,1210,8672,1098,10587,1031,7892,663,4428,535,2606,491,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,350428,6363,84162,8671,37805,3888,4629,1202,1657,767,5854,1457,1951,763,358,283,2214,771,6657,1705,3248,1081,2825,942,4322,1003,2125,630,1398,559,567,307,46357,5750,3475,1120,920,426,5140,1148,2434,858,1475,876,2299,644,6059,1302,6012,1448,5687,1202,5844,1156,3851,823,1515,609,1646,463,266266,8479,127419,4378,8772,1266,1808,582,8940,1437,6306,1152,2034,721,3815,838,14569,2109,18658,1420,19263,1382,19388,1211,13492,734,6625,679,3749,492,138847,5370,8026,1111,2204,846,10026,1630,5466,1178,1802,649,3113,677,13753,1561,20014,1606,20692,1646,21320,1479,16438,965,10178,770,5815,727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,188885,2827,34614,4799,14406,2644,2238,742,91,93,2007,931,1494,760,525,299,650,381,2104,818,1601,636,728,388,1061,501,1229,595,541,276,137,130,20208,2937,2123,884,498,390,2502,801,1168,590,671,380,375,213,2622,936,2740,863,1925,731,1767,613,2211,714,872,442,734,354,154271,4903,73329,2681,4393,1018,728,368,7735,1306,3395,815,1644,605,1825,544,7061,963,9716,709,10210,698,11777,578,8092,621,4434,326,2319,166,80942,3113,4129,933,1070,519,5311,1271,3916,918,1051,483,2206,582,7233,1080,10996,929,12407,938,14195,813,9407,760,5564,456,3457,361,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,298073,2737,76526,6455,32595,3452,3622,1126,532,367,4142,1043,1671,651,713,379,1522,607,4907,1059,2720,877,2464,882,3654,856,4482,1061,1654,530,512,261,43931,3927,3205,853,492,330,3198,839,1972,730,713,374,1713,653,6710,1252,6110,1041,5101,1042,6450,991,3579,831,2412,715,2276,557,221547,6504,101432,3387,5934,1160,1287,567,7042,1205,3418,964,1112,413,2353,641,8933,1102,15857,1132,12947,959,16021,958,12946,1104,7655,548,5927,356,120115,4144,6246,846,1758,591,6070,1080,3942,1027,1140,517,2527,610,8234,1505,18003,1145,14051,1133,17341,1122,18846,919,10979,742,10978,639,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2989571,17985,867073,25914,384558,14095,47883,3417,11486,1897,58814,4460,24059,2663,7602,1525,14511,2147,57978,5175,39964,3945,33159,3778,38279,3446,28555,2599,14676,1771,7592,1244,482515,15372,54678,3661,9598,2009,57672,4810,25615,3050,9070,1692,14436,1945,66365,4711,72051,4433,49907,3414,48872,3408,38598,3188,20239,2094,15414,1913,2122498,28462,1012446,15407,66153,3515,12759,1928,85749,5546,38740,3270,16793,2345,33296,2797,117387,5782,152709,5882,142812,5021,148525,3881,109175,3538,57022,2077,31326,1760,1110052,16660,58384,3772,11850,1964,80001,5377,42498,3954,15662,2012,32319,2923,121062,4719,163876,4418,161788,4024,167576,3811,129912,3732,73686,2474,51438,2240,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2944374,12467,821968,25075,346899,13721,51035,4260,11426,2185,55724,4780,24559,2617,7235,1469,15926,2035,45787,4547,36805,3279,27143,3499,30955,3229,27674,2716,7767,1244,4863,965,475069,14010,49197,3896,10816,2040,57405,4219,26357,2687,6446,1283,15289,1955,63712,4110,74150,4710,55154,3812,46655,3098,36564,2976,18903,1877,14421,1602,2122406,26397,1009990,15384,62003,4080,14707,2237,87616,5945,50164,3915,18196,2287,30807,2541,107502,4929,147418,4710,154692,4033,151884,4208,108007,2666,55160,2181,21834,1561,1112416,14686,59400,4104,11224,2065,80151,5478,45629,3949,17863,2295,30297,2418,106386,5749,157012,5468,183350,5172,177333,3976,135529,2978,65293,2376,42949,2406,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1776039,9473,567928,16889,246673,8786,31131,2466,6433,1151,34476,2674,18176,2137,5566,1132,11232,1460,36104,3601,26188,2770,19946,2245,26555,2552,20470,2141,7155,1305,3241,600,321255,10996,28974,2478,7318,1283,32062,2838,19684,2262,5307,1057,12876,1414,45959,2895,45383,3307,38073,2663,33283,2021,27889,1997,12459,1580,11988,1229,1208111,17821,565405,9635,30163,2348,5870,1256,41640,3190,25085,2538,9976,1533,19389,1799,62128,3216,79236,2555,82670,2849,82986,2955,65975,2148,37987,1579,22300,955,642706,11150,29386,2499,6876,1386,43923,4199,24458,2651,7386,1142,20698,1945,60220,2881,83409,3492,90530,2713,100405,2420,85940,1863,52185,1705,37290,1692,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
