GEO_ID,B08105F_001E,B08105F_001M,B08105F_002E,B08105F_002M,B08105F_003E,B08105F_003M,B08105F_004E,B08105F_004M,B08105F_005E,B08105F_005M,B08105F_006E,B08105F_006M,B08105F_007E,B08105F_007M,NAME,B08105F_001EA,B08105F_001MA,B08105F_002EA,B08105F_002MA,B08105F_003EA,B08105F_003MA,B08105F_004MA,B08105F_004EA,B08105F_005MA,B08105F_005EA,B08105F_006MA,B08105F_006EA,B08105F_007EA,B08105F_007MA,state
0400000US06,2052320,28559,1421951,24334,300842,11163,165691,7328,57301,4311,54415,5016,52120,4058,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,97481,6628,68911,5013,14516,2194,4481,1672,4618,1331,2093,850,2862,1054,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,71874,5699,45540,4419,13180,2285,5764,1399,3786,1316,2734,1169,870,573,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,11124,2486,8934,2377,841,491,508,464,236,245,441,455,164,197,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15190,2708,4257,1392,1438,704,7416,1720,1036,567,884,605,159,216,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,212387,11982,138220,9250,40329,4388,10066,2624,7346,2672,8547,3022,7879,1838,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,120284,7382,75196,5681,31871,4485,3746,1493,3020,1404,2090,1045,4361,1267,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,8656,1522,5899,1418,884,445,442,379,612,392,311,262,508,344,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23402,3692,16234,2978,5008,1734,298,273,842,512,885,608,135,152,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,318713,13069,210989,9833,54078,5031,32628,2900,11189,2197,5300,1440,4529,1237,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,68323,5312,50995,5110,11036,2502,1510,771,2670,1067,1448,658,664,414,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17521,2560,11804,2051,3118,1080,618,416,698,312,644,350,639,289,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,26048,3486,18376,2628,5979,1529,113,137,583,351,687,475,310,188,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22967,3767,16672,3178,4163,1288,237,243,1365,712,340,294,190,181,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,109302,7468,55025,5974,27652,3431,19184,3391,3674,1338,1626,1357,2141,848,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,111594,5724,67535,4975,17710,2817,11791,2321,7034,1237,5039,1401,2485,991,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,35959,3823,25544,3321,6836,1556,734,432,1389,672,738,373,718,366,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34110,3106,21322,2505,6485,1371,2952,1044,1325,577,753,486,1273,737,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,29832,3054,20834,2842,5841,1354,600,375,740,396,1071,902,746,589,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19867,2568,13849,2065,5233,1556,181,208,261,241,187,166,156,117,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,103807,6524,78799,5540,13232,2182,5336,1381,2396,1045,2954,1039,1090,524,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,247219,12048,121350,7532,39927,4865,41215,4755,21700,3229,18531,3829,4496,1325,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,101856,6176,80992,5498,14774,2337,709,467,1997,817,1166,502,2218,884,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,704155,15921,187681,7699,56549,5154,354707,10930,67090,5090,19082,3164,19046,3013,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,105428,7797,65771,5919,32195,4188,539,331,2837,1218,2003,1021,2083,691,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,38324,3961,27928,3012,5152,1284,1482,665,2259,1036,893,445,610,390,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41730,4217,28647,3085,9455,1730,434,250,519,327,1788,580,887,477,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,60344,5622,34352,3599,13762,3361,3415,1214,5036,2591,1937,848,1842,801,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,87305,5565,51303,3951,17034,2882,10783,2295,3934,1272,2082,748,2169,898,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,23462,3540,14542,2745,3652,1508,1806,923,872,656,2000,1150,590,495,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37036,3895,20696,3309,10936,3038,809,706,1427,881,2137,1162,1031,770,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,40907,4662,28723,3833,9353,2245,259,282,891,779,527,400,1154,780,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,714322,23377,526481,18788,126152,6945,16373,2324,15484,2818,15719,2794,14113,2593,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,50649,4766,34408,3315,10297,2429,2061,737,1416,565,1041,505,1426,725,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,104673,7839,64520,5118,18934,4241,12059,3050,2522,885,2527,1163,4111,1382,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,112574,6653,76604,4658,21597,3282,5412,1498,4176,1234,1630,913,3155,1039,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,40682,3746,27525,2992,8478,1589,1386,488,2280,783,609,396,404,254,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,106801,7013,84592,6126,10001,1896,2432,852,4430,1190,2483,852,2863,862,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,3501,952,2176,835,478,314,201,264,524,297,15,26,107,115,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,170775,8189,129112,7189,25347,3289,4492,1167,2536,673,5486,1349,3802,890,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,25723,2963,15111,2556,8491,1850,116,139,418,340,183,198,1404,748,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
