GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001EA,B17010I_001MA,B17010I_002MA,B17010I_002EA,B17010I_003MA,B17010I_003EA,B17010I_004MA,B17010I_004EA,B17010I_005EA,B17010I_005MA,B17010I_006EA,B17010I_006MA,B17010I_007EA,B17010I_007MA,B17010I_008MA,B17010I_008EA,B17010I_009MA,B17010I_009EA,B17010I_010MA,B17010I_010EA,B17010I_011EA,B17010I_011MA,B17010I_012EA,B17010I_012MA,B17010I_013EA,B17010I_013MA,B17010I_014MA,B17010I_014EA,B17010I_015MA,B17010I_015EA,B17010I_016EA,B17010I_016MA,B17010I_017EA,B17010I_017MA,B17010I_018EA,B17010I_018MA,B17010I_019MA,B17010I_019EA,B17010I_020MA,B17010I_020EA,B17010I_021MA,B17010I_021EA,B17010I_022EA,B17010I_022MA,B17010I_023EA,B17010I_023MA,B17010I_024EA,B17010I_024MA,B17010I_025MA,B17010I_025EA,B17010I_026MA,B17010I_026EA,B17010I_027EA,B17010I_027MA,B17010I_028EA,B17010I_028MA,B17010I_029EA,B17010I_029MA,B17010I_030MA,B17010I_030EA,B17010I_031MA,B17010I_031EA,B17010I_032MA,B17010I_032EA,B17010I_033EA,B17010I_033MA,B17010I_034EA,B17010I_034MA,B17010I_035MA,B17010I_035EA,B17010I_036MA,B17010I_036EA,B17010I_037MA,B17010I_037EA,B17010I_038EA,B17010I_038MA,B17010I_039EA,B17010I_039MA,B17010I_040EA,B17010I_040MA,B17010I_041MA,B17010I_041EA,state
0400000US06,2852251,13626,623077,10739,271484,6756,228961,6257,21700,1910,95189,4413,112072,4415,42523,2930,351593,8961,75740,4393,64248,4120,13311,1877,23144,2337,27793,2466,11492,1731,275853,7961,247370,7607,37366,3113,81210,4229,128794,6821,28483,2614,2229174,15546,1522742,14889,977149,14063,153358,6212,244210,7718,579581,11454,545593,9002,706432,12757,270775,7944,161274,6713,35909,3060,36987,4157,88378,5129,109501,4736,435657,9752,275363,7922,40478,3452,54596,3918,180289,6223,160294,5744,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,224339,4560,50188,3365,19957,2269,16908,2057,2005,862,9566,1831,5337,1221,3049,894,30231,2855,6126,1337,5581,1362,714,440,1765,721,3102,1057,545,362,24105,2511,21191,2612,4475,1037,6594,1594,10122,1797,2914,892,174151,4728,120394,4885,69864,4209,12287,1997,18658,2306,38919,3000,50530,3057,53757,3602,19269,2088,11246,1980,3019,990,1928,851,6299,1441,8023,1576,34488,2925,24431,2589,4205,1194,4553,1261,15673,1905,10057,1637,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,110775,2692,28281,2253,7249,1414,5447,1169,762,419,1525,654,3160,1016,1802,638,21032,1811,2404,922,1754,627,342,275,611,452,801,473,650,618,18628,1917,16421,1767,2860,796,4119,877,9442,1524,2207,634,82494,2778,48573,2896,29314,2591,4844,1272,5522,1343,18948,2158,19259,1968,33921,2657,9982,1837,5268,1323,1602,790,558,370,3108,1088,4714,1362,23939,2374,16661,1967,2524,918,3279,982,10858,1702,7278,1302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,15948,1350,3409,996,1393,636,1214,660,46,74,660,478,508,448,179,258,2016,855,264,229,264,229,87,165,82,99,95,122,0,182,1752,867,1590,810,237,292,627,536,726,539,162,245,12539,1472,8508,1107,5974,1136,943,476,1461,653,3570,977,2534,654,4031,1048,2102,873,1435,687,699,550,348,277,388,274,667,431,1929,671,1322,545,0,182,228,197,1094,530,607,374,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,972475,10557,189819,8162,83806,5188,56228,3973,6564,1556,19066,2608,30598,3058,27578,2720,106013,6577,19913,2655,15856,2538,4956,1359,4359,1512,6541,1538,4057,931,86100,5726,72932,5142,11736,1894,18334,2697,42862,3937,13168,1981,782656,10085,554684,9565,282154,8795,50435,3908,53045,4136,178674,7353,272530,6860,227972,8062,71793,4538,34280,3460,8851,1707,5131,1302,20298,2849,37513,3133,156179,6657,89766,5502,16322,2325,11603,2024,61841,4810,66413,3828,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,179168,5214,52339,3932,25492,2935,23902,2911,2252,877,12874,2041,8776,2048,1590,711,26847,3339,7885,1548,6669,1318,1293,670,2624,788,2752,1073,1216,690,18962,2854,18173,2825,3345,1278,6986,1787,7842,2126,789,417,126829,5326,95298,4883,63228,4123,11658,1965,19193,2867,32377,3229,32070,3345,31531,3421,16416,2610,9895,2029,2263,741,2604,1222,5028,1128,6521,1676,15115,2168,11782,1923,1772,794,1632,840,8378,1741,3333,956,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,22077,1757,3756,1097,940,507,379,277,31,50,211,240,137,126,561,434,2816,886,422,403,384,405,327,395,0,177,57,96,38,61,2394,777,2362,777,407,251,700,482,1255,640,32,55,18321,1565,13902,1471,7807,1156,2405,713,2168,544,3234,635,6095,1004,4419,943,1297,526,596,411,163,233,95,159,338,310,701,365,3122,775,2476,786,686,498,116,84,1674,585,646,311,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35771,1952,9681,1698,4711,1138,4026,1054,588,347,1781,719,1657,662,685,344,4970,1264,490,379,358,355,223,308,102,166,33,58,132,151,4480,1204,4330,1211,1026,670,1845,833,1459,734,150,176,26090,2074,18624,1943,12470,1698,1645,739,5202,1346,5623,1173,6154,1130,7466,1438,3661,1179,1805,792,310,309,435,351,1060,636,1856,872,3805,936,1923,703,368,356,63,103,1492,653,1882,724,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,423911,7200,82388,4698,37887,3373,33216,3234,4187,1273,13297,1827,15732,2081,4671,945,44501,3543,10563,1697,8630,1554,1279,520,3966,1136,3385,924,1933,704,33938,3102,30236,2956,4548,1169,9630,1433,16058,2122,3702,951,341523,6682,238723,7163,162014,6116,22355,2554,42948,3348,96711,5451,76709,3313,102800,3944,41369,3235,25536,2685,7173,1403,6562,1652,11801,1791,15833,2088,61431,2972,40952,2550,6128,1259,7834,1166,26990,2449,20479,1898,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
