GEO_ID,B19037I_001E,B19037I_001M,B19037I_002E,B19037I_002M,B19037I_003E,B19037I_003M,B19037I_004E,B19037I_004M,B19037I_005E,B19037I_005M,B19037I_006E,B19037I_006M,B19037I_007E,B19037I_007M,B19037I_008E,B19037I_008M,B19037I_009E,B19037I_009M,B19037I_010E,B19037I_010M,B19037I_011E,B19037I_011M,B19037I_012E,B19037I_012M,B19037I_013E,B19037I_013M,B19037I_014E,B19037I_014M,B19037I_015E,B19037I_015M,B19037I_016E,B19037I_016M,B19037I_017E,B19037I_017M,B19037I_018E,B19037I_018M,B19037I_019E,B19037I_019M,B19037I_020E,B19037I_020M,B19037I_021E,B19037I_021M,B19037I_022E,B19037I_022M,B19037I_023E,B19037I_023M,B19037I_024E,B19037I_024M,B19037I_025E,B19037I_025M,B19037I_026E,B19037I_026M,B19037I_027E,B19037I_027M,B19037I_028E,B19037I_028M,B19037I_029E,B19037I_029M,B19037I_030E,B19037I_030M,B19037I_031E,B19037I_031M,B19037I_032E,B19037I_032M,B19037I_033E,B19037I_033M,B19037I_034E,B19037I_034M,B19037I_035E,B19037I_035M,B19037I_036E,B19037I_036M,B19037I_037E,B19037I_037M,B19037I_038E,B19037I_038M,B19037I_039E,B19037I_039M,B19037I_040E,B19037I_040M,B19037I_041E,B19037I_041M,B19037I_042E,B19037I_042M,B19037I_043E,B19037I_043M,B19037I_044E,B19037I_044M,B19037I_045E,B19037I_045M,B19037I_046E,B19037I_046M,B19037I_047E,B19037I_047M,B19037I_048E,B19037I_048M,B19037I_049E,B19037I_049M,B19037I_050E,B19037I_050M,B19037I_051E,B19037I_051M,B19037I_052E,B19037I_052M,B19037I_053E,B19037I_053M,B19037I_054E,B19037I_054M,B19037I_055E,B19037I_055M,B19037I_056E,B19037I_056M,B19037I_057E,B19037I_057M,B19037I_058E,B19037I_058M,B19037I_059E,B19037I_059M,B19037I_060E,B19037I_060M,B19037I_061E,B19037I_061M,B19037I_062E,B19037I_062M,B19037I_063E,B19037I_063M,B19037I_064E,B19037I_064M,B19037I_065E,B19037I_065M,B19037I_066E,B19037I_066M,B19037I_067E,B19037I_067M,B19037I_068E,B19037I_068M,B19037I_069E,B19037I_069M,NAME,B19037I_001MA,B19037I_001EA,B19037I_002EA,B19037I_002MA,B19037I_003EA,B19037I_003MA,B19037I_004EA,B19037I_004MA,B19037I_005EA,B19037I_005MA,B19037I_006MA,B19037I_006EA,B19037I_007EA,B19037I_007MA,B19037I_008EA,B19037I_008MA,B19037I_009EA,B19037I_009MA,B19037I_010EA,B19037I_010MA,B19037I_011EA,B19037I_011MA,B19037I_012MA,B19037I_012EA,B19037I_013EA,B19037I_013MA,B19037I_014EA,B19037I_014MA,B19037I_015EA,B19037I_015MA,B19037I_016EA,B19037I_016MA,B19037I_017MA,B19037I_017EA,B19037I_018EA,B19037I_018MA,B19037I_019EA,B19037I_019MA,B19037I_020EA,B19037I_020MA,B19037I_021MA,B19037I_021EA,B19037I_022EA,B19037I_022MA,B19037I_023EA,B19037I_023MA,B19037I_024EA,B19037I_024MA,B19037I_025EA,B19037I_025MA,B19037I_026EA,B19037I_026MA,B19037I_027EA,B19037I_027MA,B19037I_028MA,B19037I_028EA,B19037I_029MA,B19037I_029EA,B19037I_030MA,B19037I_030EA,B19037I_031EA,B19037I_031MA,B19037I_032EA,B19037I_032MA,B19037I_033EA,B19037I_033MA,B19037I_034MA,B19037I_034EA,B19037I_035MA,B19037I_035EA,B19037I_036MA,B19037I_036EA,B19037I_037EA,B19037I_037MA,B19037I_038EA,B19037I_038MA,B19037I_039MA,B19037I_039EA,B19037I_040MA,B19037I_040EA,B19037I_041EA,B19037I_041MA,B19037I_042EA,B19037I_042MA,B19037I_043EA,B19037I_043MA,B19037I_044EA,B19037I_044MA,B19037I_045MA,B19037I_045EA,B19037I_046EA,B19037I_046MA,B19037I_047MA,B19037I_047EA,B19037I_048EA,B19037I_048MA,B19037I_049EA,B19037I_049MA,B19037I_050MA,B19037I_050EA,B19037I_051EA,B19037I_051MA,B19037I_052EA,B19037I_052MA,B19037I_053EA,B19037I_053MA,B19037I_054EA,B19037I_054MA,B19037I_055EA,B19037I_055MA,B19037I_056MA,B19037I_056EA,B19037I_057EA,B19037I_057MA,B19037I_058EA,B19037I_058MA,B19037I_059EA,B19037I_059MA,B19037I_060EA,B19037I_060MA,B19037I_061MA,B19037I_061EA,B19037I_062EA,B19037I_062MA,B19037I_063EA,B19037I_063MA,B19037I_064EA,B19037I_064MA,B19037I_065EA,B19037I_065MA,B19037I_066EA,B19037I_066MA,B19037I_067MA,B19037I_067EA,B19037I_068EA,B19037I_068MA,B19037I_069EA,B19037I_069MA,state
0400000US06,3504293,15006,154946,5671,22123,2412,15464,2029,12945,1695,18038,2163,11428,1530,13443,1710,9788,1576,9340,1827,7121,1353,10338,1579,10778,1608,7941,1596,3578,898,1163,561,1126,656,332,246,1682566,14811,103222,5305,89432,4631,109135,5058,128096,6364,107145,5310,110171,5470,101768,5183,106833,6052,81718,5472,151537,7310,173805,6648,183712,6720,110973,5687,56836,3972,44514,3476,23669,2627,1285926,10703,68742,3392,67599,4307,71386,4514,71300,4142,70444,4138,72539,4290,70014,3879,70750,3832,64149,4444,111056,4586,141789,5022,161706,6311,98256,4558,59598,3727,52746,3343,33852,2896,380855,5163,36096,2572,46721,3129,39819,2589,30421,2294,25377,2113,22728,1893,21636,2070,19030,1740,16461,1724,24812,1815,28699,1944,29163,2169,17157,1743,11021,1589,6260,975,5454,960,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,307342,5118,24138,2701,3721,930,1650,728,2740,962,4212,1200,1788,533,1516,752,1608,643,1578,822,652,311,1383,697,1715,752,1036,538,198,236,51,87,290,293,0,189,148517,4090,11261,1681,7872,1402,9318,1496,11806,1770,12087,1825,11011,1646,9794,1570,9471,1960,7351,1451,11927,2032,14291,1928,15660,2242,7935,1516,4981,1112,2105,746,1647,604,99321,3075,10340,1593,6662,1380,5030,1118,6190,1295,5695,1264,4624,1003,4608,1086,4296,1076,4559,1181,7659,1250,10483,1689,13329,1516,7026,1399,3874,1102,3201,724,1745,518,35366,1779,4696,946,4127,866,3808,663,3866,798,2318,637,1858,540,2089,531,1719,626,1597,543,2546,723,1932,519,2661,559,1373,457,339,232,377,206,60,48,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,150939,3407,8478,1370,2362,705,1273,654,526,302,509,363,795,547,158,134,268,290,658,383,431,344,767,492,404,310,182,215,145,184,0,193,0,193,0,193,74650,3454,7921,1321,5240,1152,5388,1257,5610,1215,4792,1064,4146,1180,4012,1126,3320,1194,3844,1318,5319,1373,7872,1523,6413,1431,4391,929,2168,621,2827,1042,1387,500,53297,1963,7859,1541,3534,955,2211,638,3738,1112,3621,1083,2991,924,2325,818,2265,681,1511,675,3505,857,4539,1050,5367,1240,3215,781,1953,652,2236,696,2427,681,14514,1365,3480,909,3074,843,1457,487,1044,444,733,396,364,264,255,223,426,324,487,375,207,196,770,327,810,368,657,447,178,151,208,157,364,284,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1328169,11752,52130,4290,8845,1667,5221,1357,5116,1264,5677,1215,5131,1551,4395,1061,3369,1223,3060,883,1441,637,3862,1060,3053,804,1302,642,833,416,436,468,389,370,0,211,557104,9453,42631,4119,31434,2611,41177,4392,34886,3192,40310,3793,38799,3723,38749,3430,33621,3313,26591,2331,47446,3639,55198,4396,56124,3954,31200,3014,15117,2412,12675,2126,11146,1930,491734,8133,39048,3249,24565,2797,31216,3266,37601,3457,30740,2902,34051,3374,28577,2962,27153,2871,21858,2446,38239,2732,47788,3798,52124,3716,31370,2827,15362,1692,15600,1962,16442,2074,227201,5804,40568,3131,31629,2870,26199,2501,22410,2215,15316,1922,14495,1755,10260,1484,8242,1080,8543,1419,12602,1600,11675,1447,11778,1478,5862,1105,2571,698,2439,701,2612,605,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,221261,5678,17164,2591,2881,1081,1176,582,2746,1234,2735,892,2043,939,1097,633,964,551,1089,593,1002,535,350,348,461,402,478,312,142,167,0,208,0,208,0,208,131730,4717,12344,2567,9201,1908,12797,1974,15030,2325,10162,2134,9188,1763,7173,1616,5366,1592,5466,1529,12873,2049,9780,1696,11242,2008,4879,1261,2623,1006,2510,792,1096,523,61123,4072,3508,1040,2436,981,2798,1027,4693,1323,4121,1254,3335,1019,4862,1251,3831,981,3127,1188,6745,1544,5221,1396,6140,1492,3795,1233,2206,944,2414,1035,1891,735,11244,1381,1097,594,1366,636,807,483,1199,653,705,367,473,382,607,346,963,578,531,392,1006,500,456,286,1364,573,51,66,239,197,273,242,107,124,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,32646,2004,2549,693,23,42,207,254,164,264,696,490,0,177,132,136,174,147,140,135,146,166,463,456,343,340,15,19,36,58,10,18,0,177,0,177,16663,1497,793,398,894,572,674,469,1357,718,342,270,1177,664,1303,607,1294,591,500,308,1184,436,1416,534,2780,830,1209,460,809,443,621,345,310,191,10048,1236,588,402,1069,567,802,421,189,108,257,195,97,99,174,165,640,348,960,615,764,341,1009,482,1346,598,773,400,685,360,287,185,408,240,3386,561,217,168,420,315,59,63,100,122,384,253,68,69,112,101,87,95,0,177,417,254,549,327,346,205,149,153,251,193,60,104,167,201,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,44979,2277,4921,1382,1420,780,0,187,832,562,680,490,275,295,166,197,154,187,505,452,133,194,274,251,207,314,71,129,177,201,27,52,0,187,0,187,23719,2110,2289,950,1107,620,1140,569,2757,947,1924,880,2644,1031,1118,488,2339,1103,822,444,1791,784,2863,984,1879,872,803,637,65,85,178,148,0,187,12724,1675,671,382,372,253,875,606,1321,684,1784,721,680,314,934,554,957,540,157,149,1548,602,1226,473,943,450,635,428,158,151,214,193,249,227,3615,840,577,401,419,316,955,431,247,253,208,169,139,155,280,214,140,124,121,139,227,194,0,187,124,153,178,182,0,187,0,187,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,526736,7799,25750,2824,4838,1122,1801,649,2474,770,2237,770,1983,737,2444,940,1903,650,941,514,1200,499,2640,824,1472,500,1427,604,309,318,81,94,0,179,0,179,277213,6619,14020,1967,13447,2039,18936,1989,20309,2537,18372,2399,21420,2767,19240,2462,16503,2168,16369,2539,27227,2821,27989,3004,30930,2557,16453,2560,7474,1249,5597,1091,2927,819,179133,4171,10711,1416,5023,1057,7494,1292,9497,1430,9398,1556,10569,1526,8363,1231,10243,1416,11179,1790,19088,2086,21057,2606,24428,2018,14762,1665,6301,1134,6418,1156,4602,960,44640,2022,6393,1201,4329,1066,3829,1092,3997,721,4617,1026,2316,530,2226,739,2191,706,1542,497,2465,622,2557,802,3459,904,2110,675,863,408,894,410,852,593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
