GEO_ID,B17010E_001E,B17010E_001M,B17010E_002E,B17010E_002M,B17010E_003E,B17010E_003M,B17010E_004E,B17010E_004M,B17010E_005E,B17010E_005M,B17010E_006E,B17010E_006M,B17010E_007E,B17010E_007M,B17010E_008E,B17010E_008M,B17010E_009E,B17010E_009M,B17010E_010E,B17010E_010M,B17010E_011E,B17010E_011M,B17010E_012E,B17010E_012M,B17010E_013E,B17010E_013M,B17010E_014E,B17010E_014M,B17010E_015E,B17010E_015M,B17010E_016E,B17010E_016M,B17010E_017E,B17010E_017M,B17010E_018E,B17010E_018M,B17010E_019E,B17010E_019M,B17010E_020E,B17010E_020M,B17010E_021E,B17010E_021M,B17010E_022E,B17010E_022M,B17010E_023E,B17010E_023M,B17010E_024E,B17010E_024M,B17010E_025E,B17010E_025M,B17010E_026E,B17010E_026M,B17010E_027E,B17010E_027M,B17010E_028E,B17010E_028M,B17010E_029E,B17010E_029M,B17010E_030E,B17010E_030M,B17010E_031E,B17010E_031M,B17010E_032E,B17010E_032M,B17010E_033E,B17010E_033M,B17010E_034E,B17010E_034M,B17010E_035E,B17010E_035M,B17010E_036E,B17010E_036M,B17010E_037E,B17010E_037M,B17010E_038E,B17010E_038M,B17010E_039E,B17010E_039M,B17010E_040E,B17010E_040M,B17010E_041E,B17010E_041M,NAME,B17010E_001MA,B17010E_001EA,B17010E_002MA,B17010E_002EA,B17010E_003MA,B17010E_003EA,B17010E_004EA,B17010E_004MA,B17010E_005EA,B17010E_005MA,B17010E_006EA,B17010E_006MA,B17010E_007MA,B17010E_007EA,B17010E_008MA,B17010E_008EA,B17010E_009EA,B17010E_009MA,B17010E_010EA,B17010E_010MA,B17010E_011EA,B17010E_011MA,B17010E_012MA,B17010E_012EA,B17010E_013MA,B17010E_013EA,B17010E_014EA,B17010E_014MA,B17010E_015EA,B17010E_015MA,B17010E_016EA,B17010E_016MA,B17010E_017EA,B17010E_017MA,B17010E_018MA,B17010E_018EA,B17010E_019MA,B17010E_019EA,B17010E_020MA,B17010E_020EA,B17010E_021EA,B17010E_021MA,B17010E_022EA,B17010E_022MA,B17010E_023EA,B17010E_023MA,B17010E_024EA,B17010E_024MA,B17010E_025EA,B17010E_025MA,B17010E_026EA,B17010E_026MA,B17010E_027EA,B17010E_027MA,B17010E_028EA,B17010E_028MA,B17010E_029EA,B17010E_029MA,B17010E_030EA,B17010E_030MA,B17010E_031MA,B17010E_031EA,B17010E_032EA,B17010E_032MA,B17010E_033EA,B17010E_033MA,B17010E_034MA,B17010E_034EA,B17010E_035EA,B17010E_035MA,B17010E_036MA,B17010E_036EA,B17010E_037EA,B17010E_037MA,B17010E_038EA,B17010E_038MA,B17010E_039MA,B17010E_039EA,B17010E_040EA,B17010E_040MA,B17010E_041MA,B17010E_041EA,state
0400000US06,28897,1885,4404,991,1936,671,1461,543,122,92,562,311,777,435,475,321,2468,822,497,362,290,277,164,188,0,197,126,205,207,236,1971,742,1765,712,406,334,616,462,743,385,206,201,24493,2055,16999,1841,10177,1371,1787,645,2881,720,5509,1091,6822,1251,7494,1319,2472,782,1170,592,582,446,37,60,551,404,1302,543,5022,1133,3236,901,1015,623,282,190,1939,589,1786,799,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,28284,1782,6215,1052,2124,652,1647,596,0,177,472,299,1175,533,477,303,4091,1019,841,477,798,483,570,473,193,170,35,43,43,47,3250,915,2918,849,35,56,1561,705,1322,595,332,250,22069,1669,15525,1340,8853,1060,1247,482,2455,720,5151,842,6672,1045,6544,1109,2105,707,1275,547,309,338,221,165,745,409,830,450,4439,918,2347,569,404,313,656,384,1287,323,2092,660,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
