GEO_ID,C20005F_001E,C20005F_001M,C20005F_002E,C20005F_002M,C20005F_003E,C20005F_003M,C20005F_004E,C20005F_004M,C20005F_005E,C20005F_005M,C20005F_006E,C20005F_006M,C20005F_007E,C20005F_007M,C20005F_008E,C20005F_008M,C20005F_009E,C20005F_009M,C20005F_010E,C20005F_010M,C20005F_011E,C20005F_011M,C20005F_012E,C20005F_012M,C20005F_013E,C20005F_013M,C20005F_014E,C20005F_014M,C20005F_015E,C20005F_015M,C20005F_016E,C20005F_016M,C20005F_017E,C20005F_017M,C20005F_018E,C20005F_018M,C20005F_019E,C20005F_019M,C20005F_020E,C20005F_020M,C20005F_021E,C20005F_021M,C20005F_022E,C20005F_022M,C20005F_023E,C20005F_023M,C20005F_024E,C20005F_024M,C20005F_025E,C20005F_025M,C20005F_026E,C20005F_026M,C20005F_027E,C20005F_027M,C20005F_028E,C20005F_028M,C20005F_029E,C20005F_029M,C20005F_030E,C20005F_030M,C20005F_031E,C20005F_031M,C20005F_032E,C20005F_032M,C20005F_033E,C20005F_033M,C20005F_034E,C20005F_034M,C20005F_035E,C20005F_035M,C20005F_036E,C20005F_036M,C20005F_037E,C20005F_037M,C20005F_038E,C20005F_038M,C20005F_039E,C20005F_039M,NAME,C20005F_001EA,C20005F_001MA,C20005F_002EA,C20005F_002MA,C20005F_003EA,C20005F_003MA,C20005F_004MA,C20005F_004EA,C20005F_005MA,C20005F_005EA,C20005F_006EA,C20005F_006MA,C20005F_007EA,C20005F_007MA,C20005F_008EA,C20005F_008MA,C20005F_009EA,C20005F_009MA,C20005F_010MA,C20005F_010EA,C20005F_011EA,C20005F_011MA,C20005F_012MA,C20005F_012EA,C20005F_013EA,C20005F_013MA,C20005F_014EA,C20005F_014MA,C20005F_015EA,C20005F_015MA,C20005F_016MA,C20005F_016EA,C20005F_017EA,C20005F_017MA,C20005F_018EA,C20005F_018MA,C20005F_019EA,C20005F_019MA,C20005F_020EA,C20005F_020MA,C20005F_021MA,C20005F_021EA,C20005F_022EA,C20005F_022MA,C20005F_023EA,C20005F_023MA,C20005F_024EA,C20005F_024MA,C20005F_025MA,C20005F_025EA,C20005F_026EA,C20005F_026MA,C20005F_027MA,C20005F_027EA,C20005F_028EA,C20005F_028MA,C20005F_029EA,C20005F_029MA,C20005F_030MA,C20005F_030EA,C20005F_031EA,C20005F_031MA,C20005F_032MA,C20005F_032EA,C20005F_033MA,C20005F_033EA,C20005F_034EA,C20005F_034MA,C20005F_035EA,C20005F_035MA,C20005F_036MA,C20005F_036EA,C20005F_037EA,C20005F_037MA,C20005F_038MA,C20005F_038EA,C20005F_039EA,C20005F_039MA,state
0400000US06,3539101,38912,1811305,23553,879959,17356,0,197,879959,17356,21080,2533,202837,7142,210176,8410,251584,8763,124941,6852,69341,4621,931346,17579,454913,11078,476433,13422,214093,8369,145088,7683,59651,5303,37355,3457,13154,1634,7092,1415,1727796,20906,505340,10738,0,197,505340,10738,22735,2977,135995,6361,128393,6328,132136,5688,58718,4053,27363,2554,1222456,17054,746258,13479,476198,10285,256006,8154,144346,5666,45006,3615,19853,2251,7519,1530,3468,1097,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,157420,8675,81108,5321,39154,3758,0,189,39154,3758,1935,959,7671,2057,9066,1535,11606,1856,5773,1403,3103,835,41954,4032,15573,1929,26381,3205,13263,2524,6472,1465,3550,1249,1754,586,903,516,439,428,76312,4784,25471,2960,0,189,25471,2960,1211,518,6604,1389,5664,1228,7758,1666,2694,962,1540,562,50841,4328,28872,2721,21969,2714,11813,1790,7299,1714,2086,729,678,404,29,48,64,110,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,121265,7709,64017,5326,26025,3049,0,193,26025,3049,396,382,4023,1149,7497,1728,7574,1521,4273,1340,2262,840,37992,4128,16562,2253,21430,3294,8244,1513,5959,1801,3088,1170,3573,1273,419,365,147,114,57248,3976,20806,2432,0,193,20806,2432,397,408,5495,1268,6123,1529,6200,1075,1929,906,662,425,36442,3205,19979,2198,16463,2085,7613,1520,5458,1228,2051,813,844,567,334,343,163,229,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16646,3114,9057,2004,5834,1656,0,182,5834,1656,213,310,1478,710,819,586,1881,1099,1101,910,342,299,3223,992,1488,656,1735,735,727,360,377,318,43,70,459,533,113,182,16,28,7589,1718,2419,846,0,182,2419,846,0,182,382,346,853,634,785,423,179,186,220,348,5170,1317,2331,854,2839,1055,1336,794,511,370,476,386,416,401,40,64,60,99,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22026,3327,12403,1796,5591,1400,0,197,5591,1400,110,180,1797,804,1251,618,867,557,693,497,873,497,6812,1484,1867,778,4945,1472,1579,704,2180,838,228,229,722,548,0,197,236,381,9623,1862,3486,1108,0,197,3486,1108,0,197,449,459,1028,500,832,483,806,565,371,291,6137,1640,3382,1167,2755,1216,996,530,889,461,618,559,252,254,0,197,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,347672,17723,181979,10945,89412,6159,0,211,89412,6159,2783,1001,23833,4443,26027,3407,21481,2450,8276,1880,7012,1729,92567,7291,46722,4647,45845,5418,20386,3519,14585,2800,5612,1431,3189,1020,880,513,1193,687,165693,9477,57176,5528,0,211,57176,5528,2094,986,14267,2238,16874,2541,15464,2366,4996,1290,3481,1113,108517,7360,64093,5826,44424,4672,21593,3118,15001,2396,3419,1014,2849,898,1130,698,432,417,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,197949,9378,113064,6089,58957,4568,0,208,58957,4568,1631,728,15836,3085,18035,3451,13793,2145,6695,1652,2967,1238,54107,4601,20785,3252,33322,3142,13729,2366,12665,2120,4525,1506,1853,763,463,444,87,123,84885,5264,24561,3155,0,208,24561,3155,1103,625,7619,1750,8041,2075,4379,1116,2189,793,1230,760,60324,4879,39115,4564,21209,2569,11746,2068,6733,1623,1934,823,715,647,0,208,81,136,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,31343,4223,16465,2411,9641,1929,0,187,9641,1929,74,124,2009,1089,3073,1081,3933,1315,413,317,139,121,6824,1461,1309,633,5515,1233,3371,883,1226,694,677,591,241,166,0,187,0,187,14878,3128,3333,917,0,187,3333,917,168,176,1353,563,961,502,651,530,98,117,102,195,11545,2963,4187,1281,7358,2883,5182,2867,1550,640,540,488,27,52,59,100,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,511376,15856,269602,8882,145446,7194,0,179,145446,7194,2106,1103,26908,3060,40719,3825,47863,4366,20727,2367,7123,1152,124156,6401,53937,4223,70219,4498,30126,2866,20688,2458,9515,1837,7902,1585,1688,961,300,253,241774,8798,83034,4897,0,179,83034,4897,1648,577,19916,2921,27257,3064,21566,2777,7464,1139,5183,1182,158740,6087,98274,4592,60466,3708,31313,2624,20357,2420,5213,1219,1844,597,1346,617,393,317,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
