GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,B24010D_064E,B24010D_064M,B24010D_065E,B24010D_065M,B24010D_066E,B24010D_066M,B24010D_067E,B24010D_067M,B24010D_068E,B24010D_068M,B24010D_069E,B24010D_069M,B24010D_070E,B24010D_070M,B24010D_071E,B24010D_071M,B24010D_072E,B24010D_072M,B24010D_073E,B24010D_073M,NAME,B24010D_001EA,B24010D_001MA,B24010D_002MA,B24010D_002EA,B24010D_003MA,B24010D_003EA,B24010D_004EA,B24010D_004MA,B24010D_005EA,B24010D_005MA,B24010D_006EA,B24010D_006MA,B24010D_007EA,B24010D_007MA,B24010D_008MA,B24010D_008EA,B24010D_009EA,B24010D_009MA,B24010D_010EA,B24010D_010MA,B24010D_011EA,B24010D_011MA,B24010D_012EA,B24010D_012MA,B24010D_013MA,B24010D_013EA,B24010D_014MA,B24010D_014EA,B24010D_015MA,B24010D_015EA,B24010D_016EA,B24010D_016MA,B24010D_017EA,B24010D_017MA,B24010D_018MA,B24010D_018EA,B24010D_019MA,B24010D_019EA,B24010D_020MA,B24010D_020EA,B24010D_021MA,B24010D_021EA,B24010D_022EA,B24010D_022MA,B24010D_023MA,B24010D_023EA,B24010D_024MA,B24010D_024EA,B24010D_025MA,B24010D_025EA,B24010D_026MA,B24010D_026EA,B24010D_027EA,B24010D_027MA,B24010D_028EA,B24010D_028MA,B24010D_029EA,B24010D_029MA,B24010D_030MA,B24010D_030EA,B24010D_031MA,B24010D_031EA,B24010D_032EA,B24010D_032MA,B24010D_033EA,B24010D_033MA,B24010D_034EA,B24010D_034MA,B24010D_035MA,B24010D_035EA,B24010D_036MA,B24010D_036EA,B24010D_037EA,B24010D_037MA,B24010D_038EA,B24010D_038MA,B24010D_039EA,B24010D_039MA,B24010D_040EA,B24010D_040MA,B24010D_041MA,B24010D_041EA,B24010D_042MA,B24010D_042EA,B24010D_043EA,B24010D_043MA,B24010D_044EA,B24010D_044MA,B24010D_045EA,B24010D_045MA,B24010D_046MA,B24010D_046EA,B24010D_047MA,B24010D_047EA,B24010D_048EA,B24010D_048MA,B24010D_049EA,B24010D_049MA,B24010D_050EA,B24010D_050MA,B24010D_051EA,B24010D_051MA,B24010D_052MA,B24010D_052EA,B24010D_053MA,B24010D_053EA,B24010D_054EA,B24010D_054MA,B24010D_055EA,B24010D_055MA,B24010D_056EA,B24010D_056MA,B24010D_057MA,B24010D_057EA,B24010D_058MA,B24010D_058EA,B24010D_059EA,B24010D_059MA,B24010D_060EA,B24010D_060MA,B24010D_061EA,B24010D_061MA,B24010D_062EA,B24010D_062MA,B24010D_063MA,B24010D_063EA,B24010D_064MA,B24010D_064EA,B24010D_065MA,B24010D_065EA,B24010D_066EA,B24010D_066MA,B24010D_067MA,B24010D_067EA,B24010D_068MA,B24010D_068EA,B24010D_069MA,B24010D_069EA,B24010D_070MA,B24010D_070EA,B24010D_071EA,B24010D_071MA,B24010D_072EA,B24010D_072MA,B24010D_073MA,B24010D_073EA,state
0400000US06,2463714,16064,1247139,11076,614709,9565,216335,5657,145478,4705,70857,4403,244766,6561,132638,5429,92734,4437,19394,1960,80961,3880,11892,1812,10697,1785,30085,2762,28287,2749,72647,4000,53238,3376,19409,2199,165723,6347,20059,2446,19993,2430,13095,1894,6898,1429,63773,4051,24528,2690,37370,3199,246517,6400,135389,5819,111128,4930,75147,4513,1684,592,30033,2805,43430,3277,145043,6615,84311,4842,40538,3568,20194,2468,1216575,9939,590653,8904,210499,5331,99024,4486,111475,4846,96699,4108,49783,3093,25092,2431,21824,2445,123969,5109,15343,2057,14757,1936,69633,4210,24236,2735,159486,5371,125608,4911,33878,2796,238545,7153,48183,3089,3827,998,2355,816,1472,641,60802,4429,15718,2081,110015,4980,312473,8107,116999,5230,195474,6772,7678,1575,1646,593,1750,656,4282,1582,67226,4170,53684,3495,5581,1587,7961,1359,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75676,2806,38774,1974,19250,2079,5533,1067,3820,945,1713,665,9305,1516,5644,1112,2935,974,726,329,2803,728,165,170,76,128,1721,508,841,444,1609,663,1354,609,255,226,5598,1148,139,155,838,455,633,461,205,207,2441,817,1036,447,1144,637,7097,1203,3757,942,3340,733,1649,635,77,92,834,497,738,434,5180,1384,2618,978,1553,831,1009,645,36902,2172,14935,1637,4972,939,2333,707,2639,680,4545,1181,2866,1049,929,386,750,378,2931,717,207,222,198,207,2132,564,394,320,2487,798,1988,730,499,300,9309,1612,1683,872,176,228,0,189,176,228,2736,858,1715,729,2999,704,8658,1378,3068,806,5590,1068,787,799,47,86,626,753,114,136,3213,873,2508,812,85,116,620,417,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,74792,2952,40773,1926,23337,1707,7943,1171,4860,940,3083,768,11122,1515,7597,1502,1892,635,1633,552,2331,654,15,25,326,279,1650,488,340,316,1941,609,1659,543,282,262,4053,938,105,120,93,113,93,113,0,193,2517,912,564,343,774,464,6832,1184,4774,1109,2058,596,1194,485,67,111,360,222,767,428,5357,1098,3907,944,750,425,700,506,34019,1817,16373,1451,5033,1050,3140,926,1893,582,5009,981,3079,825,953,503,977,457,3475,901,99,116,605,421,2326,782,445,322,2856,693,2314,620,542,312,6859,1252,1177,501,73,127,73,127,0,193,2453,933,808,386,2348,839,6915,1083,3122,778,3793,881,58,94,0,193,58,94,0,193,3814,831,3548,804,0,193,266,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,238789,6661,122164,4487,56863,3219,16450,2076,10590,1626,5860,1345,19747,2484,13294,1983,4400,1019,2053,730,8444,1612,1014,530,477,551,5852,1291,1101,496,12222,1839,10602,1653,1620,562,22862,3237,1268,752,1202,615,678,375,524,411,11258,2289,4101,1800,5033,1232,24452,3242,16008,2234,8444,1688,7148,1375,231,189,2739,925,4178,1093,10839,1667,6341,1226,2761,932,1737,707,116625,4394,52388,4121,16310,2513,8838,1667,7472,1616,5314,1057,3412,908,895,400,1007,500,11179,2117,924,770,1166,563,7361,2012,1728,657,19585,2327,16094,2051,3491,914,30531,3077,4372,1128,468,316,151,166,317,257,11280,2008,2273,600,12138,1993,27172,2573,14165,2127,13007,1698,547,464,99,116,384,450,64,76,5987,1166,4911,1070,93,111,983,546,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,156688,4438,88390,2734,46213,2997,16078,2240,11307,1804,4771,1317,18545,2229,12897,1827,3454,1044,2194,912,7332,1318,1001,744,454,295,4735,1245,1142,532,4258,1128,3397,878,861,563,9861,2002,289,292,59,104,59,104,0,208,5494,1455,1971,850,2048,884,16962,2073,12381,2120,4581,1073,4360,1319,0,208,2033,778,2327,947,10994,1618,7497,1487,1740,755,1757,692,68298,3186,32146,2968,10017,1815,4260,1097,5757,1438,7091,1645,4433,1217,1074,558,1584,737,7598,1424,571,395,428,351,5890,1259,709,392,7440,1472,5691,1273,1749,772,14562,2008,1235,592,0,208,0,208,0,208,3839,905,1626,808,7862,1601,14990,1991,8706,1520,6284,1267,243,185,39,74,168,162,36,61,6357,1459,5309,1324,247,211,801,436,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,276278,6422,133876,3965,38170,2250,17693,1712,11812,1453,5881,1034,7737,1052,3180,609,3821,728,736,379,8910,1353,1391,508,1808,540,3738,760,1973,695,3830,950,2759,850,1071,417,31823,2207,610,320,3928,945,2913,838,1015,448,12306,1461,12257,1636,2722,705,23762,2190,11890,1560,11872,1642,23745,2090,2952,841,11962,1547,8831,1185,16376,1699,4828,1156,8844,1376,2704,673,142402,4183,49204,2740,19655,1889,11045,1450,8610,1277,2616,575,1498,458,800,344,318,205,17531,1704,2096,592,1701,546,12499,1410,1235,399,9402,1381,7116,1298,2286,647,34195,2792,7243,1239,710,502,567,445,143,231,11859,1785,8790,1417,5593,979,49465,3342,20615,2705,28850,2259,2614,1056,1606,879,603,461,405,309,6924,1267,3929,785,1902,678,1093,490,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,309168,5729,166948,3781,96333,3551,32791,3214,20828,2446,11963,2045,39442,3419,25625,2804,9502,1611,4315,1158,10275,1475,931,377,812,640,6438,1063,2094,566,13825,2096,11421,2001,2404,632,18269,2420,2931,1172,1624,645,1290,655,334,260,8240,1485,1934,838,3540,912,28098,2570,17443,2048,10655,1541,6099,1233,108,173,1056,419,4935,1171,18149,2147,10057,1324,5593,1407,2499,968,142220,4268,80059,3158,20685,2131,10314,1579,10371,1510,14109,1499,9107,1269,2054,662,2948,816,19396,2073,2060,779,1534,579,12507,1822,3295,780,25869,2452,22596,2344,3273,794,21438,2416,6156,1347,442,422,326,369,116,188,5249,1080,1980,647,7611,1461,30475,2399,12415,1469,18060,2390,222,154,0,179,14,28,208,152,10026,1602,7736,1347,740,435,1550,743,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
