GEO_ID,C20005B_001E,C20005B_001M,C20005B_002E,C20005B_002M,C20005B_003E,C20005B_003M,C20005B_004E,C20005B_004M,C20005B_005E,C20005B_005M,C20005B_006E,C20005B_006M,C20005B_007E,C20005B_007M,C20005B_008E,C20005B_008M,C20005B_009E,C20005B_009M,C20005B_010E,C20005B_010M,C20005B_011E,C20005B_011M,C20005B_012E,C20005B_012M,C20005B_013E,C20005B_013M,C20005B_014E,C20005B_014M,C20005B_015E,C20005B_015M,C20005B_016E,C20005B_016M,C20005B_017E,C20005B_017M,C20005B_018E,C20005B_018M,C20005B_019E,C20005B_019M,C20005B_020E,C20005B_020M,C20005B_021E,C20005B_021M,C20005B_022E,C20005B_022M,C20005B_023E,C20005B_023M,C20005B_024E,C20005B_024M,C20005B_025E,C20005B_025M,C20005B_026E,C20005B_026M,C20005B_027E,C20005B_027M,C20005B_028E,C20005B_028M,C20005B_029E,C20005B_029M,C20005B_030E,C20005B_030M,C20005B_031E,C20005B_031M,C20005B_032E,C20005B_032M,C20005B_033E,C20005B_033M,C20005B_034E,C20005B_034M,C20005B_035E,C20005B_035M,C20005B_036E,C20005B_036M,C20005B_037E,C20005B_037M,C20005B_038E,C20005B_038M,C20005B_039E,C20005B_039M,NAME,C20005B_001MA,C20005B_001EA,C20005B_002MA,C20005B_002EA,C20005B_003EA,C20005B_003MA,C20005B_004EA,C20005B_004MA,C20005B_005EA,C20005B_005MA,C20005B_006MA,C20005B_006EA,C20005B_007MA,C20005B_007EA,C20005B_008EA,C20005B_008MA,C20005B_009EA,C20005B_009MA,C20005B_010EA,C20005B_010MA,C20005B_011MA,C20005B_011EA,C20005B_012MA,C20005B_012EA,C20005B_013MA,C20005B_013EA,C20005B_014EA,C20005B_014MA,C20005B_015EA,C20005B_015MA,C20005B_016EA,C20005B_016MA,C20005B_017MA,C20005B_017EA,C20005B_018MA,C20005B_018EA,C20005B_019EA,C20005B_019MA,C20005B_020EA,C20005B_020MA,C20005B_021EA,C20005B_021MA,C20005B_022EA,C20005B_022MA,C20005B_023MA,C20005B_023EA,C20005B_024MA,C20005B_024EA,C20005B_025EA,C20005B_025MA,C20005B_026EA,C20005B_026MA,C20005B_027EA,C20005B_027MA,C20005B_028MA,C20005B_028EA,C20005B_029MA,C20005B_029EA,C20005B_030EA,C20005B_030MA,C20005B_031EA,C20005B_031MA,C20005B_032EA,C20005B_032MA,C20005B_033EA,C20005B_033MA,C20005B_034MA,C20005B_034EA,C20005B_035MA,C20005B_035EA,C20005B_036EA,C20005B_036MA,C20005B_037EA,C20005B_037MA,C20005B_038EA,C20005B_038MA,C20005B_039MA,C20005B_039EA,state
0400000US06,1795945,11302,879857,6605,296886,6843,0,197,296886,6843,6131,1211,23388,2441,38441,3295,85142,4947,78737,4079,65047,4653,582971,8764,397858,8112,185113,6491,88286,4742,40507,3750,22859,2476,18323,2002,8417,1531,6721,1208,916088,6941,292411,7280,0,197,292411,7280,9546,1720,27824,2647,43270,3062,93493,4722,70074,4204,48204,4056,623677,8519,414328,7898,209349,7667,105462,5668,47206,3490,24073,2500,17254,1967,10003,1808,5351,1337,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,164297,3531,87510,2634,36543,2820,0,189,36543,2820,1292,659,4443,1331,6154,1270,10240,1618,8650,1628,5764,1204,50967,3319,30611,2547,20356,2340,10109,1791,4763,1175,2845,865,2011,682,436,307,192,260,76787,2315,26349,1894,0,189,26349,1894,820,563,3282,896,6812,1444,8444,1400,4710,1111,2281,835,50438,2868,27999,2538,22439,2396,12515,1822,5456,1253,2411,771,1436,744,557,389,64,81,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,282032,4673,132268,2957,47637,2667,0,193,47637,2667,860,481,3076,1086,7875,1426,16215,2528,10754,1738,8857,1296,84631,3608,49956,2984,34675,2617,17734,2168,7403,1349,4210,940,2346,616,2352,778,630,411,149764,2794,50466,2881,0,193,50466,2881,636,376,4973,1334,9282,1688,19049,1977,9252,1655,7274,1159,99298,3409,52810,2781,46488,3072,20741,2388,11852,1798,6888,1386,4614,1383,1385,585,1008,420,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,149680,1964,68725,1197,28934,1799,0,182,28934,1799,1182,552,2458,814,5354,1298,9030,1899,7424,1392,3486,1090,39791,2009,23029,1658,16762,1672,8689,1387,4825,1116,1544,566,1041,571,300,194,363,232,80955,1433,34780,2112,0,182,34780,2112,500,334,4263,1178,7398,1637,13428,2077,6016,1260,3175,950,46175,2206,25506,1810,20669,2102,10523,1432,5528,1043,2932,984,1199,718,320,283,167,177,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,254017,1872,111768,1277,39252,2737,0,197,39252,2737,538,339,3653,1028,4923,1186,12783,1539,7951,1563,9404,1405,72516,3179,47301,3316,25215,2255,14241,1647,4149,945,2988,879,2022,601,947,615,868,501,142249,1183,45963,2678,0,197,45963,2678,1301,577,3630,837,5637,1273,13304,1929,9766,1398,12325,1454,96286,2781,64227,3036,32059,2515,14506,1626,7666,1289,3691,794,3096,956,2031,867,1069,453,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2358978,12347,1109855,9041,389576,10386,0,211,389576,10386,10403,1860,59966,4795,100537,6573,125748,6731,58755,4288,34167,3728,720279,12626,465928,10870,254351,8572,132396,6691,71227,5198,24029,3106,17817,2566,5296,1361,3586,1071,1249123,7027,433050,9526,0,211,433050,9526,14103,2070,83794,5187,115895,4733,140434,6574,54423,4587,24401,2745,816073,9884,510402,9034,305671,8959,157162,6622,88750,5567,30485,3467,20446,2120,6350,1415,2478,808,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2306442,8199,1056908,5817,411752,8930,0,208,411752,8930,9914,1828,47677,4223,92075,6471,136188,7375,81408,4733,44490,3542,645156,10324,421509,10285,223647,8342,121627,5649,50301,4393,22935,2685,16999,2028,7534,1744,4251,1261,1249534,5380,456870,9836,0,208,456870,9836,14674,2157,79563,5867,108877,5913,139786,6691,78017,5292,35953,3458,792664,10828,500745,10778,291919,9080,157761,7687,77585,4812,26798,2966,19461,2846,7630,1514,2684,867,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,19694,1261,13497,925,9105,996,0,177,9105,996,144,176,1093,463,1007,445,2758,795,2176,801,1927,789,4392,857,2377,851,2015,839,837,511,190,179,631,525,256,274,101,137,0,177,6197,714,2907,807,0,177,2907,807,0,177,208,228,551,406,1218,458,681,523,249,198,3290,713,1765,606,1525,628,761,487,64,70,356,276,268,301,76,135,0,177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1431589,7001,655772,4584,200262,5465,0,179,200262,5465,5339,1210,21078,2595,31151,2959,64275,3995,48850,3618,29569,2447,455510,6653,312987,7004,142523,5750,79105,4611,31842,2702,14075,1894,10619,1549,3574,1070,3308,744,775817,4513,246012,5435,0,179,246012,5435,6922,1385,30769,2869,48444,3490,79050,4200,53900,3568,26927,2277,529805,6060,340426,6574,189379,5986,100388,4858,52094,3418,17974,2142,11076,1543,4575,903,3272,978,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
