GEO_ID,B01001B_001E,B01001B_001M,B01001B_002E,B01001B_002M,B01001B_003E,B01001B_003M,B01001B_004E,B01001B_004M,B01001B_005E,B01001B_005M,B01001B_006E,B01001B_006M,B01001B_007E,B01001B_007M,B01001B_008E,B01001B_008M,B01001B_009E,B01001B_009M,B01001B_010E,B01001B_010M,B01001B_011E,B01001B_011M,B01001B_012E,B01001B_012M,B01001B_013E,B01001B_013M,B01001B_014E,B01001B_014M,B01001B_015E,B01001B_015M,B01001B_016E,B01001B_016M,B01001B_017E,B01001B_017M,B01001B_018E,B01001B_018M,B01001B_019E,B01001B_019M,B01001B_020E,B01001B_020M,B01001B_021E,B01001B_021M,B01001B_022E,B01001B_022M,B01001B_023E,B01001B_023M,B01001B_024E,B01001B_024M,B01001B_025E,B01001B_025M,B01001B_026E,B01001B_026M,B01001B_027E,B01001B_027M,B01001B_028E,B01001B_028M,B01001B_029E,B01001B_029M,B01001B_030E,B01001B_030M,B01001B_031E,B01001B_031M,NAME,B01001B_001EA,B01001B_001MA,B01001B_002EA,B01001B_002MA,B01001B_003EA,B01001B_003MA,B01001B_004MA,B01001B_004EA,B01001B_005EA,B01001B_005MA,B01001B_006EA,B01001B_006MA,B01001B_007EA,B01001B_007MA,B01001B_008EA,B01001B_008MA,B01001B_009MA,B01001B_009EA,B01001B_010MA,B01001B_010EA,B01001B_011EA,B01001B_011MA,B01001B_012EA,B01001B_012MA,B01001B_013EA,B01001B_013MA,B01001B_014MA,B01001B_014EA,B01001B_015MA,B01001B_015EA,B01001B_016EA,B01001B_016MA,B01001B_017EA,B01001B_017MA,B01001B_018EA,B01001B_018MA,B01001B_019EA,B01001B_019MA,B01001B_020MA,B01001B_020EA,B01001B_021MA,B01001B_021EA,B01001B_022EA,B01001B_022MA,B01001B_023EA,B01001B_023MA,B01001B_024EA,B01001B_024MA,B01001B_025MA,B01001B_025EA,B01001B_026MA,B01001B_026EA,B01001B_027EA,B01001B_027MA,B01001B_028EA,B01001B_028MA,B01001B_029EA,B01001B_029MA,B01001B_030EA,B01001B_030MA,B01001B_031MA,B01001B_031EA,state
0400000US06,2263723,17267,1121222,9099,70791,3357,75965,3684,78880,3691,52969,2462,39193,1904,99810,3456,82591,2542,76670,2057,148494,3194,170201,2724,125432,1825,61585,1219,30936,1268,7705,1183,1142501,10432,66856,3044,71214,4237,70356,3689,50267,2176,35244,1934,93681,2694,79533,2349,77279,2243,149796,2497,171702,2331,137646,1757,77737,1067,42647,2086,18543,1825,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,218292,5494,116679,3577,8272,857,11236,1791,8677,1139,4671,660,3215,855,10745,1489,8915,1072,9521,1135,16352,963,17071,1223,11099,779,4527,583,1975,415,403,263,101613,3457,7712,1041,7706,1248,8246,1167,5408,829,3569,431,8599,1042,7299,760,7449,749,12944,936,14158,826,9874,572,5041,472,2287,437,1321,361,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,366350,6418,175349,3561,13782,1182,13258,1502,13649,1693,8569,783,7607,836,17161,1300,12606,768,11795,878,23380,1207,24951,1089,15832,555,8176,508,3679,458,904,385,191001,3950,11613,967,12386,1728,13961,1866,8745,1158,6939,709,15956,1129,12169,845,14013,873,26784,1384,27594,1257,20399,709,11873,650,5656,655,2913,575,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,196950,2945,93142,1558,6631,934,7198,1115,8399,1180,4778,300,3626,683,7879,832,6244,535,5981,155,11912,515,13351,226,9449,118,5039,130,1835,337,820,334,103808,2046,6412,673,6965,1235,7720,1048,4473,423,3452,696,8009,640,7363,337,6468,530,14340,861,16006,528,11718,210,6438,86,3026,424,1418,424,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,313224,2333,141876,1419,9952,517,10081,1300,8216,1209,5795,208,4953,263,12129,233,10190,435,9287,401,16188,339,20425,470,18214,332,9672,157,5331,449,1443,439,171348,1281,9482,295,9395,1287,8354,1230,6121,242,5765,300,14087,262,12546,196,11601,385,19565,439,23906,448,22943,444,13448,240,9733,667,4402,660,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3105799,17159,1486894,11861,115837,3901,122944,5039,112331,4908,75177,2691,57044,2748,139953,3925,112675,3476,103206,3277,191005,3885,198840,3267,142506,2527,73929,1770,33009,2032,8438,1234,1618905,10060,114912,3219,117099,5509,112669,5193,72709,1952,51469,2106,146119,3670,122126,2592,115743,2671,212834,3019,217620,2982,169851,2525,95467,1979,50544,2077,19743,2025,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3063367,11970,1444033,7508,113970,2766,123862,5191,123554,4866,73778,2872,58215,2648,125304,3288,100230,2982,101549,3215,197729,3608,192392,3224,139552,1916,64785,1920,23432,1525,5681,799,1619334,7984,111011,3273,111997,5000,122461,5028,70498,2354,54335,2306,131347,3859,112761,2662,120210,2947,239646,3461,224866,2793,173499,2250,85200,1843,44141,2011,17362,1755,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,25613,1698,16314,1106,1206,396,1037,388,574,314,0,177,1348,686,2238,813,2191,520,1790,252,2669,356,1640,249,733,261,386,221,349,287,153,211,9299,937,1084,191,699,426,1253,596,66,110,123,181,940,387,1289,480,880,174,1362,480,771,422,560,234,103,112,0,177,169,217,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1853436,9027,868109,5416,62604,1548,62872,3245,71150,3732,47312,1426,34729,1305,78011,2145,61238,2051,55810,2153,111631,2182,118223,2051,90163,1040,47261,894,21732,942,5373,867,985327,5696,59456,2004,63820,3058,73499,3155,46418,1406,33650,1716,79403,2031,64307,1549,65827,1637,130142,1632,135423,1823,115697,1181,65137,1011,37285,1748,15263,1469,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,598171,6855,285972,4161,23043,1836,25827,2204,24580,1999,14097,1063,10788,1003,24804,1544,18809,1001,21895,1340,35940,1684,37175,1332,27346,1080,13591,734,6398,801,1679,443,312199,3745,24184,1438,24095,1950,24448,2259,13952,785,10706,1006,24364,1139,21790,1281,21535,1000,42123,1421,42226,1393,32679,1089,16652,750,9752,780,3693,679,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,91660,3711,49548,2369,4834,625,4398,981,4229,975,2040,686,1434,544,6123,1011,4365,1083,3225,690,7253,1211,5696,1031,4114,702,931,309,729,304,177,147,42112,2305,3487,685,4486,1068,3844,1055,1922,573,1743,529,4004,795,2660,638,3742,752,5234,783,5001,907,3537,450,1406,447,709,239,337,178,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,167414,4128,85471,3087,6577,947,6737,1191,5743,950,3728,846,3394,850,8724,1148,6936,996,5387,1036,11860,1168,11808,1079,8595,709,3699,596,1948,370,335,194,81943,2470,6993,753,5779,974,7746,1170,3424,665,2734,505,5562,1242,6320,638,5973,644,8642,768,11403,903,8447,726,4966,727,2838,692,1116,428,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,344584,6354,169137,4298,13513,1160,12014,1896,13487,1842,7943,951,7187,1048,16271,1453,12373,1423,12263,1064,22025,1463,22729,1528,18102,1119,7465,731,3117,545,648,362,175447,3865,13351,1620,12921,1602,12393,1690,6864,757,6398,933,15009,1458,11432,1348,12537,1065,21049,1240,24698,1404,20610,1081,9798,843,6222,766,2165,458,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1483239,6017,706739,4752,56187,2008,60831,2851,62767,3086,34417,1570,26672,1517,62128,2014,54011,2390,47095,1968,83190,2764,90510,2389,73784,1296,35873,1292,14983,1162,4291,1006,776500,5373,57767,2085,57503,2859,58992,2747,32602,1582,25809,1710,65498,2259,58678,2070,56226,2028,92984,2231,100628,2096,87957,1148,47155,1518,24184,1522,10517,1174,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13614,1648,8416,1292,847,449,1089,399,456,265,472,313,447,239,438,226,752,380,484,310,1104,522,1044,424,802,326,230,200,227,211,24,43,5198,856,457,259,603,314,287,267,159,98,553,278,690,454,423,255,264,245,789,400,572,347,211,152,54,51,136,89,0,155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1720936,7404,803867,4720,58676,1412,60506,3191,60469,3229,38617,1135,28252,1383,66667,1977,55697,1795,53869,1424,108032,2131,120359,1417,86675,1167,42730,851,17846,1062,5472,763,917069,4592,56091,1763,55164,2864,60687,3037,36964,1227,25697,1174,66324,1929,64072,1262,65477,1331,129217,1694,144373,1427,111163,926,59142,934,30546,1450,12152,1195,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,473527,7935,226238,4693,18091,1298,20953,2166,16447,1904,11068,967,8695,988,21684,1467,16989,923,15620,1106,32149,1628,29233,1367,20523,937,9753,639,3687,605,1346,463,247289,4605,18291,1208,18164,2040,16285,1946,11980,1013,9376,1051,21842,1346,18809,1071,16862,949,34542,1630,33732,1208,23860,914,12945,608,7606,952,2995,792,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1388360,7531,660469,4736,49420,1714,50018,2614,53561,2687,36007,1255,25477,962,61264,1366,43353,1253,40466,1340,86587,1596,85874,1377,72315,908,35265,751,15323,995,5539,844,727891,4556,47856,1503,49314,2995,49624,2651,32714,930,24456,1118,61644,1819,45863,919,44384,1115,98362,1322,98984,1261,88880,885,46868,854,25915,1098,13027,1221,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,287165,5702,147238,3584,14973,1022,14384,1611,13118,1692,7081,765,5092,868,12358,1211,13203,1562,13044,1134,21011,1110,17125,983,10641,721,3440,435,1281,453,487,315,139927,3438,13047,1386,13045,1682,13173,1423,6672,710,4889,688,13049,846,12899,897,11740,945,19354,970,15901,914,9545,760,4444,378,1548,336,621,342,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1123620,5037,525635,3713,46109,2047,46000,3222,46708,2656,26871,1351,23039,2425,47266,2689,33605,1951,35177,2179,64497,2523,62269,1879,54963,1069,25761,1425,9765,1055,3605,611,597985,3939,45465,1943,46200,3227,44950,2910,26884,1484,23462,2189,48937,2438,40886,1862,41750,1473,78510,1973,76158,1691,65771,1193,33492,1253,16570,1262,8950,1017,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
