GEO_ID,B20005F_001E,B20005F_001M,B20005F_002E,B20005F_002M,B20005F_003E,B20005F_003M,B20005F_004E,B20005F_004M,B20005F_005E,B20005F_005M,B20005F_006E,B20005F_006M,B20005F_007E,B20005F_007M,B20005F_008E,B20005F_008M,B20005F_009E,B20005F_009M,B20005F_010E,B20005F_010M,B20005F_011E,B20005F_011M,B20005F_012E,B20005F_012M,B20005F_013E,B20005F_013M,B20005F_014E,B20005F_014M,B20005F_015E,B20005F_015M,B20005F_016E,B20005F_016M,B20005F_017E,B20005F_017M,B20005F_018E,B20005F_018M,B20005F_019E,B20005F_019M,B20005F_020E,B20005F_020M,B20005F_021E,B20005F_021M,B20005F_022E,B20005F_022M,B20005F_023E,B20005F_023M,B20005F_024E,B20005F_024M,B20005F_025E,B20005F_025M,B20005F_026E,B20005F_026M,B20005F_027E,B20005F_027M,B20005F_028E,B20005F_028M,B20005F_029E,B20005F_029M,B20005F_030E,B20005F_030M,B20005F_031E,B20005F_031M,B20005F_032E,B20005F_032M,B20005F_033E,B20005F_033M,B20005F_034E,B20005F_034M,B20005F_035E,B20005F_035M,B20005F_036E,B20005F_036M,B20005F_037E,B20005F_037M,B20005F_038E,B20005F_038M,B20005F_039E,B20005F_039M,B20005F_040E,B20005F_040M,B20005F_041E,B20005F_041M,B20005F_042E,B20005F_042M,B20005F_043E,B20005F_043M,B20005F_044E,B20005F_044M,B20005F_045E,B20005F_045M,B20005F_046E,B20005F_046M,B20005F_047E,B20005F_047M,B20005F_048E,B20005F_048M,B20005F_049E,B20005F_049M,B20005F_050E,B20005F_050M,B20005F_051E,B20005F_051M,B20005F_052E,B20005F_052M,B20005F_053E,B20005F_053M,B20005F_054E,B20005F_054M,B20005F_055E,B20005F_055M,B20005F_056E,B20005F_056M,B20005F_057E,B20005F_057M,B20005F_058E,B20005F_058M,B20005F_059E,B20005F_059M,B20005F_060E,B20005F_060M,B20005F_061E,B20005F_061M,B20005F_062E,B20005F_062M,B20005F_063E,B20005F_063M,B20005F_064E,B20005F_064M,B20005F_065E,B20005F_065M,B20005F_066E,B20005F_066M,B20005F_067E,B20005F_067M,B20005F_068E,B20005F_068M,B20005F_069E,B20005F_069M,B20005F_070E,B20005F_070M,B20005F_071E,B20005F_071M,B20005F_072E,B20005F_072M,B20005F_073E,B20005F_073M,B20005F_074E,B20005F_074M,B20005F_075E,B20005F_075M,B20005F_076E,B20005F_076M,B20005F_077E,B20005F_077M,B20005F_078E,B20005F_078M,B20005F_079E,B20005F_079M,B20005F_080E,B20005F_080M,B20005F_081E,B20005F_081M,B20005F_082E,B20005F_082M,B20005F_083E,B20005F_083M,B20005F_084E,B20005F_084M,B20005F_085E,B20005F_085M,B20005F_086E,B20005F_086M,B20005F_087E,B20005F_087M,B20005F_088E,B20005F_088M,B20005F_089E,B20005F_089M,B20005F_090E,B20005F_090M,B20005F_091E,B20005F_091M,B20005F_092E,B20005F_092M,B20005F_093E,B20005F_093M,B20005F_094E,B20005F_094M,B20005F_095E,B20005F_095M,NAME,B20005F_001MA,B20005F_001EA,B20005F_002MA,B20005F_002EA,B20005F_003EA,B20005F_003MA,B20005F_004MA,B20005F_004EA,B20005F_005EA,B20005F_005MA,B20005F_006MA,B20005F_006EA,B20005F_007MA,B20005F_007EA,B20005F_008EA,B20005F_008MA,B20005F_009MA,B20005F_009EA,B20005F_010MA,B20005F_010EA,B20005F_011MA,B20005F_011EA,B20005F_012MA,B20005F_012EA,B20005F_013MA,B20005F_013EA,B20005F_014MA,B20005F_014EA,B20005F_015MA,B20005F_015EA,B20005F_016EA,B20005F_016MA,B20005F_017MA,B20005F_017EA,B20005F_018MA,B20005F_018EA,B20005F_019EA,B20005F_019MA,B20005F_020MA,B20005F_020EA,B20005F_021EA,B20005F_021MA,B20005F_022MA,B20005F_022EA,B20005F_023MA,B20005F_023EA,B20005F_024EA,B20005F_024MA,B20005F_025MA,B20005F_025EA,B20005F_026EA,B20005F_026MA,B20005F_027EA,B20005F_027MA,B20005F_028MA,B20005F_028EA,B20005F_029EA,B20005F_029MA,B20005F_030EA,B20005F_030MA,B20005F_031EA,B20005F_031MA,B20005F_032EA,B20005F_032MA,B20005F_033MA,B20005F_033EA,B20005F_034MA,B20005F_034EA,B20005F_035MA,B20005F_035EA,B20005F_036MA,B20005F_036EA,B20005F_037MA,B20005F_037EA,B20005F_038EA,B20005F_038MA,B20005F_039MA,B20005F_039EA,B20005F_040MA,B20005F_040EA,B20005F_041MA,B20005F_041EA,B20005F_042MA,B20005F_042EA,B20005F_043MA,B20005F_043EA,B20005F_044EA,B20005F_044MA,B20005F_045EA,B20005F_045MA,B20005F_046MA,B20005F_046EA,B20005F_047MA,B20005F_047EA,B20005F_048MA,B20005F_048EA,B20005F_049EA,B20005F_049MA,B20005F_050MA,B20005F_050EA,B20005F_051MA,B20005F_051EA,B20005F_052MA,B20005F_052EA,B20005F_053MA,B20005F_053EA,B20005F_054EA,B20005F_054MA,B20005F_055EA,B20005F_055MA,B20005F_056MA,B20005F_056EA,B20005F_057MA,B20005F_057EA,B20005F_058MA,B20005F_058EA,B20005F_059MA,B20005F_059EA,B20005F_060EA,B20005F_060MA,B20005F_061MA,B20005F_061EA,B20005F_062MA,B20005F_062EA,B20005F_063MA,B20005F_063EA,B20005F_064EA,B20005F_064MA,B20005F_065EA,B20005F_065MA,B20005F_066MA,B20005F_066EA,B20005F_067MA,B20005F_067EA,B20005F_068MA,B20005F_068EA,B20005F_069MA,B20005F_069EA,B20005F_070MA,B20005F_070EA,B20005F_071EA,B20005F_071MA,B20005F_072MA,B20005F_072EA,B20005F_073MA,B20005F_073EA,B20005F_074EA,B20005F_074MA,B20005F_075EA,B20005F_075MA,B20005F_076EA,B20005F_076MA,B20005F_077MA,B20005F_077EA,B20005F_078MA,B20005F_078EA,B20005F_079MA,B20005F_079EA,B20005F_080MA,B20005F_080EA,B20005F_081EA,B20005F_081MA,B20005F_082EA,B20005F_082MA,B20005F_083MA,B20005F_083EA,B20005F_084MA,B20005F_084EA,B20005F_085MA,B20005F_085EA,B20005F_086MA,B20005F_086EA,B20005F_087MA,B20005F_087EA,B20005F_088EA,B20005F_088MA,B20005F_089EA,B20005F_089MA,B20005F_090EA,B20005F_090MA,B20005F_091MA,B20005F_091EA,B20005F_092MA,B20005F_092EA,B20005F_093EA,B20005F_093MA,B20005F_094MA,B20005F_094EA,B20005F_095MA,B20005F_095EA,state
0400000US06,3539101,38912,1811305,23553,879959,17356,0,197,879959,17356,1057,452,1940,791,8179,1390,9904,1801,42994,4075,39107,4127,73598,5268,47138,4032,72760,4721,45910,4206,91506,6397,89706,5825,65649,4340,58816,4022,37413,3464,43128,4163,47168,4135,34645,3100,38976,3369,30365,3101,931346,17579,454913,11078,476433,13422,67334,4503,46413,4153,55159,4337,45187,3902,61216,5527,32054,3413,34869,3449,16949,2251,27758,3587,9024,1561,22869,3166,15126,2038,9493,1385,8557,1650,4179,1100,4428,1025,5013,968,3713,1094,4201,1048,2891,893,1727796,20906,505340,10738,0,197,505340,10738,808,442,1837,541,7707,1457,12383,2184,30561,3035,24987,2477,47272,3373,33175,3110,43547,3708,26181,2597,58665,4450,48925,3252,31863,2951,29808,2487,21540,2195,20785,2340,23684,2644,14249,1951,17504,2175,9859,1459,1222456,17054,746258,13479,476198,10285,79844,5069,59161,3771,66279,3479,50722,4085,69703,4711,28025,2925,30274,2340,16344,2305,19685,2000,11829,2144,13492,1939,8952,1267,4551,1152,4151,936,2199,761,2641,814,2397,804,2481,833,2569,978,899,423,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,157420,8675,81108,5321,39154,3758,0,189,39154,3758,256,338,275,327,662,498,742,587,2542,971,1483,888,2350,1061,1296,693,1705,698,1721,696,5640,1254,3156,1043,2649,803,2926,1009,2875,997,2159,893,1915,725,1699,658,2030,691,1073,425,41954,4032,15573,1929,26381,3205,3328,1074,3669,1254,3085,1253,3181,1185,2094,831,545,373,2440,1106,1393,501,1824,876,379,436,1347,665,928,413,292,277,314,207,220,165,381,372,397,342,125,153,29,50,410,417,76312,4784,25471,2960,0,189,25471,2960,0,189,178,206,233,194,800,453,1608,673,2138,868,1561,655,1297,653,2236,831,1478,633,1950,773,2706,959,1868,679,2287,957,897,525,942,542,1145,563,607,373,548,319,992,508,50841,4328,28872,2721,21969,2714,3590,938,4196,1088,1996,765,2031,688,3887,1237,1547,717,1408,563,457,457,721,432,559,439,806,416,342,285,88,134,156,206,92,151,29,48,0,189,0,189,0,189,64,110,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,121265,7709,64017,5326,26025,3049,0,193,26025,3049,114,130,0,193,0,193,282,361,786,575,782,454,1201,672,1254,671,3622,1147,1568,846,2307,992,2234,828,1964,935,2128,936,1248,701,600,358,2372,1080,1301,596,712,527,1550,648,37992,4128,16562,2253,21430,3294,2823,745,1792,784,1601,712,2028,789,3399,1273,909,686,1119,566,532,350,1273,600,1223,796,592,458,1140,731,662,441,1580,984,191,213,21,39,217,237,181,244,0,193,147,114,57248,3976,20806,2432,0,193,20806,2432,0,193,0,193,145,172,252,364,1058,511,1571,733,1001,471,1865,590,2673,1217,1241,661,2209,920,1833,800,1385,630,2190,785,792,461,930,730,843,486,156,208,553,416,109,108,36442,3205,19979,2198,16463,2085,3065,961,876,472,2349,981,1323,675,2308,761,1412,760,916,493,822,414,1060,504,191,189,800,479,355,345,188,272,301,361,0,193,159,263,0,193,175,220,138,224,25,48,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,347672,17723,181979,10945,89412,6159,0,211,89412,6159,236,263,420,283,1800,983,327,219,2948,1065,5019,1777,8794,2843,7072,2242,9054,2117,3430,1088,13543,2873,6141,1308,5880,1647,5560,1427,3900,1214,3481,1364,3223,1059,1572,712,3625,1266,3387,1190,92567,7291,46722,4647,45845,5418,5976,1506,4222,1397,4452,1397,5736,2147,4894,1536,3476,1249,3866,1242,2349,822,2449,868,808,579,2355,786,1438,739,1036,578,483,325,232,281,149,143,345,365,386,311,101,99,1092,670,165693,9477,57176,5528,0,211,57176,5528,58,114,169,225,566,399,1301,858,2624,870,3329,1078,4981,1358,3333,1148,5630,1707,3213,1290,8031,1563,6193,1383,4021,1255,4004,1326,1246,502,1735,784,1586,708,1675,767,1924,800,1557,821,108517,7360,64093,5826,44424,4672,7403,1742,5914,1472,5326,1445,2950,1159,6723,1672,3451,1242,3996,1264,831,538,1338,684,1099,626,982,688,1431,694,346,245,579,331,493,310,304,257,578,565,248,293,238,349,194,227,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,197949,9378,113064,6089,58957,4568,0,208,58957,4568,518,441,13,24,326,377,774,592,2718,1180,3247,1280,6313,1859,3558,1335,7069,2491,3798,1441,7168,1849,3784,1159,4863,1488,2934,1066,2212,993,2754,1066,3695,1676,246,197,1914,1053,1053,563,54107,4601,20785,3252,33322,3142,3546,1093,3069,963,3872,1304,3242,1566,4286,1407,1815,858,4409,1317,2155,1057,2777,1005,1107,820,641,537,1471,703,136,168,246,234,0,208,78,127,239,256,146,238,17,41,70,114,84885,5264,24561,3155,0,208,24561,3155,58,102,82,141,612,422,351,380,2262,921,1739,1024,2255,719,1363,580,3665,1358,1966,888,2410,1015,2158,732,580,391,924,428,717,655,1126,561,858,463,205,207,1101,759,129,156,60324,4879,39115,4564,21209,2569,3124,1071,2791,1065,3882,1198,1949,732,3540,1191,1387,653,1125,630,681,554,507,283,406,461,1021,681,367,527,300,339,0,208,48,92,0,208,0,208,0,208,81,136,0,208,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,511376,15856,269602,8882,145446,7194,0,179,145446,7194,0,179,84,118,900,687,1122,742,4645,1274,4779,1212,8694,1723,8790,1926,12352,2273,8998,1860,19369,2352,14051,2328,12133,1867,13020,2285,8659,1776,7290,1281,8599,1732,4838,1074,5445,1144,1678,629,124156,6401,53937,4223,70219,4498,8022,1682,7081,1423,8819,1821,6204,1336,8031,1497,4682,1170,5056,1174,2919,861,4898,1174,1884,757,2733,846,2739,911,1969,1029,1967,761,1227,608,905,582,679,668,104,125,256,243,44,70,241774,8798,83034,4897,0,179,83034,4897,102,117,0,179,1317,529,229,203,3050,1163,2825,1094,7715,1687,6326,1412,11120,1983,4728,1088,11409,2009,8439,1927,5467,1156,4868,1409,2792,980,2112,761,2806,735,2546,799,3220,1016,1963,707,158740,6087,98274,4592,60466,3708,11284,1316,6300,1253,8018,1393,5711,1065,8559,1412,4249,1183,4957,1283,2592,787,2100,720,1446,659,1667,784,749,382,333,279,493,345,269,234,309,293,708,524,329,327,348,308,45,75,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
