GEO_ID,B20005D_001E,B20005D_001M,B20005D_002E,B20005D_002M,B20005D_003E,B20005D_003M,B20005D_004E,B20005D_004M,B20005D_005E,B20005D_005M,B20005D_006E,B20005D_006M,B20005D_007E,B20005D_007M,B20005D_008E,B20005D_008M,B20005D_009E,B20005D_009M,B20005D_010E,B20005D_010M,B20005D_011E,B20005D_011M,B20005D_012E,B20005D_012M,B20005D_013E,B20005D_013M,B20005D_014E,B20005D_014M,B20005D_015E,B20005D_015M,B20005D_016E,B20005D_016M,B20005D_017E,B20005D_017M,B20005D_018E,B20005D_018M,B20005D_019E,B20005D_019M,B20005D_020E,B20005D_020M,B20005D_021E,B20005D_021M,B20005D_022E,B20005D_022M,B20005D_023E,B20005D_023M,B20005D_024E,B20005D_024M,B20005D_025E,B20005D_025M,B20005D_026E,B20005D_026M,B20005D_027E,B20005D_027M,B20005D_028E,B20005D_028M,B20005D_029E,B20005D_029M,B20005D_030E,B20005D_030M,B20005D_031E,B20005D_031M,B20005D_032E,B20005D_032M,B20005D_033E,B20005D_033M,B20005D_034E,B20005D_034M,B20005D_035E,B20005D_035M,B20005D_036E,B20005D_036M,B20005D_037E,B20005D_037M,B20005D_038E,B20005D_038M,B20005D_039E,B20005D_039M,B20005D_040E,B20005D_040M,B20005D_041E,B20005D_041M,B20005D_042E,B20005D_042M,B20005D_043E,B20005D_043M,B20005D_044E,B20005D_044M,B20005D_045E,B20005D_045M,B20005D_046E,B20005D_046M,B20005D_047E,B20005D_047M,B20005D_048E,B20005D_048M,B20005D_049E,B20005D_049M,B20005D_050E,B20005D_050M,B20005D_051E,B20005D_051M,B20005D_052E,B20005D_052M,B20005D_053E,B20005D_053M,B20005D_054E,B20005D_054M,B20005D_055E,B20005D_055M,B20005D_056E,B20005D_056M,B20005D_057E,B20005D_057M,B20005D_058E,B20005D_058M,B20005D_059E,B20005D_059M,B20005D_060E,B20005D_060M,B20005D_061E,B20005D_061M,B20005D_062E,B20005D_062M,B20005D_063E,B20005D_063M,B20005D_064E,B20005D_064M,B20005D_065E,B20005D_065M,B20005D_066E,B20005D_066M,B20005D_067E,B20005D_067M,B20005D_068E,B20005D_068M,B20005D_069E,B20005D_069M,B20005D_070E,B20005D_070M,B20005D_071E,B20005D_071M,B20005D_072E,B20005D_072M,B20005D_073E,B20005D_073M,B20005D_074E,B20005D_074M,B20005D_075E,B20005D_075M,B20005D_076E,B20005D_076M,B20005D_077E,B20005D_077M,B20005D_078E,B20005D_078M,B20005D_079E,B20005D_079M,B20005D_080E,B20005D_080M,B20005D_081E,B20005D_081M,B20005D_082E,B20005D_082M,B20005D_083E,B20005D_083M,B20005D_084E,B20005D_084M,B20005D_085E,B20005D_085M,B20005D_086E,B20005D_086M,B20005D_087E,B20005D_087M,B20005D_088E,B20005D_088M,B20005D_089E,B20005D_089M,B20005D_090E,B20005D_090M,B20005D_091E,B20005D_091M,B20005D_092E,B20005D_092M,B20005D_093E,B20005D_093M,B20005D_094E,B20005D_094M,B20005D_095E,B20005D_095M,NAME,B20005D_001EA,B20005D_001MA,B20005D_002EA,B20005D_002MA,B20005D_003EA,B20005D_003MA,B20005D_004MA,B20005D_004EA,B20005D_005MA,B20005D_005EA,B20005D_006EA,B20005D_006MA,B20005D_007EA,B20005D_007MA,B20005D_008EA,B20005D_008MA,B20005D_009EA,B20005D_009MA,B20005D_010MA,B20005D_010EA,B20005D_011EA,B20005D_011MA,B20005D_012EA,B20005D_012MA,B20005D_013EA,B20005D_013MA,B20005D_014EA,B20005D_014MA,B20005D_015MA,B20005D_015EA,B20005D_016EA,B20005D_016MA,B20005D_017EA,B20005D_017MA,B20005D_018EA,B20005D_018MA,B20005D_019MA,B20005D_019EA,B20005D_020EA,B20005D_020MA,B20005D_021EA,B20005D_021MA,B20005D_022EA,B20005D_022MA,B20005D_023EA,B20005D_023MA,B20005D_024EA,B20005D_024MA,B20005D_025EA,B20005D_025MA,B20005D_026MA,B20005D_026EA,B20005D_027MA,B20005D_027EA,B20005D_028EA,B20005D_028MA,B20005D_029MA,B20005D_029EA,B20005D_030MA,B20005D_030EA,B20005D_031EA,B20005D_031MA,B20005D_032MA,B20005D_032EA,B20005D_033EA,B20005D_033MA,B20005D_034MA,B20005D_034EA,B20005D_035MA,B20005D_035EA,B20005D_036EA,B20005D_036MA,B20005D_037MA,B20005D_037EA,B20005D_038MA,B20005D_038EA,B20005D_039MA,B20005D_039EA,B20005D_040MA,B20005D_040EA,B20005D_041EA,B20005D_041MA,B20005D_042EA,B20005D_042MA,B20005D_043MA,B20005D_043EA,B20005D_044MA,B20005D_044EA,B20005D_045MA,B20005D_045EA,B20005D_046EA,B20005D_046MA,B20005D_047EA,B20005D_047MA,B20005D_048MA,B20005D_048EA,B20005D_049MA,B20005D_049EA,B20005D_050MA,B20005D_050EA,B20005D_051EA,B20005D_051MA,B20005D_052EA,B20005D_052MA,B20005D_053EA,B20005D_053MA,B20005D_054MA,B20005D_054EA,B20005D_055MA,B20005D_055EA,B20005D_056EA,B20005D_056MA,B20005D_057EA,B20005D_057MA,B20005D_058EA,B20005D_058MA,B20005D_059MA,B20005D_059EA,B20005D_060MA,B20005D_060EA,B20005D_061EA,B20005D_061MA,B20005D_062EA,B20005D_062MA,B20005D_063EA,B20005D_063MA,B20005D_064EA,B20005D_064MA,B20005D_065MA,B20005D_065EA,B20005D_066EA,B20005D_066MA,B20005D_067EA,B20005D_067MA,B20005D_068EA,B20005D_068MA,B20005D_069EA,B20005D_069MA,B20005D_070MA,B20005D_070EA,B20005D_071EA,B20005D_071MA,B20005D_072EA,B20005D_072MA,B20005D_073EA,B20005D_073MA,B20005D_074EA,B20005D_074MA,B20005D_075EA,B20005D_075MA,B20005D_076MA,B20005D_076EA,B20005D_077EA,B20005D_077MA,B20005D_078EA,B20005D_078MA,B20005D_079MA,B20005D_079EA,B20005D_080EA,B20005D_080MA,B20005D_081MA,B20005D_081EA,B20005D_082MA,B20005D_082EA,B20005D_083EA,B20005D_083MA,B20005D_084MA,B20005D_084EA,B20005D_085EA,B20005D_085MA,B20005D_086MA,B20005D_086EA,B20005D_087MA,B20005D_087EA,B20005D_088EA,B20005D_088MA,B20005D_089MA,B20005D_089EA,B20005D_090MA,B20005D_090EA,B20005D_091MA,B20005D_091EA,B20005D_092MA,B20005D_092EA,B20005D_093MA,B20005D_093EA,B20005D_094MA,B20005D_094EA,B20005D_095MA,B20005D_095EA,state
0400000US06,4229305,13907,1966710,8615,965679,9576,0,197,965679,9576,2827,915,1601,671,6729,1319,4924,1007,17661,2357,10159,1498,22694,2374,20082,2249,34929,2791,26693,2622,41352,3485,53312,3692,52986,4329,60752,3839,40546,3185,58381,3475,79852,4850,59694,3776,116221,5312,254284,7516,1001031,11253,615384,9739,385647,8263,54388,3439,35743,2760,39505,3566,27632,2565,38460,3092,16473,1716,21520,2188,12104,1746,18473,2074,10843,1654,17721,2104,15588,1810,10788,1766,11432,2059,4179,792,6691,1304,10677,1714,6621,1361,11895,1595,14914,1915,2262595,8584,789716,11102,0,197,789716,11102,1847,850,1465,565,5509,1025,6463,1305,19055,1989,11879,1809,21779,2036,19125,1858,35689,2976,26449,2702,43502,3115,60221,4036,50830,3776,55419,3218,38833,3220,55054,3857,65219,3647,53140,3437,96025,4538,122213,5169,1472879,12438,939855,11643,533024,9983,69900,4172,54575,3715,57172,4082,40010,3122,58388,3754,20575,2042,30712,2585,17589,2134,26757,2895,13249,1752,22932,2751,21930,2353,11754,1478,12803,1793,8460,1248,11699,1604,12725,1693,11747,1607,15490,1952,14557,1895,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,116126,3007,52372,1741,29329,1916,0,189,29329,1916,29,48,0,189,57,92,222,354,236,223,174,218,1220,456,1056,628,1564,708,1203,570,1189,494,2057,761,1891,735,1598,613,884,372,937,471,3073,856,1222,502,4709,881,6008,1122,23043,1905,10650,1426,12393,1799,1323,528,2150,970,1336,565,754,433,1481,716,339,266,725,362,139,168,1088,578,109,133,396,275,648,397,228,263,606,361,0,189,219,185,114,90,33,55,351,305,354,258,63754,2117,23093,1712,0,189,23093,1712,0,189,0,189,20,35,395,302,1434,514,610,526,1580,626,944,459,746,605,629,324,1308,461,1923,525,1401,533,1814,765,860,452,1805,720,1512,613,1398,522,2198,659,2516,744,40661,2024,23479,1709,17182,1977,2886,840,1434,530,2222,768,1332,750,1776,618,1118,479,407,198,513,325,578,422,477,314,976,394,327,225,130,135,261,199,605,569,891,796,83,112,296,264,364,290,506,354,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115005,2014,53706,1540,34023,1622,0,193,34023,1622,0,193,0,193,142,164,147,139,383,271,0,193,554,379,293,299,1800,691,681,481,894,447,1755,606,1194,421,2067,929,1072,429,1384,624,3543,863,3048,900,4650,1068,10416,1279,19683,1663,9801,1156,9882,1454,1233,480,773,328,968,416,975,581,1133,547,650,415,796,349,341,289,144,120,273,213,591,346,685,616,225,228,123,119,0,193,167,196,30,54,41,67,254,197,480,282,61299,1163,22637,1592,0,193,22637,1592,0,193,139,175,109,143,0,193,283,223,135,170,683,391,521,347,1188,426,643,396,1330,459,1880,736,1370,495,1365,453,918,350,947,426,2072,705,1644,608,3000,860,4410,1049,38662,1646,22218,1910,16444,1789,2452,756,1780,691,1916,782,1191,483,1494,608,868,459,1128,541,717,464,729,380,205,185,1034,433,704,392,314,260,693,475,76,122,130,124,265,222,179,151,169,164,400,300,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,396525,5876,179328,3847,92108,4172,0,211,92108,4172,186,300,0,211,720,407,597,392,2509,988,2477,1100,3189,923,2857,1117,4431,1149,2793,933,6819,1507,6942,1570,6447,1436,4887,992,3070,853,4262,1327,7499,1600,5678,1300,10433,1616,16312,2251,87220,4563,47997,3928,39223,3355,4445,1141,3677,1312,4373,1320,3063,853,5497,1537,1244,719,2601,805,2299,1037,1957,916,1130,581,1010,465,1206,583,1155,732,1150,665,889,599,599,321,589,303,718,406,836,392,785,355,217197,3742,76647,4108,59,108,76588,4120,227,183,0,211,665,460,1411,670,3228,1020,2531,784,5495,1320,2572,860,5588,1450,3828,1103,5867,1201,5540,1049,5110,1384,4576,1180,2959,1074,4991,1203,5574,1112,4649,1209,6878,1781,4899,841,140550,4625,91194,4338,49356,3248,5476,1264,5844,1961,4829,1223,4122,970,5702,1248,2742,790,2831,926,1632,676,4546,1669,1141,594,1589,652,2199,835,671,304,1488,650,693,354,667,375,382,261,717,508,1056,597,1029,591,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,262151,4362,124570,2836,69264,3154,0,208,69264,3154,160,143,30,54,358,288,1084,612,2323,842,1173,522,3207,906,1644,824,3407,898,2443,834,3120,905,3266,996,3601,845,3621,961,2692,933,1965,568,6316,1540,4857,1832,7321,1532,16676,2100,55306,3535,28819,2422,26487,3080,3858,1215,2159,685,3280,982,2458,890,2346,743,1109,592,1609,632,940,567,1331,711,707,469,1486,670,1103,543,800,445,729,621,121,131,255,240,451,369,447,442,718,478,580,344,137581,2741,46028,2584,0,208,46028,2584,144,111,84,111,543,326,361,258,2871,865,1617,804,1448,682,2513,804,3303,1029,2311,746,2819,862,3845,1227,3200,981,2650,847,1791,862,2300,821,2611,790,2774,1019,4350,1114,4493,1258,91553,3430,62728,3507,28825,2353,4709,950,3173,872,3171,1036,1966,669,3419,1072,841,444,1956,951,934,402,1460,672,894,583,978,404,457,307,629,431,585,356,881,513,689,437,826,474,319,234,615,371,323,256,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,464335,7511,211313,4139,101539,3564,0,177,101539,3564,409,292,87,99,625,313,1081,641,2432,776,1892,720,1968,572,2962,793,4936,1245,4389,919,5746,1055,8382,1226,8045,1107,7116,1365,6252,1144,7428,1159,9592,1167,7515,1255,11974,1525,8708,1258,109774,3548,66763,2726,43011,2737,5801,1125,4111,953,4708,1091,3866,874,3941,737,1676,708,2631,845,1832,691,1566,485,1004,444,2221,678,2117,731,1126,445,960,420,1193,632,596,305,755,471,1226,591,827,370,854,312,253022,4649,96900,3382,0,177,96900,3382,206,188,230,195,1005,468,830,463,3073,972,2008,744,2546,749,2467,617,3667,865,3965,806,9715,1099,11565,1479,10328,1451,9137,1272,5096,817,6741,1138,7643,1210,4564,1007,6338,1071,5776,1055,156122,4015,101149,3146,54973,3249,6599,1163,4853,966,5534,1100,5075,919,6446,1177,2877,929,3295,755,3111,986,2788,652,1777,541,2703,837,2236,746,1182,397,1802,641,767,413,1116,458,1286,447,756,357,475,336,295,115,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,499039,4431,237305,2968,131227,3802,0,179,131227,3802,0,179,2,5,962,404,856,529,2409,942,1363,655,2540,968,2954,872,4270,1136,2336,740,8122,1385,6420,1204,7002,1424,7255,1368,5044,1195,7037,1429,9840,1476,11545,1834,18610,2199,32660,2724,106078,4004,57318,3113,48760,3336,8066,1104,4345,991,4285,1014,3434,961,5047,1059,2147,691,2449,802,959,401,3116,825,1480,638,2333,700,1766,725,1116,477,1388,540,944,448,531,303,1621,698,940,454,856,416,1937,638,261734,2764,96531,3416,0,179,96531,3416,104,131,0,179,691,304,792,327,1493,724,1271,599,3512,905,2836,1028,3841,850,2786,911,5439,1195,9043,1364,4387,1081,5865,1205,3936,1163,6461,1332,9222,1633,7156,1398,14561,1737,13135,1835,165203,3590,103415,4191,61788,3166,10429,1210,6370,1521,6117,1091,4165,1057,6476,1282,2730,910,3728,926,1777,777,4023,1042,1189,595,2428,866,2371,682,1248,512,1540,788,922,389,790,380,2247,888,819,349,1343,550,1076,400,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
