GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001EA,B23002G_001MA,B23002G_002MA,B23002G_002EA,B23002G_003MA,B23002G_003EA,B23002G_004MA,B23002G_004EA,B23002G_005MA,B23002G_005EA,B23002G_006EA,B23002G_006MA,B23002G_007EA,B23002G_007MA,B23002G_008MA,B23002G_008EA,B23002G_009MA,B23002G_009EA,B23002G_010MA,B23002G_010EA,B23002G_011EA,B23002G_011MA,B23002G_012MA,B23002G_012EA,B23002G_013MA,B23002G_013EA,B23002G_014MA,B23002G_014EA,B23002G_015MA,B23002G_015EA,B23002G_016MA,B23002G_016EA,B23002G_017MA,B23002G_017EA,B23002G_018EA,B23002G_018MA,B23002G_019MA,B23002G_019EA,B23002G_020MA,B23002G_020EA,B23002G_021MA,B23002G_021EA,B23002G_022EA,B23002G_022MA,B23002G_023MA,B23002G_023EA,B23002G_024MA,B23002G_024EA,B23002G_025MA,B23002G_025EA,B23002G_026MA,B23002G_026EA,B23002G_027EA,B23002G_027MA,B23002G_028MA,B23002G_028EA,B23002G_029MA,B23002G_029EA,B23002G_030MA,B23002G_030EA,B23002G_031MA,B23002G_031EA,B23002G_032MA,B23002G_032EA,B23002G_033EA,B23002G_033MA,B23002G_034MA,B23002G_034EA,B23002G_035MA,B23002G_035EA,B23002G_036MA,B23002G_036EA,B23002G_037MA,B23002G_037EA,B23002G_038EA,B23002G_038MA,B23002G_039MA,B23002G_039EA,B23002G_040MA,B23002G_040EA,B23002G_041MA,B23002G_041EA,B23002G_042MA,B23002G_042EA,B23002G_043MA,B23002G_043EA,B23002G_044EA,B23002G_044MA,B23002G_045MA,B23002G_045EA,B23002G_046MA,B23002G_046EA,B23002G_047MA,B23002G_047EA,B23002G_048MA,B23002G_048EA,B23002G_049MA,B23002G_049EA,B23002G_050EA,B23002G_050MA,B23002G_051EA,B23002G_051MA,B23002G_052MA,B23002G_052EA,B23002G_053EA,B23002G_053MA,B23002G_054MA,B23002G_054EA,B23002G_055EA,B23002G_055MA,B23002G_056EA,B23002G_056MA,B23002G_057MA,B23002G_057EA,B23002G_058MA,B23002G_058EA,B23002G_059MA,B23002G_059EA,B23002G_060MA,B23002G_060EA,B23002G_061EA,B23002G_061MA,B23002G_062EA,B23002G_062MA,B23002G_063MA,B23002G_063EA,B23002G_064MA,B23002G_064EA,B23002G_065MA,B23002G_065EA,B23002G_066EA,B23002G_066MA,B23002G_067MA,B23002G_067EA,B23002G_068MA,B23002G_068EA,B23002G_069MA,B23002G_069EA,B23002G_070MA,B23002G_070EA,B23002G_071MA,B23002G_071EA,B23002G_072MA,B23002G_072EA,B23002G_073EA,B23002G_073MA,B23002G_074MA,B23002G_074EA,B23002G_075MA,B23002G_075EA,B23002G_076MA,B23002G_076EA,B23002G_077EA,B23002G_077MA,B23002G_078MA,B23002G_078EA,B23002G_079MA,B23002G_079EA,state
0400000US06,1036145,22157,509311,12358,69129,4213,22381,2332,641,412,21740,2294,12849,1549,8891,1647,46748,3414,78166,4383,55486,3687,1956,752,53530,3429,40659,2955,12871,1955,22680,2502,274277,8593,228881,7938,2637,840,226244,7875,198902,7155,27342,2445,45396,3375,49700,3400,32455,3035,0,197,32455,3035,28117,2759,4338,1093,17245,1749,13726,1639,5004,1131,4449,1094,555,294,8722,1353,24313,1994,3452,761,3168,777,284,242,20861,2039,526834,13989,69943,4136,22791,2520,0,197,22791,2520,15613,2121,7178,1681,47152,3509,78647,4592,57654,3722,501,414,57153,3744,45916,3209,11237,1667,20993,2060,276539,9955,208863,8288,385,263,208478,8292,183486,7727,24992,2308,67676,4032,53542,2517,30771,2175,0,197,30771,2175,27709,2067,3062,815,22771,1882,16662,1457,3899,764,3480,752,419,239,12763,1502,31501,2576,2363,650,2152,633,211,169,29138,2509,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,103368,5187,53125,3323,8636,1316,4477,1124,42,77,4435,1114,2476,827,1959,820,4159,875,8313,1626,6877,1489,110,105,6767,1489,5188,1413,1579,784,1436,620,28869,2782,24340,2603,1375,714,22965,2502,21501,2492,1464,559,4529,1028,4583,938,3509,890,0,189,3509,890,3080,866,429,255,1074,419,878,381,378,239,238,191,140,148,500,298,1846,538,156,142,156,142,0,189,1690,506,50243,3669,6646,1393,2718,863,0,189,2718,863,2113,765,605,350,3928,995,9243,1647,7242,1351,155,226,7087,1316,5776,1044,1311,668,2001,911,26288,2395,20258,2085,89,114,20169,2081,18328,2118,1841,682,6030,1367,4578,942,2345,650,0,189,2345,650,2214,647,131,91,2233,657,967,497,266,164,242,161,24,48,701,454,2521,609,446,323,446,323,0,189,2075,539,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,53448,4025,24853,2597,4101,948,1904,758,48,98,1856,756,1664,759,192,158,2197,658,4077,1131,2624,989,99,223,2525,940,2141,865,384,281,1453,557,12953,1832,10352,1741,0,193,10352,1741,9098,1686,1254,570,2601,866,2417,746,1519,621,0,193,1519,621,1153,540,366,314,898,425,461,289,245,225,245,225,0,193,216,166,844,412,64,116,64,116,0,193,780,398,28595,3008,5821,1193,2567,786,0,193,2567,786,1521,653,1046,604,3254,889,3946,1235,3535,1095,118,101,3417,1097,2722,952,695,631,411,296,14947,1823,11682,1422,0,193,11682,1422,10434,1392,1248,454,3265,928,2328,671,1222,462,0,193,1222,462,1136,445,86,109,1106,457,790,431,280,265,280,265,0,193,510,339,763,355,129,120,129,120,0,193,634,314,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,272528,10166,132666,7251,15293,2337,5109,1272,0,211,5109,1272,2665,867,2444,896,10184,1823,20309,2809,15214,2574,602,382,14612,2537,10956,2199,3656,1244,5095,1248,66967,4686,56871,4530,801,449,56070,4510,49638,4236,6432,1567,10096,1622,16122,2015,9468,1500,0,211,9468,1500,8575,1552,893,421,6654,1309,4958,1078,1679,537,1495,514,184,195,3279,961,9017,1396,1402,542,1286,550,116,138,7615,1367,139862,6150,18501,3161,8099,2366,0,211,8099,2366,6599,2166,1500,683,10402,2000,18443,2416,12923,2012,111,222,12812,2067,11283,1988,1529,621,5520,1413,68633,4386,52690,3757,663,565,52027,3666,45730,3326,6297,1169,15943,2394,16699,2293,8765,1593,0,211,8765,1593,7903,1539,862,402,7934,1643,5035,1152,1103,456,863,408,240,198,3932,1011,12551,1681,881,338,614,253,267,206,11670,1698,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,108432,7502,50832,4427,8814,1682,2728,822,409,233,2319,762,1418,606,901,518,6086,1331,7191,1676,5955,1588,640,397,5315,1617,4245,1440,1070,589,1236,461,27494,2949,23191,2503,549,332,22642,2488,20392,2491,2250,775,4303,1197,4231,865,2786,664,38,100,2748,634,2495,593,253,259,1445,489,1520,529,247,194,234,182,13,22,1273,492,1582,734,206,212,126,161,80,137,1376,686,57600,4592,10043,2074,4235,1315,0,208,4235,1315,3372,1209,863,492,5808,1299,7409,1694,4030,1006,0,208,4030,1006,3493,957,537,343,3379,1379,29239,3405,20009,2858,141,145,19868,2869,17312,2787,2556,807,9230,2039,5532,1096,2300,691,0,208,2300,691,2133,675,167,189,3232,969,2164,879,651,557,508,570,143,212,1513,672,3213,949,164,171,116,143,48,86,3049,884,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,212125,8628,107676,4975,11243,1311,4645,986,39,68,4606,963,3471,859,1135,644,6598,1125,14642,1825,10880,1523,765,424,10115,1516,8523,1266,1592,696,3762,1020,62703,3613,54398,3587,1436,609,52962,3573,48204,3376,4758,1097,8305,1256,11489,1310,7039,943,31,50,7008,947,6789,964,219,154,4450,853,3635,712,1616,561,1339,540,277,230,2019,443,3964,790,568,267,568,267,0,177,3396,742,104449,5304,12001,1293,3964,832,12,23,3952,826,3244,782,708,425,8037,1180,13841,1523,10916,1493,195,220,10721,1500,9661,1440,1060,446,2925,887,56230,3472,44007,3040,197,169,43810,3015,40518,2893,3292,872,12223,1744,11091,1324,6996,1004,0,177,6996,1004,6510,999,486,317,4095,943,3968,853,1206,519,1206,519,0,177,2762,760,7318,1081,976,478,976,478,0,177,6342,1125,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23203,2630,10728,1424,1730,731,410,250,0,187,410,250,258,176,152,183,1320,625,1898,593,1633,603,15,32,1618,602,1363,567,255,178,265,121,5062,1035,4310,985,26,56,4284,969,3938,942,346,272,752,372,1237,399,963,405,13,28,950,405,766,366,184,216,274,208,560,325,0,187,0,187,0,187,560,325,241,192,0,187,0,187,0,187,241,192,12475,2231,1870,618,853,448,0,187,853,448,435,264,418,326,1017,487,1529,618,1274,589,41,60,1233,591,915,529,318,300,255,186,6572,1529,4367,1311,0,187,4367,1311,2821,774,1546,1089,2205,725,1214,466,560,344,0,187,560,344,560,344,0,187,654,336,510,334,0,187,0,187,0,187,510,334,780,526,43,82,43,82,0,187,737,507,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,146093,7973,70159,4821,11582,1789,4130,1006,0,179,4130,1006,2942,829,1188,434,7452,1389,10873,1643,7862,1320,90,124,7772,1333,6119,1146,1653,597,3011,1013,36744,3290,30780,3069,117,157,30663,3065,26737,2849,3926,1100,5964,1225,5528,932,3198,670,0,179,3198,670,2896,624,302,188,2330,565,2558,570,764,312,764,312,0,179,1794,525,2874,696,262,194,262,194,0,179,2612,690,75934,4879,11438,1843,4494,1120,0,179,4494,1120,2858,786,1636,630,6944,1307,12168,1685,8932,1466,268,329,8664,1455,7146,1229,1518,689,3236,862,40420,3046,31655,2684,128,202,31527,2633,28146,2396,3381,1067,8765,1368,6287,1164,3929,958,0,179,3929,958,3425,891,504,320,2358,563,1777,582,266,201,266,201,0,179,1511,555,3844,754,532,277,497,273,35,58,3312,739,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
