GEO_ID,C12002E_001E,C12002E_001M,C12002E_002E,C12002E_002M,C12002E_003E,C12002E_003M,C12002E_004E,C12002E_004M,C12002E_005E,C12002E_005M,C12002E_006E,C12002E_006M,NAME,C12002E_001EA,C12002E_001MA,C12002E_002EA,C12002E_002MA,C12002E_003MA,C12002E_003EA,C12002E_004MA,C12002E_004EA,C12002E_005MA,C12002E_005EA,C12002E_006MA,C12002E_006EA,state
0400000US06,118378,3727,43895,3506,54047,3363,5146,1325,4923,1348,10367,1997,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4195,1049,1679,731,1722,497,163,165,0,189,631,492,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9240,2642,3491,1292,4935,2228,138,226,306,240,370,263,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2637,796,1020,443,1032,579,107,137,156,194,322,304,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,108491,4186,44931,3128,47800,2693,2836,1006,5279,905,7645,1337,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1683,653,353,310,840,543,24,39,223,192,243,341,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2074,1008,786,481,453,366,279,319,114,162,442,356,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2431,903,1573,704,588,530,0,190,48,81,222,190,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3156,940,927,424,1413,593,14,25,6,13,796,451,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,14006,1265,6012,1214,5394,1670,347,364,253,207,2000,699,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,963,459,442,317,286,173,0,185,0,185,235,188,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6023,2655,1677,688,3574,2348,227,302,163,171,382,311,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3660,1305,895,531,2220,1054,19,32,41,71,485,381,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3395,1247,1040,549,1727,825,334,324,141,150,153,177,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
