GEO_ID,B23002B_001E,B23002B_001M,B23002B_002E,B23002B_002M,B23002B_003E,B23002B_003M,B23002B_004E,B23002B_004M,B23002B_005E,B23002B_005M,B23002B_006E,B23002B_006M,B23002B_007E,B23002B_007M,B23002B_008E,B23002B_008M,B23002B_009E,B23002B_009M,B23002B_010E,B23002B_010M,B23002B_011E,B23002B_011M,B23002B_012E,B23002B_012M,B23002B_013E,B23002B_013M,B23002B_014E,B23002B_014M,B23002B_015E,B23002B_015M,B23002B_016E,B23002B_016M,B23002B_017E,B23002B_017M,B23002B_018E,B23002B_018M,B23002B_019E,B23002B_019M,B23002B_020E,B23002B_020M,B23002B_021E,B23002B_021M,B23002B_022E,B23002B_022M,B23002B_023E,B23002B_023M,B23002B_024E,B23002B_024M,B23002B_025E,B23002B_025M,B23002B_026E,B23002B_026M,B23002B_027E,B23002B_027M,B23002B_028E,B23002B_028M,B23002B_029E,B23002B_029M,B23002B_030E,B23002B_030M,B23002B_031E,B23002B_031M,B23002B_032E,B23002B_032M,B23002B_033E,B23002B_033M,B23002B_034E,B23002B_034M,B23002B_035E,B23002B_035M,B23002B_036E,B23002B_036M,B23002B_037E,B23002B_037M,B23002B_038E,B23002B_038M,B23002B_039E,B23002B_039M,B23002B_040E,B23002B_040M,B23002B_041E,B23002B_041M,B23002B_042E,B23002B_042M,B23002B_043E,B23002B_043M,B23002B_044E,B23002B_044M,B23002B_045E,B23002B_045M,B23002B_046E,B23002B_046M,B23002B_047E,B23002B_047M,B23002B_048E,B23002B_048M,B23002B_049E,B23002B_049M,B23002B_050E,B23002B_050M,B23002B_051E,B23002B_051M,B23002B_052E,B23002B_052M,B23002B_053E,B23002B_053M,B23002B_054E,B23002B_054M,B23002B_055E,B23002B_055M,B23002B_056E,B23002B_056M,B23002B_057E,B23002B_057M,B23002B_058E,B23002B_058M,B23002B_059E,B23002B_059M,B23002B_060E,B23002B_060M,B23002B_061E,B23002B_061M,B23002B_062E,B23002B_062M,B23002B_063E,B23002B_063M,B23002B_064E,B23002B_064M,B23002B_065E,B23002B_065M,B23002B_066E,B23002B_066M,B23002B_067E,B23002B_067M,B23002B_068E,B23002B_068M,B23002B_069E,B23002B_069M,B23002B_070E,B23002B_070M,B23002B_071E,B23002B_071M,B23002B_072E,B23002B_072M,B23002B_073E,B23002B_073M,B23002B_074E,B23002B_074M,B23002B_075E,B23002B_075M,B23002B_076E,B23002B_076M,B23002B_077E,B23002B_077M,B23002B_078E,B23002B_078M,B23002B_079E,B23002B_079M,NAME,B23002B_001EA,B23002B_001MA,B23002B_002MA,B23002B_002EA,B23002B_003MA,B23002B_003EA,B23002B_004EA,B23002B_004MA,B23002B_005EA,B23002B_005MA,B23002B_006EA,B23002B_006MA,B23002B_007MA,B23002B_007EA,B23002B_008MA,B23002B_008EA,B23002B_009EA,B23002B_009MA,B23002B_010EA,B23002B_010MA,B23002B_011EA,B23002B_011MA,B23002B_012MA,B23002B_012EA,B23002B_013MA,B23002B_013EA,B23002B_014EA,B23002B_014MA,B23002B_015EA,B23002B_015MA,B23002B_016EA,B23002B_016MA,B23002B_017MA,B23002B_017EA,B23002B_018MA,B23002B_018EA,B23002B_019EA,B23002B_019MA,B23002B_020EA,B23002B_020MA,B23002B_021EA,B23002B_021MA,B23002B_022MA,B23002B_022EA,B23002B_023MA,B23002B_023EA,B23002B_024EA,B23002B_024MA,B23002B_025EA,B23002B_025MA,B23002B_026EA,B23002B_026MA,B23002B_027MA,B23002B_027EA,B23002B_028MA,B23002B_028EA,B23002B_029MA,B23002B_029EA,B23002B_030EA,B23002B_030MA,B23002B_031EA,B23002B_031MA,B23002B_032EA,B23002B_032MA,B23002B_033MA,B23002B_033EA,B23002B_034MA,B23002B_034EA,B23002B_035EA,B23002B_035MA,B23002B_036EA,B23002B_036MA,B23002B_037EA,B23002B_037MA,B23002B_038MA,B23002B_038EA,B23002B_039MA,B23002B_039EA,B23002B_040MA,B23002B_040EA,B23002B_041EA,B23002B_041MA,B23002B_042EA,B23002B_042MA,B23002B_043EA,B23002B_043MA,B23002B_044EA,B23002B_044MA,B23002B_045EA,B23002B_045MA,B23002B_046MA,B23002B_046EA,B23002B_047MA,B23002B_047EA,B23002B_048MA,B23002B_048EA,B23002B_049EA,B23002B_049MA,B23002B_050EA,B23002B_050MA,B23002B_051EA,B23002B_051MA,B23002B_052MA,B23002B_052EA,B23002B_053MA,B23002B_053EA,B23002B_054EA,B23002B_054MA,B23002B_055EA,B23002B_055MA,B23002B_056EA,B23002B_056MA,B23002B_057MA,B23002B_057EA,B23002B_058MA,B23002B_058EA,B23002B_059EA,B23002B_059MA,B23002B_060EA,B23002B_060MA,B23002B_061EA,B23002B_061MA,B23002B_062MA,B23002B_062EA,B23002B_063MA,B23002B_063EA,B23002B_064EA,B23002B_064MA,B23002B_065EA,B23002B_065MA,B23002B_066EA,B23002B_066MA,B23002B_067MA,B23002B_067EA,B23002B_068MA,B23002B_068EA,B23002B_069EA,B23002B_069MA,B23002B_070EA,B23002B_070MA,B23002B_071EA,B23002B_071MA,B23002B_072MA,B23002B_072EA,B23002B_073MA,B23002B_073EA,B23002B_074EA,B23002B_074MA,B23002B_075EA,B23002B_075MA,B23002B_076EA,B23002B_076MA,B23002B_077MA,B23002B_077EA,B23002B_078MA,B23002B_078EA,B23002B_079EA,B23002B_079MA,state
0400000US06,1795945,11302,879857,6605,76433,3357,18272,1955,418,292,17854,1993,7805,1309,10049,1493,58161,3557,99810,3456,60200,3845,3959,1281,56241,3841,38936,3794,17305,2094,39610,3456,477956,4180,350155,6416,7197,1672,342958,6202,282487,6100,60471,4357,127801,5605,125432,1825,67415,2494,0,197,67415,2494,59938,2500,7477,1359,58017,2559,35266,2044,10528,1515,9288,1403,1240,452,24738,1910,64960,2096,8638,1187,7856,1145,782,374,56322,2320,916088,6941,67524,2753,19811,2142,171,197,19640,2167,8792,1519,10848,1788,47713,2812,93681,2694,62498,3188,798,553,61700,3214,43224,2870,18476,2352,31183,2717,478310,4902,361529,6035,1615,643,359914,5982,302465,5701,57449,3779,116781,5056,137646,1757,75610,3169,0,197,75610,3169,68599,3066,7011,1052,62036,3070,44812,2011,10494,1422,9320,1443,1174,480,34318,2147,94115,2197,7912,1230,7177,1240,735,312,86203,2246,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,164297,3531,87510,2634,6902,1040,2110,646,90,95,2020,634,1166,525,854,383,4792,907,10745,1489,8357,1346,936,499,7421,1368,5262,1113,2159,946,2388,797,51859,2376,38997,2193,1586,661,37411,2136,32437,2085,4974,1129,12862,1930,11099,779,6910,891,0,189,6910,891,6134,905,776,392,4189,901,2634,599,896,427,896,427,0,189,1738,502,4271,573,954,468,724,454,230,206,3317,557,76787,2315,7815,937,3180,702,81,120,3099,693,1746,632,1353,522,4635,1032,8599,1042,7153,1049,213,195,6940,1066,5471,1136,1469,644,1446,545,41850,1393,32177,1674,317,261,31860,1676,28573,1754,3287,844,9673,1710,9874,572,5616,663,0,189,5616,663,4927,681,689,314,4258,857,3001,616,1089,481,980,457,109,112,1912,511,5648,564,203,154,203,154,0,189,5445,572,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,282032,4673,132268,2957,13784,1215,5346,998,0,193,5346,998,2650,811,2696,802,8438,1268,17161,1300,12636,1393,101,172,12535,1358,7219,1276,5316,1092,4525,989,72732,1884,59003,2006,434,393,58569,2030,47654,2197,10915,1463,13729,1834,15832,555,10907,974,0,193,10907,974,9184,960,1723,661,4925,920,4267,760,916,399,916,399,0,193,3351,799,8492,778,1262,487,941,423,321,217,7230,750,149764,2794,12407,1064,4754,1016,19,42,4735,1020,2685,710,2050,688,7653,1195,15956,1129,12232,1331,0,193,12232,1331,10023,1267,2209,688,3724,1123,80560,1881,68217,2303,215,349,68002,2311,57947,2526,10055,1618,12343,1795,20399,709,13440,1223,0,193,13440,1223,11694,1116,1746,711,6959,1148,7114,1017,2794,804,2393,745,401,320,4320,954,13328,1017,1659,534,1627,538,32,54,11669,903,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,149680,1964,68725,1197,6215,839,1661,633,0,182,1661,633,953,462,708,450,4554,779,7879,832,5851,915,51,77,5800,923,4579,935,1221,538,2028,584,37488,771,31949,1141,280,245,31669,1127,28183,1591,3486,994,5539,968,9449,118,5737,807,0,182,5737,807,4804,842,933,532,3712,802,2450,473,675,277,661,276,14,24,1775,463,5244,478,505,296,455,274,50,69,4739,537,80955,1433,6169,934,2299,593,0,182,2299,593,1663,485,636,397,3870,918,8009,640,6088,850,0,182,6088,850,4438,859,1650,706,1921,692,44177,1006,38250,1505,0,182,38250,1505,34028,1679,4222,1181,5927,1142,11718,210,7203,742,0,182,7203,742,6626,742,577,323,4515,708,3727,654,1254,475,1175,503,79,138,2473,532,7155,644,444,355,444,355,0,182,6711,701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,254017,1872,111768,1277,8889,602,2157,788,126,167,2031,772,813,580,1218,615,6732,1095,12129,233,6924,827,109,183,6815,838,4266,865,2549,740,5205,802,56090,909,43919,1869,138,150,43781,1882,35127,2083,8654,1596,12171,1962,18214,332,9776,993,0,197,9776,993,8618,838,1158,460,8438,963,4905,609,1945,599,1778,615,167,135,2960,549,11541,599,1474,419,1378,407,96,95,10067,669,142249,1183,10018,733,2428,646,0,197,2428,646,1740,593,688,388,7590,932,14087,262,8551,937,0,197,8551,937,5044,843,3507,779,5536,905,67618,658,51876,1785,0,197,51876,1785,42785,2052,9091,1647,15742,1826,22943,444,13666,1053,0,197,13666,1053,12379,1167,1287,562,9277,1107,7176,853,2332,535,2199,518,133,129,4844,822,20407,868,1611,576,1524,573,87,110,18796,1038,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2358978,12347,1109855,9041,106294,4712,29224,3009,348,320,28876,2958,12520,2026,16356,2318,77070,4673,139953,3925,96390,4669,1614,605,94776,4677,67513,4233,27263,3098,43563,3569,605726,5211,468542,7286,3261,1119,465281,7441,382745,8321,82536,5590,137184,6308,142506,2527,84551,3745,0,211,84551,3745,72572,3671,11979,1515,57955,3544,42317,2458,14402,2032,12094,1743,2308,835,27915,2244,73059,2550,7737,1391,6791,1323,946,365,65322,2701,1249123,7027,99076,3352,32065,2355,32,62,32033,2347,16146,1936,15887,2172,67011,3449,146119,3670,107469,4084,237,249,107232,4092,78458,4669,28774,3013,38650,3665,668323,4483,533898,6748,991,525,532907,6801,450705,7928,82202,4570,134425,5928,169851,2525,98312,3591,0,211,98312,3591,87892,3461,10420,1631,71539,3734,53305,2312,14508,1618,12896,1544,1612,549,38797,2579,112449,2568,8731,1383,7897,1311,834,526,103718,2838,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2306442,8199,1056908,5817,106254,4105,30910,3146,681,260,30229,3172,15106,2267,15123,2418,75344,4193,125304,3288,80411,3868,1805,856,78606,3971,56503,4158,22103,2709,44893,3489,591900,4338,464870,6224,4957,1330,459913,6436,395032,6670,64881,4517,127030,5199,139552,1916,76593,3292,0,208,76593,3292,68506,3396,8087,1440,62959,3101,40107,2293,9927,1475,8671,1389,1256,673,30180,2153,53791,2303,5822,1122,5081,997,741,395,47969,2420,1249534,5380,100502,3448,30210,2697,112,107,30098,2698,16366,2290,13732,2201,70292,3236,131347,3859,90608,4908,164,173,90444,4866,64276,4444,26168,2926,40739,4309,697483,4020,556008,7859,1308,587,554700,7890,480036,9095,74664,4928,141475,6922,173499,2250,93688,3703,0,208,93688,3703,82913,3481,10775,2035,79811,4111,50248,2332,10821,1462,9972,1465,849,372,39427,1918,96455,2850,6049,1154,5716,1099,333,191,90406,2749,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1431589,7001,655772,4584,66330,2332,20869,1973,424,334,20445,1993,7311,1311,13134,1816,45461,2464,78011,2145,50251,2872,1158,479,49093,2885,29297,2755,19796,2212,27760,2587,346902,3334,255197,4546,242,269,254955,4474,200942,4932,54013,3574,91705,4409,90163,1040,46379,2365,0,179,46379,2365,38231,2273,8148,1479,43784,2403,28378,1679,6335,992,5311,974,1024,421,22043,1630,45988,1646,4639,871,4467,859,172,148,41349,1685,775817,4513,67333,2364,25576,2103,0,179,25576,2103,12087,1664,13489,1607,41757,2568,79403,2031,55732,2681,55,89,55677,2669,36206,2660,19471,2123,23671,2148,395699,2608,315598,4485,299,327,315299,4458,259774,4850,55525,3389,80101,4396,115697,1181,64091,2507,0,179,64091,2507,57240,2443,6851,1090,51606,2370,35029,1800,9143,1278,8617,1241,526,284,25886,1659,82656,2009,6904,1023,6213,921,691,401,75752,2021,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
