GEO_ID,B19037D_001E,B19037D_001M,B19037D_002E,B19037D_002M,B19037D_003E,B19037D_003M,B19037D_004E,B19037D_004M,B19037D_005E,B19037D_005M,B19037D_006E,B19037D_006M,B19037D_007E,B19037D_007M,B19037D_008E,B19037D_008M,B19037D_009E,B19037D_009M,B19037D_010E,B19037D_010M,B19037D_011E,B19037D_011M,B19037D_012E,B19037D_012M,B19037D_013E,B19037D_013M,B19037D_014E,B19037D_014M,B19037D_015E,B19037D_015M,B19037D_016E,B19037D_016M,B19037D_017E,B19037D_017M,B19037D_018E,B19037D_018M,B19037D_019E,B19037D_019M,B19037D_020E,B19037D_020M,B19037D_021E,B19037D_021M,B19037D_022E,B19037D_022M,B19037D_023E,B19037D_023M,B19037D_024E,B19037D_024M,B19037D_025E,B19037D_025M,B19037D_026E,B19037D_026M,B19037D_027E,B19037D_027M,B19037D_028E,B19037D_028M,B19037D_029E,B19037D_029M,B19037D_030E,B19037D_030M,B19037D_031E,B19037D_031M,B19037D_032E,B19037D_032M,B19037D_033E,B19037D_033M,B19037D_034E,B19037D_034M,B19037D_035E,B19037D_035M,B19037D_036E,B19037D_036M,B19037D_037E,B19037D_037M,B19037D_038E,B19037D_038M,B19037D_039E,B19037D_039M,B19037D_040E,B19037D_040M,B19037D_041E,B19037D_041M,B19037D_042E,B19037D_042M,B19037D_043E,B19037D_043M,B19037D_044E,B19037D_044M,B19037D_045E,B19037D_045M,B19037D_046E,B19037D_046M,B19037D_047E,B19037D_047M,B19037D_048E,B19037D_048M,B19037D_049E,B19037D_049M,B19037D_050E,B19037D_050M,B19037D_051E,B19037D_051M,B19037D_052E,B19037D_052M,B19037D_053E,B19037D_053M,B19037D_054E,B19037D_054M,B19037D_055E,B19037D_055M,B19037D_056E,B19037D_056M,B19037D_057E,B19037D_057M,B19037D_058E,B19037D_058M,B19037D_059E,B19037D_059M,B19037D_060E,B19037D_060M,B19037D_061E,B19037D_061M,B19037D_062E,B19037D_062M,B19037D_063E,B19037D_063M,B19037D_064E,B19037D_064M,B19037D_065E,B19037D_065M,B19037D_066E,B19037D_066M,B19037D_067E,B19037D_067M,B19037D_068E,B19037D_068M,B19037D_069E,B19037D_069M,NAME,B19037D_001EA,B19037D_001MA,B19037D_002EA,B19037D_002MA,B19037D_003EA,B19037D_003MA,B19037D_004EA,B19037D_004MA,B19037D_005MA,B19037D_005EA,B19037D_006EA,B19037D_006MA,B19037D_007MA,B19037D_007EA,B19037D_008EA,B19037D_008MA,B19037D_009EA,B19037D_009MA,B19037D_010MA,B19037D_010EA,B19037D_011EA,B19037D_011MA,B19037D_012EA,B19037D_012MA,B19037D_013EA,B19037D_013MA,B19037D_014EA,B19037D_014MA,B19037D_015EA,B19037D_015MA,B19037D_016MA,B19037D_016EA,B19037D_017EA,B19037D_017MA,B19037D_018EA,B19037D_018MA,B19037D_019EA,B19037D_019MA,B19037D_020EA,B19037D_020MA,B19037D_021MA,B19037D_021EA,B19037D_022MA,B19037D_022EA,B19037D_023MA,B19037D_023EA,B19037D_024EA,B19037D_024MA,B19037D_025EA,B19037D_025MA,B19037D_026EA,B19037D_026MA,B19037D_027MA,B19037D_027EA,B19037D_028MA,B19037D_028EA,B19037D_029MA,B19037D_029EA,B19037D_030EA,B19037D_030MA,B19037D_031EA,B19037D_031MA,B19037D_032MA,B19037D_032EA,B19037D_033MA,B19037D_033EA,B19037D_034MA,B19037D_034EA,B19037D_035EA,B19037D_035MA,B19037D_036EA,B19037D_036MA,B19037D_037EA,B19037D_037MA,B19037D_038MA,B19037D_038EA,B19037D_039MA,B19037D_039EA,B19037D_040MA,B19037D_040EA,B19037D_041EA,B19037D_041MA,B19037D_042EA,B19037D_042MA,B19037D_043MA,B19037D_043EA,B19037D_044MA,B19037D_044EA,B19037D_045MA,B19037D_045EA,B19037D_046EA,B19037D_046MA,B19037D_047EA,B19037D_047MA,B19037D_048MA,B19037D_048EA,B19037D_049MA,B19037D_049EA,B19037D_050MA,B19037D_050EA,B19037D_051EA,B19037D_051MA,B19037D_052EA,B19037D_052MA,B19037D_053MA,B19037D_053EA,B19037D_054MA,B19037D_054EA,B19037D_055MA,B19037D_055EA,B19037D_056EA,B19037D_056MA,B19037D_057EA,B19037D_057MA,B19037D_058MA,B19037D_058EA,B19037D_059MA,B19037D_059EA,B19037D_060MA,B19037D_060EA,B19037D_061EA,B19037D_061MA,B19037D_062EA,B19037D_062MA,B19037D_063MA,B19037D_063EA,B19037D_064MA,B19037D_064EA,B19037D_065MA,B19037D_065EA,B19037D_066EA,B19037D_066MA,B19037D_067EA,B19037D_067MA,B19037D_068MA,B19037D_068EA,B19037D_069MA,B19037D_069EA,state
0400000US06,1585165,11631,49807,2785,18666,2068,3492,839,3860,1128,3170,807,1763,559,2340,714,2167,765,1625,521,1435,658,2132,911,1964,764,2984,829,1916,653,738,470,805,486,750,456,638093,8338,27912,3068,11733,1522,12988,1751,15818,1923,15901,1909,18256,2359,20286,2259,21010,2548,19748,2240,41658,3393,59453,3743,89400,4123,83705,4695,50766,3325,71188,4043,78271,4478,634090,7444,32248,2655,19470,1823,19935,2146,25342,2220,18693,1717,20962,2121,19743,1939,22281,2128,18912,1877,41457,2907,57810,2798,80491,3672,72064,4092,50378,2742,62866,3498,71438,3654,263175,5246,26635,2281,32985,2693,27343,2124,15989,1489,12645,1893,10047,1164,10470,1292,9477,1315,8382,1330,15708,1703,20556,2044,22656,1718,15502,1806,11745,1274,11578,1728,11457,1407,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46156,2440,2054,686,1111,642,111,165,0,189,73,106,53,84,34,53,30,50,203,135,55,87,35,59,210,165,0,189,0,189,106,167,33,55,0,189,22521,2140,1352,555,851,557,232,193,879,437,537,339,950,494,969,505,953,438,710,398,1912,679,2488,803,3423,800,3136,907,1214,535,1513,592,1402,560,16471,1322,505,400,413,271,1170,718,360,248,570,370,949,383,448,283,803,396,429,455,1150,496,1254,465,1848,601,2623,746,1233,607,1286,443,1430,494,5110,842,631,334,113,97,614,275,608,382,419,279,426,379,195,196,172,151,296,220,194,142,202,161,526,373,403,330,137,162,0,189,174,139,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44295,1927,1401,687,189,227,0,193,0,193,21,46,325,434,0,193,32,58,0,193,192,251,157,154,283,284,0,193,202,254,0,193,0,193,0,193,24016,1568,987,521,482,351,436,357,628,367,536,306,708,419,726,450,825,402,435,320,1194,472,2721,971,3081,817,3301,925,2595,755,2307,775,3054,701,15498,1155,327,256,584,341,260,217,227,218,309,238,323,245,373,249,259,164,920,456,1198,531,1236,418,2204,639,1739,618,1474,559,1321,417,2744,655,3380,578,97,118,56,72,115,159,253,228,97,126,194,202,209,215,284,211,58,103,64,75,418,308,240,178,269,208,358,224,165,170,503,234,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,150071,4771,4844,1112,1633,515,219,224,483,274,140,148,196,222,387,346,278,349,14,24,177,200,243,203,409,344,0,211,330,299,92,151,173,179,70,117,66309,3630,3880,1425,1618,582,2366,699,2964,903,1605,561,4589,1491,3399,1044,3234,1101,1914,670,6081,1693,8381,1644,9010,1498,7731,1686,4050,940,2695,678,2792,925,58392,3349,2480,731,2209,680,2180,714,1962,646,3289,1065,2817,776,3087,748,1942,597,2432,833,4543,1025,6335,1267,7795,1408,6256,1257,3367,928,2567,733,5131,1224,20526,1620,2267,877,1963,695,1731,646,864,411,1621,537,1176,416,1215,517,479,269,485,268,1374,492,1655,619,1778,773,1603,736,942,460,566,293,807,351,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,98633,3193,2855,734,1152,510,207,198,368,325,250,202,139,162,81,113,0,208,180,217,42,52,15,27,155,147,215,257,51,87,0,208,0,208,0,208,51810,2633,2653,988,1112,533,2086,791,1895,727,1976,612,2448,940,1888,881,1149,606,1437,590,3548,928,6017,1185,8404,1755,5996,1397,2382,834,3588,1097,5231,1482,36053,2294,849,409,1322,582,1246,531,2754,1045,1451,538,1727,619,1527,754,2140,734,1686,653,2806,1143,4084,1154,4198,873,3392,920,2387,850,1960,681,2524,765,7915,1247,670,385,351,249,569,408,374,256,668,415,336,255,205,190,261,302,468,311,769,549,542,326,818,360,285,260,272,223,384,261,943,528,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,174746,3493,2857,775,357,194,381,323,172,280,64,77,121,115,129,197,65,91,101,154,53,64,183,207,567,353,390,291,108,133,0,177,166,206,0,177,38499,2378,1685,591,1148,679,1043,523,1494,515,1015,595,1306,539,1157,514,1803,576,1830,561,2662,766,4805,886,7375,1208,4993,936,2128,488,2533,706,1522,490,73394,1956,2979,899,1152,459,2447,871,1667,599,1934,547,1970,538,2351,670,2286,633,2500,762,5713,1017,7570,1170,10082,1338,10770,1289,6083,881,8364,1139,5526,1076,59996,2265,3854,942,3425,636,2678,659,2333,683,3547,876,2789,815,2139,552,3106,729,2510,601,3507,668,6155,911,8520,1020,6257,865,2705,541,3497,622,2974,773,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,202196,4226,8985,1184,4614,1109,458,214,535,265,559,361,197,171,240,211,273,214,64,101,256,224,191,195,694,439,424,271,305,287,50,86,125,205,0,179,98799,3841,5427,1253,3513,1314,1994,718,2992,844,2994,923,2173,620,2945,1095,2055,685,3320,1176,4021,895,11816,1970,15096,1903,15603,1962,7222,1493,8934,1285,8694,1713,68269,2537,3885,814,1661,662,1808,620,2523,719,2491,842,2841,776,2653,836,2533,711,2055,638,4679,1278,5815,1095,8345,1278,8475,1232,4389,798,5676,1038,8440,1301,26143,1465,3706,949,1638,602,1227,408,1362,506,1087,429,1603,508,1395,589,1459,563,777,392,1586,606,2258,642,2574,596,1667,457,1151,426,892,318,1761,450,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
