GEO_ID,B13002B_001E,B13002B_001M,B13002B_002E,B13002B_002M,B13002B_003E,B13002B_003M,B13002B_004E,B13002B_004M,B13002B_005E,B13002B_005M,B13002B_006E,B13002B_006M,B13002B_007E,B13002B_007M,NAME,B13002B_001EA,B13002B_001MA,B13002B_002MA,B13002B_002EA,B13002B_003EA,B13002B_003MA,B13002B_004EA,B13002B_004MA,B13002B_005MA,B13002B_005EA,B13002B_006EA,B13002B_006MA,B13002B_007EA,B13002B_007MA,state
0400000US06,591491,7081,32801,2846,12742,1979,20059,2550,558690,7323,137268,5266,421422,7639,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,53501,2166,3971,954,2356,836,1615,591,49530,2172,14213,1679,35317,2146,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,101665,2717,4499,1049,1611,569,2888,887,97166,2816,23099,2265,74067,3333,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,54136,1331,2576,909,960,578,1616,630,51560,1730,14001,1960,37559,2162,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,83747,1031,3674,843,872,533,2802,779,80073,1329,12783,1496,67290,1795,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,857246,6532,50795,4383,18558,2417,32237,3644,806451,7599,219033,7985,587418,8464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,869391,5478,50799,3922,16692,2332,34107,3519,818592,6651,231896,8265,586696,9722,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,5058,836,728,547,506,405,222,358,4330,860,2008,697,2322,581,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,500858,4438,24208,2280,5000,1066,19208,2095,476650,4952,104055,4549,372595,5490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,159266,2230,11131,1859,2539,707,8592,1714,148135,2449,36397,2829,111738,2906,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,22115,1274,2352,807,613,348,1739,679,19763,1315,5627,792,14136,1396,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39999,1933,2569,735,1011,424,1558,616,37430,2007,10764,1374,26666,2390,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,88141,2090,5382,1310,2317,842,3065,946,82759,2386,20787,1965,61972,2617,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,391848,3480,21858,2807,5183,1163,16675,2393,369990,4495,98861,4712,271129,5147,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3287,565,130,113,68,82,62,77,3157,575,1259,466,1898,534,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,475374,3809,25392,2726,10046,1461,15346,2146,449982,4251,128454,4906,321528,5685,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,136058,3391,7391,1184,3038,811,4353,987,128667,3464,36393,2642,92274,3680,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,364827,2884,20028,2084,4104,1024,15924,1830,344799,3438,73891,3879,270908,4261,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,78359,2350,7266,1437,3812,1047,3454,939,71093,2521,21293,2517,49800,2784,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,305830,2796,17202,2147,3727,1030,13475,2113,288628,3295,77033,4514,211595,4900,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,185365,2520,12614,1934,2859,819,9755,1993,172751,2938,38516,2846,134235,3836,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20357,1555,1269,528,604,453,665,363,19088,1680,4786,878,14302,1657,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,58558,2223,3907,1137,1074,570,2833,872,54651,2324,13796,1833,40855,2632,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,331354,3926,17624,1913,7607,1440,10017,1535,313730,4457,86267,3942,227463,4847,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10241,1451,607,362,41,69,566,351,9634,1392,2530,1023,7104,1272,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,832585,7269,41328,3233,15306,2342,26022,2243,791257,7455,209176,6008,582081,7692,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,573424,4521,36038,3099,12439,2190,23599,2672,537386,5331,159101,6255,378285,7055,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2013,558,708,368,292,366,416,404,1305,573,634,376,671,429,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,366312,3693,23967,2975,6276,1686,17691,2311,342345,4768,74543,3974,267802,5657,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,68353,1850,4688,907,1669,567,3019,761,63665,1950,17627,1902,46038,2346,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16689,1345,652,306,182,150,470,303,16037,1372,3572,933,12465,1394,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,371345,4281,20117,2225,4053,1080,16064,2161,351228,4616,77910,3976,273318,5265,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18739,1533,1419,540,451,287,968,467,17320,1564,5285,968,12035,1564,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,345342,3409,20961,2032,3847,1070,17114,1753,324381,3802,88638,3802,235743,4048,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,300547,3475,16610,2250,4131,1482,12479,1763,283937,3879,70609,3719,213328,4496,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,850572,6744,48779,4271,19949,2890,28830,3340,801793,7653,249799,7349,551994,9237,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,7864,1071,163,182,163,182,0,181,7701,1043,2585,782,5116,913,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,426265,4639,22643,2481,10320,1560,12323,2057,403622,5149,120513,3863,283109,5904,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,62787,2655,4864,1258,3070,943,1794,872,57923,2622,19390,1948,38533,2700,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12847,1643,1514,679,131,142,1383,630,11333,1518,2581,812,8752,1312,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,97343,1908,5574,1280,1442,575,4132,1023,91769,1995,14797,2058,76972,2387,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
