Cause of Death,Ten-Year Age Groups,Race,Gender,Deaths,Population,"Crude Rate Per 100,000"
Preterm delivery,5-14 years,Black or African American,Female,1,"3,280,109"
Secondary uterine inertia,35-44 years,White,Female,1,"16,160,588"
Other uterine inertia,35-44 years,White,Female,1,"16,160,588"
Precipitate labour,15-24 years,White,Female,1,"16,168,141"
Intrapartum haemorrhage with coagulation defect,25-34 years,White,Female,1,"15,442,829"
Rupture of uterus during labour,25-34 years,White,Female,1,"15,442,829"
Rupture of uterus during labour,35-44 years,White,Female,2,"16,160,588"
Obstetric laceration of cervix,35-44 years,Black or African American,Female,1,"2,985,333"
Third-stage haemorrhage,25-34 years,Black or African American,Female,2,"3,032,924"
Third-stage haemorrhage,25-34 years,White,Female,2,"15,442,829"
Third-stage haemorrhage,35-44 years,White,Female,2,"16,160,588"
Third-stage haemorrhage,45-54 years,White,Female,1,"18,311,951"
Other immediate postpartum haemorrhage,25-34 years,Black or African American,Female,1,"3,032,924"
Other immediate postpartum haemorrhage,25-34 years,White,Female,2,"15,442,829"
Postpartum coagulation defects,15-24 years,Black or African American,Female,1,"3,541,617"
Postpartum coagulation defects,35-44 years,White,Female,2,"16,160,588"
Central nervous system complications of anaesthesia during labour and delivery,35-44 years,White,Female,1,"16,160,588"
"Complication of anaesthesia during labour and delivery, unspecified",25-34 years,White,Female,1,"15,442,829"
Shock during or following labour and delivery,15-24 years,White,Female,1,"16,168,141"
Other complications of obstetric surgery and procedures,15-24 years,White,Female,2,"16,168,141"
Other complications of obstetric surgery and procedures,25-34 years,Asian or Pacific Islander,Female,1,"1,486,467"
Other complications of obstetric surgery and procedures,25-34 years,Black or African American,Female,7,"3,032,924"
Other complications of obstetric surgery and procedures,25-34 years,White,Female,1,"15,442,829"
Other complications of obstetric surgery and procedures,35-44 years,White,Female,2,"16,160,588"
"Complication of labour and delivery, unspecified",15-24 years,Black or African American,Female,1,"3,541,617"
"Complication of labour and delivery, unspecified",15-24 years,White,Female,2,"16,168,141"
"Complication of labour and delivery, unspecified",25-34 years,Black or African American,Female,1,"3,032,924"
"Complication of labour and delivery, unspecified",25-34 years,White,Female,3,"15,442,829"
"Complication of labour and delivery, unspecified",35-44 years,Black or African American,Female,1,"2,985,333"
Puerperal sepsis,15-24 years,Black or African American,Female,5,"3,541,617"
Puerperal sepsis,15-24 years,White,Female,6,"16,168,141"
Puerperal sepsis,25-34 years,Black or African American,Female,4,"3,032,924"
Puerperal sepsis,25-34 years,White,Female,3,"15,442,829"
Puerperal sepsis,45-54 years,White,Female,1,"18,311,951"
Deep phlebothrombosis in the puerperium,25-34 years,White,Female,1,"15,442,829"
