VARIABLE,TYPE,LABEL,GROUP
S0201_001E,null,Estimate!!TOTAL NUMBER OF RACES REPORTED!!Total population,S0201
S0201_002E,int,Estimate!!TOTAL NUMBER OF RACES REPORTED!!Total population!!One race,S0201
S0201_003E,int,Estimate!!TOTAL NUMBER OF RACES REPORTED!!Total population!!Two races,S0201
S0201_004E,int,Estimate!!TOTAL NUMBER OF RACES REPORTED!!Total population!!Three races,S0201
S0201_005E,int,Estimate!!TOTAL NUMBER OF RACES REPORTED!!Total population!!Four or more races,S0201
S0201_006E,int,Estimate!!SEX AND AGE!!Total population,S0201
S0201_007E,int,Estimate!!SEX AND AGE!!Total population!!Male,S0201
S0201_008E,int,Estimate!!SEX AND AGE!!Total population!!Female,S0201
S0201_009E,int,Estimate!!SEX AND AGE!!Total population!!Under 5 years,S0201
S0201_010E,int,Estimate!!SEX AND AGE!!Total population!!5 to 17 years,S0201
S0201_011E,int,Estimate!!SEX AND AGE!!Total population!!18 to 24 years,S0201
S0201_012E,int,Estimate!!SEX AND AGE!!Total population!!25 to 34 years,S0201
S0201_013E,int,Estimate!!SEX AND AGE!!Total population!!35 to 44 years,S0201
S0201_014E,int,Estimate!!SEX AND AGE!!Total population!!45 to 54 years,S0201
S0201_015E,int,Estimate!!SEX AND AGE!!Total population!!55 to 64 years,S0201
S0201_016E,int,Estimate!!SEX AND AGE!!Total population!!65 to 74 years,S0201
S0201_017E,int,Estimate!!SEX AND AGE!!Total population!!75 years and over,S0201
S0201_018E,int,Estimate!!SEX AND AGE!!Total population!!Median age (years),S0201
S0201_019E,int,Estimate!!SEX AND AGE!!Total population!!18 years and over,S0201
S0201_020E,int,Estimate!!SEX AND AGE!!Total population!!21 years and over,S0201
S0201_021E,int,Estimate!!SEX AND AGE!!Total population!!62 years and over,S0201
S0201_022E,int,Estimate!!SEX AND AGE!!Total population!!65 years and over,S0201
S0201_023E,int,Estimate!!SEX AND AGE!!Total population!!Under 18 years,S0201
S0201_024E,int,Estimate!!SEX AND AGE!!Total population!!Under 18 years!!Male,S0201
S0201_025E,int,Estimate!!SEX AND AGE!!Total population!!Under 18 years!!Female,S0201
S0201_026E,int,Estimate!!SEX AND AGE!!Total population!!18 years and over,S0201
S0201_027E,int,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Male,S0201
S0201_028E,int,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Female,S0201
S0201_029E,int,Estimate!!SEX AND AGE!!Total population!!18 to 34 years,S0201
S0201_030E,int,Estimate!!SEX AND AGE!!Total population!!18 to 34 years!!Male,S0201
S0201_031E,int,Estimate!!SEX AND AGE!!Total population!!18 to 34 years!!Female,S0201
S0201_032E,int,Estimate!!SEX AND AGE!!Total population!!35 to 64 years,S0201
S0201_033E,int,Estimate!!SEX AND AGE!!Total population!!35 to 64 years!!Male,S0201
S0201_034E,int,Estimate!!SEX AND AGE!!Total population!!35 to 64 years!!Female,S0201
S0201_035E,int,Estimate!!SEX AND AGE!!Total population!!65 years and over,S0201
S0201_036E,int,Estimate!!SEX AND AGE!!Total population!!65 years and over!!Male,S0201
S0201_037E,int,Estimate!!SEX AND AGE!!Total population!!65 years and over!!Female,S0201
S0201_038E,int,Estimate!!RELATIONSHIP!!Population in households,S0201
S0201_039E,int,Estimate!!RELATIONSHIP!!Population in households!!Householder or spouse,S0201
S0201_040E,int,Estimate!!RELATIONSHIP!!Population in households!!Child,S0201
S0201_041E,int,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,S0201
S0201_042E,int,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,S0201
S0201_043E,int,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,S0201
S0201_044E,int,Estimate!!HOUSEHOLDS BY TYPE!!Households,S0201
S0201_045E,int,Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households,S0201
S0201_046E,int,Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!With own children of the householder under 18 years,S0201
S0201_047E,int,Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family,S0201
S0201_048E,int,Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family!!With own children of the householder under 18 years,S0201
S0201_049E,int,"Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no husband present, family",S0201
S0201_050E,int,"Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no husband present, family!!With own children of the householder under 18 years",S0201
