GEO_ID,S0902_C01_001E,S0902_C01_001M,S0902_C01_002E,S0902_C01_002M,S0902_C01_003E,S0902_C01_003M,S0902_C01_004E,S0902_C01_004M,S0902_C01_005E,S0902_C01_005M,S0902_C01_006E,S0902_C01_006M,S0902_C01_007E,S0902_C01_007M,S0902_C01_008E,S0902_C01_008M,S0902_C01_009E,S0902_C01_009M,S0902_C01_010E,S0902_C01_010M,S0902_C01_011E,S0902_C01_011M,S0902_C01_012E,S0902_C01_012M,S0902_C01_013E,S0902_C01_013M,S0902_C01_014E,S0902_C01_014M,S0902_C01_015E,S0902_C01_015M,S0902_C01_016E,S0902_C01_016M,S0902_C01_017E,S0902_C01_017M,S0902_C01_018E,S0902_C01_018M,S0902_C02_001E,S0902_C02_001M,S0902_C02_002E,S0902_C02_002M,S0902_C02_003E,S0902_C02_003M,S0902_C02_004E,S0902_C02_004M,S0902_C02_005E,S0902_C02_005M,S0902_C02_006E,S0902_C02_006M,S0902_C02_007E,S0902_C02_007M,S0902_C02_008E,S0902_C02_008M,S0902_C02_009E,S0902_C02_009M,S0902_C02_010E,S0902_C02_010M,S0902_C02_011E,S0902_C02_011M,S0902_C02_012E,S0902_C02_012M,S0902_C02_013E,S0902_C02_013M,S0902_C02_014E,S0902_C02_014M,S0902_C02_015E,S0902_C02_015M,S0902_C02_016E,S0902_C02_016M,S0902_C02_017E,S0902_C02_017M,S0902_C02_018E,S0902_C02_018M,S0902_C03_001E,S0902_C03_001M,S0902_C03_002E,S0902_C03_002M,S0902_C03_003E,S0902_C03_003M,S0902_C03_004E,S0902_C03_004M,S0902_C03_005E,S0902_C03_005M,S0902_C03_006E,S0902_C03_006M,S0902_C03_007E,S0902_C03_007M,S0902_C03_008E,S0902_C03_008M,S0902_C03_009E,S0902_C03_009M,S0902_C03_010E,S0902_C03_010M,S0902_C03_011E,S0902_C03_011M,S0902_C03_012E,S0902_C03_012M,S0902_C03_013E,S0902_C03_013M,S0902_C03_014E,S0902_C03_014M,S0902_C03_015E,S0902_C03_015M,S0902_C03_016E,S0902_C03_016M,S0902_C03_017E,S0902_C03_017M,S0902_C03_018E,S0902_C03_018M,S0902_C04_001E,S0902_C04_001M,S0902_C04_002E,S0902_C04_002M,S0902_C04_003E,S0902_C04_003M,S0902_C04_004E,S0902_C04_004M,S0902_C04_005E,S0902_C04_005M,S0902_C04_006E,S0902_C04_006M,S0902_C04_007E,S0902_C04_007M,S0902_C04_008E,S0902_C04_008M,S0902_C04_009E,S0902_C04_009M,S0902_C04_010E,S0902_C04_010M,S0902_C04_011E,S0902_C04_011M,S0902_C04_012E,S0902_C04_012M,S0902_C04_013E,S0902_C04_013M,S0902_C04_014E,S0902_C04_014M,S0902_C04_015E,S0902_C04_015M,S0902_C04_016E,S0902_C04_016M,S0902_C04_017E,S0902_C04_017M,S0902_C04_018E,S0902_C04_018M,NAME,S0902_C01_001MA,S0902_C01_001EA,S0902_C01_002EA,S0902_C01_002MA,S0902_C01_003MA,S0902_C01_003EA,S0902_C01_004EA,S0902_C01_004MA,S0902_C01_005EA,S0902_C01_005MA,S0902_C01_006MA,S0902_C01_006EA,S0902_C01_007MA,S0902_C01_007EA,S0902_C01_008EA,S0902_C01_008MA,S0902_C01_009EA,S0902_C01_009MA,S0902_C01_010EA,S0902_C01_010MA,S0902_C01_011EA,S0902_C01_011MA,S0902_C01_012EA,S0902_C01_012MA,S0902_C01_013MA,S0902_C01_013EA,S0902_C01_014EA,S0902_C01_014MA,S0902_C01_015EA,S0902_C01_015MA,S0902_C01_016EA,S0902_C01_016MA,S0902_C01_017EA,S0902_C01_017MA,S0902_C01_018EA,S0902_C01_018MA,S0902_C02_001MA,S0902_C02_001EA,S0902_C02_002EA,S0902_C02_002MA,S0902_C02_003EA,S0902_C02_003MA,S0902_C02_004MA,S0902_C02_004EA,S0902_C02_005MA,S0902_C02_005EA,S0902_C02_006EA,S0902_C02_006MA,S0902_C02_007MA,S0902_C02_007EA,S0902_C02_008MA,S0902_C02_008EA,S0902_C02_009MA,S0902_C02_009EA,S0902_C02_010EA,S0902_C02_010MA,S0902_C02_011MA,S0902_C02_011EA,S0902_C02_012MA,S0902_C02_012EA,S0902_C02_013EA,S0902_C02_013MA,S0902_C02_014MA,S0902_C02_014EA,S0902_C02_015MA,S0902_C02_015EA,S0902_C02_016EA,S0902_C02_016MA,S0902_C02_017EA,S0902_C02_017MA,S0902_C02_018MA,S0902_C02_018EA,S0902_C03_001EA,S0902_C03_001MA,S0902_C03_002EA,S0902_C03_002MA,S0902_C03_003MA,S0902_C03_003EA,S0902_C03_004EA,S0902_C03_004MA,S0902_C03_005EA,S0902_C03_005MA,S0902_C03_006MA,S0902_C03_006EA,S0902_C03_007EA,S0902_C03_007MA,S0902_C03_008EA,S0902_C03_008MA,S0902_C03_009MA,S0902_C03_009EA,S0902_C03_010EA,S0902_C03_010MA,S0902_C03_011EA,S0902_C03_011MA,S0902_C03_012MA,S0902_C03_012EA,S0902_C03_013MA,S0902_C03_013EA,S0902_C03_014MA,S0902_C03_014EA,S0902_C03_015EA,S0902_C03_015MA,S0902_C03_016EA,S0902_C03_016MA,S0902_C03_017MA,S0902_C03_017EA,S0902_C03_018EA,S0902_C03_018MA,S0902_C04_001MA,S0902_C04_001EA,S0902_C04_002EA,S0902_C04_002MA,S0902_C04_003EA,S0902_C04_003MA,S0902_C04_004MA,S0902_C04_004EA,S0902_C04_005MA,S0902_C04_005EA,S0902_C04_006EA,S0902_C04_006MA,S0902_C04_007MA,S0902_C04_007EA,S0902_C04_008EA,S0902_C04_008MA,S0902_C04_009MA,S0902_C04_009EA,S0902_C04_010EA,S0902_C04_010MA,S0902_C04_011EA,S0902_C04_011MA,S0902_C04_012EA,S0902_C04_012MA,S0902_C04_013EA,S0902_C04_013MA,S0902_C04_014EA,S0902_C04_014MA,S0902_C04_015MA,S0902_C04_015EA,S0902_C04_016EA,S0902_C04_016MA,S0902_C04_017EA,S0902_C04_017MA,S0902_C04_018EA,S0902_C04_018MA,state
0400000US01,338270,4752,292060,4327,88.5,1.0,11.5,1.0,46210,3194,173769,3549,0.6,0.3,164501,3350,1.4,0.4,3.0,0.7,310918,5072,58.6,1.5,7.7,1.0,30.7,1.5,3.1,0.6,272487,5438,6.3,0.9,33.4,1.5,202286,2710,177938,2966,85.0,1.4,15.0,1.4,24348,2125,104683,2094,0.8,0.4,97603,2131,1.4,0.5,1.8,0.7,185269,3205,70.1,1.9,7.0,1.1,19.1,1.7,3.7,0.8,160573,3501,4.5,0.9,35.0,1.8,111381,2836,92695,2717,94.2,1.2,5.8,1.2,18686,2401,56596,2143,0.5,0.4,54785,2329,1.3,0.6,4.9,1.5,102645,2944,37.1,2.7,7.5,1.6,53.7,2.9,1.8,0.8,92254,2751,9.3,2.2,30.6,2.7,14039,2368,12084,2069,91.9,3.9,8.1,3.9,1955,818,6391,1350,-999999999.0,-999999999.0,7648,1756,-999999999.0,-999999999.0,5.4,4.3,12988,2330,64.8,9.9,12.4,6.4,20.0,7.8,2.9,2.9,11039,1922,5.6,4.1,36.8,8.5,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US04,455642,4965,383660,6506,94.6,0.7,5.4,0.7,71982,5746,233187,3297,0.8,0.3,222455,3582,2.1,0.5,2.9,0.8,430637,4803,56.8,1.7,10.2,1.2,28.3,1.4,4.8,0.7,370492,6261,7.5,0.8,36.4,1.6,199264,2962,172920,3730,93.7,1.1,6.3,1.1,26344,3396,102004,2066,0.9,0.5,97260,2565,1.6,0.7,2.2,0.9,182378,3106,63.6,2.7,9.8,1.8,20.9,2.0,5.7,1.0,161873,4091,5.0,1.2,41.2,2.2,24170,2712,19328,2399,96.8,3.4,3.2,3.4,4842,1608,12369,1731,-999999999.0,-999999999.0,11801,1458,-999999999.0,-999999999.0,-999999999.0,-999999999.0,22527,2746,36.6,11.1,14.8,8.3,41.7,10.3,7.0,5.2,20568,2488,8.6,4.2,36.7,8.1,185011,1777,152220,3612,96.0,0.9,4.0,0.9,32791,3424,94912,1551,0.9,0.5,90099,1425,2.5,0.9,4.2,1.4,180557,1682,52.6,2.9,10.1,1.8,33.4,2.8,3.8,1.0,149839,3539,9.4,1.4,34.1,2.7,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,196256,4013,168670,3583,91.6,1.1,8.4,1.1,27586,2500,102875,3280,1.0,0.5,93381,2799,3.5,1.0,3.4,1.0,179308,3989,57.4,2.1,8.8,1.3,30.7,2.1,3.1,0.9,155124,4453,6.4,1.1,35.8,2.0,130471,2612,114348,2311,90.0,1.4,10.0,1.4,16123,1855,67864,1915,0.8,0.5,62607,1950,3.0,1.0,2.3,0.9,119696,2790,65.8,2.4,8.1,1.5,23.4,2.5,2.8,0.9,103128,3108,4.9,1.1,36.2,2.2,41474,2101,35797,1878,97.1,1.3,2.9,1.3,5677,1256,21456,1481,2.0,1.6,20018,1626,1.0,1.1,4.6,2.2,36271,2113,28.9,4.7,9.9,3.5,59.4,5.2,1.7,1.1,33094,2312,7.6,2.2,33.9,4.3,17417,1942,12914,1651,92.2,4.8,7.8,4.8,4503,1110,9547,1754,-999999999.0,-999999999.0,7870,1220,-999999999.0,-999999999.0,10.3,6.5,16801,1933,59.1,9.3,8.8,4.3,25.0,7.6,7.2,4.4,13710,2081,11.3,5.7,39.7,8.2,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2751463,6220,2420594,11094,90.9,0.3,9.1,0.3,330869,8867,1424514,5002,1.1,0.1,1326949,4364,1.6,0.2,2.3,0.3,2610579,7907,62.3,0.7,8.6,0.4,26.2,0.7,2.9,0.3,2219870,11961,5.4,0.2,29.7,0.5,802274,2852,719576,4878,85.7,0.7,14.3,0.7,82698,4361,418634,2297,1.2,0.3,383640,2430,1.1,0.2,1.4,0.5,741182,3931,66.0,1.2,8.6,0.7,21.3,1.0,4.2,0.6,649880,5795,4.1,0.4,33.1,0.9,183773,5408,156846,5541,90.8,1.6,9.2,1.6,26927,3199,96566,4098,1.4,0.7,87207,3323,0.8,0.4,2.7,1.1,172513,5410,36.1,2.8,9.1,1.5,51.5,2.6,3.3,1.1,145516,4583,8.5,1.6,26.7,2.5,1353616,2451,1158681,7701,94.4,0.4,5.6,0.4,194935,7372,696394,1999,1.0,0.2,657222,2189,2.2,0.3,3.3,0.4,1316860,3905,62.3,1.1,8.8,0.5,27.1,1.0,1.8,0.3,1096723,7918,6.2,0.4,30.7,0.8,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,339145,3651,297065,4271,92.7,0.9,7.3,0.9,42080,3443,176868,2641,0.7,0.4,162277,3072,1.7,0.5,2.4,0.7,309050,3776,64.7,1.9,8.1,1.0,22.4,1.5,4.8,0.8,272261,4177,4.7,0.7,43.4,1.7,208184,2299,184833,3255,91.7,1.1,8.3,1.1,23351,2622,109397,1993,0.5,0.3,98787,1315,1.4,0.6,0.9,0.6,187064,2519,67.0,2.1,8.0,1.4,18.6,1.9,6.4,1.3,169450,2934,3.8,1.0,44.1,1.8,15629,1487,14113,1518,96.6,3.1,3.4,3.1,1516,564,7544,898,-999999999.0,-999999999.0,8085,1449,-999999999.0,-999999999.0,-999999999.0,-999999999.0,14048,1550,51.8,12.8,3.9,2.6,42.1,13.0,2.2,2.4,11348,1565,7.1,4.7,40.1,9.2,93591,2467,78285,2885,94.4,1.7,5.6,1.7,15306,2022,48223,1882,1.4,1.2,45368,1895,2.5,1.0,6.3,2.4,89405,2473,60.2,3.7,9.3,2.2,27.9,3.0,2.6,1.0,74728,3058,6.4,1.7,44.2,3.4,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,254836,1475,229567,2851,84.5,1.3,15.5,1.3,25269,2441,129528,1260,0.8,0.5,125308,1210,0.7,0.3,1.1,0.4,224958,2451,63.2,1.9,6.4,0.9,29.0,1.7,1.3,0.5,203780,3331,3.4,0.7,43.3,2.0,162782,264,149948,1860,82.1,1.8,17.9,1.8,12834,1838,83643,154,0.8,0.5,79139,229,0.4,0.3,0.4,0.3,142263,1978,73.8,2.6,6.2,1.2,19.1,2.1,0.9,0.4,129294,2556,2.1,0.7,43.6,2.3,31874,1297,28725,1427,90.0,3.0,10.0,3.0,3149,890,16755,882,-999999999.0,-999999999.0,15119,954,-999999999.0,-999999999.0,2.9,2.1,29030,1243,35.4,6.6,4.4,2.2,57.0,6.7,3.2,1.8,24966,1620,5.5,2.6,38.7,5.5,43811,786,35867,1302,93.4,1.8,6.6,1.8,7944,1112,22444,571,0.6,0.7,21367,781,1.3,0.9,3.2,1.5,41532,735,44.4,4.9,6.6,2.1,47.4,5.0,1.6,1.3,35476,1323,6.7,2.0,47.9,4.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US12,1219318,9588,1060300,11532,88.7,0.6,11.3,0.6,159018,7402,629783,7004,0.9,0.3,589535,6932,1.6,0.3,2.4,0.4,1142628,9528,56.6,1.0,8.9,0.6,31.0,0.9,3.5,0.4,994565,10974,6.3,0.6,33.8,0.9,563298,4316,495617,6028,85.7,1.0,14.3,1.0,67681,4793,291259,3931,0.8,0.3,272039,2717,1.4,0.4,1.5,0.4,522925,4821,64.0,1.6,8.7,1.0,23.4,1.3,3.9,0.4,456631,6301,5.4,0.7,37.0,1.6,265298,6783,228060,6556,92.9,1.1,7.1,1.1,37238,3975,136367,4929,0.4,0.3,128931,4481,0.8,0.4,5.3,1.2,246353,6718,37.0,2.3,9.4,1.5,51.1,2.3,2.6,0.8,219540,7171,7.8,1.0,30.8,2.2,329202,4983,278991,5108,90.4,1.1,9.6,1.1,50211,3920,171871,2911,1.2,0.5,157331,4413,2.6,0.9,2.0,0.7,317502,5031,58.4,2.2,9.0,1.2,30.0,2.1,2.7,0.7,268191,5960,7.0,1.0,31.4,1.9,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,722839,10704,618083,10405,89.6,0.7,10.4,0.7,104756,5600,372181,7944,0.9,0.3,350658,7080,1.6,0.4,2.3,0.5,664879,11131,57.4,1.3,7.5,0.7,31.3,1.2,3.8,0.7,587795,11940,6.8,0.5,33.8,1.4,352421,5263,302172,4924,86.7,1.3,13.3,1.3,50249,4408,182010,4763,1.1,0.5,170411,4631,2.4,0.8,1.6,0.6,321061,5522,70.1,1.7,7.7,1.1,17.7,1.5,4.4,1.0,287450,6403,6.6,0.9,36.3,1.7,257440,6795,220448,6120,92.9,1.1,7.1,1.1,36992,3238,131724,4972,0.4,0.3,125716,4472,0.6,0.5,2.9,0.9,238247,6776,36.8,2.5,6.9,1.1,53.3,2.6,3.0,0.8,211652,7655,7.7,0.9,30.6,2.1,74526,5676,60276,4976,92.7,2.7,7.3,2.7,14250,2500,38819,3437,2.0,1.6,35707,4078,2.2,1.6,5.0,2.6,70909,5470,61.3,5.5,9.8,2.9,26.1,4.3,2.8,1.4,59486,5376,7.0,2.1,36.7,5.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US17,913267,4091,805981,5620,87.1,0.6,12.9,0.6,107286,5726,471557,3223,0.4,0.1,441710,2852,1.1,0.3,2.3,0.5,852696,5032,60.5,1.0,7.8,0.6,29.0,0.9,2.8,0.5,738248,6757,5.0,0.4,38.4,0.9,501770,1953,455229,3520,84.3,1.0,15.7,1.0,46541,3418,258737,1304,0.5,0.2,243033,1774,1.1,0.3,1.4,0.3,462957,3319,70.8,1.2,7.4,0.7,18.6,1.0,3.1,0.7,404414,4123,3.2,0.5,41.6,1.2,171763,2887,144723,3442,92.8,1.0,7.2,1.0,27040,2497,89495,1809,-999999999.0,-999999999.0,82268,1913,-999999999.0,-999999999.0,2.6,0.9,160950,2921,27.8,2.7,7.5,1.4,62.0,2.6,2.7,1.0,139723,3878,9.9,1.4,28.8,1.9,186584,2366,156535,3575,90.8,1.3,9.2,1.3,30049,3043,97162,1869,0.5,0.4,89422,1392,2.1,0.9,4.8,1.6,181587,2346,61.5,2.8,9.0,1.4,27.7,2.6,1.7,0.7,150386,3247,5.6,1.1,40.5,2.3,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,473141,4813,413502,5745,87.4,0.8,12.6,0.8,59639,3934,245863,4089,0.8,0.3,227278,2791,1.2,0.3,2.7,0.7,425791,4759,62.0,1.2,7.8,0.8,26.3,1.2,4.0,0.6,381863,6472,5.4,0.6,37.1,1.2,358316,2122,316760,3143,86.8,0.9,13.2,0.9,41556,3226,184249,1620,0.7,0.3,174067,1921,0.8,0.3,2.2,0.6,322526,2912,67.7,1.4,7.4,0.7,20.8,1.2,4.0,0.6,286817,3801,4.0,0.7,39.6,1.5,55620,2922,47929,2953,93.5,1.7,6.5,1.7,7691,1510,29534,1960,-999999999.0,-999999999.0,26086,2035,-999999999.0,-999999999.0,6.8,4.1,49696,2658,31.4,4.8,10.1,3.7,57.1,5.1,1.4,0.9,46088,3180,9.1,2.3,28.3,3.8,35946,2688,27249,2147,87.1,3.5,12.9,3.5,8697,1763,19169,2218,2.5,1.9,16777,1364,3.3,2.5,3.5,2.1,34135,2628,57.4,5.3,9.0,2.6,29.6,5.6,4.0,2.1,29693,2739,13.5,4.5,31.2,4.7,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
