GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012E,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_047M,S2507_C01_048E,S2507_C01_048M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004EA,S2507_C01_004MA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006MA,S2507_C01_006EA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009EA,S2507_C01_009MA,S2507_C01_010MA,S2507_C01_010EA,S2507_C01_011MA,S2507_C01_011EA,S2507_C01_012MA,S2507_C01_012EA,S2507_C01_013MA,S2507_C01_013EA,S2507_C01_014EA,S2507_C01_014MA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019EA,S2507_C01_019MA,S2507_C01_020EA,S2507_C01_020MA,S2507_C01_021MA,S2507_C01_021EA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023EA,S2507_C01_023MA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025EA,S2507_C01_025MA,S2507_C01_026EA,S2507_C01_026MA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028MA,S2507_C01_028EA,S2507_C01_029MA,S2507_C01_029EA,S2507_C01_030EA,S2507_C01_030MA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033MA,S2507_C01_033EA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035MA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040EA,S2507_C01_040MA,S2507_C01_041EA,S2507_C01_041MA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046MA,S2507_C01_046EA,S2507_C01_047EA,S2507_C01_047MA,S2507_C01_048EA,S2507_C01_048MA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_051EA,S2507_C01_051MA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053MA,S2507_C01_053EA,S2507_C01_054EA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057EA,S2507_C01_057MA,S2507_C01_058EA,S2507_C01_058MA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060MA,S2507_C01_060EA,S2507_C01_061EA,S2507_C01_061MA,S2507_C01_062MA,S2507_C01_062EA,state
0400000US01,498438,9912,27.7,0.9,25.6,0.9,15.5,0.6,11.7,0.6,10.8,0.6,5.9,0.5,2.9,0.3,91700,2531,9.7,0.7,26.3,0.9,14.1,0.8,16.3,0.9,16.1,0.8,7.0,0.6,6.3,0.6,4.3,0.5,34930,912,40.9,1.1,16.6,0.7,10.9,0.7,29.9,0.9,1.7,0.3,1.2,0.2,3.4,0.4,7.2,0.5,12.6,0.7,13.2,0.8,13.7,0.7,12.0,0.7,16.7,1.0,9.3,0.6,5.0,0.4,5.8,0.5,346,4,25.8,0.8,6.3,0.5,6.4,0.5,13.2,0.7,22.5,1.0,16.7,0.9,4.3,0.4,1.5,0.2,16.3,0.9,15.2,0.8,0.9,0.2,0.1,0.1,16.1,0.8,15.8,0.8,0.3,0.1,0.0,0.1,17.6,0.9,17.5,0.9,0.1,0.1,0.0,0.1,1.7,0.3,57.1,1.0,10.8,0.6,5.9,0.4,26.1,0.9,388,9,30.4,-888888888.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,01
0400000US02,50126,2618,14.7,2.2,10.3,1.7,11.9,2.0,12.7,2.3,25.8,2.7,19.7,2.8,4.9,1.3,201300,14176,6.2,1.8,16.0,2.4,9.9,1.7,12.4,1.7,18.9,2.3,13.7,2.3,14.7,2.3,8.3,1.7,56000,3714,33.0,2.8,16.8,2.3,12.5,1.8,37.3,2.8,0.3,0.2,2.4,0.9,3.3,1.1,3.4,0.9,6.7,1.9,5.4,1.1,7.6,1.6,6.8,1.3,14.3,2.1,15.2,2.2,9.9,1.9,24.9,2.9,499,20,16.5,2.2,3.8,1.0,3.0,1.2,9.7,1.9,15.3,2.0,8.3,1.6,4.1,1.0,2.9,1.1,12.4,1.7,9.6,1.5,2.1,1.0,0.7,0.4,18.9,2.3,17.4,2.3,1.4,0.8,0.1,0.1,36.7,2.9,36.6,2.9,0.1,0.1,0.0,0.3,0.3,0.2,14.5,2.4,12.1,2.0,45.7,3.1,27.8,2.3,2264,208,22.6,-888888888.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,02
0400000US04,457935,8752,19.7,0.7,16.8,0.8,14.9,0.8,14.3,0.7,16.2,0.8,11.4,0.8,6.6,0.6,144500,4108,7.9,0.7,22.7,0.8,14.9,0.8,16.6,0.9,16.7,0.8,8.5,0.7,7.5,0.6,5.2,0.5,38891,1084,32.5,0.9,15.1,0.9,10.9,0.7,39.6,1.2,1.9,0.3,3.7,0.5,4.6,0.6,6.3,0.5,9.6,0.8,11.1,0.7,11.3,0.8,11.1,0.7,16.9,1.0,10.8,0.7,6.0,0.5,8.6,0.5,366,5,21.0,0.9,5.8,0.5,5.0,0.5,10.1,0.7,22.6,1.0,16.1,0.9,4.7,0.5,1.8,0.3,16.6,0.9,15.0,0.8,1.4,0.3,0.2,0.1,16.7,0.8,16.4,0.8,0.3,0.1,0.1,0.1,21.2,0.8,21.1,0.8,0.1,0.1,0.0,0.1,1.9,0.3,30.3,0.9,24.9,0.8,34.0,1.0,10.7,0.6,1204,25,28.7,-888888888.0,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,04
0400000US05,318350,6991,29.2,1.3,29.0,1.2,16.3,0.9,10.1,0.7,9.2,0.7,4.1,0.5,2.1,0.4,85900,1728,8.3,0.8,26.7,1.1,15.6,0.9,16.4,1.0,15.6,0.9,8.3,0.8,5.8,0.6,3.3,0.4,34547,1042,45.3,1.3,15.8,1.0,10.6,0.8,27.0,1.1,1.4,0.3,2.0,0.4,5.1,0.6,10.3,0.8,13.6,1.0,16.0,0.9,13.4,0.9,10.9,0.8,14.5,0.9,6.9,0.6,3.6,0.5,3.8,0.4,311,5,24.7,1.2,8.1,0.8,6.6,0.6,10.0,0.9,24.5,1.0,20.1,1.0,3.7,0.4,0.7,0.2,16.4,1.0,15.9,1.0,0.4,0.2,0.0,0.1,15.6,0.9,15.4,0.9,0.2,0.1,0.0,0.1,17.4,1.0,17.4,1.0,0.0,0.1,0.0,0.1,1.4,0.3,62.2,1.1,17.8,0.9,9.7,0.7,10.3,0.8,509,15,28.4,-888888888.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,05
0400000US06,1719621,18951,10.0,0.3,7.1,0.3,6.3,0.2,7.0,0.3,13.4,0.3,23.4,0.5,32.7,0.5,345500,3284,5.9,0.3,19.7,0.4,11.9,0.3,14.4,0.4,16.8,0.4,10.8,0.4,10.8,0.4,9.7,0.3,47777,557,17.2,0.4,9.8,0.4,9.7,0.4,61.9,0.5,1.3,0.1,2.0,0.2,2.5,0.2,4.4,0.2,6.6,0.3,8.5,0.3,9.6,0.3,8.9,0.3,14.7,0.4,12.0,0.4,8.5,0.3,22.4,0.5,452,5,17.5,0.4,3.8,0.2,3.5,0.2,10.3,0.4,18.6,0.4,10.9,0.4,4.1,0.2,3.5,0.2,14.4,0.4,11.6,0.4,1.9,0.2,0.8,0.1,16.8,0.4,15.6,0.4,0.9,0.1,0.3,0.1,31.3,0.5,30.8,0.5,0.4,0.1,0.1,0.1,1.3,0.1,19.9,0.4,23.4,0.5,49.9,0.5,6.8,0.3,1668,24,29.4,-888888888.0,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,06
0400000US08,318027,6814,13.0,1.0,7.8,0.7,10.9,0.8,15.0,0.9,24.8,1.1,17.7,1.0,10.8,0.6,211900,4497,5.6,0.6,20.7,1.2,12.5,0.8,15.8,0.9,17.8,1.0,9.8,0.7,10.0,0.7,7.8,0.7,45273,1482,23.6,1.0,14.2,0.9,12.5,0.8,48.6,1.2,1.1,0.3,0.8,0.2,2.4,0.4,5.1,0.6,8.2,0.7,11.5,0.8,13.3,0.8,11.8,0.8,18.5,0.9,11.4,0.8,6.6,0.7,10.4,0.8,387,5,17.8,0.9,3.5,0.5,4.4,0.5,9.9,0.7,19.9,1.1,13.8,0.8,4.2,0.6,1.9,0.4,15.8,0.9,14.1,0.8,1.5,0.3,0.1,0.1,17.8,1.0,17.4,1.0,0.3,0.1,0.1,0.1,27.6,1.0,27.5,1.0,0.1,0.1,0.0,0.1,1.1,0.3,28.1,1.2,32.0,1.0,37.6,1.3,2.3,0.4,1248,27,28.0,-888888888.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,08
0400000US09,263560,6166,3.3,0.5,3.9,0.6,6.7,0.7,13.8,0.9,29.6,1.2,25.9,1.0,16.7,1.2,274200,4637,3.9,0.6,17.4,1.1,10.7,0.9,15.3,1.0,17.3,1.2,11.0,0.7,11.9,0.9,12.5,0.9,52435,1580,15.3,1.0,14.0,0.9,13.1,1.0,56.7,1.3,1.0,0.3,0.2,0.1,0.1,0.1,0.3,0.1,0.5,0.2,0.8,0.2,1.3,0.3,2.4,0.5,6.6,0.7,11.7,1.0,15.3,0.9,60.9,1.4,777,10,14.3,1.0,0.3,0.1,1.0,0.3,13.0,1.1,16.7,1.2,2.1,0.4,5.5,0.6,9.1,0.8,15.3,1.0,6.7,0.7,6.2,0.7,2.4,0.4,17.3,1.2,13.5,1.0,3.3,0.5,0.5,0.2,35.4,1.2,34.0,1.2,1.1,0.3,0.2,0.1,1.0,0.3,3.7,0.6,3.8,0.6,91.6,0.7,1.0,0.2,4701,82,28.0,-888888888.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,09
0400000US10,69037,2701,13.3,1.8,7.6,1.4,8.0,1.3,13.1,1.9,27.7,2.1,23.0,2.2,7.3,1.2,226500,7400,5.5,1.0,21.6,2.4,12.0,1.9,15.7,1.6,18.7,2.0,9.7,1.5,9.7,1.6,7.2,1.3,44392,3319,24.1,2.4,12.1,1.9,11.2,1.7,51.8,2.6,0.8,0.4,0.1,0.1,2.1,0.6,3.0,0.7,8.8,1.7,9.8,1.4,10.0,1.7,11.2,1.6,17.7,1.9,12.5,1.6,9.2,1.5,15.5,1.9,428,13,19.6,2.2,3.8,1.0,4.2,1.2,11.6,1.8,18.7,2.1,11.8,1.8,3.9,1.0,3.0,1.0,15.7,1.6,13.5,1.6,1.8,0.7,0.4,0.2,18.7,2.0,17.8,2.0,0.7,0.3,0.2,0.2,26.5,2.5,26.3,2.5,0.2,0.3,0.0,0.2,0.8,0.4,44.8,2.3,24.5,2.3,22.9,2.1,7.8,1.2,831,56,31.7,-888888888.0,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,10
0400000US11,24535,1627,3.6,1.6,2.4,1.3,4.4,2.4,4.6,1.6,20.3,3.5,28.6,3.9,36.0,3.8,383600,25505,6.9,2.6,13.1,2.9,8.0,2.6,13.5,2.8,16.4,3.0,8.9,2.1,16.6,3.7,16.4,3.1,61535,9321,11.2,3.2,9.6,2.5,12.3,3.3,65.5,4.0,1.4,1.3,3.2,2.4,0.4,0.5,1.8,1.0,4.6,1.9,7.8,2.1,7.2,2.4,7.2,2.6,12.2,3.0,13.0,2.9,8.9,2.4,33.8,4.0,546,32,13.8,2.7,1.5,0.8,2.6,1.3,9.7,2.8,12.9,3.1,7.1,2.9,2.7,1.2,3.1,1.4,13.5,2.8,10.7,2.8,1.3,0.9,1.5,1.0,16.4,3.0,14.1,2.8,1.6,1.1,0.7,0.6,42.0,4.5,41.2,4.6,0.6,0.6,0.2,0.3,1.4,1.3,28.4,4.5,21.5,3.7,46.1,5.0,3.9,1.6,1427,172,21.5,-888888888.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,11
0400000US12,1729175,14629,16.4,0.5,19.8,0.4,15.4,0.4,14.2,0.4,15.9,0.4,11.1,0.4,7.1,0.3,143300,2323,8.2,0.3,23.4,0.5,14.1,0.4,15.9,0.4,16.9,0.4,8.5,0.3,7.1,0.3,5.9,0.3,38568,521,30.3,0.6,15.9,0.4,11.7,0.4,40.3,0.6,1.9,0.2,1.3,0.1,2.4,0.2,4.0,0.2,6.1,0.3,7.6,0.4,8.1,0.3,9.0,0.3,16.6,0.4,13.6,0.4,9.8,0.4,21.5,0.5,470,3,21.7,0.5,3.6,0.2,4.1,0.2,14.0,0.4,22.2,0.5,11.7,0.4,6.4,0.3,4.1,0.2,15.9,0.4,12.8,0.3,2.3,0.2,0.8,0.1,16.9,0.4,15.6,0.3,0.9,0.1,0.3,0.1,21.5,0.4,21.0,0.4,0.4,0.1,0.1,0.1,1.9,0.2,26.8,0.6,21.0,0.5,42.8,0.5,9.4,0.3,1409,18,30.9,-888888888.0,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,12
