GEO_ID,S0902_C01_001E,S0902_C01_001M,S0902_C01_002E,S0902_C01_002M,S0902_C01_003E,S0902_C01_003M,S0902_C01_004E,S0902_C01_004M,S0902_C01_005E,S0902_C01_005M,S0902_C01_006E,S0902_C01_006M,S0902_C01_007E,S0902_C01_007M,S0902_C01_008E,S0902_C01_008M,S0902_C01_009E,S0902_C01_009M,S0902_C01_010E,S0902_C01_010M,S0902_C01_011E,S0902_C01_011M,S0902_C01_012E,S0902_C01_012M,S0902_C01_013E,S0902_C01_013M,S0902_C01_014E,S0902_C01_014M,S0902_C01_015E,S0902_C01_015M,S0902_C01_016E,S0902_C01_016M,S0902_C01_017E,S0902_C01_017M,S0902_C01_018E,S0902_C01_018M,S0902_C02_001E,S0902_C02_001M,S0902_C02_002E,S0902_C02_002M,S0902_C02_003E,S0902_C02_003M,S0902_C02_004E,S0902_C02_004M,S0902_C02_005E,S0902_C02_005M,S0902_C02_006E,S0902_C02_006M,S0902_C02_007E,S0902_C02_007M,S0902_C02_008E,S0902_C02_008M,S0902_C02_009E,S0902_C02_009M,S0902_C02_010E,S0902_C02_010M,S0902_C02_011E,S0902_C02_011M,S0902_C02_012E,S0902_C02_012M,S0902_C02_013E,S0902_C02_013M,S0902_C02_014E,S0902_C02_014M,S0902_C02_015E,S0902_C02_015M,S0902_C02_016E,S0902_C02_016M,S0902_C02_017E,S0902_C02_017M,S0902_C02_018E,S0902_C02_018M,S0902_C03_001E,S0902_C03_001M,S0902_C03_002E,S0902_C03_002M,S0902_C03_003E,S0902_C03_003M,S0902_C03_004E,S0902_C03_004M,S0902_C03_005E,S0902_C03_005M,S0902_C03_006E,S0902_C03_006M,S0902_C03_007E,S0902_C03_007M,S0902_C03_008E,S0902_C03_008M,S0902_C03_009E,S0902_C03_009M,S0902_C03_010E,S0902_C03_010M,S0902_C03_011E,S0902_C03_011M,S0902_C03_012E,S0902_C03_012M,S0902_C03_013E,S0902_C03_013M,S0902_C03_014E,S0902_C03_014M,S0902_C03_015E,S0902_C03_015M,S0902_C03_016E,S0902_C03_016M,S0902_C03_017E,S0902_C03_017M,S0902_C03_018E,S0902_C03_018M,S0902_C04_001E,S0902_C04_001M,S0902_C04_002E,S0902_C04_002M,S0902_C04_003E,S0902_C04_003M,S0902_C04_004E,S0902_C04_004M,S0902_C04_005E,S0902_C04_005M,S0902_C04_006E,S0902_C04_006M,S0902_C04_007E,S0902_C04_007M,S0902_C04_008E,S0902_C04_008M,S0902_C04_009E,S0902_C04_009M,S0902_C04_010E,S0902_C04_010M,S0902_C04_011E,S0902_C04_011M,S0902_C04_012E,S0902_C04_012M,S0902_C04_013E,S0902_C04_013M,S0902_C04_014E,S0902_C04_014M,S0902_C04_015E,S0902_C04_015M,S0902_C04_016E,S0902_C04_016M,S0902_C04_017E,S0902_C04_017M,S0902_C04_018E,S0902_C04_018M,NAME,S0902_C01_001EA,S0902_C01_001MA,S0902_C01_002MA,S0902_C01_002EA,S0902_C01_003MA,S0902_C01_003EA,S0902_C01_004MA,S0902_C01_004EA,S0902_C01_005EA,S0902_C01_005MA,S0902_C01_006MA,S0902_C01_006EA,S0902_C01_007MA,S0902_C01_007EA,S0902_C01_008EA,S0902_C01_008MA,S0902_C01_009MA,S0902_C01_009EA,S0902_C01_010EA,S0902_C01_010MA,S0902_C01_011MA,S0902_C01_011EA,S0902_C01_012EA,S0902_C01_012MA,S0902_C01_013EA,S0902_C01_013MA,S0902_C01_014MA,S0902_C01_014EA,S0902_C01_015EA,S0902_C01_015MA,S0902_C01_016EA,S0902_C01_016MA,S0902_C01_017MA,S0902_C01_017EA,S0902_C01_018EA,S0902_C01_018MA,S0902_C02_001MA,S0902_C02_001EA,S0902_C02_002EA,S0902_C02_002MA,S0902_C02_003MA,S0902_C02_003EA,S0902_C02_004EA,S0902_C02_004MA,S0902_C02_005EA,S0902_C02_005MA,S0902_C02_006MA,S0902_C02_006EA,S0902_C02_007EA,S0902_C02_007MA,S0902_C02_008MA,S0902_C02_008EA,S0902_C02_009EA,S0902_C02_009MA,S0902_C02_010EA,S0902_C02_010MA,S0902_C02_011EA,S0902_C02_011MA,S0902_C02_012MA,S0902_C02_012EA,S0902_C02_013EA,S0902_C02_013MA,S0902_C02_014EA,S0902_C02_014MA,S0902_C02_015MA,S0902_C02_015EA,S0902_C02_016EA,S0902_C02_016MA,S0902_C02_017MA,S0902_C02_017EA,S0902_C02_018EA,S0902_C02_018MA,S0902_C03_001EA,S0902_C03_001MA,S0902_C03_002MA,S0902_C03_002EA,S0902_C03_003EA,S0902_C03_003MA,S0902_C03_004EA,S0902_C03_004MA,S0902_C03_005MA,S0902_C03_005EA,S0902_C03_006EA,S0902_C03_006MA,S0902_C03_007MA,S0902_C03_007EA,S0902_C03_008MA,S0902_C03_008EA,S0902_C03_009EA,S0902_C03_009MA,S0902_C03_010MA,S0902_C03_010EA,S0902_C03_011EA,S0902_C03_011MA,S0902_C03_012EA,S0902_C03_012MA,S0902_C03_013MA,S0902_C03_013EA,S0902_C03_014EA,S0902_C03_014MA,S0902_C03_015MA,S0902_C03_015EA,S0902_C03_016MA,S0902_C03_016EA,S0902_C03_017MA,S0902_C03_017EA,S0902_C03_018MA,S0902_C03_018EA,S0902_C04_001MA,S0902_C04_001EA,S0902_C04_002EA,S0902_C04_002MA,S0902_C04_003MA,S0902_C04_003EA,S0902_C04_004MA,S0902_C04_004EA,S0902_C04_005MA,S0902_C04_005EA,S0902_C04_006EA,S0902_C04_006MA,S0902_C04_007EA,S0902_C04_007MA,S0902_C04_008MA,S0902_C04_008EA,S0902_C04_009EA,S0902_C04_009MA,S0902_C04_010EA,S0902_C04_010MA,S0902_C04_011MA,S0902_C04_011EA,S0902_C04_012EA,S0902_C04_012MA,S0902_C04_013EA,S0902_C04_013MA,S0902_C04_014EA,S0902_C04_014MA,S0902_C04_015MA,S0902_C04_015EA,S0902_C04_016EA,S0902_C04_016MA,S0902_C04_017EA,S0902_C04_017MA,S0902_C04_018MA,S0902_C04_018EA,state
0400000US01,348077,5228,298265,4994,88.8,1.2,11.2,1.2,49812,3539,180183,3921,1.0,0.4,167894,3511,2.4,0.6,2.8,0.5,324553,5767,55.9,1.7,7.5,1.0,32.7,1.7,3.9,0.7,284521,6543,6.5,0.9,35.8,1.5,208000,2837,180499,2892,85.8,1.4,14.2,1.4,27501,2704,108547,1975,1.3,0.6,99453,2079,2.5,0.7,2.7,0.8,194792,3960,66.5,2.0,8.0,1.2,21.3,1.8,4.2,1.1,167318,4049,5.6,1.0,37.2,2.2,115046,3290,96894,3805,93.8,1.9,6.2,1.9,18152,2426,59407,2565,0.5,0.7,55639,2423,1.5,0.9,3.3,1.1,106689,3246,35.0,3.2,6.4,1.7,55.4,3.4,3.1,0.9,96579,3895,8.2,1.8,32.9,2.5,12364,1979,9974,1790,90.3,5.6,9.7,5.6,2390,787,6658,1546,-999999999.0,-999999999.0,5706,1294,-999999999.0,-999999999.0,-999999999.0,-999999999.0,11598,2030,65.4,8.0,9.4,5.4,19.1,8.1,6.1,3.3,10093,1679,4.6,3.6,47.7,8.5,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US04,460186,3796,386731,4787,93.7,0.8,6.3,0.8,73455,5047,237729,2999,1.0,0.4,222457,2474,2.5,0.6,3.1,0.7,431858,3369,58.0,1.5,9.2,1.0,28.1,1.4,4.6,0.8,371927,5407,8.5,0.8,37.4,1.6,205620,2235,181097,2986,92.4,1.2,7.6,1.2,24523,2553,107836,1935,0.3,0.2,97784,1853,1.0,0.5,2.2,0.9,189077,2532,60.6,2.3,9.7,1.4,23.1,1.7,6.6,1.2,166185,3423,5.5,1.2,42.5,2.3,23795,1769,20451,1859,98.0,1.7,2.0,1.7,3344,1036,12875,1419,-999999999.0,-999999999.0,10920,1359,-999999999.0,-999999999.0,5.2,5.2,21738,1572,32.7,5.8,11.0,4.6,51.3,6.9,5.1,3.2,19275,1812,8.9,4.5,34.6,6.1,183979,1538,148116,3377,94.7,1.2,5.3,1.2,35863,3377,93444,1453,2.0,0.9,90535,1264,4.3,1.1,3.7,1.1,177632,2058,59.6,2.7,9.1,1.6,28.3,2.6,2.9,0.8,148073,2919,10.1,1.5,35.3,2.8,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,210433,5040,174059,4861,91.9,1.5,8.1,1.5,36374,3204,106703,3685,1.6,0.6,103730,3540,3.9,1.1,2.6,0.8,193976,5052,58.0,2.1,6.5,1.0,29.9,1.9,5.6,1.2,171325,6013,7.4,1.2,39.5,2.5,140059,3488,117212,3634,89.5,2.0,10.5,2.0,22847,2470,72707,2370,1.4,0.7,67352,2399,4.9,1.5,2.2,0.9,129220,3542,63.6,2.3,6.8,1.4,23.6,2.1,6.0,1.5,112375,4266,6.3,1.1,42.5,3.0,43449,2459,36016,2568,97.7,1.3,2.3,1.3,7433,1282,20704,1806,2.2,1.5,22745,2045,1.2,1.0,4.6,2.1,39098,2510,35.7,5.2,5.5,1.8,56.0,5.5,2.8,1.6,36483,2807,9.5,2.6,32.1,4.5,16651,1803,12532,1561,95.4,2.6,4.6,2.6,4119,971,8580,1400,-999999999.0,-999999999.0,8071,1153,-999999999.0,-999999999.0,2.4,2.1,16273,1828,60.6,7.3,7.1,3.7,22.4,7.3,9.9,3.7,13711,1609,4.5,2.9,37.7,6.5,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2825690,8034,2492098,12784,91.0,0.4,9.0,0.4,333592,10157,1459601,4761,0.9,0.1,1366089,5379,1.9,0.2,2.3,0.2,2662486,9110,63.0,0.7,8.8,0.3,25.3,0.6,2.8,0.2,2279692,13485,5.3,0.3,30.8,0.6,843134,4590,763813,6859,84.8,0.9,15.2,0.9,79321,4552,434949,2787,0.7,0.2,408185,2691,1.4,0.4,1.2,0.3,772464,5401,66.6,1.1,8.6,0.7,20.1,0.9,4.8,0.5,687825,7017,3.8,0.4,34.2,1.1,191413,4428,165844,4601,93.0,1.2,7.0,1.2,25569,2718,97036,3021,0.8,0.5,94377,3098,1.0,0.6,2.0,0.8,178777,4514,36.1,2.7,9.2,1.4,52.5,2.9,2.1,0.6,154342,4877,8.0,1.2,27.4,2.1,1355379,2661,1155509,8185,94.6,0.4,5.4,0.4,199870,7940,700324,1920,1.1,0.2,655055,2000,2.5,0.3,3.6,0.4,1312745,4704,62.8,1.0,9.4,0.5,26.4,0.8,1.4,0.2,1089583,8062,6.6,0.5,31.5,0.9,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,343494,4163,299840,4885,91.2,1.1,8.8,1.1,43654,3635,177919,3466,1.3,0.5,165575,2939,2.3,0.7,2.0,0.6,314453,4414,60.4,1.6,8.5,1.0,25.5,1.5,5.6,0.9,277442,5135,4.0,0.7,44.0,1.4,209723,2007,187122,3201,89.8,1.3,10.2,1.3,22601,2547,108719,1857,0.5,0.3,101004,1522,1.1,0.5,1.1,0.7,189225,3289,64.9,2.0,7.9,1.2,20.1,1.9,7.0,1.3,168880,3024,3.5,0.8,44.5,1.9,16871,1489,15582,1499,93.7,3.8,6.3,3.8,1289,544,9557,1230,-999999999.0,-999999999.0,7314,1126,-999999999.0,-999999999.0,-999999999.0,-999999999.0,15562,1464,34.9,6.9,13.5,6.4,48.2,8.3,3.3,2.5,13205,1338,-999999999.0,-999999999.0,35.7,6.7,92768,1919,76679,2630,94.9,1.2,5.1,1.2,16089,2143,47871,1666,3.1,1.5,44897,1335,5.2,2.2,4.5,1.5,88239,1985,55.8,3.0,8.5,1.8,32.2,2.8,3.4,0.9,74851,2507,5.6,1.6,43.7,2.6,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,249494,1865,228738,2634,81.6,1.5,18.4,1.5,20756,2157,127826,1453,0.5,0.3,121668,1467,0.9,0.5,1.1,0.5,219488,3403,61.2,1.9,8.0,1.1,29.2,1.9,1.7,0.7,200450,3100,3.5,0.7,40.9,1.7,158786,1034,149281,1662,79.3,2.1,20.7,2.1,9505,1382,81493,615,0.3,0.2,77293,508,0.6,0.4,0.5,0.4,137539,2562,70.4,2.1,8.5,1.5,20.0,2.1,1.1,0.5,127613,2237,1.9,0.6,41.3,2.0,32584,1416,28648,1703,84.4,3.5,15.6,3.5,3936,1204,16566,1031,-999999999.0,-999999999.0,16018,983,-999999999.0,-999999999.0,2.4,2.4,29508,1782,37.3,6.2,7.4,3.2,53.2,7.0,2.1,2.0,26758,1601,6.3,3.1,37.7,5.9,44314,906,37804,1621,92.2,2.1,7.8,2.1,6510,1303,22869,709,-999999999.0,-999999999.0,21445,743,-999999999.0,-999999999.0,2.1,1.5,41686,1167,43.4,5.2,7.3,2.4,45.7,5.3,3.5,2.1,34851,1723,7.5,2.7,43.6,5.2,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,67720,1635,60065,1927,84.4,2.6,15.6,2.6,7655,1391,33890,1363,0.8,0.6,33830,1244,1.2,1.3,1.1,1.0,60593,1937,58.7,3.8,9.0,2.4,28.9,3.9,3.4,1.6,53863,2047,6.1,1.8,34.1,3.8,37100,107,33410,942,77.4,4.3,22.6,4.3,3690,936,18606,107,-999999999.0,-999999999.0,18494,265,-999999999.0,-999999999.0,-999999999.0,-999999999.0,33688,1066,71.6,4.4,10.4,2.9,14.7,3.6,3.3,2.3,29283,1046,4.3,1.9,37.9,5.1,18934,1279,16175,1398,93.5,3.1,6.5,3.1,2759,819,8944,942,-999999999.0,-999999999.0,9990,1239,-999999999.0,-999999999.0,-999999999.0,-999999999.0,15798,1136,35.6,7.6,3.9,2.8,58.1,7.9,2.4,2.3,15840,1528,10.3,4.4,29.4,6.6,8010,1093,7053,1045,94.2,5.0,5.8,5.0,957,599,4287,855,-999999999.0,-999999999.0,3723,639,-999999999.0,-999999999.0,-999999999.0,-999999999.0,7630,1122,46.2,14.3,13.8,13.3,40.0,15.4,0.0,2.1,6221,1176,-999999999.0,-999999999.0,39.9,13.6,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,10
0400000US12,1230917,7805,1059498,10329,87.7,0.8,12.3,0.8,171419,8659,633225,7058,0.8,0.2,597692,5884,1.7,0.3,2.3,0.4,1161103,8554,56.7,0.9,8.0,0.5,31.7,0.8,3.6,0.4,1003074,10065,6.6,0.6,33.9,0.9,585331,3267,510857,5241,84.3,1.1,15.7,1.1,74474,4939,302053,2577,0.9,0.4,283278,2652,1.7,0.4,1.6,0.5,545116,5153,64.9,1.4,7.9,0.7,22.7,1.2,4.5,0.5,475593,5143,5.3,0.7,38.4,1.3,268790,6015,227139,5823,93.1,1.1,6.9,1.1,41651,3740,137457,5005,0.5,0.2,131333,3616,1.2,0.5,3.6,0.9,251519,5693,34.3,1.9,8.0,1.3,54.8,2.0,2.8,0.7,222183,6003,8.6,1.2,28.6,2.2,320185,3434,271301,5162,90.4,1.2,9.6,1.2,48884,4154,166868,2893,0.9,0.4,153317,2660,2.4,0.6,2.7,0.8,311980,3807,57.2,1.8,8.6,1.1,31.3,1.8,2.9,0.6,258991,4915,7.8,1.2,30.5,1.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,719466,8085,613515,8673,89.8,0.9,10.2,0.9,105951,6554,370326,5415,0.6,0.2,349140,5847,1.6,0.4,3.4,0.6,658279,7557,57.4,1.2,8.0,0.7,31.7,1.2,2.9,0.4,579471,10421,7.0,0.6,33.7,1.1,346114,5089,300090,5235,86.7,1.2,13.3,1.2,46024,3683,177309,3695,0.6,0.4,168805,4187,1.8,0.6,2.5,0.7,315996,5172,70.0,1.5,7.5,1.0,18.8,1.2,3.7,0.6,278734,6239,5.7,0.7,35.8,1.5,265817,5333,224813,5436,92.9,1.5,7.1,1.5,41004,3885,135780,4190,0.6,0.3,130037,3606,0.8,0.6,4.6,1.2,243505,6165,37.8,2.3,7.8,1.2,52.6,2.4,1.8,0.5,214726,5885,8.4,1.1,31.7,1.9,70415,3470,53274,3436,92.3,2.4,7.7,2.4,17141,2201,37543,2745,1.2,0.7,32872,2520,4.1,2.4,4.3,2.1,66707,3117,61.9,3.8,12.2,2.9,23.8,3.1,2.0,1.1,55958,4084,11.5,2.6,37.5,4.7,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US17,927071,6392,826275,7925,86.8,0.8,13.2,0.8,100796,5754,471685,3986,0.6,0.2,455386,6113,1.0,0.3,2.4,0.4,855278,4469,62.9,0.9,7.5,0.6,26.8,0.9,2.8,0.4,744294,8283,5.3,0.4,39.4,1.0,516318,3319,470076,4614,84.3,1.1,15.7,1.1,46242,3795,262648,1878,0.5,0.2,253670,3015,0.8,0.3,1.2,0.3,472150,3552,72.9,1.1,6.3,0.7,17.4,0.9,3.4,0.5,413933,5026,3.5,0.5,43.4,1.3,174559,4080,148603,4750,91.8,1.2,8.2,1.2,25956,2853,89468,2681,0.7,0.4,85091,2650,0.7,0.4,4.4,1.2,162034,2603,28.8,2.5,9.4,1.8,59.6,2.8,2.2,0.8,138554,4345,10.2,1.4,30.4,2.7,182105,2254,156069,3028,90.7,1.2,9.3,1.2,26036,2391,93008,1750,0.8,0.5,89097,1700,1.9,0.9,4.1,1.4,176665,2151,65.3,2.2,9.8,1.6,23.5,1.8,1.5,0.7,147431,3519,6.6,1.2,38.8,2.3,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
