GEO_ID,S1001_C01_001E,S1001_C01_001M,S1001_C01_002E,S1001_C01_002M,S1001_C01_003E,S1001_C01_003M,S1001_C01_004E,S1001_C01_004M,S1001_C01_005E,S1001_C01_005M,S1001_C01_006E,S1001_C01_006M,S1001_C01_007E,S1001_C01_007M,S1001_C01_008E,S1001_C01_008M,S1001_C01_009E,S1001_C01_009M,S1001_C01_010E,S1001_C01_010M,S1001_C01_011E,S1001_C01_011M,S1001_C01_012E,S1001_C01_012M,S1001_C01_013E,S1001_C01_013M,S1001_C01_014E,S1001_C01_014M,S1001_C01_015E,S1001_C01_015M,S1001_C01_016E,S1001_C01_016M,S1001_C01_017E,S1001_C01_017M,S1001_C01_018E,S1001_C01_018M,S1001_C01_019E,S1001_C01_019M,S1001_C01_020E,S1001_C01_020M,S1001_C01_021E,S1001_C01_021M,S1001_C01_022E,S1001_C01_022M,S1001_C01_023E,S1001_C01_023M,S1001_C01_024E,S1001_C01_024M,S1001_C01_025E,S1001_C01_025M,S1001_C01_026E,S1001_C01_026M,S1001_C01_027E,S1001_C01_027M,S1001_C01_028E,S1001_C01_028M,S1001_C01_029E,S1001_C01_029M,S1001_C02_001E,S1001_C02_001M,S1001_C02_002E,S1001_C02_002M,S1001_C02_003E,S1001_C02_003M,S1001_C02_004E,S1001_C02_004M,S1001_C02_005E,S1001_C02_005M,S1001_C02_006E,S1001_C02_006M,S1001_C02_007E,S1001_C02_007M,S1001_C02_008E,S1001_C02_008M,S1001_C02_009E,S1001_C02_009M,S1001_C02_010E,S1001_C02_010M,S1001_C02_011E,S1001_C02_011M,S1001_C02_012E,S1001_C02_012M,S1001_C02_013E,S1001_C02_013M,S1001_C02_014E,S1001_C02_014M,S1001_C02_015E,S1001_C02_015M,S1001_C02_016E,S1001_C02_016M,S1001_C02_017E,S1001_C02_017M,S1001_C02_018E,S1001_C02_018M,S1001_C02_019E,S1001_C02_019M,S1001_C02_020E,S1001_C02_020M,S1001_C02_021E,S1001_C02_021M,S1001_C02_022E,S1001_C02_022M,S1001_C02_023E,S1001_C02_023M,S1001_C02_024E,S1001_C02_024M,S1001_C02_025E,S1001_C02_025M,S1001_C02_026E,S1001_C02_026M,S1001_C02_027E,S1001_C02_027M,S1001_C02_028E,S1001_C02_028M,S1001_C02_029E,S1001_C02_029M,S1001_C03_001E,S1001_C03_001M,S1001_C03_002E,S1001_C03_002M,S1001_C03_003E,S1001_C03_003M,S1001_C03_004E,S1001_C03_004M,S1001_C03_005E,S1001_C03_005M,S1001_C03_006E,S1001_C03_006M,S1001_C03_007E,S1001_C03_007M,S1001_C03_008E,S1001_C03_008M,S1001_C03_009E,S1001_C03_009M,S1001_C03_010E,S1001_C03_010M,S1001_C03_011E,S1001_C03_011M,S1001_C03_012E,S1001_C03_012M,S1001_C03_013E,S1001_C03_013M,S1001_C03_014E,S1001_C03_014M,S1001_C03_015E,S1001_C03_015M,S1001_C03_016E,S1001_C03_016M,S1001_C03_017E,S1001_C03_017M,S1001_C03_018E,S1001_C03_018M,S1001_C03_019E,S1001_C03_019M,S1001_C03_020E,S1001_C03_020M,S1001_C03_021E,S1001_C03_021M,S1001_C03_022E,S1001_C03_022M,S1001_C03_023E,S1001_C03_023M,S1001_C03_024E,S1001_C03_024M,S1001_C03_025E,S1001_C03_025M,S1001_C03_026E,S1001_C03_026M,S1001_C03_027E,S1001_C03_027M,S1001_C03_028E,S1001_C03_028M,S1001_C03_029E,S1001_C03_029M,NAME,S1001_C01_001EA,S1001_C01_001MA,S1001_C01_002MA,S1001_C01_002EA,S1001_C01_003MA,S1001_C01_003EA,S1001_C01_004MA,S1001_C01_004EA,S1001_C01_005MA,S1001_C01_005EA,S1001_C01_006EA,S1001_C01_006MA,S1001_C01_007MA,S1001_C01_007EA,S1001_C01_008EA,S1001_C01_008MA,S1001_C01_009MA,S1001_C01_009EA,S1001_C01_010MA,S1001_C01_010EA,S1001_C01_011EA,S1001_C01_011MA,S1001_C01_012EA,S1001_C01_012MA,S1001_C01_013EA,S1001_C01_013MA,S1001_C01_014EA,S1001_C01_014MA,S1001_C01_015MA,S1001_C01_015EA,S1001_C01_016EA,S1001_C01_016MA,S1001_C01_017EA,S1001_C01_017MA,S1001_C01_018EA,S1001_C01_018MA,S1001_C01_019EA,S1001_C01_019MA,S1001_C01_020MA,S1001_C01_020EA,S1001_C01_021EA,S1001_C01_021MA,S1001_C01_022MA,S1001_C01_022EA,S1001_C01_023EA,S1001_C01_023MA,S1001_C01_024EA,S1001_C01_024MA,S1001_C01_025EA,S1001_C01_025MA,S1001_C01_026EA,S1001_C01_026MA,S1001_C01_027EA,S1001_C01_027MA,S1001_C01_028EA,S1001_C01_028MA,S1001_C01_029MA,S1001_C01_029EA,S1001_C02_001MA,S1001_C02_001EA,S1001_C02_002MA,S1001_C02_002EA,S1001_C02_003MA,S1001_C02_003EA,S1001_C02_004EA,S1001_C02_004MA,S1001_C02_005EA,S1001_C02_005MA,S1001_C02_006MA,S1001_C02_006EA,S1001_C02_007EA,S1001_C02_007MA,S1001_C02_008MA,S1001_C02_008EA,S1001_C02_009EA,S1001_C02_009MA,S1001_C02_010MA,S1001_C02_010EA,S1001_C02_011EA,S1001_C02_011MA,S1001_C02_012MA,S1001_C02_012EA,S1001_C02_013EA,S1001_C02_013MA,S1001_C02_014MA,S1001_C02_014EA,S1001_C02_015EA,S1001_C02_015MA,S1001_C02_016MA,S1001_C02_016EA,S1001_C02_017MA,S1001_C02_017EA,S1001_C02_018EA,S1001_C02_018MA,S1001_C02_019MA,S1001_C02_019EA,S1001_C02_020EA,S1001_C02_020MA,S1001_C02_021EA,S1001_C02_021MA,S1001_C02_022MA,S1001_C02_022EA,S1001_C02_023MA,S1001_C02_023EA,S1001_C02_024MA,S1001_C02_024EA,S1001_C02_025EA,S1001_C02_025MA,S1001_C02_026MA,S1001_C02_026EA,S1001_C02_027EA,S1001_C02_027MA,S1001_C02_028EA,S1001_C02_028MA,S1001_C02_029EA,S1001_C02_029MA,S1001_C03_001EA,S1001_C03_001MA,S1001_C03_002MA,S1001_C03_002EA,S1001_C03_003MA,S1001_C03_003EA,S1001_C03_004EA,S1001_C03_004MA,S1001_C03_005MA,S1001_C03_005EA,S1001_C03_006MA,S1001_C03_006EA,S1001_C03_007EA,S1001_C03_007MA,S1001_C03_008MA,S1001_C03_008EA,S1001_C03_009EA,S1001_C03_009MA,S1001_C03_010MA,S1001_C03_010EA,S1001_C03_011MA,S1001_C03_011EA,S1001_C03_012EA,S1001_C03_012MA,S1001_C03_013MA,S1001_C03_013EA,S1001_C03_014EA,S1001_C03_014MA,S1001_C03_015EA,S1001_C03_015MA,S1001_C03_016MA,S1001_C03_016EA,S1001_C03_017EA,S1001_C03_017MA,S1001_C03_018MA,S1001_C03_018EA,S1001_C03_019MA,S1001_C03_019EA,S1001_C03_020EA,S1001_C03_020MA,S1001_C03_021EA,S1001_C03_021MA,S1001_C03_022MA,S1001_C03_022EA,S1001_C03_023EA,S1001_C03_023MA,S1001_C03_024MA,S1001_C03_024EA,S1001_C03_025MA,S1001_C03_025EA,S1001_C03_026EA,S1001_C03_026MA,S1001_C03_027EA,S1001_C03_027MA,S1001_C03_028EA,S1001_C03_028MA,S1001_C03_029EA,S1001_C03_029MA,state
0400000US01,111920,7320,42.4,2.8,34.0,2.6,23.6,2.6,97.0,1.0,50.8,3.4,44.3,3.5,0.5,0.3,0.3,0.3,0.0,0.2,1.1,0.8,3.0,1.0,3.1,1.2,49.0,3.5,99.5,0.4,0.5,0.4,111920,7320,7.1,1.6,39506,2112,111920,7320,52.4,3.5,31.7,3.3,68.3,3.3,111920,7320,76.1,2.6,23.9,2.6,71.1,3.2,7.0,1.8,21.9,2.9,72071,5902,38.8,3.3,35.9,3.2,25.3,3.5,96.1,1.4,51.9,4.6,42.5,4.5,0.8,0.5,0.3,0.3,0.0,0.2,0.6,0.5,3.9,1.4,3.4,1.5,49.5,4.8,99.3,0.6,0.7,0.6,72071,5902,8.2,2.1,36165,2604,72071,5902,51.3,4.1,36.4,4.0,63.6,4.0,72071,5902,73.8,3.2,26.2,3.2,69.6,4.4,8.0,2.5,22.4,4.0,29464,4107,23.3,4.8,37.9,4.5,38.8,5.4,95.0,2.8,57.8,6.4,34.5,6.2,1.9,1.2,0.7,0.8,0.0,0.6,0.2,0.4,5.0,2.8,2.3,2.1,55.9,6.5,98.8,1.4,1.2,1.4,29464,4107,9.5,3.6,34543,3516,29464,4107,39.4,7.3,36.0,6.7,64.0,6.7,29464,4107,79.3,5.5,20.7,5.5,74.2,6.0,8.0,3.5,17.8,5.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,139684,8770,49.8,2.4,28.5,2.0,21.7,1.9,94.5,1.3,62.0,3.2,3.9,1.1,14.5,2.2,1.2,0.7,0.1,0.2,12.9,2.0,5.5,1.3,50.2,2.9,29.1,3.0,98.2,0.8,1.8,0.8,139684,8770,3.8,1.0,50697,2882,139684,8770,53.4,3.7,25.8,3.3,74.2,3.3,139684,8770,71.1,3.9,28.9,3.9,80.8,2.9,5.6,1.6,13.6,2.6,81095,7060,49.6,3.2,28.3,2.9,22.1,2.5,94.6,1.7,62.3,4.1,4.1,1.5,14.7,3.0,1.1,1.1,0.0,0.3,12.4,2.6,5.4,1.7,49.5,4.2,30.7,4.5,98.2,0.7,1.8,0.7,81095,7060,4.5,1.3,44559,5532,81095,7060,56.9,4.1,27.5,4.4,72.5,4.4,81095,7060,68.8,4.5,31.2,4.5,77.8,4.0,5.6,2.1,16.6,3.5,19601,2437,17.4,5.2,36.2,6.5,46.4,5.7,91.9,3.2,59.6,8.0,5.8,4.1,13.1,4.8,3.5,4.1,0.0,1.1,10.0,5.8,8.1,3.2,39.2,8.5,36.5,7.8,99.4,0.5,0.6,0.5,19601,2437,4.7,2.4,33444,8984,19601,2437,40.8,8.6,29.0,9.0,71.0,9.0,19601,2437,71.5,8.4,28.5,8.4,76.2,6.7,6.8,4.5,17.0,5.3,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,731853,20281,49.8,1.2,28.6,1.0,21.6,0.9,92.0,0.6,54.6,1.4,8.2,0.6,1.3,0.3,7.7,0.7,0.7,0.2,19.6,1.4,8.0,0.6,60.8,1.3,18.9,0.8,96.5,0.4,3.5,0.4,731853,20281,3.2,0.3,61669,1331,731853,20281,39.5,1.4,17.8,1.2,82.2,1.2,731853,20281,65.5,1.4,34.5,1.4,82.8,1.0,14.3,1.0,2.9,0.4,307809,12067,45.0,1.8,29.3,1.5,25.7,1.5,89.7,1.3,54.7,1.9,9.8,1.1,2.3,0.6,6.1,0.9,0.9,0.4,15.9,1.9,10.3,1.3,57.2,2.0,20.4,1.3,96.6,0.6,3.4,0.6,307809,12067,4.3,0.6,56562,2480,307809,12067,43.2,2.1,20.0,1.7,80.0,1.7,307809,12067,62.7,2.0,37.3,2.0,81.3,1.6,15.8,1.6,2.9,0.7,80828,7078,22.6,3.0,33.3,2.8,44.1,3.3,89.8,2.3,53.9,4.1,17.7,2.9,3.1,1.2,5.8,1.8,1.0,1.0,8.3,2.0,10.2,2.3,43.1,3.9,25.3,3.4,97.5,1.0,2.5,1.0,80828,7078,8.5,1.7,36791,2181,80828,7078,38.4,4.1,28.2,3.5,71.8,3.5,80828,7078,58.2,4.5,41.8,4.5,76.8,3.7,18.6,3.3,4.6,1.6,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,66767,5826,43.9,3.7,31.4,2.8,24.6,2.9,91.1,2.2,72.0,4.0,5.9,1.7,1.2,0.9,1.2,0.8,0.4,0.7,10.4,3.3,8.9,2.2,42.0,4.1,46.1,3.7,98.6,1.0,1.4,1.0,66767,5826,4.7,1.2,53392,3483,66767,5826,38.7,4.7,18.5,3.7,81.5,3.7,66767,5826,67.0,4.8,33.0,4.8,84.4,3.3,11.1,2.6,4.5,1.8,38235,4203,37.8,4.5,34.2,4.0,28.0,3.7,87.8,3.5,69.5,5.7,6.3,2.4,1.4,1.3,0.2,0.4,0.0,0.5,10.5,4.7,12.2,3.5,41.7,6.0,45.0,5.3,98.0,1.8,2.0,1.8,38235,4203,5.0,1.4,50977,3543,38235,4203,40.9,5.8,18.5,5.0,81.5,5.0,38235,4203,64.2,6.5,35.8,6.5,85.3,4.1,9.9,3.0,4.8,2.7,14308,2970,17.0,4.9,38.9,6.4,44.1,6.1,90.1,4.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,9.9,4.8,41.5,10.1,44.1,7.8,99.2,0.9,0.8,0.9,14308,2970,6.5,3.4,34491,7139,14308,2970,28.0,9.2,29.3,10.0,70.7,10.0,14308,2970,69.7,9.5,30.3,9.5,85.0,6.4,10.5,5.6,4.4,2.9,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,320096,12793,49.6,1.7,29.6,1.5,20.8,1.5,93.8,0.9,57.3,2.1,31.1,1.9,0.6,0.3,1.4,0.4,0.0,0.1,3.3,0.8,6.2,0.9,25.9,1.7,37.7,2.0,96.0,0.7,4.0,0.7,320042,12789,4.5,0.7,47613,1637,320096,12793,49.4,2.1,23.6,2.1,76.4,2.1,320096,12793,70.5,1.7,29.5,1.7,78.6,1.6,11.5,1.4,9.9,1.1,173886,9490,47.5,1.9,30.4,1.8,22.1,1.8,92.7,1.3,55.8,2.7,31.2,2.5,0.8,0.4,1.5,0.7,0.0,0.1,3.5,1.1,7.3,1.3,20.6,2.1,41.7,2.5,96.5,0.9,3.5,0.9,173886,9490,5.6,0.9,42079,2169,173886,9490,50.9,3.1,28.0,3.0,72.0,3.0,173886,9490,66.0,2.5,34.0,2.5,77.1,2.3,12.4,1.9,10.5,1.8,57846,4873,24.5,3.1,37.3,3.7,38.2,4.1,95.5,2.0,54.4,4.2,36.0,4.2,1.1,1.2,1.0,0.9,0.0,0.4,2.9,1.5,4.5,2.0,16.6,3.3,43.0,4.7,97.7,1.5,2.3,1.5,57846,4873,7.1,1.8,31318,2079,57846,4873,44.2,5.1,34.1,4.8,65.9,4.8,57846,4873,64.3,4.6,35.7,4.6,75.0,4.2,15.0,3.3,10.0,3.0,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
