VARIABLE,TYPE,LABEL,GROUP
C19037H_001E,int,Estimate!!Total,C19037H
C19037H_002E,int,Estimate!!Total!!Householder under 25 years,C19037H
C19037H_003E,int,"Estimate!!Total!!Householder under 25 years!!Less than $10,000",C19037H
C19037H_004E,int,"Estimate!!Total!!Householder under 25 years!!$10,000 to $14,999",C19037H
C19037H_005E,int,"Estimate!!Total!!Householder under 25 years!!$15,000 to $24,999",C19037H
C19037H_006E,int,"Estimate!!Total!!Householder under 25 years!!$25,000 to $34,999",C19037H
C19037H_007E,int,"Estimate!!Total!!Householder under 25 years!!$35,000 to $49,999",C19037H
C19037H_008E,int,"Estimate!!Total!!Householder under 25 years!!$50,000 to $74,999",C19037H
C19037H_009E,int,"Estimate!!Total!!Householder under 25 years!!$75,000 to $99,999",C19037H
C19037H_010E,int,"Estimate!!Total!!Householder under 25 years!!$100,000 to $149,999",C19037H
C19037H_011E,int,"Estimate!!Total!!Householder under 25 years!!$150,000 to $199,999",C19037H
C19037H_012E,int,"Estimate!!Total!!Householder under 25 years!!$200,000 or more",C19037H
C19037H_013E,int,Estimate!!Total!!Householder 25 to 44 years,C19037H
C19037H_014E,int,"Estimate!!Total!!Householder 25 to 44 years!!Less than $10,000",C19037H
C19037H_015E,int,"Estimate!!Total!!Householder 25 to 44 years!!$10,000 to $14,999",C19037H
C19037H_016E,int,"Estimate!!Total!!Householder 25 to 44 years!!$15,000 to $24,999",C19037H
C19037H_017E,int,"Estimate!!Total!!Householder 25 to 44 years!!$25,000 to $34,999",C19037H
C19037H_018E,int,"Estimate!!Total!!Householder 25 to 44 years!!$35,000 to $49,999",C19037H
C19037H_019E,int,"Estimate!!Total!!Householder 25 to 44 years!!$50,000 to $74,999",C19037H
C19037H_020E,int,"Estimate!!Total!!Householder 25 to 44 years!!$75,000 to $99,999",C19037H
C19037H_021E,int,"Estimate!!Total!!Householder 25 to 44 years!!$100,000 to $149,999",C19037H
C19037H_022E,int,"Estimate!!Total!!Householder 25 to 44 years!!$150,000 to $199,999",C19037H
C19037H_023E,int,"Estimate!!Total!!Householder 25 to 44 years!!$200,000 or more",C19037H
C19037H_024E,int,Estimate!!Total!!Householder 45 to 64 years,C19037H
C19037H_025E,int,"Estimate!!Total!!Householder 45 to 64 years!!Less than $10,000",C19037H
C19037H_026E,int,"Estimate!!Total!!Householder 45 to 64 years!!$10,000 to $14,999",C19037H
C19037H_027E,int,"Estimate!!Total!!Householder 45 to 64 years!!$15,000 to $24,999",C19037H
C19037H_028E,int,"Estimate!!Total!!Householder 45 to 64 years!!$25,000 to $34,999",C19037H
C19037H_029E,int,"Estimate!!Total!!Householder 45 to 64 years!!$35,000 to $49,999",C19037H
C19037H_030E,int,"Estimate!!Total!!Householder 45 to 64 years!!$50,000 to $74,999",C19037H
C19037H_031E,int,"Estimate!!Total!!Householder 45 to 64 years!!$75,000 to $99,999",C19037H
C19037H_032E,int,"Estimate!!Total!!Householder 45 to 64 years!!$100,000 to $149,999",C19037H
C19037H_033E,int,"Estimate!!Total!!Householder 45 to 64 years!!$150,000 to $199,999",C19037H
C19037H_034E,int,"Estimate!!Total!!Householder 45 to 64 years!!$200,000 or more",C19037H
