GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001EA,B19001F_001MA,B19001F_002EA,B19001F_002MA,B19001F_003MA,B19001F_003EA,B19001F_004MA,B19001F_004EA,B19001F_005MA,B19001F_005EA,B19001F_006EA,B19001F_006MA,B19001F_007EA,B19001F_007MA,B19001F_008EA,B19001F_008MA,B19001F_009EA,B19001F_009MA,B19001F_010MA,B19001F_010EA,B19001F_011MA,B19001F_011EA,B19001F_012MA,B19001F_012EA,B19001F_013EA,B19001F_013MA,B19001F_014EA,B19001F_014MA,B19001F_015EA,B19001F_015MA,B19001F_016MA,B19001F_016EA,B19001F_017EA,B19001F_017MA,state
0400000US01,15176,2097,920,513,1934,1173,1592,729,1520,769,1254,666,1037,712,698,465,599,489,1391,838,1502,756,1184,650,980,573,365,294,200,364,0,190,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,109906,5857,13024,2305,9524,1920,10925,2260,10417,1727,8797,2100,8760,1991,5882,1809,6024,1487,5254,1422,8369,2420,8763,1777,7391,1701,3954,1384,1645,975,944,490,233,197,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,17603,2264,2947,1176,1094,533,1512,946,1315,785,1589,680,1514,836,2124,1002,534,318,1227,720,1169,861,1188,723,732,471,475,446,7,16,52,90,124,155,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1135764,16593,76800,4678,72382,4483,82094,5460,84125,5313,71367,4215,74949,4806,68092,4818,68743,4843,59074,4530,103966,5824,110743,6465,123100,5883,66950,4066,33315,3569,27019,2855,13045,2223,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,64237,4695,6584,1616,4267,1232,5029,1419,4655,1186,4370,1110,3963,1028,4422,1267,5032,1482,3127,957,5474,1310,6862,1520,5211,1213,2664,744,1313,671,923,678,341,219,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,55915,3469,8734,1568,4165,1123,3872,1203,4624,1263,4693,1168,4386,1313,2776,917,2422,829,2521,898,3608,874,4475,893,4255,1355,2162,706,1588,750,820,557,814,518,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5158,1183,499,318,478,399,342,302,407,283,638,477,197,199,549,480,17,32,152,161,246,217,96,104,809,625,482,401,126,184,79,116,41,80,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7982,1357,1474,764,0,200,289,300,373,369,480,402,239,312,611,450,358,363,154,159,1308,694,704,483,496,429,474,349,347,383,527,344,148,237,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,134231,8397,12810,2465,9739,2098,12728,2154,12751,2728,10433,2159,7581,2050,9439,2170,7115,1567,5945,1637,11435,1784,11765,2461,12588,2378,4148,1658,2198,960,2225,1090,1331,734,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,65907,5437,8429,2412,5595,1676,6048,1671,7637,2092,4027,1247,6764,1632,4778,1732,1969,920,3322,1216,4197,1204,5911,1960,4182,1286,1713,693,868,766,59,102,408,369,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,5229,1232,446,383,168,183,162,150,147,160,198,141,732,467,112,113,47,56,138,149,619,543,648,493,468,302,654,461,575,448,48,83,67,86,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7896,1502,1057,608,727,429,1086,572,366,265,888,444,720,451,230,178,371,373,1008,816,678,467,377,238,268,201,120,121,0,195,0,195,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,189323,6551,14503,2358,9228,1779,11918,2063,14724,2097,15327,1900,13926,2194,11862,2015,11005,1835,10307,1603,15710,2414,23424,2858,20167,2683,8698,1832,4402,1221,3254,1389,868,439,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,41301,2893,5437,1262,5346,1400,3123,1141,2888,947,2959,971,2831,1061,3856,1168,1510,646,1910,845,3244,1047,2772,852,3104,1203,1300,705,570,353,236,245,215,206,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,13204,1714,1158,527,693,483,631,373,2335,768,1383,703,828,409,946,465,805,455,1068,642,964,620,1143,708,734,499,196,180,162,206,158,210,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19428,1771,1923,560,1712,624,999,436,1444,525,1410,529,1585,666,1673,615,1065,431,723,357,1653,649,1911,738,2175,651,820,387,220,206,115,189,0,168,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9053,1482,700,555,1145,666,1196,571,785,666,632,399,490,331,482,381,582,458,427,405,761,575,692,472,686,501,162,190,181,221,79,115,53,87,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,14113,1841,1562,645,1104,621,863,550,909,595,1107,621,719,444,1728,973,1065,568,687,416,823,457,1016,449,896,372,1204,655,276,300,79,136,75,126,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43597,3140,2324,911,1696,748,2984,1016,2438,1005,2442,952,2104,997,2278,782,2381,841,1934,753,7162,1656,4071,1269,5172,1243,2632,769,1607,743,1350,592,1022,655,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,88451,4059,16471,2615,7954,1710,7787,1682,6547,1402,5843,1449,5750,1489,4554,1149,3982,1225,2357,709,5857,1450,7721,1562,7279,1378,3240,1019,1588,698,781,441,740,472,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,29451,2475,3715,1181,2023,791,1842,624,2527,886,1969,683,2074,682,2146,829,2199,860,1004,488,3027,832,2243,934,2295,745,1145,426,412,217,787,471,43,70,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,19461,1945,1601,678,1125,539,1990,690,1674,810,1642,837,1950,791,771,447,1170,578,472,335,1137,507,2570,910,1950,684,762,597,294,232,232,211,121,159,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,15854,2095,1981,723,2047,791,1333,663,999,445,1380,744,1407,583,802,468,671,422,736,431,1716,772,948,541,1159,489,279,250,127,127,187,214,82,125,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11472,1524,1375,655,602,451,547,331,987,688,1305,710,688,405,432,303,383,329,1071,538,1428,667,1382,585,920,496,87,88,185,168,80,117,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48211,3942,2885,1051,2735,1031,3064,812,3676,1042,3585,942,4561,1421,3345,1223,3231,1178,2528,806,5636,1520,4969,1507,4308,1296,2132,1033,122,163,884,627,550,607,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,148386,5983,14259,1954,9035,1861,11147,1789,9442,1720,6838,1640,9163,1817,9585,1614,7294,1737,6075,1302,13678,2004,13977,2218,16680,2456,9412,1667,4462,981,4727,1397,2612,974,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,85853,4320,12296,2336,7888,1533,6698,1427,7945,1569,6058,1600,6060,1220,3824,1068,3869,1097,3439,1139,5896,1525,8540,1663,7335,1676,3089,906,1359,756,950,469,607,362,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,481749,9686,68863,4933,40971,3974,38305,3248,34142,3393,29863,3026,29412,2975,25301,2985,24165,3030,19563,2356,33162,2933,41048,3193,44596,3800,24927,3132,11085,1906,10155,1871,6191,1745,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,64936,4547,6478,1801,7392,2287,5806,1467,6323,1501,5780,1811,6411,1710,4303,1357,5097,1618,3059,1011,4116,1190,4475,1281,2979,1521,1224,781,713,531,425,343,355,297,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,29794,2794,3369,991,2629,1046,1975,670,2201,657,2153,1044,2026,574,2292,812,2231,736,1894,870,2263,822,2443,734,2232,723,1643,662,252,253,58,67,133,129,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25757,1891,2422,784,2559,787,2352,787,1889,772,2221,853,2354,768,1236,446,1608,617,964,360,2352,702,2438,797,1766,499,669,417,304,187,365,257,258,276,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37592,2744,4379,1251,2750,914,3133,1180,4108,1280,1948,786,1936,951,3866,1083,2394,1038,1306,569,3557,1091,3169,1012,4035,1502,673,465,41,70,171,217,126,172,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,69881,3616,13988,1737,5281,1362,6448,1237,4506,1216,4975,1171,2916,875,4427,1498,3911,1155,2601,875,4577,1136,5967,1397,6411,1474,2399,900,883,483,212,169,379,427,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18078,1733,2989,810,2450,799,1325,695,1319,665,824,416,691,436,795,504,483,475,879,488,1868,713,1147,548,1644,802,975,599,315,260,278,370,96,117,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18124,2414,403,341,1876,1158,1730,886,1845,741,1515,740,2709,1248,528,421,1087,785,609,521,1023,549,3016,1493,929,588,428,392,426,461,0,217,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25953,2408,3153,1204,1955,677,2774,873,3542,1263,1590,677,1400,600,1772,801,1985,927,1097,588,1210,719,2715,1122,1963,974,262,259,196,165,211,204,128,157,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,482780,11405,46395,4022,34386,3834,39009,3755,42024,3639,41049,3942,37654,3848,28786,3165,32118,3559,22428,2591,37470,3491,43524,3724,41761,3707,19076,3206,8634,2330,5212,1676,3254,973,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29956,2919,2868,969,1970,970,1729,785,1558,841,1768,789,2158,951,2150,847,2641,1144,2823,1088,2538,1185,3375,1122,2342,1019,1057,443,484,316,320,229,175,190,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,44209,3671,2155,923,2208,836,3506,1324,3153,1244,1823,901,3151,1034,2582,1032,2222,880,1955,820,3569,1229,5929,1412,5594,1377,2879,1293,1278,523,1454,756,751,470,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68868,4908,6636,1831,6497,1471,7927,1736,6407,1525,4122,1239,5380,1525,5013,1689,3668,1312,3021,955,4612,1112,5247,1190,6123,1656,1569,701,1580,757,456,388,610,442,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21849,2293,2330,656,1327,545,2158,726,2191,861,1922,708,2073,762,1309,472,1478,485,658,390,725,356,2563,799,1534,642,1107,570,326,233,120,120,28,41,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120683,5463,35600,3014,16593,1948,13225,1518,9071,1513,7307,1435,7642,1520,5973,1328,4708,1051,3838,980,5580,1218,4985,998,3335,861,1400,530,498,357,746,433,182,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
