GEO_ID,C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,NAME,C23002B_001MA,C23002B_001EA,C23002B_002MA,C23002B_002EA,C23002B_003MA,C23002B_003EA,C23002B_004EA,C23002B_004MA,C23002B_005EA,C23002B_005MA,C23002B_006MA,C23002B_006EA,C23002B_007MA,C23002B_007EA,C23002B_008MA,C23002B_008EA,C23002B_009EA,C23002B_009MA,C23002B_010EA,C23002B_010MA,C23002B_011MA,C23002B_011EA,C23002B_012MA,C23002B_012EA,C23002B_013MA,C23002B_013EA,C23002B_014EA,C23002B_014MA,C23002B_015EA,C23002B_015MA,C23002B_016EA,C23002B_016MA,C23002B_017MA,C23002B_017EA,C23002B_018MA,C23002B_018EA,C23002B_019MA,C23002B_019EA,C23002B_020EA,C23002B_020MA,C23002B_021EA,C23002B_021MA,C23002B_022MA,C23002B_022EA,C23002B_023MA,C23002B_023EA,C23002B_024MA,C23002B_024EA,C23002B_025EA,C23002B_025MA,C23002B_026EA,C23002B_026MA,C23002B_027EA,C23002B_027MA,state
0400000US01,976716,3776,442320,3181,395633,3186,244795,5271,2349,771,242446,5305,195151,5581,47295,3775,150838,5189,46687,1062,6383,910,6074,898,309,188,40304,1291,534396,2788,459508,2846,307953,5571,1095,664,306858,5611,254308,5578,52550,3626,151555,5438,74888,1045,7307,1013,6260,950,1047,449,67581,1243,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17472,1339,9761,870,9382,883,8408,927,828,318,7580,946,6441,1125,1139,799,974,444,379,280,0,149,0,149,0,149,379,280,7711,845,7017,817,5805,951,545,455,5260,1033,4894,992,366,331,1212,739,694,377,0,149,0,149,0,149,694,377,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,198375,4609,105771,3414,97760,3203,64481,3555,859,432,63622,3553,52038,3045,11584,2350,33279,3075,8011,677,1895,765,1346,601,549,497,6116,829,92604,2918,82426,2944,56271,3129,279,188,55992,3116,47399,3622,8593,2291,26155,2921,10178,560,1845,730,1583,669,262,276,8333,797,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,340946,3280,159235,2457,144262,2557,89949,2641,52,87,89897,2626,69724,3334,20173,2987,54313,3046,14973,598,2814,751,2600,722,214,177,12159,908,181711,2221,158157,2092,107458,2844,381,462,107077,2929,91776,3217,15301,2144,50699,2690,23554,768,3078,659,2767,637,311,157,20476,970,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1777067,11426,869725,7587,772364,7688,494890,9694,11031,2076,483859,9924,386365,9241,97494,5736,277474,8295,97361,1687,19909,1557,17281,1568,2628,798,77452,2116,907342,6995,773092,6945,519628,8896,1771,556,517857,8875,422001,9426,95856,5860,253464,8457,134250,1403,18970,1895,16527,1773,2443,692,115280,2180,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,157396,3196,84201,2394,77245,2424,56022,2552,2507,888,53515,2677,42692,2935,10823,2491,21223,2275,6956,401,1450,640,1307,586,143,214,5506,620,73195,2218,64409,2242,46491,2355,770,565,45721,2400,38268,2495,7453,1721,17918,2082,8786,444,909,395,866,387,43,75,7877,564,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,273441,3890,128014,2492,116031,2499,86908,3020,599,383,86309,3046,66979,3327,19330,2253,29123,2419,11983,580,3062,764,2808,754,254,182,8921,795,145427,2451,126256,2393,95616,2447,0,198,95616,2447,78953,2930,16663,2128,30640,2671,19171,657,4145,763,3589,720,556,363,15026,866,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,147407,1862,68179,1113,61020,1076,41092,2016,1091,579,40001,2110,33511,1934,6490,1533,19928,2085,7159,163,1966,652,1870,671,96,113,5193,658,79228,1498,68736,1518,49718,2333,160,191,49558,2342,43912,2259,5646,1287,19018,2245,10492,474,1286,505,1245,503,41,65,9206,664,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250706,1726,110306,1229,94223,1218,62646,2309,108,200,62538,2326,47318,2609,15220,1735,31577,2233,16083,228,3328,611,3206,611,122,148,12755,633,140400,1163,113033,1135,75681,2721,112,93,75569,2722,62068,3197,13501,2056,37352,2848,27367,268,3901,695,3703,687,198,135,23466,710,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2306206,14134,1088243,8511,977730,8139,650929,11840,4760,1480,646169,11805,509814,11670,136355,8212,326801,10590,110513,2214,22919,2190,19248,1988,3671,1023,87594,2843,1217963,8314,1059494,8221,771111,11155,1824,984,769287,11118,636195,10030,133092,7738,288383,8759,158469,2700,21817,2563,19785,2550,2032,668,136652,2947,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
