GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,B24010D_064E,B24010D_064M,B24010D_065E,B24010D_065M,B24010D_066E,B24010D_066M,B24010D_067E,B24010D_067M,B24010D_068E,B24010D_068M,B24010D_069E,B24010D_069M,B24010D_070E,B24010D_070M,B24010D_071E,B24010D_071M,B24010D_072E,B24010D_072M,B24010D_073E,B24010D_073M,NAME,B24010D_001MA,B24010D_001EA,B24010D_002MA,B24010D_002EA,B24010D_003EA,B24010D_003MA,B24010D_004EA,B24010D_004MA,B24010D_005EA,B24010D_005MA,B24010D_006MA,B24010D_006EA,B24010D_007MA,B24010D_007EA,B24010D_008EA,B24010D_008MA,B24010D_009MA,B24010D_009EA,B24010D_010EA,B24010D_010MA,B24010D_011MA,B24010D_011EA,B24010D_012MA,B24010D_012EA,B24010D_013EA,B24010D_013MA,B24010D_014MA,B24010D_014EA,B24010D_015EA,B24010D_015MA,B24010D_016EA,B24010D_016MA,B24010D_017MA,B24010D_017EA,B24010D_018EA,B24010D_018MA,B24010D_019MA,B24010D_019EA,B24010D_020MA,B24010D_020EA,B24010D_021EA,B24010D_021MA,B24010D_022MA,B24010D_022EA,B24010D_023EA,B24010D_023MA,B24010D_024MA,B24010D_024EA,B24010D_025MA,B24010D_025EA,B24010D_026EA,B24010D_026MA,B24010D_027EA,B24010D_027MA,B24010D_028EA,B24010D_028MA,B24010D_029EA,B24010D_029MA,B24010D_030EA,B24010D_030MA,B24010D_031EA,B24010D_031MA,B24010D_032EA,B24010D_032MA,B24010D_033MA,B24010D_033EA,B24010D_034EA,B24010D_034MA,B24010D_035EA,B24010D_035MA,B24010D_036EA,B24010D_036MA,B24010D_037EA,B24010D_037MA,B24010D_038EA,B24010D_038MA,B24010D_039MA,B24010D_039EA,B24010D_040MA,B24010D_040EA,B24010D_041MA,B24010D_041EA,B24010D_042MA,B24010D_042EA,B24010D_043EA,B24010D_043MA,B24010D_044MA,B24010D_044EA,B24010D_045MA,B24010D_045EA,B24010D_046MA,B24010D_046EA,B24010D_047MA,B24010D_047EA,B24010D_048EA,B24010D_048MA,B24010D_049EA,B24010D_049MA,B24010D_050MA,B24010D_050EA,B24010D_051MA,B24010D_051EA,B24010D_052MA,B24010D_052EA,B24010D_053EA,B24010D_053MA,B24010D_054EA,B24010D_054MA,B24010D_055MA,B24010D_055EA,B24010D_056MA,B24010D_056EA,B24010D_057MA,B24010D_057EA,B24010D_058EA,B24010D_058MA,B24010D_059EA,B24010D_059MA,B24010D_060EA,B24010D_060MA,B24010D_061MA,B24010D_061EA,B24010D_062MA,B24010D_062EA,B24010D_063EA,B24010D_063MA,B24010D_064MA,B24010D_064EA,B24010D_065EA,B24010D_065MA,B24010D_066MA,B24010D_066EA,B24010D_067MA,B24010D_067EA,B24010D_068EA,B24010D_068MA,B24010D_069MA,B24010D_069EA,B24010D_070EA,B24010D_070MA,B24010D_071EA,B24010D_071MA,B24010D_072MA,B24010D_072EA,B24010D_073EA,B24010D_073MA,state
0400000US01,28478,1637,15653,1174,6878,1189,1731,643,1534,602,197,139,2590,711,1347,603,770,362,473,368,1432,606,83,141,0,190,1307,648,42,74,1125,454,1041,415,84,141,4174,1258,330,366,0,190,0,190,0,190,2638,1065,169,126,1037,557,2143,727,1440,624,703,419,769,495,133,226,32,42,604,396,1689,738,1034,625,288,282,367,299,12825,1445,5656,871,1289,653,746,481,543,480,1077,479,535,318,372,310,170,176,1652,695,46,50,361,408,1237,542,8,18,1638,559,1175,449,463,339,3651,1158,409,415,0,190,0,190,0,190,1583,734,131,170,1528,600,2947,813,1912,735,1035,428,0,190,0,190,0,190,0,190,571,276,542,276,29,59,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21102,1239,9025,1030,1507,506,712,382,549,318,163,197,302,209,30,53,250,195,22,39,389,256,128,124,31,57,209,199,21,36,104,128,104,128,0,149,1727,549,87,148,20,35,20,35,0,149,488,310,774,411,358,274,1699,641,622,388,1077,526,1297,539,123,145,695,439,479,401,2795,867,1524,611,576,421,695,368,12077,935,4043,1017,1566,539,1158,482,408,280,226,215,83,146,39,66,104,146,1501,737,10,19,0,149,1477,732,14,30,750,447,405,298,345,345,3504,824,451,276,0,149,0,149,0,149,1931,696,493,310,629,338,2962,806,1361,562,1601,517,30,50,30,50,0,149,0,149,1538,531,1011,390,78,96,449,327,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,87548,4051,44980,2606,25870,2900,6783,1562,4301,1503,2482,1150,11971,1810,6648,1680,4404,1108,919,678,3329,1034,678,575,26,42,1934,706,691,620,3787,1236,3571,1173,216,213,6138,1232,86,139,449,489,110,127,339,477,2669,1043,863,518,2071,865,7419,2485,3702,1259,3717,1620,1215,842,0,229,62,75,1153,846,4338,1224,3413,1129,878,574,47,80,42568,2890,17897,2277,6270,1436,3019,1043,3251,929,3686,1239,1385,635,946,614,1355,871,3580,961,262,260,175,176,2621,823,522,468,4361,1484,4080,1416,281,230,10111,2274,895,608,51,86,0,229,51,86,1965,965,756,507,6444,1957,11441,2019,5001,1439,6440,1500,216,206,79,126,0,229,137,160,2903,887,2676,880,144,168,83,107,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2356172,16495,1194253,10162,590234,9836,200702,6324,134480,5322,66222,4469,233778,6431,121987,5215,90384,4233,21407,2745,85296,5344,13470,1830,11400,2494,34553,3633,25873,2859,70458,5113,53467,4188,16991,2363,161949,6310,18589,2379,21681,2708,14922,2180,6759,1699,63286,4060,25458,2443,32935,3175,230134,7737,127431,5723,102703,5045,71229,4519,2704,827,26012,2560,42513,3574,140707,6747,80705,5107,40515,4165,19487,2041,1161919,13415,557509,8633,198198,6942,91743,4845,106455,4669,89544,5083,46819,3744,21239,2349,21486,2503,120317,6088,15717,1964,12064,1916,67776,4194,24760,2779,149450,5398,116577,5177,32873,3096,235206,8259,52203,4446,5430,1244,3645,1105,1785,783,53416,3403,19094,2159,105063,4888,302683,8988,118820,5815,183863,6856,4657,1176,1496,869,1126,608,2035,811,61864,4804,54291,4549,2700,1124,4873,1130,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,67544,3482,33550,2201,16700,1740,5286,1082,3541,729,1745,813,8654,1312,5348,1069,2457,771,849,489,1627,514,509,332,0,201,1041,436,77,99,1133,460,1098,459,35,60,4987,1454,322,324,63,116,63,116,0,201,3211,1239,838,432,553,323,6719,1524,3821,1146,2898,1024,2094,864,0,201,993,604,1101,594,3050,1040,2314,958,418,278,318,260,33994,2664,15757,2303,5875,1406,3265,1119,2610,911,4547,1240,3326,997,484,350,737,445,3154,977,219,231,426,311,1505,603,1004,693,2181,674,1562,582,619,387,7107,1636,849,415,100,117,100,117,0,201,2840,1111,518,324,2800,936,8553,1595,3182,924,5371,1212,271,284,102,139,100,169,69,125,2306,712,2140,706,0,201,166,175,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,70927,2705,36604,1802,19468,2107,6198,1276,3957,974,2241,725,9514,1546,6271,1378,1675,596,1568,550,1876,602,473,373,144,164,1102,466,157,137,1880,585,1762,534,118,123,5495,1132,163,184,470,299,162,152,308,244,2628,1003,689,529,1545,761,5833,1235,4422,1281,1411,494,1876,809,192,216,615,387,1069,668,3932,1145,3262,1089,228,188,442,287,34323,1894,16897,1497,5030,1076,2418,876,2612,789,3543,793,2168,701,376,228,999,448,4144,1080,206,196,267,233,3138,1093,533,303,4180,1079,3313,930,867,564,6193,1119,932,412,115,145,115,145,0,198,1786,949,512,347,2848,870,6252,1414,3005,976,3247,940,149,190,116,181,0,198,33,58,4832,1495,4539,1444,0,198,293,243,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,234468,6859,116925,3913,56894,3743,16670,2515,11678,1979,4992,1495,20982,2955,12726,2236,6331,1610,1925,740,7203,1617,649,354,469,420,5254,1419,831,536,12039,2298,10045,1972,1994,1163,24701,3498,913,720,959,512,712,460,247,230,11460,2291,4913,2092,6456,1759,18151,2908,12161,2564,5990,1466,7633,1843,315,346,3050,1082,4268,1520,9546,1950,4670,1465,2873,1257,2003,941,117543,5028,51132,3937,13979,2140,8404,1925,5575,1302,6520,1972,3928,1643,1103,909,1489,707,8366,1712,208,211,1258,843,4752,1293,2148,860,22267,2364,17966,2217,4301,1349,31992,3599,2740,956,0,238,0,238,0,238,11053,1769,3141,1369,15058,2870,28175,3618,14252,2810,13923,2207,434,350,126,160,80,135,228,285,5810,1279,5266,1234,190,235,354,272,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
