GEO_ID,C19037G_001E,C19037G_001M,C19037G_002E,C19037G_002M,C19037G_003E,C19037G_003M,C19037G_004E,C19037G_004M,C19037G_005E,C19037G_005M,C19037G_006E,C19037G_006M,C19037G_007E,C19037G_007M,C19037G_008E,C19037G_008M,C19037G_009E,C19037G_009M,C19037G_010E,C19037G_010M,C19037G_011E,C19037G_011M,C19037G_012E,C19037G_012M,C19037G_013E,C19037G_013M,C19037G_014E,C19037G_014M,C19037G_015E,C19037G_015M,C19037G_016E,C19037G_016M,C19037G_017E,C19037G_017M,C19037G_018E,C19037G_018M,C19037G_019E,C19037G_019M,C19037G_020E,C19037G_020M,C19037G_021E,C19037G_021M,C19037G_022E,C19037G_022M,C19037G_023E,C19037G_023M,C19037G_024E,C19037G_024M,C19037G_025E,C19037G_025M,C19037G_026E,C19037G_026M,C19037G_027E,C19037G_027M,C19037G_028E,C19037G_028M,C19037G_029E,C19037G_029M,C19037G_030E,C19037G_030M,C19037G_031E,C19037G_031M,C19037G_032E,C19037G_032M,C19037G_033E,C19037G_033M,C19037G_034E,C19037G_034M,C19037G_035E,C19037G_035M,C19037G_036E,C19037G_036M,C19037G_037E,C19037G_037M,C19037G_038E,C19037G_038M,C19037G_039E,C19037G_039M,C19037G_040E,C19037G_040M,C19037G_041E,C19037G_041M,C19037G_042E,C19037G_042M,C19037G_043E,C19037G_043M,C19037G_044E,C19037G_044M,C19037G_045E,C19037G_045M,NAME,C19037G_001EA,C19037G_001MA,C19037G_002EA,C19037G_002MA,C19037G_003MA,C19037G_003EA,C19037G_004MA,C19037G_004EA,C19037G_005MA,C19037G_005EA,C19037G_006EA,C19037G_006MA,C19037G_007EA,C19037G_007MA,C19037G_008EA,C19037G_008MA,C19037G_009MA,C19037G_009EA,C19037G_010EA,C19037G_010MA,C19037G_011MA,C19037G_011EA,C19037G_012EA,C19037G_012MA,C19037G_013EA,C19037G_013MA,C19037G_014MA,C19037G_014EA,C19037G_015EA,C19037G_015MA,C19037G_016MA,C19037G_016EA,C19037G_017EA,C19037G_017MA,C19037G_018EA,C19037G_018MA,C19037G_019EA,C19037G_019MA,C19037G_020MA,C19037G_020EA,C19037G_021MA,C19037G_021EA,C19037G_022MA,C19037G_022EA,C19037G_023EA,C19037G_023MA,C19037G_024EA,C19037G_024MA,C19037G_025MA,C19037G_025EA,C19037G_026EA,C19037G_026MA,C19037G_027MA,C19037G_027EA,C19037G_028EA,C19037G_028MA,C19037G_029EA,C19037G_029MA,C19037G_030EA,C19037G_030MA,C19037G_031MA,C19037G_031EA,C19037G_032MA,C19037G_032EA,C19037G_033MA,C19037G_033EA,C19037G_034EA,C19037G_034MA,C19037G_035EA,C19037G_035MA,C19037G_036MA,C19037G_036EA,C19037G_037MA,C19037G_037EA,C19037G_038EA,C19037G_038MA,C19037G_039EA,C19037G_039MA,C19037G_040MA,C19037G_040EA,C19037G_041MA,C19037G_041EA,C19037G_042MA,C19037G_042EA,C19037G_043EA,C19037G_043MA,C19037G_044MA,C19037G_044EA,C19037G_045EA,C19037G_045MA,state
0400000US01,16906,1910,1419,790,543,409,0,190,219,298,631,604,26,33,0,190,0,190,0,190,0,190,0,190,5167,1112,855,544,193,244,490,309,671,512,1144,503,782,330,191,202,573,488,87,113,181,201,7977,1075,1230,537,731,387,1529,596,717,340,1023,535,1242,467,382,248,779,366,67,112,277,220,2343,619,228,196,300,219,369,258,452,310,163,164,201,126,83,107,419,241,83,106,45,76,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40161,3684,2807,861,923,529,332,296,430,366,496,347,385,256,192,226,49,81,0,229,0,229,0,229,18199,2795,2050,861,628,390,1573,650,2051,1112,2704,1014,3971,1173,3056,1105,1531,727,511,395,124,160,14094,1852,2493,1012,1170,624,1603,621,1125,601,2563,857,2168,864,866,534,1378,737,338,247,390,296,5061,1049,556,326,504,294,974,399,628,368,834,447,935,355,276,239,228,191,126,150,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,14344,2040,1049,586,408,335,94,139,311,237,224,257,12,22,0,192,0,192,0,192,0,192,0,192,4826,1220,719,561,591,383,503,308,580,355,1025,603,581,409,295,242,320,227,39,68,173,199,5531,1238,828,514,922,500,489,328,448,292,1172,600,523,294,285,208,660,367,120,144,84,116,2938,738,296,227,913,526,659,352,149,156,294,166,383,291,98,124,83,87,14,24,49,95,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,360984,9989,21823,2726,4505,1529,1680,669,4173,1373,2960,1124,3291,1164,2389,892,1416,536,1139,576,212,271,58,98,157661,7211,10032,1769,6443,1185,15065,2507,13487,1956,21784,2452,27675,2815,22341,2632,24052,2646,8622,1555,8160,1549,136196,6373,8037,1394,8264,1535,12486,2017,12002,1830,15012,2144,22440,2719,17653,2489,21941,2502,10840,1825,7521,1219,45304,3236,3963,867,5472,1132,7993,1334,4776,842,5380,964,7529,1304,3593,880,4379,1092,972,351,1247,469,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41507,3036,3098,1085,692,489,426,273,557,453,351,320,293,244,646,490,0,201,78,91,55,100,0,201,20618,2399,1798,716,430,228,2421,954,2729,895,3234,1366,4015,1142,2853,1053,2234,911,619,242,285,240,14196,1720,1408,568,667,280,1954,783,1086,496,1790,626,2261,610,1852,609,2133,775,403,336,642,377,3595,717,681,459,283,239,871,373,477,229,515,281,516,276,86,80,166,178,0,201,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21001,2396,913,465,69,72,95,172,227,265,82,105,272,271,132,173,0,198,36,60,0,198,0,198,8759,1586,601,319,588,480,853,483,832,482,1544,660,1973,785,1103,528,845,437,133,125,287,214,8610,1439,898,524,380,220,587,363,745,368,1152,600,1224,503,1120,561,1508,521,472,289,524,341,2719,777,569,339,415,330,535,405,186,171,352,250,207,177,153,161,42,70,128,223,132,200,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,93536,6503,6218,1389,883,582,461,298,1384,646,1307,722,1579,952,577,394,27,53,0,238,0,238,0,238,35380,3647,2879,1031,1172,606,3710,1153,4523,1353,6843,1419,7543,1831,3230,1226,3474,1148,885,480,1121,668,37656,3401,3899,1142,2052,860,5520,1292,3914,1354,5649,1285,6209,1141,5268,1259,3273,1012,715,436,1157,598,14282,2219,2039,657,696,376,3075,840,2794,971,2487,933,1099,539,861,506,896,520,149,183,186,166,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
