GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001EA,B21001D_001MA,B21001D_002MA,B21001D_002EA,B21001D_003EA,B21001D_003MA,B21001D_004EA,B21001D_004MA,B21001D_005MA,B21001D_005EA,B21001D_006EA,B21001D_006MA,B21001D_007MA,B21001D_007EA,B21001D_008MA,B21001D_008EA,B21001D_009MA,B21001D_009EA,B21001D_010MA,B21001D_010EA,B21001D_011EA,B21001D_011MA,B21001D_012EA,B21001D_012MA,B21001D_013MA,B21001D_013EA,B21001D_014MA,B21001D_014EA,B21001D_015MA,B21001D_015EA,B21001D_016EA,B21001D_016MA,B21001D_017EA,B21001D_017MA,B21001D_018EA,B21001D_018MA,B21001D_019EA,B21001D_019MA,B21001D_020MA,B21001D_020EA,B21001D_021MA,B21001D_021EA,B21001D_022EA,B21001D_022MA,B21001D_023EA,B21001D_023MA,B21001D_024EA,B21001D_024MA,B21001D_025MA,B21001D_025EA,B21001D_026MA,B21001D_026EA,B21001D_027MA,B21001D_027EA,B21001D_028EA,B21001D_028MA,B21001D_029EA,B21001D_029MA,B21001D_030EA,B21001D_030MA,B21001D_031MA,B21001D_031EA,B21001D_032MA,B21001D_032EA,B21001D_033EA,B21001D_033MA,state
0400000US01,40979,1843,18796,1389,8105,1270,361,337,7744,1329,7889,1041,343,306,7546,1017,1391,464,59,104,1332,459,1053,474,142,176,911,463,358,201,154,172,204,112,22183,1438,7867,1063,8,18,7859,1062,8590,1174,0,190,8590,1174,3289,848,114,188,3175,843,1769,648,0,190,1769,648,668,427,0,190,668,427,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28662,1078,11984,724,4062,533,51,64,4011,527,4764,485,244,259,4520,580,2157,393,234,234,1923,480,639,267,204,189,435,262,362,197,100,106,262,189,16678,846,4766,516,0,149,4766,516,6547,900,167,194,6380,890,2802,466,13,28,2789,462,1786,716,0,149,1786,716,777,165,0,149,777,165,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,139720,3264,62383,2238,23554,1957,1244,938,22310,2121,25545,1306,1139,600,24406,1468,7154,631,114,106,7040,652,3857,502,578,530,3279,443,2273,322,1102,543,1171,477,77337,2038,24101,1295,135,169,23966,1310,31208,1273,117,122,31091,1285,11768,925,0,229,11768,925,6578,799,62,122,6516,795,3682,728,0,229,3682,728,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3967183,12339,1836356,7462,602411,5232,12678,2025,589733,5570,709845,4249,25664,3163,684181,5123,268999,2606,18682,1996,250317,2789,147915,1335,16018,1962,131897,2099,107186,1584,19659,1921,87527,1951,2130827,7648,633386,5215,3306,1289,630080,5239,820843,4040,2438,745,818405,3877,332318,2133,939,485,331379,2171,185077,1759,433,245,184644,1815,159203,1733,482,272,158721,1756,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,106614,2515,46196,1628,16564,1376,615,500,15949,1347,19957,1295,1195,700,18762,1293,4864,656,602,356,4262,665,2727,534,223,177,2504,534,2084,522,739,345,1345,462,60418,1656,19603,1271,56,94,19547,1290,25930,1466,216,236,25714,1416,8111,876,70,122,8041,870,3610,587,0,201,3610,587,3164,737,0,201,3164,737,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,104260,1849,48258,1217,18729,1073,308,301,18421,1081,20774,652,194,207,20580,674,5242,668,189,249,5053,704,2417,548,0,198,2417,548,1096,427,0,198,1096,427,56002,1347,21720,1231,0,198,21720,1231,23297,695,0,198,23297,695,6362,311,0,198,6362,311,2891,511,0,198,2891,511,1732,443,0,198,1732,443,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22760,778,10777,755,3763,381,49,79,3714,387,4566,359,103,120,4463,373,1023,28,115,195,908,196,1078,478,0,192,1078,478,347,215,41,74,306,204,11983,479,4587,503,0,192,4587,503,4262,493,0,192,4262,493,1500,319,0,192,1500,319,1374,448,0,192,1374,448,260,202,0,192,260,202,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,368069,5982,166661,4027,59274,2848,1007,404,58267,2862,64184,2247,2626,1126,61558,2375,23652,1618,1893,765,21759,1692,12244,1230,653,333,11591,1183,7307,1237,1171,665,6136,1162,201408,3725,63211,2965,204,321,63007,3017,80124,2422,1156,679,78968,2397,30129,1734,61,64,30068,1736,18213,1914,85,105,18128,1909,9731,1465,0,238,9731,1465,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
