GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,NAME,B17001D_001MA,B17001D_001EA,B17001D_002EA,B17001D_002MA,B17001D_003EA,B17001D_003MA,B17001D_004MA,B17001D_004EA,B17001D_005MA,B17001D_005EA,B17001D_006EA,B17001D_006MA,B17001D_007EA,B17001D_007MA,B17001D_008EA,B17001D_008MA,B17001D_009MA,B17001D_009EA,B17001D_010MA,B17001D_010EA,B17001D_011MA,B17001D_011EA,B17001D_012EA,B17001D_012MA,B17001D_013EA,B17001D_013MA,B17001D_014EA,B17001D_014MA,B17001D_015MA,B17001D_015EA,B17001D_016EA,B17001D_016MA,B17001D_017EA,B17001D_017MA,B17001D_018EA,B17001D_018MA,B17001D_019EA,B17001D_019MA,B17001D_020MA,B17001D_020EA,B17001D_021MA,B17001D_021EA,B17001D_022MA,B17001D_022EA,B17001D_023EA,B17001D_023MA,B17001D_024EA,B17001D_024MA,B17001D_025EA,B17001D_025MA,B17001D_026EA,B17001D_026MA,B17001D_027MA,B17001D_027EA,B17001D_028EA,B17001D_028MA,B17001D_029EA,B17001D_029MA,B17001D_030EA,B17001D_030MA,B17001D_031MA,B17001D_031EA,B17001D_032MA,B17001D_032EA,B17001D_033MA,B17001D_033EA,B17001D_034EA,B17001D_034MA,B17001D_035EA,B17001D_035MA,B17001D_036EA,B17001D_036MA,B17001D_037EA,B17001D_037MA,B17001D_038EA,B17001D_038MA,B17001D_039EA,B17001D_039MA,B17001D_040EA,B17001D_040MA,B17001D_041MA,B17001D_041EA,B17001D_042MA,B17001D_042EA,B17001D_043MA,B17001D_043EA,B17001D_044MA,B17001D_044EA,B17001D_045MA,B17001D_045EA,B17001D_046MA,B17001D_046EA,B17001D_047EA,B17001D_047MA,B17001D_048MA,B17001D_048EA,B17001D_049MA,B17001D_049EA,B17001D_050MA,B17001D_050EA,B17001D_051EA,B17001D_051MA,B17001D_052EA,B17001D_052MA,B17001D_053MA,B17001D_053EA,B17001D_054MA,B17001D_054EA,B17001D_055MA,B17001D_055EA,B17001D_056MA,B17001D_056EA,B17001D_057EA,B17001D_057MA,B17001D_058EA,B17001D_058MA,B17001D_059MA,B17001D_059EA,state
0400000US01,53378,2249,6609,1738,3609,1206,245,232,0,190,273,267,217,270,36,45,37,56,1085,762,1107,683,206,179,268,239,0,190,102,171,33,58,3000,1064,171,162,21,41,107,135,51,82,0,190,14,26,843,466,451,336,318,223,300,221,369,470,193,176,162,185,46769,2463,21065,1868,1154,535,219,230,2235,620,1118,502,174,136,524,304,1262,446,4364,953,4938,1124,2410,838,1391,464,951,457,325,193,25704,1850,1269,571,293,312,2865,770,1374,555,82,99,515,468,1562,572,4726,1067,5348,1111,2772,751,2920,749,1576,631,402,330,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37390,2035,3395,1946,1918,1162,0,149,0,149,267,335,233,227,0,149,265,262,198,225,191,260,225,267,214,166,201,205,124,144,0,149,1477,939,80,122,133,202,132,202,0,149,0,149,187,287,407,228,58,66,0,149,342,205,82,113,20,34,36,48,33995,2228,14480,1244,960,335,115,97,1161,599,618,382,253,193,378,223,1595,265,2169,440,2226,535,2290,553,1838,328,515,237,362,197,19515,1514,646,430,190,163,995,346,1017,406,418,298,456,322,1281,364,3103,478,2798,626,3407,676,2720,464,1765,714,719,162,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,174202,6131,21815,4307,9943,2499,224,282,35,58,978,793,528,378,45,76,697,387,2713,1008,880,691,1723,972,953,692,512,325,570,413,85,106,11872,2448,238,259,90,152,928,623,442,288,245,270,285,340,2657,909,1215,625,2757,946,1162,648,1167,497,260,216,426,366,152387,6830,70031,4381,4791,1833,874,568,5750,1696,2719,1019,737,534,2082,629,5075,1328,13417,1801,13026,1245,9443,953,6642,710,3287,585,2188,322,82356,4000,3457,1103,805,529,5871,1109,2977,948,681,357,1702,560,4345,1010,15096,1236,15554,1418,11693,974,10601,1099,6318,841,3256,773,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33915,2596,4458,1680,1995,915,141,234,0,192,0,192,0,192,0,192,0,192,811,491,326,299,544,611,136,127,37,77,0,192,0,192,2463,998,138,193,0,192,0,192,128,178,0,192,5,9,565,370,772,585,417,361,317,359,72,96,49,101,0,192,29457,3113,13655,1934,1588,617,0,192,1848,793,664,502,114,111,267,291,843,511,2387,826,2828,762,1726,709,1215,376,154,175,21,28,15802,1765,1152,457,89,159,1844,664,643,361,290,187,150,145,1252,687,3873,973,2478,794,1497,663,1098,471,863,437,573,460,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4903443,18099,609232,20666,276030,11413,14013,2372,3370,1106,20515,2317,14293,2350,4338,904,10392,1655,62263,4869,32998,3004,28568,3592,29984,2832,24165,2288,16500,1727,14631,1750,333202,12948,16599,2194,2630,650,21036,2560,9969,1840,3863,896,11018,1473,60568,4589,39227,3085,41834,3518,42242,3182,33994,2994,21722,2289,28500,2111,4294211,26458,2046162,15540,119724,4413,23001,2591,154114,5540,66104,3603,25635,2433,52117,3128,163461,6049,325870,4219,339445,4332,310926,4183,244227,3395,130470,2171,91068,2565,2248049,15111,110699,3914,25150,2454,139358,5666,69957,4005,25201,2115,45719,2779,154653,5068,356480,5228,385286,4422,350598,3843,297396,3668,162545,2795,125007,2757,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,140924,3955,15100,2777,7087,1659,552,461,0,201,608,304,389,280,36,60,455,322,1331,515,980,577,1208,527,500,260,548,341,329,228,151,153,8013,1560,211,253,313,324,621,379,273,271,47,82,244,240,1431,587,1108,555,1300,469,961,477,754,344,411,329,339,337,125824,5231,55332,2988,3542,1015,484,354,4847,1212,3354,1007,736,433,1585,567,4547,892,9280,1157,10185,1429,8186,1124,4308,632,2398,519,1880,507,70492,3580,4471,1095,771,456,7217,1454,2804,637,938,524,1208,368,4922,817,11256,1193,14051,1349,9473,1109,7357,901,3199,617,2825,574,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,134573,2603,11730,3450,6142,1886,23,41,63,105,273,335,745,637,0,198,276,217,479,306,1541,640,1327,728,875,548,447,460,62,108,31,50,5588,1851,414,350,94,118,454,468,65,82,36,60,638,486,783,575,1452,618,891,619,376,297,228,198,73,120,84,131,122843,4435,56894,2814,4818,518,755,308,5528,1000,3409,845,617,280,1507,389,3125,639,10373,1138,10950,861,7597,687,4795,606,2355,536,1065,427,65949,2205,4720,614,415,229,6366,840,3077,584,858,354,1248,408,3642,768,13125,930,13050,1112,8862,686,6134,378,2818,527,1634,467,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29438,1177,1495,660,527,319,41,70,0,192,27,54,0,192,0,192,169,226,0,192,82,103,102,164,0,192,0,192,0,192,106,108,968,542,21,37,0,192,0,192,0,192,0,192,0,192,361,339,259,225,0,192,91,152,0,192,203,197,33,58,27943,1348,13725,905,1038,262,468,269,845,366,647,281,0,192,607,225,986,301,2394,297,2787,371,1611,200,1023,28,1078,478,241,192,14218,857,1023,129,194,143,1104,330,314,191,421,275,218,230,845,372,3030,427,2707,418,1464,323,1500,319,1171,502,227,188,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,456006,8551,57278,6730,26537,3602,1088,556,120,146,2049,964,243,210,327,371,1208,571,8444,1789,3601,1351,2865,960,2148,795,2553,932,1256,655,635,417,30741,3995,1327,830,203,263,1693,978,1059,901,426,346,802,483,6996,1530,4688,1516,3406,1134,3190,1056,4335,1055,1688,649,928,517,398728,11780,184056,7341,12154,2019,2911,1518,13124,1801,6021,1452,2016,752,4568,1145,13414,2609,31809,2514,32309,2114,26865,1996,21205,1846,10988,1144,6672,1239,214672,6477,9207,1348,2477,925,14665,2250,7923,1689,1499,768,5558,1395,13845,1694,35171,2547,40421,2484,33076,1862,25794,2146,16525,1938,8511,1452,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
