GEO_ID,B19037G_001E,B19037G_001M,B19037G_002E,B19037G_002M,B19037G_003E,B19037G_003M,B19037G_004E,B19037G_004M,B19037G_005E,B19037G_005M,B19037G_006E,B19037G_006M,B19037G_007E,B19037G_007M,B19037G_008E,B19037G_008M,B19037G_009E,B19037G_009M,B19037G_010E,B19037G_010M,B19037G_011E,B19037G_011M,B19037G_012E,B19037G_012M,B19037G_013E,B19037G_013M,B19037G_014E,B19037G_014M,B19037G_015E,B19037G_015M,B19037G_016E,B19037G_016M,B19037G_017E,B19037G_017M,B19037G_018E,B19037G_018M,B19037G_019E,B19037G_019M,B19037G_020E,B19037G_020M,B19037G_021E,B19037G_021M,B19037G_022E,B19037G_022M,B19037G_023E,B19037G_023M,B19037G_024E,B19037G_024M,B19037G_025E,B19037G_025M,B19037G_026E,B19037G_026M,B19037G_027E,B19037G_027M,B19037G_028E,B19037G_028M,B19037G_029E,B19037G_029M,B19037G_030E,B19037G_030M,B19037G_031E,B19037G_031M,B19037G_032E,B19037G_032M,B19037G_033E,B19037G_033M,B19037G_034E,B19037G_034M,B19037G_035E,B19037G_035M,B19037G_036E,B19037G_036M,B19037G_037E,B19037G_037M,B19037G_038E,B19037G_038M,B19037G_039E,B19037G_039M,B19037G_040E,B19037G_040M,B19037G_041E,B19037G_041M,B19037G_042E,B19037G_042M,B19037G_043E,B19037G_043M,B19037G_044E,B19037G_044M,B19037G_045E,B19037G_045M,B19037G_046E,B19037G_046M,B19037G_047E,B19037G_047M,B19037G_048E,B19037G_048M,B19037G_049E,B19037G_049M,B19037G_050E,B19037G_050M,B19037G_051E,B19037G_051M,B19037G_052E,B19037G_052M,B19037G_053E,B19037G_053M,B19037G_054E,B19037G_054M,B19037G_055E,B19037G_055M,B19037G_056E,B19037G_056M,B19037G_057E,B19037G_057M,B19037G_058E,B19037G_058M,B19037G_059E,B19037G_059M,B19037G_060E,B19037G_060M,B19037G_061E,B19037G_061M,B19037G_062E,B19037G_062M,B19037G_063E,B19037G_063M,B19037G_064E,B19037G_064M,B19037G_065E,B19037G_065M,B19037G_066E,B19037G_066M,B19037G_067E,B19037G_067M,B19037G_068E,B19037G_068M,B19037G_069E,B19037G_069M,NAME,B19037G_001EA,B19037G_001MA,B19037G_002EA,B19037G_002MA,B19037G_003EA,B19037G_003MA,B19037G_004EA,B19037G_004MA,B19037G_005EA,B19037G_005MA,B19037G_006EA,B19037G_006MA,B19037G_007EA,B19037G_007MA,B19037G_008EA,B19037G_008MA,B19037G_009EA,B19037G_009MA,B19037G_010EA,B19037G_010MA,B19037G_011MA,B19037G_011EA,B19037G_012EA,B19037G_012MA,B19037G_013EA,B19037G_013MA,B19037G_014EA,B19037G_014MA,B19037G_015MA,B19037G_015EA,B19037G_016MA,B19037G_016EA,B19037G_017EA,B19037G_017MA,B19037G_018EA,B19037G_018MA,B19037G_019EA,B19037G_019MA,B19037G_020EA,B19037G_020MA,B19037G_021MA,B19037G_021EA,B19037G_022MA,B19037G_022EA,B19037G_023EA,B19037G_023MA,B19037G_024EA,B19037G_024MA,B19037G_025EA,B19037G_025MA,B19037G_026MA,B19037G_026EA,B19037G_027MA,B19037G_027EA,B19037G_028EA,B19037G_028MA,B19037G_029EA,B19037G_029MA,B19037G_030EA,B19037G_030MA,B19037G_031EA,B19037G_031MA,B19037G_032EA,B19037G_032MA,B19037G_033MA,B19037G_033EA,B19037G_034EA,B19037G_034MA,B19037G_035MA,B19037G_035EA,B19037G_036EA,B19037G_036MA,B19037G_037MA,B19037G_037EA,B19037G_038EA,B19037G_038MA,B19037G_039MA,B19037G_039EA,B19037G_040EA,B19037G_040MA,B19037G_041EA,B19037G_041MA,B19037G_042EA,B19037G_042MA,B19037G_043EA,B19037G_043MA,B19037G_044MA,B19037G_044EA,B19037G_045EA,B19037G_045MA,B19037G_046EA,B19037G_046MA,B19037G_047EA,B19037G_047MA,B19037G_048EA,B19037G_048MA,B19037G_049EA,B19037G_049MA,B19037G_050MA,B19037G_050EA,B19037G_051EA,B19037G_051MA,B19037G_052EA,B19037G_052MA,B19037G_053EA,B19037G_053MA,B19037G_054EA,B19037G_054MA,B19037G_055MA,B19037G_055EA,B19037G_056EA,B19037G_056MA,B19037G_057EA,B19037G_057MA,B19037G_058EA,B19037G_058MA,B19037G_059EA,B19037G_059MA,B19037G_060EA,B19037G_060MA,B19037G_061EA,B19037G_061MA,B19037G_062EA,B19037G_062MA,B19037G_063EA,B19037G_063MA,B19037G_064EA,B19037G_064MA,B19037G_065EA,B19037G_065MA,B19037G_066MA,B19037G_066EA,B19037G_067EA,B19037G_067MA,B19037G_068EA,B19037G_068MA,B19037G_069EA,B19037G_069MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40161,3684,2807,861,923,529,332,296,0,229,430,366,186,228,310,267,192,154,97,161,96,118,0,229,192,226,49,81,0,229,0,229,0,229,0,229,18199,2795,2050,861,628,390,958,526,615,443,1482,999,569,434,1194,621,1136,716,374,400,1730,766,2241,877,3056,1105,1043,604,488,438,511,395,124,160,14094,1852,2493,1012,1170,624,831,423,772,410,439,303,686,511,833,499,824,491,906,504,815,511,1353,734,866,534,1013,664,365,248,338,247,390,296,5061,1049,556,326,504,294,615,328,359,206,292,239,336,287,257,263,398,299,179,220,480,271,455,284,276,239,228,191,0,229,126,150,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,360984,9989,21823,2726,4505,1529,1680,669,2764,1305,1409,675,1546,741,1414,772,1210,634,887,426,1194,873,1212,639,1177,597,1416,536,920,519,219,218,212,271,58,98,157661,7211,10032,1769,6443,1185,6696,1259,8369,2037,6280,1432,7207,1303,6905,1217,8238,1440,6641,1384,11852,1854,15823,2345,22341,2632,14689,2077,9363,1599,8622,1555,8160,1549,136196,6373,8037,1394,8264,1535,6210,1151,6276,1693,5792,1211,6210,1274,5460,1402,5110,1340,4442,1110,10212,1816,12228,1872,17653,2489,12850,2006,9091,1361,10840,1825,7521,1219,45304,3236,3963,867,5472,1132,4062,881,3931,960,2543,659,2233,616,1775,548,1806,556,1799,492,3473,930,4056,987,3593,880,2775,1014,1604,581,972,351,1247,469,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41507,3036,3098,1085,692,489,426,273,336,381,221,238,88,110,263,302,145,153,88,114,60,107,242,219,404,448,0,201,78,91,0,201,55,100,0,201,20618,2399,1798,716,430,228,1710,837,711,383,1301,697,1428,712,1145,658,1408,1199,681,333,1349,540,2666,965,2853,1053,1710,856,524,287,619,242,285,240,14196,1720,1408,568,667,280,465,269,1489,689,516,376,570,304,545,302,774,379,471,261,1129,515,1132,489,1852,609,1691,673,442,350,403,336,642,377,3595,717,681,459,283,239,247,212,624,342,233,171,244,159,337,244,69,99,109,117,314,232,202,124,86,80,46,77,120,161,0,201,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21001,2396,913,465,69,72,95,172,0,198,227,265,82,105,0,198,127,168,126,212,19,36,23,40,109,140,0,198,0,198,36,60,0,198,0,198,8759,1586,601,319,588,480,283,228,570,432,411,405,421,324,191,181,526,434,827,471,1099,545,874,571,1103,528,682,417,163,174,133,125,287,214,8610,1439,898,524,380,220,285,304,302,202,372,271,373,278,315,308,399,308,438,370,818,409,406,313,1120,561,1095,463,413,199,472,289,524,341,2719,777,569,339,415,330,140,143,395,378,84,104,102,127,42,69,63,105,247,223,135,160,72,94,153,161,42,70,0,198,128,223,132,200,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,93536,6503,6218,1389,883,582,461,298,967,618,417,276,742,630,565,436,675,573,524,554,380,404,178,180,399,348,27,53,0,238,0,238,0,238,0,238,35380,3647,2879,1031,1172,606,2062,854,1648,628,2522,956,2001,884,2648,816,2482,844,1713,804,2858,1414,4685,1536,3230,1226,2867,1074,607,458,885,480,1121,668,37656,3401,3899,1142,2052,860,2988,839,2532,861,2439,923,1475,813,2274,754,1448,586,1927,750,3083,903,3126,894,5268,1259,2581,912,692,441,715,436,1157,598,14282,2219,2039,657,696,376,1825,787,1250,465,2102,853,692,407,985,533,839,453,663,539,483,327,616,421,861,506,824,500,72,133,149,183,186,166,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
