GEO_ID,C20005D_001E,C20005D_001M,C20005D_002E,C20005D_002M,C20005D_003E,C20005D_003M,C20005D_004E,C20005D_004M,C20005D_005E,C20005D_005M,C20005D_006E,C20005D_006M,C20005D_007E,C20005D_007M,C20005D_008E,C20005D_008M,C20005D_009E,C20005D_009M,C20005D_010E,C20005D_010M,C20005D_011E,C20005D_011M,C20005D_012E,C20005D_012M,C20005D_013E,C20005D_013M,C20005D_014E,C20005D_014M,C20005D_015E,C20005D_015M,C20005D_016E,C20005D_016M,C20005D_017E,C20005D_017M,C20005D_018E,C20005D_018M,C20005D_019E,C20005D_019M,C20005D_020E,C20005D_020M,C20005D_021E,C20005D_021M,C20005D_022E,C20005D_022M,C20005D_023E,C20005D_023M,C20005D_024E,C20005D_024M,C20005D_025E,C20005D_025M,C20005D_026E,C20005D_026M,C20005D_027E,C20005D_027M,C20005D_028E,C20005D_028M,C20005D_029E,C20005D_029M,C20005D_030E,C20005D_030M,C20005D_031E,C20005D_031M,C20005D_032E,C20005D_032M,C20005D_033E,C20005D_033M,C20005D_034E,C20005D_034M,C20005D_035E,C20005D_035M,C20005D_036E,C20005D_036M,C20005D_037E,C20005D_037M,C20005D_038E,C20005D_038M,C20005D_039E,C20005D_039M,NAME,C20005D_001MA,C20005D_001EA,C20005D_002EA,C20005D_002MA,C20005D_003MA,C20005D_003EA,C20005D_004EA,C20005D_004MA,C20005D_005EA,C20005D_005MA,C20005D_006EA,C20005D_006MA,C20005D_007EA,C20005D_007MA,C20005D_008EA,C20005D_008MA,C20005D_009EA,C20005D_009MA,C20005D_010EA,C20005D_010MA,C20005D_011EA,C20005D_011MA,C20005D_012MA,C20005D_012EA,C20005D_013EA,C20005D_013MA,C20005D_014MA,C20005D_014EA,C20005D_015EA,C20005D_015MA,C20005D_016EA,C20005D_016MA,C20005D_017EA,C20005D_017MA,C20005D_018EA,C20005D_018MA,C20005D_019EA,C20005D_019MA,C20005D_020EA,C20005D_020MA,C20005D_021EA,C20005D_021MA,C20005D_022EA,C20005D_022MA,C20005D_023MA,C20005D_023EA,C20005D_024EA,C20005D_024MA,C20005D_025MA,C20005D_025EA,C20005D_026EA,C20005D_026MA,C20005D_027EA,C20005D_027MA,C20005D_028EA,C20005D_028MA,C20005D_029EA,C20005D_029MA,C20005D_030EA,C20005D_030MA,C20005D_031EA,C20005D_031MA,C20005D_032MA,C20005D_032EA,C20005D_033EA,C20005D_033MA,C20005D_034MA,C20005D_034EA,C20005D_035EA,C20005D_035MA,C20005D_036MA,C20005D_036EA,C20005D_037MA,C20005D_037EA,C20005D_038EA,C20005D_038MA,C20005D_039EA,C20005D_039MA,state
0400000US01,42355,1849,19365,1382,11972,1283,0,190,11972,1283,108,102,2312,1042,1589,673,2682,803,2828,864,2453,781,7393,1298,2779,760,4614,1154,2305,846,1426,638,279,224,132,123,329,273,143,171,22990,1550,8306,1119,0,190,8306,1119,79,85,1531,570,1702,789,2138,731,1860,643,996,482,14684,1462,8683,1138,6001,1095,2887,791,2280,797,335,313,155,163,231,161,113,159,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30599,1227,13181,814,6942,977,0,149,6942,977,275,261,1195,494,1644,588,1995,611,1279,601,554,270,6239,1071,2585,888,3654,685,1102,491,1124,563,609,285,510,398,197,198,112,139,17418,958,7849,1259,0,149,7849,1259,54,71,441,242,2618,677,3188,861,698,339,850,380,9569,1379,4395,865,5174,1335,1437,486,2090,975,790,397,640,431,174,207,43,53,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,144882,3580,65558,2294,35442,2308,0,229,35442,2308,691,527,3164,927,4550,1874,8620,1786,6606,1488,11811,1961,30116,2596,17446,2113,12670,1626,5691,1326,2758,851,743,458,1231,659,1656,1039,591,381,79324,2203,28459,2422,0,229,28459,2422,1447,632,3631,1160,6216,2022,6540,1652,6135,1254,4490,1432,50865,2527,31853,2100,19012,2615,8986,1936,4364,1054,2636,1001,1409,797,859,490,758,661,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,25703,1763,11614,1097,6086,1107,0,192,6086,1107,10,20,774,503,775,515,1571,820,1404,546,1552,653,5528,1120,2437,944,3091,719,735,377,1277,692,494,516,433,367,106,134,46,50,14089,1079,4404,1074,0,192,4404,1074,0,192,968,638,545,384,1667,627,378,344,846,482,9685,1404,6421,1413,3264,1239,1617,801,1164,594,173,161,186,252,124,210,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4095276,13406,1906420,8161,915274,11293,0,208,915274,11293,14179,1927,65651,4667,106575,4625,201513,7980,192673,8478,334683,7294,991146,11382,608411,9535,382735,9376,152434,6312,84452,4944,51118,4341,42134,3519,24102,2860,28495,3041,2188856,8472,745860,11375,0,208,745860,11375,16645,1891,70292,4132,102457,5363,192964,6648,157271,6310,206231,6592,1442996,13675,919159,12524,523837,12088,217153,7917,120401,6054,62564,4416,58957,4155,33087,3238,31675,3290,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,111221,2747,49194,1725,24670,2317,0,201,24670,2317,668,384,2055,822,2771,838,5035,1199,5764,1164,8377,1389,24524,1981,11463,1351,13061,1777,4501,1092,2598,891,1991,719,2188,864,849,500,934,521,62027,1800,23157,2184,0,201,23157,2184,392,260,2532,807,4946,1204,6625,1401,4836,1113,3826,1139,38870,2048,24712,2226,14158,1958,5836,1071,3756,872,1723,771,1234,590,1054,690,555,396,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,108280,1902,50210,1306,29342,2216,0,198,29342,2216,228,250,3394,1288,2946,934,5014,1280,5119,948,12641,1874,20868,2318,9682,1514,11186,1817,5582,1143,2158,792,1334,633,1139,566,400,230,573,259,58070,1550,21691,2073,0,198,21691,2073,369,357,1749,937,3379,799,5170,1361,4271,1006,6753,1170,36379,2584,20218,2116,16161,1896,6787,1367,3759,878,1266,576,1258,431,1747,762,1344,662,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23787,925,11586,935,6533,712,0,192,6533,712,0,192,747,428,741,400,1138,466,1362,547,2545,510,5053,889,2486,774,2567,579,609,259,152,161,397,307,398,263,536,290,475,373,12201,529,4254,649,0,192,4254,649,147,210,526,381,540,500,593,329,1258,469,1190,391,7947,735,4839,609,3108,718,1577,598,626,399,373,319,303,258,229,206,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20984,738,8596,580,5608,843,0,200,5608,843,105,134,232,247,1079,1077,1036,608,878,539,2278,675,2988,745,1587,569,1401,653,463,293,382,400,73,98,139,154,303,345,41,69,12388,506,7094,809,0,200,7094,809,178,288,355,267,304,276,1185,437,1884,638,3188,790,5294,720,2627,713,2667,550,1359,519,480,309,268,241,281,170,172,173,107,136,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,382246,6117,173960,4183,91545,4184,0,238,91545,4184,3430,1130,10015,2210,15673,2574,21736,2811,16237,2112,24454,2715,82415,4480,46275,3585,36140,2959,15359,2101,9201,1692,4051,899,3056,976,1841,905,2632,934,208286,4325,78089,4554,0,238,78089,4554,2248,961,14112,2686,15078,2484,22536,2723,13812,2149,10303,1850,130197,4733,79112,4510,51085,3770,23919,2508,11828,2164,4466,1134,5068,1349,3678,1108,2126,911,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
