GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001EA,B23002G_001MA,B23002G_002EA,B23002G_002MA,B23002G_003MA,B23002G_003EA,B23002G_004EA,B23002G_004MA,B23002G_005EA,B23002G_005MA,B23002G_006MA,B23002G_006EA,B23002G_007EA,B23002G_007MA,B23002G_008MA,B23002G_008EA,B23002G_009EA,B23002G_009MA,B23002G_010EA,B23002G_010MA,B23002G_011MA,B23002G_011EA,B23002G_012EA,B23002G_012MA,B23002G_013MA,B23002G_013EA,B23002G_014MA,B23002G_014EA,B23002G_015MA,B23002G_015EA,B23002G_016MA,B23002G_016EA,B23002G_017MA,B23002G_017EA,B23002G_018EA,B23002G_018MA,B23002G_019MA,B23002G_019EA,B23002G_020MA,B23002G_020EA,B23002G_021MA,B23002G_021EA,B23002G_022MA,B23002G_022EA,B23002G_023EA,B23002G_023MA,B23002G_024EA,B23002G_024MA,B23002G_025EA,B23002G_025MA,B23002G_026MA,B23002G_026EA,B23002G_027MA,B23002G_027EA,B23002G_028MA,B23002G_028EA,B23002G_029EA,B23002G_029MA,B23002G_030EA,B23002G_030MA,B23002G_031EA,B23002G_031MA,B23002G_032MA,B23002G_032EA,B23002G_033MA,B23002G_033EA,B23002G_034EA,B23002G_034MA,B23002G_035EA,B23002G_035MA,B23002G_036EA,B23002G_036MA,B23002G_037MA,B23002G_037EA,B23002G_038MA,B23002G_038EA,B23002G_039MA,B23002G_039EA,B23002G_040EA,B23002G_040MA,B23002G_041EA,B23002G_041MA,B23002G_042EA,B23002G_042MA,B23002G_043MA,B23002G_043EA,B23002G_044MA,B23002G_044EA,B23002G_045EA,B23002G_045MA,B23002G_046EA,B23002G_046MA,B23002G_047EA,B23002G_047MA,B23002G_048MA,B23002G_048EA,B23002G_049EA,B23002G_049MA,B23002G_050MA,B23002G_050EA,B23002G_051EA,B23002G_051MA,B23002G_052EA,B23002G_052MA,B23002G_053MA,B23002G_053EA,B23002G_054EA,B23002G_054MA,B23002G_055MA,B23002G_055EA,B23002G_056EA,B23002G_056MA,B23002G_057EA,B23002G_057MA,B23002G_058MA,B23002G_058EA,B23002G_059EA,B23002G_059MA,B23002G_060EA,B23002G_060MA,B23002G_061MA,B23002G_061EA,B23002G_062EA,B23002G_062MA,B23002G_063MA,B23002G_063EA,B23002G_064EA,B23002G_064MA,B23002G_065EA,B23002G_065MA,B23002G_066MA,B23002G_066EA,B23002G_067EA,B23002G_067MA,B23002G_068MA,B23002G_068EA,B23002G_069MA,B23002G_069EA,B23002G_070EA,B23002G_070MA,B23002G_071EA,B23002G_071MA,B23002G_072MA,B23002G_072EA,B23002G_073EA,B23002G_073MA,B23002G_074MA,B23002G_074EA,B23002G_075EA,B23002G_075MA,B23002G_076EA,B23002G_076MA,B23002G_077EA,B23002G_077MA,B23002G_078EA,B23002G_078MA,B23002G_079EA,B23002G_079MA,state
0400000US01,37473,3232,17949,2056,2365,714,752,489,0,190,752,489,476,376,276,176,1613,582,1636,635,916,443,46,84,870,423,642,329,228,231,720,461,8667,1415,6236,1291,245,330,5991,1241,4941,1139,1050,611,2431,687,3488,976,1403,550,0,190,1403,550,1204,559,199,171,2085,752,692,354,253,209,253,209,0,190,439,296,1101,529,317,273,317,273,0,190,784,392,19524,2365,2643,910,574,378,0,190,574,378,316,260,258,271,2069,760,2539,976,2069,968,0,190,2069,968,1736,928,333,254,470,321,10188,1610,6939,1321,48,82,6891,1350,5342,1126,1549,658,3249,877,2015,506,809,315,0,190,809,315,798,313,11,19,1206,413,869,426,183,133,111,107,72,111,686,417,1270,462,134,159,134,159,0,190,1136,440,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31113,3014,14282,1595,2685,786,1099,439,0,149,1099,439,908,404,191,218,1586,624,2888,911,2281,860,190,156,2091,860,1726,792,365,405,607,281,7510,1326,6237,1294,218,210,6019,1320,5398,1295,621,301,1273,485,786,270,560,217,0,149,560,217,547,219,13,17,226,164,64,49,11,19,11,19,0,149,53,45,349,166,14,17,14,17,0,149,335,166,16831,2180,2244,901,758,425,49,72,709,431,492,369,217,203,1486,620,2631,889,2123,719,9,18,2114,716,1905,715,209,149,508,553,9814,1540,7784,1366,84,115,7700,1365,7080,1338,620,288,2030,708,1553,520,967,478,0,149,967,478,967,478,0,149,586,432,397,317,295,323,295,323,0,149,102,92,192,130,7,12,0,149,7,12,185,129,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,106586,8025,54185,4861,9092,1826,3473,1048,0,229,3473,1048,2054,878,1419,628,5619,1463,7149,1607,4636,1374,58,76,4578,1368,3333,1180,1245,767,2513,1021,27945,3097,23071,2830,538,584,22533,2887,19724,2633,2809,1450,4874,1239,5540,1256,2222,652,0,229,2222,652,2070,674,152,145,3318,1083,2244,810,752,564,752,564,0,229,1492,571,2215,681,406,284,406,284,0,229,1809,642,52401,5033,7921,1746,2973,983,0,229,2973,983,2018,737,955,699,4948,1474,6912,1592,4279,1394,0,229,4279,1394,3319,956,960,681,2633,966,29265,3819,22397,3414,169,315,22228,3437,18815,3228,3413,1174,6868,1767,5372,1458,2230,638,0,229,2230,638,2105,630,125,148,3142,1241,1433,478,239,212,153,149,86,137,1194,424,1498,669,28,56,28,56,0,229,1470,669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,962970,24564,481088,15820,69287,5053,21854,2835,362,297,21492,2855,12640,2262,8852,1724,47433,4274,73045,5782,52531,5134,1688,620,50843,5056,36334,4350,14509,2291,20514,2733,254178,10410,213257,8902,2542,865,210715,8791,181618,7953,29097,3265,40921,3873,50497,3829,32220,3045,47,79,32173,3055,27818,2891,4355,1272,18277,2025,12711,1743,4678,913,4229,904,449,247,8033,1440,21370,2355,2331,560,2128,520,203,161,19039,2365,481882,13414,67153,4444,18920,2208,61,130,18859,2210,12249,1830,6610,1291,48233,3556,65693,4450,46295,4305,352,283,45943,4302,38632,3900,7311,1482,19398,2465,257119,9058,194080,7743,244,247,193836,7732,165395,7130,28441,2904,63039,4822,50401,3304,27051,2368,0,208,27051,2368,22989,2246,4062,983,23350,2659,14231,1537,3859,841,3404,807,455,452,10372,1305,27285,2298,1216,452,1038,441,178,128,26069,2251,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,98922,5849,49015,3822,7459,1435,3031,1063,125,141,2906,1070,2004,802,902,615,4428,963,7179,1403,4837,1347,157,173,4680,1314,3506,1039,1174,675,2342,939,26101,2302,20481,2097,396,261,20085,2108,18313,1977,1772,698,5620,1491,5700,1085,3719,951,0,201,3719,951,3688,941,31,42,1981,580,1150,559,722,511,577,479,145,198,428,270,1426,528,102,102,102,102,0,201,1324,513,49907,4037,5806,1293,2590,801,0,201,2590,801,2005,696,585,354,3216,961,6439,1445,5389,1361,139,163,5250,1368,4296,1262,954,556,1050,485,28923,2735,21679,2420,104,161,21575,2410,18874,2300,2701,832,7244,1426,4628,914,2264,585,0,201,2264,585,2105,581,159,151,2364,662,1465,602,293,220,269,217,24,45,1172,560,2646,707,361,353,198,271,163,216,2285,721,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,51858,4210,24881,2743,3523,858,1539,552,99,178,1440,518,910,445,530,329,1984,607,3864,945,2439,823,526,416,1913,735,1434,590,479,390,1425,503,12667,1968,11228,1936,161,167,11067,1939,9123,1777,1944,789,1439,468,2832,755,2080,646,0,198,2080,646,1771,627,309,294,752,393,856,467,412,328,349,317,63,105,444,293,1139,604,354,358,354,358,0,198,785,502,26977,2739,4394,958,1996,636,58,130,1938,639,1194,526,744,319,2398,763,2737,954,2091,774,58,131,2033,748,1733,660,300,284,646,478,15022,1959,11338,1831,0,198,11338,1831,10251,1847,1087,495,3684,853,2179,829,1191,463,0,198,1191,463,1065,418,126,206,988,509,963,506,204,213,108,132,96,160,759,466,1682,569,172,211,172,211,0,198,1510,525,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,247503,12670,122717,7626,17821,2766,6233,1615,228,148,6005,1600,3609,1196,2396,1020,11588,2123,16394,3153,10438,2509,622,410,9816,2489,7278,2010,2538,1261,5956,1566,63822,5596,50599,4686,845,541,49754,4738,44573,4435,5181,1445,13223,2035,13249,1981,8009,1480,0,238,8009,1480,6600,1417,1409,558,5240,1350,3747,789,1500,561,1100,491,400,252,2247,637,7684,1682,2052,1050,2017,1045,35,62,5632,1354,124786,7773,18553,2858,6616,1720,0,238,6616,1720,3706,1272,2910,1022,11937,2202,16686,2885,12614,2281,264,388,12350,2267,9760,2056,2590,1185,4072,1311,63210,5245,46636,4223,190,197,46446,4204,41039,3984,5407,1469,16574,2590,13303,1939,6910,1371,0,238,6910,1371,6141,1371,769,422,6393,1427,4533,1124,763,412,763,412,0,238,3770,1048,8501,1817,492,278,452,271,40,71,8009,1697,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
