GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002EA,B17010B_002MA,B17010B_003EA,B17010B_003MA,B17010B_004MA,B17010B_004EA,B17010B_005EA,B17010B_005MA,B17010B_006EA,B17010B_006MA,B17010B_007EA,B17010B_007MA,B17010B_008EA,B17010B_008MA,B17010B_009MA,B17010B_009EA,B17010B_010EA,B17010B_010MA,B17010B_011MA,B17010B_011EA,B17010B_012EA,B17010B_012MA,B17010B_013EA,B17010B_013MA,B17010B_014EA,B17010B_014MA,B17010B_015MA,B17010B_015EA,B17010B_016EA,B17010B_016MA,B17010B_017MA,B17010B_017EA,B17010B_018EA,B17010B_018MA,B17010B_019MA,B17010B_019EA,B17010B_020MA,B17010B_020EA,B17010B_021MA,B17010B_021EA,B17010B_022MA,B17010B_022EA,B17010B_023EA,B17010B_023MA,B17010B_024EA,B17010B_024MA,B17010B_025MA,B17010B_025EA,B17010B_026MA,B17010B_026EA,B17010B_027MA,B17010B_027EA,B17010B_028MA,B17010B_028EA,B17010B_029EA,B17010B_029MA,B17010B_030MA,B17010B_030EA,B17010B_031MA,B17010B_031EA,B17010B_032MA,B17010B_032EA,B17010B_033MA,B17010B_033EA,B17010B_034EA,B17010B_034MA,B17010B_035EA,B17010B_035MA,B17010B_036MA,B17010B_036EA,B17010B_037MA,B17010B_037EA,B17010B_038EA,B17010B_038MA,B17010B_039EA,B17010B_039MA,B17010B_040EA,B17010B_040MA,B17010B_041MA,B17010B_041EA,state
0400000US01,305813,6643,89764,4504,14847,2055,8951,1596,1640,808,2416,896,4895,1170,5896,1122,74917,4209,8053,1411,5840,1257,1534,688,839,402,3467,1091,2213,712,66864,3962,56546,3686,13414,1796,14167,1800,28965,2800,10318,1334,216049,5712,120872,4634,52008,3656,8596,1709,8881,1652,34531,2968,68864,3704,95177,5521,16745,2067,6800,1401,1765,849,1054,593,3981,1101,9945,1679,78432,4680,46932,3365,8493,1459,6243,1376,32196,2950,31500,2906,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,53146,3172,10318,2694,1132,610,669,434,304,324,182,162,183,160,463,397,9186,2663,2386,1276,2003,1219,387,368,404,424,1212,1011,383,366,6800,2020,5543,1948,803,610,1264,583,3476,1804,1257,648,42828,3020,25134,2718,12594,2404,2331,851,3190,1677,7073,1921,12540,1722,17694,2656,5034,1319,2887,1010,574,453,268,243,2045,849,2147,866,12660,2237,8937,2066,1575,1261,772,568,6590,1726,3723,1011,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,107888,3814,31487,3514,4765,1088,2528,679,406,364,1099,515,1023,404,2237,780,26722,3099,2995,980,1854,765,684,588,470,350,700,384,1141,597,23727,3045,20281,3095,3956,1173,6244,1605,10081,1939,3446,923,76401,3557,38770,2516,15430,1753,1357,534,2479,842,11594,1418,23340,1776,37631,2964,7330,1660,4173,1371,661,541,379,322,3133,1106,3157,873,30301,2671,19600,2384,3223,1324,2513,862,13864,1763,10701,1496,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,494733,8698,101687,5587,14192,2017,10465,1929,1519,582,3411,1103,5535,1408,3727,970,87495,5504,12211,2285,9385,1949,2516,897,1629,792,5240,1681,2826,797,75284,4631,65194,4359,12743,1958,16496,2660,35955,2946,10090,2082,393046,7703,206465,6394,98063,5601,17423,2695,15940,2618,64700,4467,108402,4764,186581,6673,44199,3944,24225,2954,5165,1548,3389,1005,15671,2330,19974,2461,142382,5179,83033,4567,11779,2027,12503,2264,58751,3720,59349,3982,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44060,2469,9731,1976,1668,758,1093,632,389,417,332,316,372,353,575,472,8063,1971,1268,673,921,605,30,52,378,422,513,400,347,297,6795,1733,5621,1518,1369,708,1701,772,2551,1038,1174,806,34329,2288,21598,2127,11082,2090,1563,669,2413,951,7106,1751,10516,1608,12731,1720,3801,1096,2930,1046,874,656,546,558,1510,722,871,450,8930,1460,5192,1104,982,506,1171,883,3039,901,3738,1145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,84279,3436,16870,2379,2308,971,1372,729,517,585,390,336,465,272,936,538,14562,2182,1500,690,1393,684,670,507,536,410,187,233,107,130,13062,2015,12307,1947,1978,712,4186,1266,6143,1266,755,353,67409,3464,34174,2640,17545,1902,3291,903,3383,1058,10871,1638,16629,2150,33235,2991,5521,1363,3209,1095,859,726,733,450,1617,637,2312,856,27714,2363,18182,2179,3615,1122,3421,1108,11146,1844,9532,1761,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45066,2058,8090,1486,1061,596,295,247,91,117,0,192,204,179,766,551,7029,1433,1290,756,961,706,449,507,103,129,409,434,329,281,5739,1276,4781,1245,462,246,985,534,3334,1200,958,497,36976,1902,21321,1981,10256,1772,1726,836,2025,740,6505,1532,11065,1359,15655,1938,4137,1077,2741,934,649,464,402,332,1690,778,1396,593,11518,1687,7223,1348,1383,666,963,508,4877,1219,4295,1123,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65138,2547,15752,1982,1507,592,726,405,187,271,20,34,519,302,781,431,14245,1994,1588,632,1015,542,246,310,202,242,567,454,573,319,12657,1864,9964,1593,2165,787,2708,928,5091,1246,2693,840,49386,2620,16063,1467,5358,1038,1158,494,841,399,3359,822,10705,1330,33323,2620,6169,1124,2024,702,658,386,117,129,1249,594,4145,985,27154,2296,14711,1830,1872,665,1696,713,11143,1594,12443,1586,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,649422,10400,163784,7437,36014,3728,25001,3337,2813,985,8042,2097,14146,2515,11013,1808,127770,6146,18436,2614,13867,2250,3409,1035,3415,1060,7043,1622,4569,1353,109334,5622,93831,5553,13677,2151,27736,3110,52418,4116,15503,2076,485638,8830,265260,7841,126360,6096,21150,3278,25134,3412,80076,4817,138900,5737,220378,7146,42404,3726,22390,2911,6528,1502,2467,1043,13395,2301,20014,2619,177974,6431,112550,6240,18588,2937,16175,2521,77787,5096,65424,4889,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
