GEO_ID,C19037B_001E,C19037B_001M,C19037B_002E,C19037B_002M,C19037B_003E,C19037B_003M,C19037B_004E,C19037B_004M,C19037B_005E,C19037B_005M,C19037B_006E,C19037B_006M,C19037B_007E,C19037B_007M,C19037B_008E,C19037B_008M,C19037B_009E,C19037B_009M,C19037B_010E,C19037B_010M,C19037B_011E,C19037B_011M,C19037B_012E,C19037B_012M,C19037B_013E,C19037B_013M,C19037B_014E,C19037B_014M,C19037B_015E,C19037B_015M,C19037B_016E,C19037B_016M,C19037B_017E,C19037B_017M,C19037B_018E,C19037B_018M,C19037B_019E,C19037B_019M,C19037B_020E,C19037B_020M,C19037B_021E,C19037B_021M,C19037B_022E,C19037B_022M,C19037B_023E,C19037B_023M,C19037B_024E,C19037B_024M,C19037B_025E,C19037B_025M,C19037B_026E,C19037B_026M,C19037B_027E,C19037B_027M,C19037B_028E,C19037B_028M,C19037B_029E,C19037B_029M,C19037B_030E,C19037B_030M,C19037B_031E,C19037B_031M,C19037B_032E,C19037B_032M,C19037B_033E,C19037B_033M,C19037B_034E,C19037B_034M,C19037B_035E,C19037B_035M,C19037B_036E,C19037B_036M,C19037B_037E,C19037B_037M,C19037B_038E,C19037B_038M,C19037B_039E,C19037B_039M,C19037B_040E,C19037B_040M,C19037B_041E,C19037B_041M,C19037B_042E,C19037B_042M,C19037B_043E,C19037B_043M,C19037B_044E,C19037B_044M,C19037B_045E,C19037B_045M,NAME,C19037B_001MA,C19037B_001EA,C19037B_002MA,C19037B_002EA,C19037B_003MA,C19037B_003EA,C19037B_004MA,C19037B_004EA,C19037B_005MA,C19037B_005EA,C19037B_006MA,C19037B_006EA,C19037B_007EA,C19037B_007MA,C19037B_008MA,C19037B_008EA,C19037B_009EA,C19037B_009MA,C19037B_010MA,C19037B_010EA,C19037B_011MA,C19037B_011EA,C19037B_012MA,C19037B_012EA,C19037B_013EA,C19037B_013MA,C19037B_014MA,C19037B_014EA,C19037B_015EA,C19037B_015MA,C19037B_016MA,C19037B_016EA,C19037B_017MA,C19037B_017EA,C19037B_018EA,C19037B_018MA,C19037B_019MA,C19037B_019EA,C19037B_020EA,C19037B_020MA,C19037B_021MA,C19037B_021EA,C19037B_022EA,C19037B_022MA,C19037B_023EA,C19037B_023MA,C19037B_024EA,C19037B_024MA,C19037B_025MA,C19037B_025EA,C19037B_026MA,C19037B_026EA,C19037B_027MA,C19037B_027EA,C19037B_028EA,C19037B_028MA,C19037B_029EA,C19037B_029MA,C19037B_030MA,C19037B_030EA,C19037B_031EA,C19037B_031MA,C19037B_032MA,C19037B_032EA,C19037B_033EA,C19037B_033MA,C19037B_034EA,C19037B_034MA,C19037B_035EA,C19037B_035MA,C19037B_036MA,C19037B_036EA,C19037B_037MA,C19037B_037EA,C19037B_038MA,C19037B_038EA,C19037B_039EA,C19037B_039MA,C19037B_040EA,C19037B_040MA,C19037B_041MA,C19037B_041EA,C19037B_042EA,C19037B_042MA,C19037B_043MA,C19037B_043EA,C19037B_044EA,C19037B_044MA,C19037B_045MA,C19037B_045EA,state
0400000US01,470145,7055,28284,2996,10710,1860,4688,1379,6467,1328,3325,945,1717,808,1018,591,0,190,359,383,0,190,0,190,170799,4646,31412,3037,15222,2119,29303,3101,23115,2580,24281,2925,24757,2488,14957,2377,6381,1324,774,448,597,416,189536,4479,29343,2522,18656,2078,28714,2478,23854,2198,27298,2439,30706,2613,15229,1839,11966,1431,2680,902,1090,512,81526,2396,15219,1518,13899,1469,17639,1692,10227,1218,9340,1416,8212,1165,4227,954,1982,612,467,240,314,207,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,90152,4372,5570,1477,1606,820,764,437,890,631,1251,675,811,562,96,96,152,236,0,229,0,229,0,229,40074,3283,4475,1854,4200,1778,4382,1344,5077,1651,6645,1818,8923,2072,2973,1127,3033,1407,164,216,202,255,33376,2050,4335,1284,1927,699,3588,1300,3795,1095,4925,1394,7103,1402,3647,1213,3026,999,758,426,272,267,11132,1190,1240,612,1969,586,1567,609,1402,634,1821,702,1218,483,646,349,996,575,116,118,157,186,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,167833,3648,10932,1470,5787,1364,1026,578,2220,794,901,560,709,544,289,307,0,192,0,192,0,192,0,192,66212,2595,12801,2089,6303,1468,12882,1899,10707,1818,7711,1567,8894,1861,3932,1387,2039,682,255,260,688,458,65481,2471,11073,1746,6089,1184,11515,1726,8642,1330,8333,1368,9617,1534,5638,1203,2991,763,1173,593,410,308,25208,1329,5145,834,4777,833,5493,912,2675,558,2939,625,2360,571,915,365,491,293,348,273,65,112,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,817065,10280,36010,3079,11286,2049,5084,1302,6415,1463,4813,1179,3067,1293,2076,743,2531,1149,312,265,426,508,0,208,283897,6709,38286,3122,15952,1957,38833,3178,32235,3443,42794,3583,46318,4617,26897,3545,27105,3426,9962,2509,5515,1676,343393,5855,39993,3535,32048,2428,35873,3500,27828,2586,37576,3590,60537,4270,39193,3473,40474,3520,17751,2320,12120,1898,153765,4355,13482,1930,21659,2394,26175,2619,18286,2113,20267,1864,23317,2368,12471,1868,12416,1705,4307,891,1385,503,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75841,3638,4615,1426,1781,889,174,184,1153,695,391,519,446,345,670,525,0,201,0,201,0,201,0,201,31050,2720,4901,1422,2705,1171,4379,1199,3222,816,4888,1333,4241,1216,2905,1076,2363,895,1067,676,379,329,29936,2295,3882,1076,975,399,3501,1050,2320,780,4262,1250,5619,1434,2769,861,4427,1711,1826,1088,355,276,10240,865,1636,860,1706,528,1642,432,1049,390,989,383,1243,443,1079,399,520,304,135,126,241,243,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,128111,3523,4234,1246,1723,759,390,368,1042,746,167,194,517,416,151,156,47,81,197,319,0,198,0,198,53850,2373,5232,1368,4115,1163,7511,1640,7553,1605,6851,1249,10694,1627,6119,1639,3811,896,1170,560,794,436,50963,2293,7226,1499,2415,639,3796,1107,4989,1144,7329,1297,7903,1255,7897,1455,6236,1296,2161,722,1011,465,19064,1397,2151,715,2801,765,3095,733,2767,725,2195,720,2624,632,1177,510,1695,576,428,390,131,126,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,65341,1945,2419,764,470,280,169,191,234,264,455,296,380,467,305,322,67,114,339,350,0,192,0,192,25225,1746,2191,998,1423,643,2476,973,2401,882,5009,1249,5619,1302,1818,794,2570,862,889,591,829,552,27231,1672,3281,764,2127,886,1975,712,2641,969,4004,971,5563,1420,3405,828,2396,801,1137,447,702,524,10466,889,1769,738,1077,439,2183,824,1238,509,865,390,943,392,1028,607,1260,539,94,108,9,15,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,126754,2873,4303,1163,1249,605,436,414,673,403,731,468,515,449,216,160,198,231,285,272,0,200,0,200,40713,2129,7318,1253,1800,740,3859,963,4067,985,5933,1534,6385,1418,5074,1129,3621,869,1723,715,933,355,50302,2233,8356,1252,2870,821,5012,1143,4614,1103,6680,1045,8523,1276,5081,1020,5908,1082,1717,685,1541,468,31436,1142,4408,861,4216,802,5579,1071,3104,703,4248,704,4383,800,2103,617,2342,609,519,302,534,297,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,970913,11306,48452,3691,16801,2329,4692,1289,11346,2280,4721,1582,4361,1376,4702,1587,1346,794,483,486,0,238,0,238,377118,8569,49473,4277,32127,3674,58146,4560,58710,4481,64740,5569,62894,5043,26954,3451,18175,2646,3886,1441,2013,1045,391666,7228,49625,3810,28767,2672,54709,3254,51074,4306,56177,4428,67956,5155,38165,3740,32014,3275,6580,1429,6599,1899,153677,4724,26697,2721,22140,2210,29311,2852,19894,2569,19190,2198,18629,1871,10173,1881,5556,1230,1207,545,880,475,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1043939,10500,48080,4704,17643,2286,5938,1596,8593,1869,6241,1626,4703,1508,3885,1347,794,541,283,286,0,225,0,225,437611,9252,56349,4627,24917,2993,63575,4667,58826,5588,74906,4194,75351,5935,39924,4568,31924,3559,8267,2378,3572,1287,416059,7567,60402,4260,31016,2865,53152,3905,51050,4028,63606,5662,72579,5373,34082,2775,35105,3468,9200,1883,5867,1800,142189,4427,27698,2829,20519,2042,27803,1983,16843,1879,18144,1816,16823,2055,7568,1374,4261,869,1708,796,822,551,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,655841,7631,28480,2529,11540,1631,3197,1195,6869,1459,1611,729,2975,1151,1801,853,312,358,175,178,0,189,0,189,237877,5355,38709,3397,18962,2202,33616,3299,30363,3013,34486,3364,40792,3423,17562,2560,17271,2417,3620,1106,2496,1051,265886,6103,47096,3176,16271,2080,34828,3042,26868,2420,33915,3148,45092,3530,26408,2416,21832,2516,8503,1620,5073,1189,123598,3245,18115,2011,15703,1755,24955,2499,15588,1829,15829,1539,18001,1817,7225,1254,5290,1000,2042,670,850,381,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
