GEO_ID,B20005C_001E,B20005C_001M,B20005C_002E,B20005C_002M,B20005C_003E,B20005C_003M,B20005C_004E,B20005C_004M,B20005C_005E,B20005C_005M,B20005C_006E,B20005C_006M,B20005C_007E,B20005C_007M,B20005C_008E,B20005C_008M,B20005C_009E,B20005C_009M,B20005C_010E,B20005C_010M,B20005C_011E,B20005C_011M,B20005C_012E,B20005C_012M,B20005C_013E,B20005C_013M,B20005C_014E,B20005C_014M,B20005C_015E,B20005C_015M,B20005C_016E,B20005C_016M,B20005C_017E,B20005C_017M,B20005C_018E,B20005C_018M,B20005C_019E,B20005C_019M,B20005C_020E,B20005C_020M,B20005C_021E,B20005C_021M,B20005C_022E,B20005C_022M,B20005C_023E,B20005C_023M,B20005C_024E,B20005C_024M,B20005C_025E,B20005C_025M,B20005C_026E,B20005C_026M,B20005C_027E,B20005C_027M,B20005C_028E,B20005C_028M,B20005C_029E,B20005C_029M,B20005C_030E,B20005C_030M,B20005C_031E,B20005C_031M,B20005C_032E,B20005C_032M,B20005C_033E,B20005C_033M,B20005C_034E,B20005C_034M,B20005C_035E,B20005C_035M,B20005C_036E,B20005C_036M,B20005C_037E,B20005C_037M,B20005C_038E,B20005C_038M,B20005C_039E,B20005C_039M,B20005C_040E,B20005C_040M,B20005C_041E,B20005C_041M,B20005C_042E,B20005C_042M,B20005C_043E,B20005C_043M,B20005C_044E,B20005C_044M,B20005C_045E,B20005C_045M,B20005C_046E,B20005C_046M,B20005C_047E,B20005C_047M,B20005C_048E,B20005C_048M,B20005C_049E,B20005C_049M,B20005C_050E,B20005C_050M,B20005C_051E,B20005C_051M,B20005C_052E,B20005C_052M,B20005C_053E,B20005C_053M,B20005C_054E,B20005C_054M,B20005C_055E,B20005C_055M,B20005C_056E,B20005C_056M,B20005C_057E,B20005C_057M,B20005C_058E,B20005C_058M,B20005C_059E,B20005C_059M,B20005C_060E,B20005C_060M,B20005C_061E,B20005C_061M,B20005C_062E,B20005C_062M,B20005C_063E,B20005C_063M,B20005C_064E,B20005C_064M,B20005C_065E,B20005C_065M,B20005C_066E,B20005C_066M,B20005C_067E,B20005C_067M,B20005C_068E,B20005C_068M,B20005C_069E,B20005C_069M,B20005C_070E,B20005C_070M,B20005C_071E,B20005C_071M,B20005C_072E,B20005C_072M,B20005C_073E,B20005C_073M,B20005C_074E,B20005C_074M,B20005C_075E,B20005C_075M,B20005C_076E,B20005C_076M,B20005C_077E,B20005C_077M,B20005C_078E,B20005C_078M,B20005C_079E,B20005C_079M,B20005C_080E,B20005C_080M,B20005C_081E,B20005C_081M,B20005C_082E,B20005C_082M,B20005C_083E,B20005C_083M,B20005C_084E,B20005C_084M,B20005C_085E,B20005C_085M,B20005C_086E,B20005C_086M,B20005C_087E,B20005C_087M,B20005C_088E,B20005C_088M,B20005C_089E,B20005C_089M,B20005C_090E,B20005C_090M,B20005C_091E,B20005C_091M,B20005C_092E,B20005C_092M,B20005C_093E,B20005C_093M,B20005C_094E,B20005C_094M,B20005C_095E,B20005C_095M,NAME,B20005C_001EA,B20005C_001MA,B20005C_002EA,B20005C_002MA,B20005C_003EA,B20005C_003MA,B20005C_004EA,B20005C_004MA,B20005C_005MA,B20005C_005EA,B20005C_006EA,B20005C_006MA,B20005C_007EA,B20005C_007MA,B20005C_008EA,B20005C_008MA,B20005C_009EA,B20005C_009MA,B20005C_010MA,B20005C_010EA,B20005C_011EA,B20005C_011MA,B20005C_012EA,B20005C_012MA,B20005C_013EA,B20005C_013MA,B20005C_014EA,B20005C_014MA,B20005C_015EA,B20005C_015MA,B20005C_016EA,B20005C_016MA,B20005C_017EA,B20005C_017MA,B20005C_018EA,B20005C_018MA,B20005C_019EA,B20005C_019MA,B20005C_020MA,B20005C_020EA,B20005C_021MA,B20005C_021EA,B20005C_022EA,B20005C_022MA,B20005C_023EA,B20005C_023MA,B20005C_024EA,B20005C_024MA,B20005C_025MA,B20005C_025EA,B20005C_026MA,B20005C_026EA,B20005C_027EA,B20005C_027MA,B20005C_028EA,B20005C_028MA,B20005C_029EA,B20005C_029MA,B20005C_030EA,B20005C_030MA,B20005C_031MA,B20005C_031EA,B20005C_032MA,B20005C_032EA,B20005C_033EA,B20005C_033MA,B20005C_034EA,B20005C_034MA,B20005C_035EA,B20005C_035MA,B20005C_036MA,B20005C_036EA,B20005C_037EA,B20005C_037MA,B20005C_038MA,B20005C_038EA,B20005C_039EA,B20005C_039MA,B20005C_040MA,B20005C_040EA,B20005C_041EA,B20005C_041MA,B20005C_042MA,B20005C_042EA,B20005C_043MA,B20005C_043EA,B20005C_044MA,B20005C_044EA,B20005C_045EA,B20005C_045MA,B20005C_046EA,B20005C_046MA,B20005C_047EA,B20005C_047MA,B20005C_048EA,B20005C_048MA,B20005C_049MA,B20005C_049EA,B20005C_050EA,B20005C_050MA,B20005C_051EA,B20005C_051MA,B20005C_052EA,B20005C_052MA,B20005C_053EA,B20005C_053MA,B20005C_054MA,B20005C_054EA,B20005C_055MA,B20005C_055EA,B20005C_056EA,B20005C_056MA,B20005C_057EA,B20005C_057MA,B20005C_058EA,B20005C_058MA,B20005C_059EA,B20005C_059MA,B20005C_060MA,B20005C_060EA,B20005C_061EA,B20005C_061MA,B20005C_062EA,B20005C_062MA,B20005C_063EA,B20005C_063MA,B20005C_064EA,B20005C_064MA,B20005C_065MA,B20005C_065EA,B20005C_066EA,B20005C_066MA,B20005C_067EA,B20005C_067MA,B20005C_068EA,B20005C_068MA,B20005C_069EA,B20005C_069MA,B20005C_070EA,B20005C_070MA,B20005C_071EA,B20005C_071MA,B20005C_072EA,B20005C_072MA,B20005C_073EA,B20005C_073MA,B20005C_074EA,B20005C_074MA,B20005C_075MA,B20005C_075EA,B20005C_076MA,B20005C_076EA,B20005C_077EA,B20005C_077MA,B20005C_078EA,B20005C_078MA,B20005C_079EA,B20005C_079MA,B20005C_080MA,B20005C_080EA,B20005C_081MA,B20005C_081EA,B20005C_082EA,B20005C_082MA,B20005C_083EA,B20005C_083MA,B20005C_084EA,B20005C_084MA,B20005C_085EA,B20005C_085MA,B20005C_086MA,B20005C_086EA,B20005C_087MA,B20005C_087EA,B20005C_088MA,B20005C_088EA,B20005C_089EA,B20005C_089MA,B20005C_090MA,B20005C_090EA,B20005C_091MA,B20005C_091EA,B20005C_092EA,B20005C_092MA,B20005C_093MA,B20005C_093EA,B20005C_094EA,B20005C_094MA,B20005C_095MA,B20005C_095EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,74798,2430,39135,1479,9080,1121,0,149,9080,1121,70,126,0,149,45,36,105,81,149,77,174,93,153,70,144,81,233,190,214,168,610,425,520,174,1018,469,831,396,540,262,504,288,1223,608,438,168,1306,405,803,506,30055,1457,12474,1034,17581,1131,3136,578,2162,491,1970,515,1416,420,1536,392,611,278,1130,478,796,359,1142,453,180,113,430,141,425,192,279,130,342,156,544,351,168,74,425,263,201,121,282,213,406,221,35663,1592,9277,1212,0,149,9277,1212,9,14,7,13,35,33,18,18,200,79,97,50,303,195,186,179,312,163,564,376,966,362,1385,591,1508,442,645,368,886,433,360,188,651,398,278,156,668,386,199,128,26386,1459,13781,1291,12605,1136,2850,499,1789,484,1360,386,714,249,907,249,549,161,454,222,415,132,841,361,588,338,710,269,210,74,334,191,275,145,66,45,112,74,110,137,46,33,230,185,45,60,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,207367,4070,100199,2796,29644,2063,0,229,29644,2063,216,186,43,57,707,362,879,650,1913,927,951,524,1693,876,949,579,2959,931,1168,675,1925,761,3269,909,2657,962,2275,818,1951,671,1642,823,1207,500,592,364,1495,851,1153,636,70555,3296,50327,2702,20228,2226,4343,1078,2630,675,1838,528,743,317,1357,712,1129,734,1997,809,594,307,1635,1012,303,305,730,361,601,345,802,554,220,123,561,325,54,44,178,187,80,82,202,168,231,287,107168,2330,29866,2019,0,229,29866,2019,156,235,108,135,1408,685,177,130,1774,643,1679,808,1976,765,1407,626,1951,594,2176,731,2332,807,3074,1023,2925,925,3296,888,1680,533,859,332,1016,451,702,312,821,339,349,174,77302,2213,54189,2704,23113,2511,5022,1032,3052,1009,2980,1183,1747,620,2962,984,925,434,996,381,665,397,971,739,465,307,1005,496,642,323,503,351,51,60,125,113,125,110,845,539,6,12,18,30,8,15,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,225247,10419,111935,5904,38809,3212,0,208,38809,3212,180,200,23,37,305,204,390,244,1237,624,801,422,1291,509,1004,424,1742,577,1798,764,2333,715,4369,1219,3364,1023,3342,1053,1220,506,1935,626,3048,819,2657,1009,4308,1003,3462,1031,73126,5146,44931,3645,28195,2995,6187,1460,3453,1062,3709,1088,2012,672,2273,670,742,509,1865,710,1201,735,1294,542,345,205,1261,681,919,400,688,477,561,366,248,225,313,202,252,183,465,339,150,142,257,192,113312,6122,29020,2935,0,208,29020,2935,0,208,149,268,413,288,84,87,970,493,549,267,1079,534,1357,619,1274,528,976,569,3557,942,3404,1160,2086,644,1991,664,1411,553,1456,620,3298,1044,1695,613,1971,734,1300,598,84292,4828,54507,3888,29785,2848,5184,1121,3709,920,3613,1078,2022,541,3801,1161,1130,575,1604,708,2427,875,1367,714,604,477,883,419,415,327,537,390,692,416,359,273,285,232,368,322,9,19,286,241,490,401,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
