GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001EA,B19037B_001MA,B19037B_002EA,B19037B_002MA,B19037B_003EA,B19037B_003MA,B19037B_004MA,B19037B_004EA,B19037B_005MA,B19037B_005EA,B19037B_006EA,B19037B_006MA,B19037B_007EA,B19037B_007MA,B19037B_008EA,B19037B_008MA,B19037B_009EA,B19037B_009MA,B19037B_010EA,B19037B_010MA,B19037B_011EA,B19037B_011MA,B19037B_012EA,B19037B_012MA,B19037B_013EA,B19037B_013MA,B19037B_014EA,B19037B_014MA,B19037B_015MA,B19037B_015EA,B19037B_016EA,B19037B_016MA,B19037B_017EA,B19037B_017MA,B19037B_018EA,B19037B_018MA,B19037B_019EA,B19037B_019MA,B19037B_020EA,B19037B_020MA,B19037B_021EA,B19037B_021MA,B19037B_022EA,B19037B_022MA,B19037B_023EA,B19037B_023MA,B19037B_024EA,B19037B_024MA,B19037B_025MA,B19037B_025EA,B19037B_026MA,B19037B_026EA,B19037B_027MA,B19037B_027EA,B19037B_028EA,B19037B_028MA,B19037B_029MA,B19037B_029EA,B19037B_030MA,B19037B_030EA,B19037B_031EA,B19037B_031MA,B19037B_032EA,B19037B_032MA,B19037B_033EA,B19037B_033MA,B19037B_034EA,B19037B_034MA,B19037B_035EA,B19037B_035MA,B19037B_036EA,B19037B_036MA,B19037B_037MA,B19037B_037EA,B19037B_038MA,B19037B_038EA,B19037B_039MA,B19037B_039EA,B19037B_040MA,B19037B_040EA,B19037B_041EA,B19037B_041MA,B19037B_042EA,B19037B_042MA,B19037B_043MA,B19037B_043EA,B19037B_044MA,B19037B_044EA,B19037B_045EA,B19037B_045MA,B19037B_046EA,B19037B_046MA,B19037B_047EA,B19037B_047MA,B19037B_048MA,B19037B_048EA,B19037B_049MA,B19037B_049EA,B19037B_050EA,B19037B_050MA,B19037B_051EA,B19037B_051MA,B19037B_052EA,B19037B_052MA,B19037B_053EA,B19037B_053MA,B19037B_054MA,B19037B_054EA,B19037B_055EA,B19037B_055MA,B19037B_056EA,B19037B_056MA,B19037B_057EA,B19037B_057MA,B19037B_058EA,B19037B_058MA,B19037B_059MA,B19037B_059EA,B19037B_060MA,B19037B_060EA,B19037B_061EA,B19037B_061MA,B19037B_062EA,B19037B_062MA,B19037B_063EA,B19037B_063MA,B19037B_064EA,B19037B_064MA,B19037B_065EA,B19037B_065MA,B19037B_066EA,B19037B_066MA,B19037B_067EA,B19037B_067MA,B19037B_068EA,B19037B_068MA,B19037B_069EA,B19037B_069MA,state
0400000US01,470145,7055,28284,2996,10710,1860,4688,1379,3090,979,3377,996,1979,639,1346,703,503,407,881,590,333,291,610,433,408,369,0,190,274,365,85,101,0,190,0,190,170799,4646,31412,3037,15222,2119,15938,2187,13365,2017,12883,1796,10232,1713,8766,1646,7374,1491,8141,1858,12346,2191,12411,1766,14957,2377,4783,1165,1598,640,774,448,597,416,189536,4479,29343,2522,18656,2078,14733,2002,13981,1853,12167,1850,11687,1738,9852,1354,9946,1689,7500,1243,15752,1898,14954,1919,15229,1839,7906,1264,4060,954,2680,902,1090,512,81526,2396,15219,1518,13899,1469,10101,1343,7538,1108,5948,849,4279,782,3265,651,3560,911,2515,633,3631,793,4581,812,4227,954,1248,465,734,413,467,240,314,207,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,90152,4372,5570,1477,1606,820,764,437,811,624,79,100,440,436,811,540,171,281,291,306,349,393,30,52,66,79,152,236,0,229,0,229,0,229,0,229,40074,3283,4475,1854,4200,1778,1934,916,2448,1051,2162,867,2915,1293,2256,979,2161,941,2228,1127,4329,1623,4594,1289,2973,1127,2228,1349,805,694,164,216,202,255,33376,2050,4335,1284,1927,699,2624,1208,964,441,2070,800,1725,840,1807,885,2012,780,1106,605,3834,1273,3269,897,3647,1213,2315,899,711,367,758,426,272,267,11132,1190,1240,612,1969,586,926,467,641,388,1106,609,296,201,313,281,778,430,730,462,822,399,396,291,646,349,600,421,396,434,116,118,157,186,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,167833,3648,10932,1470,5787,1364,1026,578,633,365,1587,834,552,433,349,340,493,480,193,270,23,48,262,304,27,50,0,192,0,192,0,192,0,192,0,192,66212,2595,12801,2089,6303,1468,6456,1634,6426,1424,5638,1170,5069,1481,2521,826,2300,920,2890,1033,4921,1496,3973,1260,3932,1387,1115,544,924,605,255,260,688,458,65481,2471,11073,1746,6089,1184,5211,1123,6304,1303,5406,1131,3236,704,2825,630,3328,936,2180,656,5181,1009,4436,1127,5638,1203,2021,671,970,436,1173,593,410,308,25208,1329,5145,834,4777,833,3132,693,2361,540,1317,447,1358,482,1127,413,1033,409,779,339,1484,483,876,321,915,365,271,239,220,167,348,273,65,112,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,817065,10280,36010,3079,11286,2049,5084,1302,3633,1353,2782,930,2366,712,2447,991,1175,804,847,522,1045,627,1480,709,596,393,2531,1149,246,240,66,113,426,508,0,208,283897,6709,38286,3122,15952,1957,19748,2233,19085,2412,15220,2307,17015,2384,12647,2328,17248,2598,12899,2193,18986,2801,27332,3774,26897,3545,18318,2756,8787,2241,9962,2509,5515,1676,343393,5855,39993,3535,32048,2428,18340,2371,17533,2450,12372,1620,15456,2241,13521,1986,11220,1646,12835,2185,27110,2809,33427,3381,39193,3473,26615,2921,13859,2256,17751,2320,12120,1898,153765,4355,13482,1930,21659,2394,14807,1971,11368,1707,10341,1626,7945,1356,7548,1281,5910,1140,6809,1085,10380,1691,12937,1513,12471,1868,9058,1639,3358,805,4307,891,1385,503,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75841,3638,4615,1426,1781,889,174,184,609,392,544,526,85,141,306,505,357,332,89,155,0,201,171,262,499,452,0,201,0,201,0,201,0,201,0,201,31050,2720,4901,1422,2705,1171,2403,1076,1976,781,1887,733,1335,585,2044,925,1318,711,1526,982,1637,728,2604,1043,2905,1076,1382,667,981,619,1067,676,379,329,29936,2295,3882,1076,975,399,2025,659,1476,726,1405,718,915,518,1108,688,2010,941,1144,736,2443,1037,3176,1072,2769,861,1809,868,2618,1402,1826,1088,355,276,10240,865,1636,860,1706,528,1021,415,621,346,544,256,505,293,496,273,264,216,229,175,644,344,599,304,1079,399,332,207,188,186,135,126,241,243,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,128111,3523,4234,1246,1723,759,390,368,782,696,260,235,153,193,14,23,354,358,22,37,141,172,0,198,151,156,47,81,197,319,0,198,0,198,0,198,53850,2373,5232,1368,4115,1163,3331,1062,4180,1283,4013,1109,3540,1175,2215,913,2521,934,2115,829,4271,1287,6423,1391,6119,1639,2245,786,1566,670,1170,560,794,436,50963,2293,7226,1499,2415,639,2159,767,1637,726,1741,699,3248,912,2865,975,2731,882,1733,660,3684,986,4219,961,7897,1455,3166,925,3070,868,2161,722,1011,465,19064,1397,2151,715,2801,765,1852,544,1243,584,1136,389,1631,556,682,378,791,500,722,382,1152,486,1472,536,1177,510,1052,431,643,354,428,390,131,126,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,65341,1945,2419,764,470,280,169,191,0,192,234,264,182,176,273,264,52,87,308,469,20,37,305,322,0,192,67,114,23,39,316,344,0,192,0,192,25225,1746,2191,998,1423,643,1131,625,1345,787,1145,623,1256,693,2384,885,1520,835,1105,620,3599,1158,2020,801,1818,794,2164,811,406,267,889,591,829,552,27231,1672,3281,764,2127,886,1036,529,939,455,1376,707,1265,525,1730,732,1099,526,1175,513,2134,857,3429,1129,3405,828,1824,820,572,328,1137,447,702,524,10466,889,1769,738,1077,439,1739,796,444,277,679,450,559,375,309,245,221,185,335,208,449,268,494,252,1028,607,828,442,432,331,94,108,9,15,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,126754,2873,4303,1163,1249,605,436,414,633,396,40,67,731,468,0,200,193,312,125,159,197,178,216,160,0,200,198,231,285,272,0,200,0,200,0,200,40713,2129,7318,1253,1800,740,1524,577,2335,811,1762,605,2305,717,2069,813,2526,1002,1338,744,3073,963,3312,1025,5074,1129,2374,836,1247,511,1723,715,933,355,50302,2233,8356,1252,2870,821,2381,692,2631,852,1729,515,2885,874,1817,591,2859,762,2004,687,3335,742,5188,1285,5081,1020,4241,946,1667,510,1717,685,1541,468,31436,1142,4408,861,4216,802,2890,867,2689,658,1667,506,1437,470,1555,498,1200,364,1493,500,2126,604,2257,610,2103,617,1743,507,599,353,519,302,534,297,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,970913,11306,48452,3691,16801,2329,4692,1289,4897,1631,6449,1837,2601,1112,2120,907,2395,1026,993,567,973,502,2396,1116,2306,1082,1346,794,271,415,212,254,0,238,0,238,377118,8569,49473,4277,32127,3674,28769,3832,29377,3138,30062,3155,28648,3524,23894,3888,23888,3722,16958,2523,30007,3379,32887,4080,26954,3451,11749,2135,6426,1676,3886,1441,2013,1045,391666,7228,49625,3810,28767,2672,25239,2417,29470,2700,26018,2086,25056,3441,20312,2777,20517,2662,15348,2395,35076,3949,32880,2988,38165,3740,20305,2840,11709,1743,6580,1429,6599,1899,153677,4724,26697,2721,22140,2210,13938,1743,15373,2244,11136,1931,8758,1360,7959,1434,6292,1085,4939,1011,8119,1339,10510,1556,10173,1881,4333,1069,1223,627,1207,545,880,475,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
