GEO_ID,B24010F_001E,B24010F_001M,B24010F_002E,B24010F_002M,B24010F_003E,B24010F_003M,B24010F_004E,B24010F_004M,B24010F_005E,B24010F_005M,B24010F_006E,B24010F_006M,B24010F_007E,B24010F_007M,B24010F_008E,B24010F_008M,B24010F_009E,B24010F_009M,B24010F_010E,B24010F_010M,B24010F_011E,B24010F_011M,B24010F_012E,B24010F_012M,B24010F_013E,B24010F_013M,B24010F_014E,B24010F_014M,B24010F_015E,B24010F_015M,B24010F_016E,B24010F_016M,B24010F_017E,B24010F_017M,B24010F_018E,B24010F_018M,B24010F_019E,B24010F_019M,B24010F_020E,B24010F_020M,B24010F_021E,B24010F_021M,B24010F_022E,B24010F_022M,B24010F_023E,B24010F_023M,B24010F_024E,B24010F_024M,B24010F_025E,B24010F_025M,B24010F_026E,B24010F_026M,B24010F_027E,B24010F_027M,B24010F_028E,B24010F_028M,B24010F_029E,B24010F_029M,B24010F_030E,B24010F_030M,B24010F_031E,B24010F_031M,B24010F_032E,B24010F_032M,B24010F_033E,B24010F_033M,B24010F_034E,B24010F_034M,B24010F_035E,B24010F_035M,B24010F_036E,B24010F_036M,B24010F_037E,B24010F_037M,B24010F_038E,B24010F_038M,B24010F_039E,B24010F_039M,B24010F_040E,B24010F_040M,B24010F_041E,B24010F_041M,B24010F_042E,B24010F_042M,B24010F_043E,B24010F_043M,B24010F_044E,B24010F_044M,B24010F_045E,B24010F_045M,B24010F_046E,B24010F_046M,B24010F_047E,B24010F_047M,B24010F_048E,B24010F_048M,B24010F_049E,B24010F_049M,B24010F_050E,B24010F_050M,B24010F_051E,B24010F_051M,B24010F_052E,B24010F_052M,B24010F_053E,B24010F_053M,B24010F_054E,B24010F_054M,B24010F_055E,B24010F_055M,B24010F_056E,B24010F_056M,B24010F_057E,B24010F_057M,B24010F_058E,B24010F_058M,B24010F_059E,B24010F_059M,B24010F_060E,B24010F_060M,B24010F_061E,B24010F_061M,B24010F_062E,B24010F_062M,B24010F_063E,B24010F_063M,B24010F_064E,B24010F_064M,B24010F_065E,B24010F_065M,B24010F_066E,B24010F_066M,B24010F_067E,B24010F_067M,B24010F_068E,B24010F_068M,B24010F_069E,B24010F_069M,B24010F_070E,B24010F_070M,B24010F_071E,B24010F_071M,B24010F_072E,B24010F_072M,B24010F_073E,B24010F_073M,NAME,B24010F_001MA,B24010F_001EA,B24010F_002EA,B24010F_002MA,B24010F_003MA,B24010F_003EA,B24010F_004MA,B24010F_004EA,B24010F_005MA,B24010F_005EA,B24010F_006MA,B24010F_006EA,B24010F_007EA,B24010F_007MA,B24010F_008MA,B24010F_008EA,B24010F_009MA,B24010F_009EA,B24010F_010MA,B24010F_010EA,B24010F_011MA,B24010F_011EA,B24010F_012EA,B24010F_012MA,B24010F_013EA,B24010F_013MA,B24010F_014MA,B24010F_014EA,B24010F_015MA,B24010F_015EA,B24010F_016MA,B24010F_016EA,B24010F_017EA,B24010F_017MA,B24010F_018EA,B24010F_018MA,B24010F_019MA,B24010F_019EA,B24010F_020MA,B24010F_020EA,B24010F_021MA,B24010F_021EA,B24010F_022EA,B24010F_022MA,B24010F_023EA,B24010F_023MA,B24010F_024EA,B24010F_024MA,B24010F_025MA,B24010F_025EA,B24010F_026MA,B24010F_026EA,B24010F_027EA,B24010F_027MA,B24010F_028MA,B24010F_028EA,B24010F_029EA,B24010F_029MA,B24010F_030MA,B24010F_030EA,B24010F_031MA,B24010F_031EA,B24010F_032EA,B24010F_032MA,B24010F_033EA,B24010F_033MA,B24010F_034EA,B24010F_034MA,B24010F_035EA,B24010F_035MA,B24010F_036MA,B24010F_036EA,B24010F_037MA,B24010F_037EA,B24010F_038EA,B24010F_038MA,B24010F_039EA,B24010F_039MA,B24010F_040EA,B24010F_040MA,B24010F_041MA,B24010F_041EA,B24010F_042MA,B24010F_042EA,B24010F_043MA,B24010F_043EA,B24010F_044EA,B24010F_044MA,B24010F_045EA,B24010F_045MA,B24010F_046EA,B24010F_046MA,B24010F_047MA,B24010F_047EA,B24010F_048MA,B24010F_048EA,B24010F_049EA,B24010F_049MA,B24010F_050EA,B24010F_050MA,B24010F_051EA,B24010F_051MA,B24010F_052MA,B24010F_052EA,B24010F_053MA,B24010F_053EA,B24010F_054MA,B24010F_054EA,B24010F_055EA,B24010F_055MA,B24010F_056EA,B24010F_056MA,B24010F_057EA,B24010F_057MA,B24010F_058MA,B24010F_058EA,B24010F_059MA,B24010F_059EA,B24010F_060EA,B24010F_060MA,B24010F_061EA,B24010F_061MA,B24010F_062EA,B24010F_062MA,B24010F_063MA,B24010F_063EA,B24010F_064MA,B24010F_064EA,B24010F_065MA,B24010F_065EA,B24010F_066EA,B24010F_066MA,B24010F_067EA,B24010F_067MA,B24010F_068EA,B24010F_068MA,B24010F_069MA,B24010F_069EA,B24010F_070MA,B24010F_070EA,B24010F_071EA,B24010F_071MA,B24010F_072EA,B24010F_072MA,B24010F_073EA,B24010F_073MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,155629,10021,93376,6817,11690,2453,5538,1596,4090,1527,1448,689,1303,690,874,623,429,299,0,229,3663,1914,1326,934,0,229,2179,1238,158,135,1186,681,786,687,400,395,25995,4186,1794,877,4617,1589,2136,1152,2481,979,8278,2347,10067,2399,1239,530,15331,3243,7076,1931,8255,2136,25325,3270,3382,1263,15052,2493,6891,1829,15035,2535,5760,1521,4072,1244,5203,1218,62253,5365,13037,2198,4079,1250,1422,637,2657,1032,1021,656,690,486,78,94,253,413,4792,953,1115,581,183,193,2881,847,613,392,3145,1207,1272,763,1873,819,22877,3022,2931,920,2257,1277,997,785,1260,1099,6247,1684,7460,1396,3982,1238,20658,2837,6459,1658,14199,2426,844,482,583,385,234,263,27,46,4837,1043,2641,803,706,515,1490,569,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1999979,31348,1165237,19260,140366,7568,68959,6369,53818,5774,15141,2365,25041,3268,10855,2422,11318,2137,2868,896,35604,3393,7201,1680,2675,1085,12613,2075,13115,2437,10762,1877,5109,1202,5653,1508,274672,11298,7523,1684,32205,3256,19427,2768,12778,2213,101055,8865,116239,5855,17650,2771,176203,8704,89557,5072,86646,6641,297523,10402,52311,4705,168301,8897,76911,5468,276473,11288,117310,7393,81828,5264,77335,5848,834742,16678,162223,6807,66490,4565,39002,3154,27488,3050,9239,1602,4481,979,2170,1168,2588,864,65456,3823,11963,1863,4269,1056,41689,3523,7535,1891,21038,2674,10644,2018,10394,1672,282684,9988,41838,4032,7136,1513,4293,1106,2843,1079,66214,5660,97539,5508,69957,4547,270734,9454,112673,6342,158061,7222,22835,3116,18646,2780,2270,804,1919,907,96266,6272,65820,4880,6652,1256,23794,3423,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,95606,7282,54772,4552,6313,1621,3024,924,2441,872,583,384,736,398,464,339,113,138,159,187,2171,1054,1007,893,0,201,519,313,645,455,382,357,57,73,325,351,14299,3134,337,263,1008,634,417,282,591,572,8118,2620,3977,1253,859,569,7174,1570,3164,1096,4010,1141,16468,2630,749,486,13122,2373,2597,973,10518,1814,4972,1201,2821,900,2725,1007,40834,4088,7137,1344,2756,807,1696,756,1060,434,367,258,277,220,90,107,0,201,2704,875,253,204,114,135,1884,761,453,312,1310,601,759,508,551,372,17347,2263,3336,974,31,52,31,52,0,201,6621,1778,5652,1367,1707,668,11549,2112,3435,866,8114,1927,410,286,174,171,236,261,0,201,4391,1533,3091,1252,396,461,904,799,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,85180,5877,49187,4076,4668,1341,2112,890,1482,740,630,470,703,507,347,333,328,363,28,47,1159,628,197,128,31,51,584,559,347,312,694,473,537,355,157,219,17239,3203,161,164,1571,808,1184,811,387,337,7524,2112,6881,2358,1102,606,6737,1525,3227,995,3510,1049,10412,2227,488,434,8060,1980,1864,977,10131,2087,5378,1379,2165,834,2588,1262,35993,3069,6054,1355,1460,677,772,415,688,516,495,349,224,250,37,64,234,272,2976,838,677,392,311,248,1763,726,225,256,1123,656,551,439,572,488,15022,2081,3305,1054,153,156,153,156,0,198,3257,1099,4264,1225,4043,1088,10486,1745,3888,1014,6598,1600,275,255,0,198,89,147,186,212,4156,1394,3184,1328,659,572,313,243,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,225588,14512,127899,9282,17558,3497,8463,2483,7052,2408,1411,785,1919,808,762,528,1091,667,66,107,4652,1781,843,706,267,331,1603,874,1939,1122,2524,1157,1477,784,1047,776,36279,5534,389,450,2416,1073,1343,765,1073,704,13132,3420,18838,4037,1504,778,17609,2944,9897,2047,7712,2147,36378,4796,9304,2617,19868,3412,7206,1812,20075,3550,6936,1950,7409,1850,5730,2032,97689,8942,20175,3772,6729,2360,4144,1648,2585,1244,688,458,544,449,144,151,0,238,8469,2369,1132,595,267,317,4658,1671,2412,1485,4289,1242,2458,998,1831,1004,34260,4587,5112,2549,693,499,634,494,59,95,9001,2603,14683,3164,4771,1680,32773,4265,13431,2704,19342,3083,3775,1686,3629,1720,146,169,0,238,6706,1348,4155,1080,1446,874,1105,642,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
