GEO_ID,B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,NAME,B14007B_001EA,B14007B_001MA,B14007B_002MA,B14007B_002EA,B14007B_003MA,B14007B_003EA,B14007B_004EA,B14007B_004MA,B14007B_005EA,B14007B_005MA,B14007B_006EA,B14007B_006MA,B14007B_007MA,B14007B_007EA,B14007B_008MA,B14007B_008EA,B14007B_009EA,B14007B_009MA,B14007B_010EA,B14007B_010MA,B14007B_011EA,B14007B_011MA,B14007B_012EA,B14007B_012MA,B14007B_013MA,B14007B_013EA,B14007B_014MA,B14007B_014EA,B14007B_015EA,B14007B_015MA,B14007B_016EA,B14007B_016MA,B14007B_017EA,B14007B_017MA,B14007B_018MA,B14007B_018EA,B14007B_019MA,B14007B_019EA,state
0400000US01,1228398,4809,392829,6572,22448,2818,22290,2752,18361,2096,18479,1951,17588,2573,19297,2298,21882,2293,19210,1980,18526,2527,20913,2318,21562,2108,20408,1988,22876,2269,21821,2260,92209,4735,14959,2802,835569,6168,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22666,2106,6388,1617,614,588,185,244,656,435,201,252,391,264,158,198,470,404,448,419,393,350,290,293,608,446,127,167,210,208,188,192,1403,713,46,84,16278,1644,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,253855,7021,91879,6178,3823,1429,5033,1907,4926,1864,3606,1297,3036,1246,4109,1444,4365,1818,5808,1942,4232,1399,3755,1330,4745,1749,5041,1340,4528,1602,7097,2236,24830,3266,2945,1103,161976,5433,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,441364,4331,155638,4589,11346,2074,6437,1419,6015,1429,7008,1571,8300,1611,6647,1232,9010,1750,7314,1315,8890,1626,8562,1515,8695,1819,6586,1063,7905,1541,9299,1539,37753,3171,5871,1860,285726,4325,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2170196,15715,695611,12513,30754,3388,28927,3420,29393,3644,25758,3131,28531,3376,30602,3450,27752,2961,30190,3479,33787,3092,33360,3234,33024,3020,37114,3974,33746,2912,46037,3829,211320,8114,35316,3891,1474585,14847,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,194511,4495,65494,4285,2471,716,3129,1014,2436,812,2987,1211,3895,1213,1971,780,2879,1036,1762,690,3956,1324,2254,932,3633,1068,3538,971,2885,1023,3004,1103,19560,2234,5134,1820,129017,3872,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,344972,5498,117227,4233,6076,1138,5391,1193,5187,1314,5443,1290,6591,1259,5069,1247,6802,1468,5710,1170,5636,1195,4851,1250,6987,1125,6258,1203,5413,1200,7849,1544,29124,2479,4840,1053,227745,4367,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,186301,3103,64628,3983,4243,1018,2506,912,2423,774,3500,912,2553,789,3809,1108,2591,945,4581,1542,3549,1008,3225,1070,2713,876,2887,1081,3464,1097,3913,1080,15533,2164,3138,1102,121673,2974,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,299473,2896,82635,3562,5912,1557,5298,1146,2495,910,3972,1048,3295,832,3065,860,3997,1003,3283,991,3381,949,4250,977,4132,1177,3748,799,5934,1018,4656,955,20189,2350,5028,1219,216838,3166,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2918581,19916,1001590,20236,67635,5600,46918,4276,48768,3936,45131,3770,47827,3575,45143,4525,50217,3856,50073,3862,47714,4330,47037,3877,49021,3301,51764,4384,47567,4241,68003,5402,250456,12619,38316,4076,1916991,17443,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2888161,14720,1010712,13837,57816,5029,48860,4536,43870,5299,47646,4349,46295,4941,48773,4844,54107,4506,50185,4620,51217,4229,46911,4656,49467,4245,49076,3914,48561,4806,62652,5397,255677,9336,49599,5069,1877449,12510,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,24908,1503,9956,1787,140,144,110,127,463,443,428,374,343,278,186,321,898,495,227,245,223,208,16,28,246,248,189,203,553,285,686,653,4227,1358,1021,675,14952,1809,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1794691,10454,592815,9730,39960,3347,27322,2545,27408,2568,25121,2554,28451,2869,27708,2567,30373,3030,25669,2471,29831,2825,30203,2380,31090,3143,31471,2552,38224,2802,40659,3762,129179,6133,30146,3386,1201876,9365,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,562672,6813,195468,6290,10052,1699,10498,1789,12010,1735,8667,1571,7903,1426,9131,1658,10333,1946,9576,1514,8147,1739,10580,1636,9147,1735,11088,1631,12091,1764,11647,1983,47661,3819,6937,1293,367204,6665,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,83642,3090,34804,2765,2545,1021,1627,545,2065,835,1984,729,1372,529,1922,702,1241,576,1507,620,1392,622,1878,644,1049,404,1840,599,1550,579,2515,760,8795,1808,1522,635,48838,2486,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,159513,5008,53741,3955,3959,1442,2645,871,1327,549,4260,1021,1841,727,2800,721,1964,724,2639,745,3303,979,1284,568,1739,715,2191,742,4261,1018,2832,975,14229,2003,2467,812,105772,3574,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,334856,6399,113750,5538,7240,1627,5216,1204,5213,1603,3993,981,4758,1126,4914,1024,6001,1092,4897,1199,4363,986,4632,1030,6569,1255,6368,1104,5923,1365,6743,1343,32070,3015,4850,1176,221106,4949,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1404131,7715,451554,8519,33105,3474,26654,2946,20919,2627,23850,2702,23570,2684,27080,2951,25072,2777,21759,2230,25730,2789,25310,2730,18349,2058,25144,2472,25582,2436,25421,2909,91890,5606,12119,2088,952577,8246,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12864,1387,5770,1140,529,376,232,200,105,116,26,44,182,180,238,178,373,313,251,208,140,124,456,265,316,235,229,150,433,342,431,304,1708,661,121,220,7094,1028,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1658098,7561,522283,11098,33566,2890,22901,2638,22246,2887,23121,2343,23566,2766,22157,2498,20336,2830,23747,2617,22750,2480,26851,3081,25737,2559,25560,2953,27593,2503,33762,3190,129507,7311,38883,4051,1135815,10723,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,433949,7712,160136,5822,8427,1340,8927,1915,5663,1287,7179,1487,7626,1415,7151,1313,8558,1489,5554,1100,6500,1401,7919,1710,7983,1406,7113,1404,8211,1587,9519,1609,46086,3636,7720,1532,273813,5858,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
