GEO_ID,B24010G_001E,B24010G_001M,B24010G_002E,B24010G_002M,B24010G_003E,B24010G_003M,B24010G_004E,B24010G_004M,B24010G_005E,B24010G_005M,B24010G_006E,B24010G_006M,B24010G_007E,B24010G_007M,B24010G_008E,B24010G_008M,B24010G_009E,B24010G_009M,B24010G_010E,B24010G_010M,B24010G_011E,B24010G_011M,B24010G_012E,B24010G_012M,B24010G_013E,B24010G_013M,B24010G_014E,B24010G_014M,B24010G_015E,B24010G_015M,B24010G_016E,B24010G_016M,B24010G_017E,B24010G_017M,B24010G_018E,B24010G_018M,B24010G_019E,B24010G_019M,B24010G_020E,B24010G_020M,B24010G_021E,B24010G_021M,B24010G_022E,B24010G_022M,B24010G_023E,B24010G_023M,B24010G_024E,B24010G_024M,B24010G_025E,B24010G_025M,B24010G_026E,B24010G_026M,B24010G_027E,B24010G_027M,B24010G_028E,B24010G_028M,B24010G_029E,B24010G_029M,B24010G_030E,B24010G_030M,B24010G_031E,B24010G_031M,B24010G_032E,B24010G_032M,B24010G_033E,B24010G_033M,B24010G_034E,B24010G_034M,B24010G_035E,B24010G_035M,B24010G_036E,B24010G_036M,B24010G_037E,B24010G_037M,B24010G_038E,B24010G_038M,B24010G_039E,B24010G_039M,B24010G_040E,B24010G_040M,B24010G_041E,B24010G_041M,B24010G_042E,B24010G_042M,B24010G_043E,B24010G_043M,B24010G_044E,B24010G_044M,B24010G_045E,B24010G_045M,B24010G_046E,B24010G_046M,B24010G_047E,B24010G_047M,B24010G_048E,B24010G_048M,B24010G_049E,B24010G_049M,B24010G_050E,B24010G_050M,B24010G_051E,B24010G_051M,B24010G_052E,B24010G_052M,B24010G_053E,B24010G_053M,B24010G_054E,B24010G_054M,B24010G_055E,B24010G_055M,B24010G_056E,B24010G_056M,B24010G_057E,B24010G_057M,B24010G_058E,B24010G_058M,B24010G_059E,B24010G_059M,B24010G_060E,B24010G_060M,B24010G_061E,B24010G_061M,B24010G_062E,B24010G_062M,B24010G_063E,B24010G_063M,B24010G_064E,B24010G_064M,B24010G_065E,B24010G_065M,B24010G_066E,B24010G_066M,B24010G_067E,B24010G_067M,B24010G_068E,B24010G_068M,B24010G_069E,B24010G_069M,B24010G_070E,B24010G_070M,B24010G_071E,B24010G_071M,B24010G_072E,B24010G_072M,B24010G_073E,B24010G_073M,NAME,B24010G_001MA,B24010G_001EA,B24010G_002MA,B24010G_002EA,B24010G_003MA,B24010G_003EA,B24010G_004EA,B24010G_004MA,B24010G_005EA,B24010G_005MA,B24010G_006EA,B24010G_006MA,B24010G_007MA,B24010G_007EA,B24010G_008MA,B24010G_008EA,B24010G_009EA,B24010G_009MA,B24010G_010EA,B24010G_010MA,B24010G_011EA,B24010G_011MA,B24010G_012MA,B24010G_012EA,B24010G_013MA,B24010G_013EA,B24010G_014MA,B24010G_014EA,B24010G_015EA,B24010G_015MA,B24010G_016EA,B24010G_016MA,B24010G_017EA,B24010G_017MA,B24010G_018MA,B24010G_018EA,B24010G_019MA,B24010G_019EA,B24010G_020EA,B24010G_020MA,B24010G_021EA,B24010G_021MA,B24010G_022EA,B24010G_022MA,B24010G_023EA,B24010G_023MA,B24010G_024MA,B24010G_024EA,B24010G_025MA,B24010G_025EA,B24010G_026EA,B24010G_026MA,B24010G_027EA,B24010G_027MA,B24010G_028EA,B24010G_028MA,B24010G_029MA,B24010G_029EA,B24010G_030MA,B24010G_030EA,B24010G_031EA,B24010G_031MA,B24010G_032EA,B24010G_032MA,B24010G_033EA,B24010G_033MA,B24010G_034MA,B24010G_034EA,B24010G_035MA,B24010G_035EA,B24010G_036MA,B24010G_036EA,B24010G_037EA,B24010G_037MA,B24010G_038EA,B24010G_038MA,B24010G_039EA,B24010G_039MA,B24010G_040MA,B24010G_040EA,B24010G_041MA,B24010G_041EA,B24010G_042EA,B24010G_042MA,B24010G_043EA,B24010G_043MA,B24010G_044EA,B24010G_044MA,B24010G_045MA,B24010G_045EA,B24010G_046MA,B24010G_046EA,B24010G_047MA,B24010G_047EA,B24010G_048EA,B24010G_048MA,B24010G_049EA,B24010G_049MA,B24010G_050EA,B24010G_050MA,B24010G_051MA,B24010G_051EA,B24010G_052MA,B24010G_052EA,B24010G_053EA,B24010G_053MA,B24010G_054EA,B24010G_054MA,B24010G_055EA,B24010G_055MA,B24010G_056MA,B24010G_056EA,B24010G_057MA,B24010G_057EA,B24010G_058MA,B24010G_058EA,B24010G_059EA,B24010G_059MA,B24010G_060EA,B24010G_060MA,B24010G_061EA,B24010G_061MA,B24010G_062MA,B24010G_062EA,B24010G_063MA,B24010G_063EA,B24010G_064EA,B24010G_064MA,B24010G_065EA,B24010G_065MA,B24010G_066EA,B24010G_066MA,B24010G_067MA,B24010G_067EA,B24010G_068MA,B24010G_068EA,B24010G_069MA,B24010G_069EA,B24010G_070EA,B24010G_070MA,B24010G_071EA,B24010G_071MA,B24010G_072EA,B24010G_072MA,B24010G_073EA,B24010G_073MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19343,2348,8604,1278,2047,817,773,417,525,336,248,292,712,556,221,221,398,491,93,107,258,203,10,16,101,153,50,92,97,112,304,289,0,149,304,289,1151,437,55,90,73,74,43,63,30,43,609,335,375,234,39,63,1725,613,749,487,976,406,2702,877,133,107,1499,739,1070,562,979,432,316,314,177,104,486,305,10739,1768,3718,1076,1377,628,1004,556,373,277,572,492,242,227,0,149,330,382,818,411,106,90,17,28,687,388,8,13,951,542,538,430,413,363,2802,989,1117,745,163,172,47,62,116,164,700,359,276,213,546,340,3873,1005,758,445,3115,932,14,24,0,149,0,149,14,24,332,439,2,6,314,438,16,20,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,54777,4781,28339,2905,7909,1697,2719,862,2210,804,509,349,2470,883,1352,666,744,458,374,284,2195,854,187,197,212,183,930,496,866,585,525,440,180,181,345,407,5509,1202,213,227,1022,571,899,532,123,150,1930,755,1169,607,1175,718,6232,1707,2935,1240,3297,1140,3857,1129,0,229,1645,652,2212,897,4832,1352,1173,550,2485,1042,1174,806,26438,3578,6884,1526,2077,700,958,406,1119,502,634,505,375,441,88,104,171,211,2648,815,723,360,228,181,1466,660,231,244,1525,683,1173,633,352,272,6944,1602,1437,800,345,377,345,377,0,229,2818,1151,648,395,1696,800,10619,2274,3614,1469,7005,1726,755,460,140,168,508,425,107,134,1236,664,688,465,378,379,170,161,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,508474,17268,264767,11153,84793,5708,32964,3077,23156,2465,9808,1710,22234,3102,11649,2453,8280,1548,2305,947,22874,2636,3081,857,1833,792,8166,1473,9794,1791,6721,1467,4299,1133,2422,849,51442,5461,3265,1016,10700,2198,6011,1271,4689,1684,17609,3109,12296,2125,7572,1645,57058,4926,32317,3178,24741,3023,33229,3209,2164,748,17947,2649,13118,1435,38245,3292,15057,2121,12263,1790,10925,2042,243707,9338,96053,4978,36155,2891,22569,2450,13586,1564,8544,1463,4744,1313,1280,424,2520,620,34916,3426,4757,1081,2631,847,20026,2220,7502,1795,16438,2016,11426,1664,5012,1313,56501,3971,11605,1892,2819,970,1478,596,1341,650,17798,2688,6573,1344,17706,2367,79325,5216,31056,2885,48269,3957,2278,836,702,348,594,330,982,625,9550,2019,6130,1765,1468,620,1952,636,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,55937,4151,28190,2563,9365,1712,3758,1083,2651,891,1107,610,3141,872,1846,735,749,357,546,342,2016,779,122,149,76,97,1255,702,563,352,450,313,450,313,0,201,6225,1334,357,342,1059,527,715,417,344,350,2560,868,1180,528,1069,624,4518,1069,2688,829,1830,581,4133,1116,192,175,2640,895,1301,552,3949,1134,1646,811,1258,581,1045,629,27747,2910,11004,1769,5310,1248,3128,1067,2182,779,736,394,189,178,67,101,480,335,2878,834,431,273,77,103,1545,796,825,487,2080,831,1551,693,529,376,6206,1417,1239,566,329,266,126,186,203,200,2068,730,359,295,2211,668,9485,2066,3229,897,6256,1746,207,210,75,146,47,90,85,123,845,484,322,284,140,171,383,444,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,28464,3480,13941,2320,4971,1129,1290,531,1019,501,271,163,1751,619,1096,513,466,344,189,210,1121,484,82,132,0,198,536,312,503,355,809,475,647,449,162,233,3571,1049,511,329,609,332,406,249,203,219,1321,661,923,529,207,237,2514,923,989,534,1525,698,1206,657,325,492,731,397,150,155,1679,601,984,495,538,269,157,140,14523,2187,5438,1253,1661,640,523,270,1138,570,890,606,649,542,33,60,208,218,1424,605,463,282,100,122,747,404,114,133,1463,621,1055,519,408,328,4489,1265,1050,523,40,67,40,67,0,198,1547,893,723,309,1129,636,3562,1000,1518,624,2044,723,407,357,177,246,230,249,0,198,627,348,197,155,292,267,138,152,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,127038,7730,65177,5406,20536,2830,9902,1993,7656,1823,2246,893,4571,1483,3019,1194,1103,531,449,420,3834,1059,470,297,588,605,1150,499,1626,684,2229,1082,1487,852,742,653,12539,2382,736,460,2499,983,2003,840,496,515,4902,1349,3158,1075,1244,1231,12853,2465,8246,1929,4607,1265,10497,2468,505,410,5323,1530,4669,1502,8752,1920,3375,1374,2892,1079,2485,1029,61861,4884,21980,2944,6640,1363,3621,1001,3019,906,2165,919,1484,878,308,248,373,266,8982,2016,618,364,520,288,4937,1360,2907,1397,4193,1309,3105,1103,1088,490,15531,2413,3689,1058,694,536,198,195,496,517,4877,1554,3261,1324,3010,935,21541,2474,9145,1624,12396,1840,817,464,384,339,187,192,246,321,1992,670,1338,583,294,160,360,276,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
